"","Country","Year","population_growth"
"1","Albania",1985,2.055994609
"2","Albania",1986,1.933220811
"3","Albania",1987,1.997039956
"4","Albania",1988,1.886710529
"5","Albania",1989,2.687861989
"6","Albania",1990,1.799085593
"7","Albania",1991,-0.602809679
"8","Albania",1992,-0.606434726
"9","Albania",1993,-0.610165793
"10","Albania",1994,-0.613880507
"11","Albania",1995,-0.617703658
"12","Albania",1996,-0.621511399
"13","Albania",1997,-0.625430097
"14","Albania",1998,-0.629334393
"15","Albania",1999,-0.633352274
"16","Albania",2000,-0.637356834
"17","Albania",2001,-0.938470428
"18","Albania",2002,-0.299876697
"19","Albania",2003,-0.374149169
"20","Albania",2004,-0.417931378
"21","Albania",2005,-0.511790116
"22","Albania",2006,-0.630911245
"23","Albania",2007,-0.755718755
"24","Albania",2008,-0.767342959
"25","Albania",2009,-0.673894046
"26","Albania",2010,-0.496461963
"27","Albania",2011,-0.269017332
"28","Albania",2012,-0.16515104
"29","Albania",2013,-0.183211385
"30","Albania",2014,-0.207047
"31","Albania",2015,-0.291205787
"32","Albania",2016,-0.159880412
"33","Antigua and Barbuda",1985,-1.342302033
"34","Antigua and Barbuda",1986,-1.404154652
"35","Antigua and Barbuda",1987,-1.410885874
"36","Antigua and Barbuda",1988,-1.166777504
"37","Antigua and Barbuda",1989,-0.644801576
"38","Antigua and Barbuda",1990,0.103508031
"39","Antigua and Barbuda",1991,0.911926202
"40","Antigua and Barbuda",1992,1.650324045
"41","Antigua and Barbuda",1993,2.18416517
"42","Antigua and Barbuda",1994,2.514657024
"43","Antigua and Barbuda",1995,2.614743907
"44","Antigua and Barbuda",1996,2.692344039
"45","Antigua and Barbuda",1997,2.753047696
"46","Antigua and Barbuda",1998,2.680533611
"47","Antigua and Barbuda",1999,2.449374686
"48","Antigua and Barbuda",2000,2.119596929
"49","Antigua and Barbuda",2001,1.746950577
"50","Antigua and Barbuda",2002,1.411392597
"51","Antigua and Barbuda",2003,1.18347304
"52","Antigua and Barbuda",2004,1.098273643
"53","Antigua and Barbuda",2005,1.122202076
"54","Antigua and Barbuda",2006,1.167350102
"55","Antigua and Barbuda",2007,1.188904483
"56","Antigua and Barbuda",2008,1.1933199
"57","Antigua and Barbuda",2009,1.185659303
"58","Antigua and Barbuda",2010,1.147471712
"59","Antigua and Barbuda",2011,1.11147273
"60","Antigua and Barbuda",2012,1.09925469
"61","Antigua and Barbuda",2013,1.076058296
"62","Antigua and Barbuda",2014,1.068648038
"63","Antigua and Barbuda",2015,1.05434633
"64","Antigua and Barbuda",2016,1.03542237
"65","Argentina",1985,1.551619351
"66","Argentina",1986,1.529797634
"67","Argentina",1987,1.509198642
"68","Argentina",1988,1.486178218
"69","Argentina",1989,1.461314598
"70","Argentina",1990,1.434566316
"71","Argentina",1991,1.408255222
"72","Argentina",1992,1.379945379
"73","Argentina",1993,1.345135953
"74","Argentina",1994,1.302491994
"75","Argentina",1995,1.255747946
"76","Argentina",1996,1.206777525
"77","Argentina",1997,1.162864394
"78","Argentina",1998,1.131105611
"79","Argentina",1999,1.115335769
"80","Argentina",2000,1.110875305
"81","Argentina",2001,1.111141909
"82","Argentina",2002,1.10897136
"83","Argentina",2003,1.10241509
"84","Argentina",2004,1.088607526
"85","Argentina",2005,1.070434278
"86","Argentina",2006,1.050528096
"87","Argentina",2007,1.034432919
"88","Argentina",2008,1.025899718
"89","Argentina",2009,1.02737729
"90","Argentina",2010,1.035037143
"91","Argentina",2011,1.044859862
"92","Argentina",2012,1.050376222
"93","Argentina",2013,1.047276747
"94","Argentina",2014,1.032709282
"95","Argentina",2015,1.00985496
"96","Argentina",2016,0.984741906
"97","Armenia",1985,1.520523803
"98","Armenia",1986,1.674218689
"99","Armenia",1987,1.744178445
"100","Armenia",1988,1.515397226
"101","Armenia",1989,0.903782824
"102","Armenia",1990,0.047945944
"103","Armenia",1991,-0.934610126
"104","Armenia",1992,-1.79741315
"105","Armenia",1993,-2.342542542
"106","Armenia",1994,-2.390391903
"107","Armenia",1995,-2.040310112
"108","Armenia",1996,-1.538721502
"109","Armenia",1997,-1.114987649
"110","Armenia",1998,-0.781897581
"111","Armenia",1999,-0.634656819
"112","Armenia",2000,-0.630956668
"113","Armenia",2001,-0.618702898
"114","Armenia",2002,-0.550838989
"115","Armenia",2003,-0.531785447
"116","Armenia",2004,-0.571380944
"117","Armenia",2005,-0.647057335
"118","Armenia",2006,-0.766331138
"119","Armenia",2007,-0.863750024
"120","Armenia",2008,-0.850367271
"121","Armenia",2009,-0.677479353
"122","Armenia",2010,-0.391023921
"123","Armenia",2011,-0.060143665
"124","Armenia",2012,0.220269188
"125","Armenia",2013,0.401251977
"126","Armenia",2014,0.438331527
"127","Armenia",2015,0.368528212
"128","Armenia",2016,0.269302288
"129","Aruba",1985,0.301918203
"130","Aruba",1986,-0.607943306
"131","Aruba",1987,-1.303070407
"132","Aruba",1988,-1.226909428
"133","Aruba",1989,-0.076979146
"134","Aruba",1990,1.813641093
"135","Aruba",1991,3.902018236
"136","Aruba",1992,5.44027196
"137","Aruba",1993,6.068410306
"138","Aruba",1994,5.625997562
"139","Aruba",1995,4.616674713
"140","Aruba",1996,3.517889233
"141","Aruba",1997,2.669576442
"142","Aruba",1998,2.114385656
"143","Aruba",1999,1.960557913
"144","Aruba",2000,2.055026783
"145","Aruba",2001,2.22593013
"146","Aruba",2002,2.229056047
"147","Aruba",2003,2.109354335
"148","Aruba",2004,1.757352867
"149","Aruba",2005,1.30203884
"150","Aruba",2006,0.797562763
"151","Aruba",2007,0.384060021
"152","Aruba",2008,0.131310707
"153","Aruba",2009,0.09861642
"154","Aruba",2010,0.212680144
"155","Aruba",2011,0.376984768
"156","Aruba",2012,0.512144989
"157","Aruba",2013,0.592914005
"158","Aruba",2014,0.587492389
"159","Aruba",2015,0.524658159
"160","Aruba",2016,0.459929192
"161","Australia",1985,1.367346075
"162","Australia",1986,1.638988867
"163","Australia",1987,1.520986626
"164","Australia",1988,1.636206657
"165","Australia",1989,1.69256678
"166","Australia",1990,1.479978016
"167","Australia",1991,1.274577578
"168","Australia",1992,1.213390775
"169","Australia",1993,0.978336681
"170","Australia",1994,1.058508842
"171","Australia",1995,1.208019812
"172","Australia",1996,1.313819299
"173","Australia",1997,1.11872569
"174","Australia",1998,1.042235716
"175","Australia",1999,1.142505187
"176","Australia",2000,1.192272323
"177","Australia",2001,1.348358342
"178","Australia",2002,1.220563785
"179","Australia",2003,1.233996663
"180","Australia",2004,1.159352162
"181","Australia",2005,1.319789554
"182","Australia",2006,1.475227945
"183","Australia",2007,0.624678435
"184","Australia",2008,2.00402174
"185","Australia",2009,2.06104513
"186","Australia",2010,1.555489589
"187","Australia",2011,1.389527316
"188","Australia",2012,1.78544535
"189","Australia",2013,1.758338077
"190","Australia",2014,1.535878854
"191","Australia",2015,1.464059816
"192","Australia",2016,1.498209742
"193","Austria",1985,0.046950968
"194","Austria",1986,0.063548997
"195","Austria",1987,0.063284204
"196","Austria",1988,0.14157085
"197","Austria",1989,0.4505139
"198","Austria",1990,0.762001611
"199","Austria",1991,0.998418103
"200","Austria",1992,1.100552287
"201","Austria",1993,0.824627941
"202","Austria",1994,0.384869547
"203","Austria",1995,0.153106261
"204","Austria",1996,0.135019834
"205","Austria",1997,0.113316608
"206","Austria",1998,0.109728368
"207","Austria",1999,0.194563153
"208","Austria",2000,0.240466652
"209","Austria",2001,0.382799394
"210","Austria",2002,0.491980464
"211","Austria",2003,0.487133895
"212","Austria",2004,0.620413127
"213","Austria",2005,0.681267248
"214","Austria",2006,0.494797775
"215","Austria",2007,0.324146535
"216","Austria",2008,0.313041438
"217","Austria",2009,0.26195319
"218","Austria",2010,0.2403943
"219","Austria",2011,0.337080842
"220","Austria",2012,0.455937472
"221","Austria",2013,0.589387255
"222","Austria",2014,0.781541633
"223","Austria",2015,1.120992502
"224","Austria",2016,1.081396299
"225","Azerbaijan",1985,1.646583945
"226","Azerbaijan",1986,1.668722482
"227","Azerbaijan",1987,1.680347942
"228","Azerbaijan",1988,1.676389792
"229","Azerbaijan",1989,1.65322579
"230","Azerbaijan",1990,0.449521196
"231","Azerbaijan",1991,1.552352725
"232","Azerbaijan",1992,1.515077094
"233","Azerbaijan",1993,1.519152695
"234","Azerbaijan",1994,1.351730097
"235","Azerbaijan",1995,1.151694447
"236","Azerbaijan",1996,1.009848043
"237","Azerbaijan",1997,0.964673774
"238","Azerbaijan",1998,0.949138147
"239","Azerbaijan",1999,0.8775987
"240","Azerbaijan",2000,0.821519964
"241","Azerbaijan",2001,0.774765939
"242","Azerbaijan",2002,0.746173583
"243","Azerbaijan",2003,0.757650956
"244","Azerbaijan",2004,0.87542728
"245","Azerbaijan",2005,1.022265592
"246","Azerbaijan",2006,1.098586574
"247","Azerbaijan",2007,1.133855466
"248","Azerbaijan",2008,2.099854033
"249","Azerbaijan",2009,2.076148264
"250","Azerbaijan",2010,1.189787708
"251","Azerbaijan",2011,1.303000855
"252","Azerbaijan",2012,1.328763827
"253","Azerbaijan",2013,1.293447027
"254","Azerbaijan",2014,1.248208997
"255","Azerbaijan",2015,1.191209858
"256","Azerbaijan",2016,1.11785721
"257","Bahrain",1985,2.952587715
"258","Bahrain",1986,3.29536262
"259","Bahrain",1987,3.511247944
"260","Bahrain",1988,3.550896756
"261","Bahrain",1989,3.358264293
"262","Bahrain",1990,3.038244135
"263","Bahrain",1991,2.751303107
"264","Bahrain",1992,2.579796301
"265","Bahrain",1993,2.478367197
"266","Bahrain",1994,2.463743642
"267","Bahrain",1995,2.535151448
"268","Bahrain",1996,2.62084896
"269","Bahrain",1997,2.771484087
"270","Bahrain",1998,3.106571675
"271","Bahrain",1999,3.654564632
"272","Bahrain",2000,4.315130637
"273","Bahrain",2001,4.836634112
"274","Bahrain",2002,5.249907736
"275","Bahrain",2003,5.75681491
"276","Bahrain",2004,6.36025629
"277","Bahrain",2005,6.904364255
"278","Bahrain",2006,7.49936409
"279","Bahrain",2007,7.773737
"280","Bahrain",2008,7.322469834
"281","Bahrain",2009,6.128062258
"282","Bahrain",2010,4.603905253
"283","Bahrain",2011,2.970051954
"284","Bahrain",2012,1.702435467
"285","Bahrain",2013,1.161799071
"286","Bahrain",2014,1.582802234
"287","Bahrain",2015,2.618665193
"288","Bahrain",2016,3.812796793
"289","Barbados",1985,0.286040378
"290","Barbados",1986,0.316779417
"291","Barbados",1987,0.340237561
"292","Barbados",1988,0.354944205
"293","Barbados",1989,0.359470256
"294","Barbados",1990,0.352421916
"295","Barbados",1991,0.345443352
"296","Barbados",1992,0.347305487
"297","Barbados",1993,0.344583063
"298","Barbados",1994,0.351354174
"299","Barbados",1995,0.356917732
"300","Barbados",1996,0.370314286
"301","Barbados",1997,0.376440478
"302","Barbados",1998,0.375775127
"303","Barbados",1999,0.362097879
"304","Barbados",2000,0.343375699
"305","Barbados",2001,0.310065147
"306","Barbados",2002,0.292532159
"307","Barbados",2003,0.286904135
"308","Barbados",2004,0.305492684
"309","Barbados",2005,0.335587959
"310","Barbados",2006,0.375195323
"311","Barbados",2007,0.403129055
"312","Barbados",2008,0.422427178
"313","Barbados",2009,0.414186551
"314","Barbados",2010,0.39387979
"315","Barbados",2011,0.368459992
"316","Barbados",2012,0.350062437
"317","Barbados",2013,0.327605267
"318","Barbados",2014,0.309598865
"319","Barbados",2015,0.293163377
"320","Barbados",2016,0.273711418
"321","Belarus",1985,0.653761443
"322","Belarus",1986,0.679391164
"323","Belarus",1987,0.67480657
"324","Belarus",1988,0.286405805
"325","Belarus",1989,0.29542119
"326","Belarus",1990,0.186649693
"327","Belarus",1991,0.049060493
"328","Belarus",1992,0.215580681
"329","Belarus",1993,0.224883986
"330","Belarus",1994,-0.117267677
"331","Belarus",1995,-0.323196991
"332","Belarus",1996,-0.334086977
"333","Belarus",1997,-0.424126493
"334","Belarus",1998,-0.475578029
"335","Belarus",1999,-0.420607218
"336","Belarus",2000,-0.471131335
"337","Belarus",2001,-0.512966688
"338","Belarus",2002,-0.636565666
"339","Belarus",2003,-0.699809191
"340","Belarus",2004,-0.682169472
"341","Belarus",2005,-0.68300556
"342","Belarus",2006,-0.612296198
"343","Belarus",2007,-0.458847536
"344","Belarus",2008,-0.345415054
"345","Belarus",2009,-0.22296073
"346","Belarus",2010,-0.170360662
"347","Belarus",2011,-0.183624023
"348","Belarus",2012,-0.091637482
"349","Belarus",2013,0.015868579
"350","Belarus",2014,0.089902558
"351","Belarus",2015,0.159300802
"352","Belarus",2016,0.12551111
"353","Belgium",1985,0.029786423
"354","Belgium",1986,0.035648851
"355","Belgium",1987,0.085252141
"356","Belgium",1988,0.317926245
"357","Belgium",1989,0.363247986
"358","Belgium",1990,0.298235706
"359","Belgium",1991,0.371593166
"360","Belgium",1992,0.405713496
"361","Belgium",1993,0.390638518
"362","Belgium",1994,0.308197074
"363","Belgium",1995,0.209436838
"364","Belgium",1996,0.195393176
"365","Belgium",1997,0.241991885
"366","Belgium",1998,0.213527651
"367","Belgium",1999,0.229189103
"368","Belgium",2000,0.242517956
"369","Belgium",2001,0.343951158
"370","Belgium",2002,0.448268895
"371","Belgium",2003,0.418641508
"372","Belgium",2004,0.432788248
"373","Belgium",2005,0.550055708
"374","Belgium",2006,0.659558215
"375","Belgium",2007,0.734330831
"376","Belgium",2008,0.789976845
"377","Belgium",2009,0.804599573
"378","Belgium",2010,0.913639392
"379","Belgium",2011,1.386849113
"380","Belgium",2012,0.726031655
"381","Belgium",2013,0.489184301
"382","Belgium",2014,0.234370844
"383","Belgium",2015,0.579446242
"384","Belgium",2016,0.506300002
"385","Belize",1985,2.812635448
"386","Belize",1986,2.778745494
"387","Belize",1987,2.763866433
"388","Belize",1988,2.664952755
"389","Belize",1989,2.45034977
"390","Belize",1990,2.20104244
"391","Belize",1991,1.887675612
"392","Belize",1992,1.655794971
"393","Belize",1993,1.683490757
"394","Belize",1994,2.032677864
"395","Belize",1995,2.588750099
"396","Belize",1996,3.192081572
"397","Belize",1997,3.644018127
"398","Belize",1998,3.84122995
"399","Belize",1999,3.725900281
"400","Belize",2000,3.409049514
"401","Belize",2001,3.053797033
"402","Belize",2002,2.792965627
"403","Belize",2003,2.606407988
"404","Belize",2004,2.552874327
"405","Belize",2005,2.570194001
"406","Belize",2006,2.602825568
"407","Belize",2007,2.60048533
"408","Belize",2008,2.566584581
"409","Belize",2009,2.504267338
"410","Belize",2010,2.416656693
"411","Belize",2011,2.330775455
"412","Belize",2012,2.255412899
"413","Belize",2013,2.197238562
"414","Belize",2014,2.159379755
"415","Belize",2015,2.136281595
"416","Belize",2016,2.111220431
"417","Bosnia and Herzegovina",1985,0.946697839
"418","Bosnia and Herzegovina",1986,0.982694775
"419","Bosnia and Herzegovina",1987,0.965116062
"420","Bosnia and Herzegovina",1988,0.657360704
"421","Bosnia and Herzegovina",1989,-0.031126906
"422","Bosnia and Herzegovina",1990,-0.963901299
"423","Bosnia and Herzegovina",1991,-2.078597534
"424","Bosnia and Herzegovina",1992,-3.076604003
"425","Bosnia and Herzegovina",1993,-3.630811275
"426","Bosnia and Herzegovina",1994,-3.463982114
"427","Bosnia and Herzegovina",1995,-2.69772208
"428","Bosnia and Herzegovina",1996,-1.661456171
"429","Bosnia and Herzegovina",1997,-0.742010802
"430","Bosnia and Herzegovina",1998,-0.051873166
"431","Bosnia and Herzegovina",1999,0.229919046
"432","Bosnia and Herzegovina",2000,0.201652406
"433","Bosnia and Herzegovina",2001,0.121464756
"434","Bosnia and Herzegovina",2002,0.119860766
"435","Bosnia and Herzegovina",2003,0.091064875
"436","Bosnia and Herzegovina",2004,0.053964444
"437","Bosnia and Herzegovina",2005,0.006426177
"438","Bosnia and Herzegovina",2006,-0.054543066
"439","Bosnia and Herzegovina",2007,-0.144781204
"440","Bosnia and Herzegovina",2008,-0.27597665
"441","Bosnia and Herzegovina",2009,-0.453732789
"442","Bosnia and Herzegovina",2010,-0.655462608
"443","Bosnia and Herzegovina",2011,-0.896490382
"444","Bosnia and Herzegovina",2012,-1.108492739
"445","Bosnia and Herzegovina",2013,-1.191240193
"446","Bosnia and Herzegovina",2014,-1.087641305
"447","Bosnia and Herzegovina",2015,-0.845996499
"448","Bosnia and Herzegovina",2016,-0.54290805
"449","Brazil",1985,2.142237395
"450","Brazil",1986,2.0594694
"451","Brazil",1987,1.983118734
"452","Brazil",1988,1.912636492
"453","Brazil",1989,1.851101323
"454","Brazil",1990,1.797188572
"455","Brazil",1991,1.741950349
"456","Brazil",1992,1.688363836
"457","Brazil",1993,1.648050807
"458","Brazil",1994,1.623857688
"459","Brazil",1995,1.609646578
"460","Brazil",1996,1.599431826
"461","Brazil",1997,1.58330331
"462","Brazil",1998,1.554874758
"463","Brazil",1999,1.509726796
"464","Brazil",2000,1.45290131
"465","Brazil",2001,1.395385864
"466","Brazil",2002,1.341366666
"467","Brazil",2003,1.285684986
"468","Brazil",2004,1.228872972
"469","Brazil",2005,1.172551513
"470","Brazil",2006,1.114608547
"471","Brazil",2007,1.060019419
"472","Brazil",2008,1.016864591
"473","Brazil",2009,0.988453746
"474","Brazil",2010,0.970296367
"475","Brazil",2011,0.956012574
"476","Brazil",2012,0.938920327
"477","Brazil",2013,0.917022961
"478","Brazil",2014,0.887563333
"479","Brazil",2015,0.852799206
"480","Brazil",2016,0.817555711
"481","Bulgaria",1985,-0.001473114
"482","Bulgaria",1986,-0.026519755
"483","Bulgaria",1987,0.147109293
"484","Bulgaria",1988,0.112372424
"485","Bulgaria",1989,-1.170038599
"486","Bulgaria",1990,-1.803750479
"487","Bulgaria",1991,-0.99042598
"488","Bulgaria",1992,-1.073853191
"489","Bulgaria",1993,-0.797665852
"490","Bulgaria",1994,-0.339586079
"491","Bulgaria",1995,-0.4453985
"492","Bulgaria",1996,-0.51572988
"493","Bulgaria",1997,-0.608797355
"494","Bulgaria",1998,-0.667302701
"495","Bulgaria",1999,-0.560648225
"496","Bulgaria",2000,-0.493896417
"497","Bulgaria",2001,-1.990632204
"498","Bulgaria",2002,-2.17069878
"499","Bulgaria",2003,-0.792113638
"500","Bulgaria",2004,-0.754796951
"501","Bulgaria",2005,-0.752977445
"502","Bulgaria",2006,-0.759505916
"503","Bulgaria",2007,-0.735282284
"504","Bulgaria",2008,-0.701922745
"505","Bulgaria",2009,-0.644281363
"506","Bulgaria",2010,-0.658275447
"507","Bulgaria",2011,-0.641228921
"508","Bulgaria",2012,-0.579220596
"509","Bulgaria",2013,-0.559647217
"510","Bulgaria",2014,-0.568389264
"511","Bulgaria",2015,-0.638069468
"512","Bulgaria",2016,-0.701382098
"513","Cabo Verde",1985,1.816642055
"514","Cabo Verde",1986,1.610104488
"515","Cabo Verde",1987,1.460319002
"516","Cabo Verde",1988,1.459929011
"517","Cabo Verde",1989,1.658444731
"518","Cabo Verde",1990,1.97889385
"519","Cabo Verde",1991,2.3275992
"520","Cabo Verde",1992,2.582848817
"521","Cabo Verde",1993,2.726153025
"522","Cabo Verde",1994,2.711314619
"523","Cabo Verde",1995,2.595803859
"524","Cabo Verde",1996,2.44865642
"525","Cabo Verde",1997,2.330367133
"526","Cabo Verde",1998,2.216449829
"527","Cabo Verde",1999,2.124763436
"528","Cabo Verde",2000,2.041948713
"529","Cabo Verde",2001,1.965709434
"530","Cabo Verde",2002,1.873194748
"531","Cabo Verde",2003,1.762933804
"532","Cabo Verde",2004,1.62040857
"533","Cabo Verde",2005,1.465272
"534","Cabo Verde",2006,1.303817449
"535","Cabo Verde",2007,1.166846877
"536","Cabo Verde",2008,1.080609721
"537","Cabo Verde",2009,1.060002683
"538","Cabo Verde",2010,1.084919087
"539","Cabo Verde",2011,1.124856113
"540","Cabo Verde",2012,1.156907994
"541","Cabo Verde",2013,1.185022837
"542","Cabo Verde",2014,1.209902934
"543","Cabo Verde",2015,1.222651753
"544","Cabo Verde",2016,1.239580878
"545","Canada",1985,0.929446703
"546","Canada",1986,1.004879395
"547","Canada",1987,1.311767682
"548","Canada",1988,1.291064804
"549","Canada",1989,1.783590046
"550","Canada",1990,1.493593109
"551","Canada",1991,1.360506174
"552","Canada",1992,1.2274176
"553","Canada",1993,1.094331921
"554","Canada",1994,0.961244717
"555","Canada",1995,0.828159179
"556","Canada",1996,1.077164681
"557","Canada",1997,1.057015395
"558","Canada",1998,0.865613663
"559","Canada",1999,0.827369318
"560","Canada",2000,0.882998577
"561","Canada",2001,1.009521666
"562","Canada",2002,0.897131277
"563","Canada",2003,0.996232739
"564","Canada",2004,1.002034424
"565","Canada",2005,0.985903767
"566","Canada",2006,0.796844597
"567","Canada",2007,0.969853611
"568","Canada",2008,1.082197086
"569","Canada",2009,1.144840183
"570","Canada",2010,1.113959721
"571","Canada",2011,0.987617711
"572","Canada",2012,1.180344799
"573","Canada",2013,1.149678596
"574","Canada",2014,1.083587809
"575","Canada",2015,0.832774622
"576","Canada",2016,1.198650352
"577","Chile",1985,1.616889104
"578","Chile",1986,1.653437836
"579","Chile",1987,1.681798568
"580","Chile",1988,1.691797718
"581","Chile",1989,1.678177519
"582","Chile",1990,1.647178895
"583","Chile",1991,1.611398369
"584","Chile",1992,1.576166639
"585","Chile",1993,1.536194081
"586","Chile",1994,1.492274598
"587","Chile",1995,1.445875446
"588","Chile",1996,1.397605109
"589","Chile",1997,1.349736435
"590","Chile",1998,1.304305867
"591","Chile",1999,1.262808997
"592","Chile",2000,1.224826126
"593","Chile",2001,1.186783785
"594","Chile",2002,1.150151256
"595","Chile",2003,1.119612046
"596","Chile",2004,1.096755054
"597","Chile",2005,1.078973466
"598","Chile",2006,1.064036688
"599","Chile",2007,1.047783141
"600","Chile",2008,1.027076081
"601","Chile",2009,1.0002656
"602","Chile",2010,0.969247387
"603","Chile",2011,0.937157145
"604","Chile",2012,0.907579758
"605","Chile",2013,0.881363073
"606","Chile",2014,0.859924596
"607","Chile",2015,0.841711121
"608","Chile",2016,0.824579726
"609","Colombia",1985,2.156481458
"610","Colombia",1986,2.09986219
"611","Colombia",1987,2.045725518
"612","Colombia",1988,1.994588011
"613","Colombia",1989,1.948737959
"614","Colombia",1990,1.906269914
"615","Colombia",1991,1.865111339
"616","Colombia",1992,1.821723084
"617","Colombia",1993,1.774128342
"618","Colombia",1994,1.721160385
"619","Colombia",1995,1.665522159
"620","Colombia",1996,1.608334676
"621","Colombia",1997,1.555223431
"622","Colombia",1998,1.51172623
"623","Colombia",1999,1.480589393
"624","Colombia",2000,1.457655847
"625","Colombia",2001,1.437376745
"626","Colombia",2002,1.413715658
"627","Colombia",2003,1.384704068
"628","Colombia",2004,1.347892323
"629","Colombia",2005,1.305616326
"630","Colombia",2006,1.262825409
"631","Colombia",2007,1.221754692
"632","Colombia",2008,1.180557901
"633","Colombia",2009,1.139626956
"634","Colombia",2010,1.099085827
"635","Colombia",2011,1.058337222
"636","Colombia",2012,1.017992635
"637","Colombia",2013,0.979596402
"638","Colombia",2014,0.943782713
"639","Colombia",2015,0.90978181
"640","Colombia",2016,0.876786632
"641","Costa Rica",1985,2.614316496
"642","Costa Rica",1986,2.558454451
"643","Costa Rica",1987,2.51106184
"644","Costa Rica",1988,2.487626489
"645","Costa Rica",1989,2.495236368
"646","Costa Rica",1990,2.519859572
"647","Costa Rica",1991,2.540268017
"648","Costa Rica",1992,2.543757161
"649","Costa Rica",1993,2.532176811
"650","Costa Rica",1994,2.503155066
"651","Costa Rica",1995,2.457690907
"652","Costa Rica",1996,2.414583506
"653","Costa Rica",1997,2.362731188
"654","Costa Rica",1998,2.272497431
"655","Costa Rica",1999,2.136346337
"656","Costa Rica",2000,1.973780614
"657","Costa Rica",2001,1.801432944
"658","Costa Rica",2002,1.64782844
"659","Costa Rica",2003,1.532956108
"660","Costa Rica",2004,1.469217668
"661","Costa Rica",2005,1.441729115
"662","Costa Rica",2006,1.424719671
"663","Costa Rica",2007,1.398344085
"664","Costa Rica",2008,1.364702551
"665","Costa Rica",2009,1.317725028
"666","Costa Rica",2010,1.262356468
"667","Costa Rica",2011,1.207000977
"668","Costa Rica",2012,1.159393688
"669","Costa Rica",2013,1.11702185
"670","Costa Rica",2014,1.08145876
"671","Costa Rica",2015,1.051233008
"672","Costa Rica",2016,1.022696047
"673","Croatia",1985,0.447714211
"674","Croatia",1986,0.445718662
"675","Croatia",1987,0.380469704
"676","Croatia",1988,0.358008174
"677","Croatia",1989,0.209995877
"678","Croatia",1990,0.272337028
"679","Croatia",1991,-5.814339299
"680","Croatia",1992,-0.890874489
"681","Croatia",1993,3.732595761
"682","Croatia",1994,0.215285336
"683","Croatia",1995,0.407769639
"684","Croatia",1996,-3.820174223
"685","Croatia",1997,1.720757217
"686","Croatia",1998,-1.565115162
"687","Croatia",1999,1.170637333
"688","Croatia",2000,-2.850972601
"689","Croatia",2001,0.315813482
"690","Croatia",2002,0
"691","Croatia",2003,0
"692","Croatia",2004,-0.022525059
"693","Croatia",2005,0.067559962
"694","Croatia",2006,-0.045034903
"695","Croatia",2007,-0.090130696
"696","Croatia",2008,-0.033639562
"697","Croatia",2009,-0.122523788
"698","Croatia",2010,-0.255390216
"699","Croatia",2011,-0.369136922228236
"700","Croatia",2012,-0.305655945
"701","Croatia",2013,-0.278509063
"702","Croatia",2014,-0.407343185
"703","Croatia",2015,-0.824099164
"704","Croatia",2016,-0.698383457
"705","Cuba",1985,0.656020687
"706","Cuba",1986,0.840434364
"707","Cuba",1987,0.993077131
"708","Cuba",1988,1.065247009
"709","Cuba",1989,1.025224237
"710","Cuba",1990,0.907252508
"711","Cuba",1991,0.767256718
"712","Cuba",1992,0.652226171
"713","Cuba",1993,0.564600321
"714","Cuba",1994,0.521606452
"715","Cuba",1995,0.50980437
"716","Cuba",1996,0.502757374
"717","Cuba",1997,0.482103433
"718","Cuba",1998,0.453971415
"719","Cuba",1999,0.414060219
"720","Cuba",2000,0.365954101
"721","Cuba",2001,0.320594395
"722","Cuba",2002,0.280800415
"723","Cuba",2003,0.239390579
"724","Cuba",2004,0.195950405
"725","Cuba",2005,0.153535138
"726","Cuba",2006,0.106109329
"727","Cuba",2007,0.065964838
"728","Cuba",2008,0.053658354
"729","Cuba",2009,0.078202769
"730","Cuba",2010,0.127575696
"731","Cuba",2011,0.190411585
"732","Cuba",2012,0.241854764
"733","Cuba",2013,0.263407959
"734","Cuba",2014,0.241555165
"735","Cuba",2015,0.189204124
"736","Cuba",2016,0.126866978
"737","Cyprus",1985,0.85200786
"738","Cyprus",1986,1.222307432
"739","Cyprus",1987,1.537794257
"740","Cyprus",1988,1.794605034
"741","Cyprus",1989,1.958351634
"742","Cyprus",1990,2.051917664
"743","Cyprus",1991,2.131401814
"744","Cyprus",1992,2.207525469
"745","Cyprus",1993,2.240732026
"746","Cyprus",1994,2.217547528
"747","Cyprus",1995,2.159500732
"748","Cyprus",1996,2.086948365
"749","Cyprus",1997,2.01399179
"750","Cyprus",1998,1.945951611
"751","Cyprus",1999,1.890882028
"752","Cyprus",2000,1.844129516
"753","Cyprus",2001,1.785746729
"754","Cyprus",2002,1.72248597
"755","Cyprus",2003,1.684562113
"756","Cyprus",2004,1.68139959
"757","Cyprus",2005,1.692623778
"758","Cyprus",2006,1.722142131
"759","Cyprus",2007,1.726082942
"760","Cyprus",2008,1.664253955
"761","Cyprus",2009,1.515234031
"762","Cyprus",2010,1.314635276
"763","Cyprus",2011,1.093044802
"764","Cyprus",2012,0.905091676
"765","Cyprus",2013,0.775270474
"766","Cyprus",2014,0.732777574
"767","Cyprus",2015,0.750102726
"768","Cyprus",2016,0.784179797
"769","Czech Republic",1985,0.066820435
"770","Czech Republic",1986,0.049411624
"771","Czech Republic",1987,0.049213263
"772","Czech Republic",1988,0.076879259
"773","Czech Republic",1989,0.055917204
"774","Czech Republic",1990,-0.267830773
"775","Czech Republic",1991,-0.240064842
"776","Czech Republic",1992,0.102241165
