"","Country","Year","population_growth"
"2400","Singapore",2016,1.297436099
"2401","Slovenia",1985,0.489804905
"2402","Slovenia",1986,1.244921845
"2403","Slovenia",1987,1.203935932
"2404","Slovenia",1988,0.272022154
"2405","Slovenia",1989,0.0578723
"2406","Slovenia",1990,0.090624343
"2407","Slovenia",1991,0.063438224
"2408","Slovenia",1992,-0.146699403
"2409","Slovenia",1993,-0.238300478
"2410","Slovenia",1994,-0.115694093
"2411","Slovenia",1995,0.0215615
"2412","Slovenia",1996,-0.062536134
"2413","Slovenia",1997,-0.134454343
"2414","Slovenia",1998,-0.218117657
"2415","Slovenia",1999,0.071430845
"2416","Slovenia",2000,0.29607496
"2417","Slovenia",2001,0.157498742
"2418","Slovenia",2002,0.123915442
"2419","Slovenia",2003,0.060296779
"2420","Slovenia",2004,0.064066202
"2421","Slovenia",2005,0.173208905
"2422","Slovenia",2006,0.319114537
"2423","Slovenia",2007,0.559207816
"2424","Slovenia",2008,0.158140844
"2425","Slovenia",2009,0.903875535
"2426","Slovenia",2010,0.436079485
"2427","Slovenia",2011,0.207732702
"2428","Slovenia",2012,0.210024306
"2429","Slovenia",2013,0.135726229
"2430","Slovenia",2014,0.098351922
"2431","Slovenia",2015,0.075190689
"2432","Slovenia",2016,0.073197207
"2433","South Africa",1985,2.359551413
"2434","South Africa",1986,2.228953847
"2435","South Africa",1987,2.122348484
"2436","South Africa",1988,2.079512654
"2437","South Africa",1989,2.118992655
"2438","South Africa",1990,2.206351863
"2439","South Africa",1991,2.308914942
"2440","South Africa",1992,2.371300733
"2441","South Africa",1993,2.359967535
"2442","South Africa",1994,2.254144931
"2443","South Africa",1995,2.086967149
"2444","South Africa",1996,1.907074173
"2445","South Africa",1997,1.752685922
"2446","South Africa",1998,1.624697827
"2447","South Africa",1999,1.535658467
"2448","South Africa",2000,1.474994162
"2449","South Africa",2001,1.425857018
"2450","South Africa",2002,1.37280586
"2451","South Africa",2003,1.315159505
"2452","South Africa",2004,1.248592258
"2453","South Africa",2005,1.181023148
"2454","South Africa",2006,1.108113532
"2455","South Africa",2007,1.053087248
"2456","South Africa",2008,1.046772492
"2457","South Africa",2009,1.102147199
"2458","South Africa",2010,1.197112674
"2459","South Africa",2011,1.307413719
"2460","South Africa",2012,1.395965918
"2461","South Africa",2013,1.440906515
"2462","South Africa",2014,1.425925044
"2463","South Africa",2015,1.368770441
"2464","South Africa",2016,1.301374013
"2465","Spain",1985,0.362365565
"2466","Spain",1986,0.298782367
"2467","Spain",1987,0.259329063
"2468","Spain",1988,0.212064999
"2469","Spain",1989,0.156776198
"2470","Spain",1990,0.101828843
"2471","Spain",1991,0.254527425
"2472","Spain",1992,0.489757905
"2473","Spain",1993,0.518543521
"2474","Spain",1994,0.476100555
"2475","Spain",1995,0.44136575
"2476","Spain",1996,0.416515798
"2477","Spain",1997,0.419119517
"2478","Spain",1998,0.413847481
"2479","Spain",1999,0.405323026
"2480","Spain",2000,0.447137015
"2481","Spain",2001,0.694068084
"2482","Spain",2002,1.412595405
"2483","Spain",2003,1.808454468
"2484","Spain",2004,1.725466303
"2485","Spain",2005,1.689349047
"2486","Spain",2006,1.690352556
"2487","Spain",2007,1.851081308
"2488","Spain",2008,1.595330499
"2489","Spain",2009,0.885735981
"2490","Spain",2010,0.460408305
"2491","Spain",2011,0.355338396
"2492","Spain",2012,0.064925963
"2493","Spain",2013,-0.32766904
"2494","Spain",2014,-0.298951059
"2495","Spain",2015,-0.077588862
"2496","Spain",2016,0.08443015
"2497","Sri Lanka",1985,1.421532453
"2498","Sri Lanka",1986,1.429279221
"2499","Sri Lanka",1987,1.423068978
"2500","Sri Lanka",1988,1.397237547
"2501","Sri Lanka",1989,1.344559772
"2502","Sri Lanka",1990,1.271778414
"2503","Sri Lanka",1991,1.204052041
"2504","Sri Lanka",1992,1.139482067
"2505","Sri Lanka",1993,1.053798071
"2506","Sri Lanka",1994,0.942479889
"2507","Sri Lanka",1995,0.818665077
"2508","Sri Lanka",1996,0.682698396
"2509","Sri Lanka",1997,0.566562683
"2510","Sri Lanka",1998,0.508519876
"2511","Sri Lanka",1999,0.52847877
"2512","Sri Lanka",2000,0.602575194
"2513","Sri Lanka",2001,0.695670814
"2514","Sri Lanka",2002,0.770279994
"2515","Sri Lanka",2003,0.815202957
"2516","Sri Lanka",2004,0.814929521
"2517","Sri Lanka",2005,0.781656163
"2518","Sri Lanka",2006,0.742925121
"2519","Sri Lanka",2007,0.712437925
"2520","Sri Lanka",2008,0.679351092
"2521","Sri Lanka",2009,0.645934456
"2522","Sri Lanka",2010,0.612152267
"2523","Sri Lanka",2011,0.575929983
"2524","Sri Lanka",2012,0.539927449
"2525","Sri Lanka",2013,0.780301448
"2526","Sri Lanka",2014,0.899512787
"2527","Sri Lanka",2015,0.934429494
"2528","Sri Lanka",2016,1.124060307
"2529","Suriname",1985,1.030950914
"2530","Suriname",1986,1.442423286
"2531","Suriname",1987,1.784876468
"2532","Suriname",1988,1.996595558
"2533","Suriname",1989,2.048667966
"2534","Suriname",1990,1.977847869
"2535","Suriname",1991,1.882664809
"2536","Suriname",1992,1.801287159
"2537","Suriname",1993,1.706416391
"2538","Suriname",1994,1.614195745
"2539","Suriname",1995,1.518488782
"2540","Suriname",1996,1.412483204
"2541","Suriname",1997,1.306434767
"2542","Suriname",1998,1.222012909
"2543","Suriname",1999,1.17236253
"2544","Suriname",2000,1.146923397
"2545","Suriname",2001,1.126173585
"2546","Suriname",2002,1.104109536
"2547","Suriname",2003,1.088775559
"2548","Suriname",2004,1.07907463
"2549","Suriname",2005,1.071162476
"2550","Suriname",2006,1.068733615
"2551","Suriname",2007,1.064691738
"2552","Suriname",2008,1.062211103
"2553","Suriname",2009,1.056425023
"2554","Suriname",2010,1.047852281
"2555","Suriname",2011,1.037362332
"2556","Suriname",2012,1.027083905
"2557","Suriname",2013,1.012034199
"2558","Suriname",2014,0.988207604
"2559","Suriname",2015,0.959016955
"2560","Suriname",2016,0.928418221
"2561","Sweden",1985,0.165170619
"2562","Sweden",1986,0.232568885
"2563","Sweden",1987,0.333678891
"2564","Sweden",1988,0.45959837
"2565","Sweden",1989,0.667182921
"2566","Sweden",1990,0.772602676
"2567","Sweden",1991,0.681643118
"2568","Sweden",1992,0.586529929
"2569","Sweden",1993,0.580838814
"2570","Sweden",1994,0.710705462
"2571","Sweden",1995,0.524703942
"2572","Sweden",1996,0.159147081
"2573","Sweden",1997,0.057262203
"2574","Sweden",1998,0.055512122
"2575","Sweden",1999,0.077927151
"2576","Sweden",2000,0.160575485
"2577","Sweden",2001,0.268470528
"2578","Sweden",2002,0.325438068
"2579","Sweden",2003,0.372092943
"2580","Sweden",2004,0.393298991
"2581","Sweden",2005,0.399942763
"2582","Sweden",2006,0.562483906
"2583","Sweden",2007,0.741552515
"2584","Sweden",2008,0.779033291
"2585","Sweden",2009,0.851904413
"2586","Sweden",2010,0.852524629
"2587","Sweden",2011,0.755150134
"2588","Sweden",2012,0.739763272
"2589","Sweden",2013,0.847348652
"2590","Sweden",2014,0.992219729
"2591","Sweden",2015,1.057454686
"2592","Sweden",2016,1.256453985
"2593","Switzerland",1985,0.441442668
"2594","Switzerland",1986,0.520391611
"2595","Switzerland",1987,0.628115755
"2596","Switzerland",1988,0.734943056
"2597","Switzerland",1989,0.808536056
"2598","Switzerland",1990,1.026873072
"2599","Switzerland",1991,1.249826024
"2600","Switzerland",1992,1.102521072
"2601","Switzerland",1993,0.910715566
"2602","Switzerland",1994,0.797158411
"2603","Switzerland",1995,0.668242326
"2604","Switzerland",1996,0.441636407
"2605","Switzerland",1997,0.24089121
"2606","Switzerland",1998,0.297135766
"2607","Switzerland",1999,0.476919931
"2608","Switzerland",2000,0.561954617
"2609","Switzerland",2001,0.632771238
"2610","Switzerland",2002,0.756469146
"2611","Switzerland",2003,0.741919603
"2612","Switzerland",2004,0.68742596
"2613","Switzerland",2005,0.64060154
"2614","Switzerland",2006,0.627558473
"2615","Switzerland",2007,0.893690978
"2616","Switzerland",2008,1.270618074
"2617","Switzerland",2009,1.249484631
"2618","Switzerland",2010,1.041558058
"2619","Switzerland",2011,1.111878943
"2620","Switzerland",2012,1.061819329
"2621","Switzerland",2013,1.149879758
"2622","Switzerland",2014,1.220103973
"2623","Switzerland",2015,1.138337152
"2624","Switzerland",2016,1.092031174
"2625","Thailand",1985,1.809823636
"2626","Thailand",1986,1.818436942
"2627","Thailand",1987,1.809943013
"2628","Thailand",1988,1.741330522
"2629","Thailand",1989,1.594817314
"2630","Thailand",1990,1.401926379
"2631","Thailand",1991,1.186895079
"2632","Thailand",1992,1.006951574
"2633","Thailand",1993,0.907063778
"2634","Thailand",1994,0.915484794
"2635","Thailand",1995,0.996894435
"2636","Thailand",1996,1.102759444
"2637","Thailand",1997,1.176783616
"2638","Thailand",1998,1.198401199
"2639","Thailand",1999,1.14504153
"2640","Thailand",2000,1.039999324
"2641","Thailand",2001,0.925373854
"2642","Thailand",2002,0.830370842
"2643","Thailand",2003,0.749121216
"2644","Thailand",2004,0.690476231
"2645","Thailand",2005,0.649003981
"2646","Thailand",2006,0.607537277
"2647","Thailand",2007,0.562721712
"2648","Thailand",2008,0.527560924
"2649","Thailand",2009,0.503805274
"2650","Thailand",2010,0.487642631
"2651","Thailand",2011,0.476955829
"2652","Thailand",2012,0.463677382
"2653","Thailand",2013,0.439874967
"2654","Thailand",2014,0.400860711
"2655","Thailand",2015,0.351383332
"2656","Thailand",2016,0.299465512
"2657","Trinidad and Tobago",1985,1.309470221
"2658","Trinidad and Tobago",1986,1.114501304
"2659","Trinidad and Tobago",1987,0.941124873
"2660","Trinidad and Tobago",1988,0.803790773
"2661","Trinidad and Tobago",1989,0.722015841
"2662","Trinidad and Tobago",1990,0.679609961
"2663","Trinidad and Tobago",1991,0.653153243
"2664","Trinidad and Tobago",1992,0.614415359
"2665","Trinidad and Tobago",1993,0.557640087
"2666","Trinidad and Tobago",1994,0.473880773
"2667","Trinidad and Tobago",1995,0.373845044
"2668","Trinidad and Tobago",1996,0.26760952
"2669","Trinidad and Tobago",1997,0.183720688
"2670","Trinidad and Tobago",1998,0.147747746
"2671","Trinidad and Tobago",1999,0.176709181
"2672","Trinidad and Tobago",2000,0.253399689
"2673","Trinidad and Tobago",2001,0.34609248
"2674","Trinidad and Tobago",2002,0.427964234
"2675","Trinidad and Tobago",2003,0.485189811
"2676","Trinidad and Tobago",2004,0.503615819
"2677","Trinidad and Tobago",2005,0.49461563
"2678","Trinidad and Tobago",2006,0.477678886
"2679","Trinidad and Tobago",2007,0.468228587
"2680","Trinidad and Tobago",2008,0.465742325
"2681","Trinidad and Tobago",2009,0.473722819
"2682","Trinidad and Tobago",2010,0.489260588
"2683","Trinidad and Tobago",2011,0.502312832
"2684","Trinidad and Tobago",2012,0.50815092
"2685","Trinidad and Tobago",2013,0.495198489
"2686","Trinidad and Tobago",2014,0.462124274
"2687","Trinidad and Tobago",2015,0.412512995
"2688","Trinidad and Tobago",2016,0.35742449
"2689","Turkey",1985,2.09735009
"2690","Turkey",1986,2.004061092
"2691","Turkey",1987,1.921218987
"2692","Turkey",1988,1.847427581
"2693","Turkey",1989,1.787309942
"2694","Turkey",1990,1.738392146
"2695","Turkey",1991,1.689656161
"2696","Turkey",1992,1.64276934
"2697","Turkey",1993,1.610057979
"2698","Turkey",1994,1.594185485
"2699","Turkey",1995,1.589425831
"2700","Turkey",1996,1.589093342
"2701","Turkey",1997,1.584882955
"2702","Turkey",1998,1.572874779
"2703","Turkey",1999,1.549553564
"2704","Turkey",2000,1.518095558
"2705","Turkey",2001,1.493147245
"2706","Turkey",2002,1.471528425
"2707","Turkey",2003,1.436826077
"2708","Turkey",2004,1.385590817
"2709","Turkey",2005,1.327634398
"2710","Turkey",2006,1.258550405
"2711","Turkey",2007,1.205380113
"2712","Turkey",2008,1.203623743
"2713","Turkey",2009,1.268401778
"2714","Turkey",2010,1.375055869
"2715","Turkey",2011,1.485642765
"2716","Turkey",2012,1.568375596
"2717","Turkey",2013,1.619466987
"2718","Turkey",2014,1.627194113
"2719","Turkey",2015,1.598008534
"2720","Turkey",2016,1.5730117
"2721","Turkmenistan",1985,2.427392175
"2722","Turkmenistan",1986,2.449336676
"2723","Turkmenistan",1987,2.461971336
"2724","Turkmenistan",1988,2.509110847
"2725","Turkmenistan",1989,2.598341229
"2726","Turkmenistan",1990,2.698960343
"2727","Turkmenistan",1991,2.816106714
"2728","Turkmenistan",1992,2.878533952
"2729","Turkmenistan",1993,2.805168415
"2730","Turkmenistan",1994,2.567491209
"2731","Turkmenistan",1995,2.228655974
"2732","Turkmenistan",1996,1.871797509
"2733","Turkmenistan",1997,1.568335978
"2734","Turkmenistan",1998,1.331202741
"2735","Turkmenistan",1999,1.185989545
"2736","Turkmenistan",2000,1.113294421
"2737","Turkmenistan",2001,1.056130649
"2738","Turkmenistan",2002,1.001133052
"2739","Turkmenistan",2003,0.987279089
"2740","Turkmenistan",2004,1.018414448
"2741","Turkmenistan",2005,1.083596746
"2742","Turkmenistan",2006,1.159771973
"2743","Turkmenistan",2007,1.240315471
"2744","Turkmenistan",2008,1.338500015
"2745","Turkmenistan",2009,1.451958146
"2746","Turkmenistan",2010,1.570289696
"2747","Turkmenistan",2011,1.692832673
"2748","Turkmenistan",2012,1.796234812
"2749","Turkmenistan",2013,1.851415046
"2750","Turkmenistan",2014,1.845680529
"2751","Turkmenistan",2015,1.795683939
"2752","Turkmenistan",2016,1.732524453
"2753","Ukraine",1985,0.320642346
"2754","Ukraine",1986,0.352893106
"2755","Ukraine",1987,0.382850355
"2756","Ukraine",1988,0.443520092
"2757","Ukraine",1989,0.487928631
"2758","Ukraine",1990,0.229585786
"2759","Ukraine",1991,0.208812129
"2760","Ukraine",1992,0.28765251
"2761","Ukraine",1993,0.055485759
"2762","Ukraine",1994,-0.496001742
"2763","Ukraine",1995,-0.790352758
"2764","Ukraine",1996,-0.887423727
"2765","Ukraine",1997,-0.911128989
"2766","Ukraine",1998,-0.893741785
"2767","Ukraine",1999,-0.942907769
"2768","Ukraine",2000,-1.006596332
"2769","Ukraine",2001,-1.005494764
"2770","Ukraine",2002,-0.993677409
"2771","Ukraine",2003,-0.811436362
"2772","Ukraine",2004,-0.758627911
"2773","Ukraine",2005,-0.732790732
"2774","Ukraine",2006,-0.676092035
"2775","Ukraine",2007,-0.596804887
"2776","Ukraine",2008,-0.541462211
"2777","Ukraine",2009,-0.443932417
"2778","Ukraine",2010,-0.397285236
"2779","Ukraine",2011,-0.359480081
"2780","Ukraine",2012,-0.24709923
"2781","Ukraine",2013,-0.22770475
"2782","Ukraine",2014,-0.479615926
"2783","Ukraine",2015,-0.260805738
"2784","Ukraine",2016,-0.33138051
"2785","United Arab Emirates",1985,5.358225438
"2786","United Arab Emirates",1986,5.670981175
"2787","United Arab Emirates",1987,5.837586462
"2788","United Arab Emirates",1988,5.916789644
"2789","United Arab Emirates",1989,5.874911415
"2790","United Arab Emirates",1990,5.760704935
"2791","United Arab Emirates",1991,5.73767089
"2792","United Arab Emirates",1992,5.750789694
"2793","United Arab Emirates",1993,5.626297989
"2794","United Arab Emirates",1994,5.348654254
"2795","United Arab Emirates",1995,5.030211588
"2796","United Arab Emirates",1996,4.869643145
"2797","United Arab Emirates",1997,4.895276938
"2798","United Arab Emirates",1998,4.989519304
"2799","United Arab Emirates",1999,5.150781292
"2800","United Arab Emirates",2000,5.430624125
"2801","United Arab Emirates",2001,5.281527797
"2802","United Arab Emirates",2002,5.304712049
"2803","United Arab Emirates",2003,6.477493321
"2804","United Arab Emirates",2004,8.84369185
"2805","United Arab Emirates",2005,11.35643863
"2806","United Arab Emirates",2006,13.51058491
"2807","United Arab Emirates",2007,14.23679203
"2808","United Arab Emirates",2008,13.16146625
"2809","United Arab Emirates",2009,10.61544388
"2810","United Arab Emirates",2010,7.587098323
"2811","United Arab Emirates",2011,4.743700298
"2812","United Arab Emirates",2012,2.594795714
"2813","United Arab Emirates",2013,1.181804989
"2814","United Arab Emirates",2014,0.714762521
"2815","United Arab Emirates",2015,0.915608331
"2816","United Arab Emirates",2016,1.251759052
"2817","United Kingdom",1985,0.226951225
"2818","United Kingdom",1986,0.23161023
"2819","United Kingdom",1987,0.212637261
"2820","United Kingdom",1988,0.222063894
"2821","United Kingdom",1989,0.26031145
"2822","United Kingdom",1990,0.298930554
"2823","United Kingdom",1991,0.309247932
"2824","United Kingdom",1992,0.270431182
"2825","United Kingdom",1993,0.239745439
"2826","United Kingdom",1994,0.254586487
"2827","United Kingdom",1995,0.264547417
"2828","United Kingdom",1996,0.254626384
"2829","United Kingdom",1997,0.257553323
"2830","United Kingdom",1998,0.291406085
"2831","United Kingdom",1999,0.333405882
"2832","United Kingdom",2000,0.357300887
"2833","United Kingdom",2001,0.38497597
"2834","United Kingdom",2002,0.42333708
"2835","United Kingdom",2003,0.465641114
"2836","United Kingdom",2004,0.568943113
"2837","United Kingdom",2005,0.686611306
"2838","United Kingdom",2006,0.735048678
"2839","United Kingdom",2007,0.778666112
"2840","United Kingdom",2008,0.787032622
"2841","United Kingdom",2009,0.75639086
"2842","United Kingdom",2010,0.783888647
"2843","United Kingdom",2011,0.781677289
"2844","United Kingdom",2012,0.695315843
"2845","United Kingdom",2013,0.669533807
"2846","United Kingdom",2014,0.753349499
"2847","United Kingdom",2015,0.794967909
"2848","United Kingdom",2016,0.714030265
"2849","United States",1985,0.886129041
"2850","United States",1986,0.924164157
"2851","United States",1987,0.893829201
"2852","United States",1988,0.90799904
"2853","United States",1989,0.944405555
"2854","United States",1990,1.12965052
"2855","United States",1991,1.336260741
"2856","United States",1992,1.386885692
"2857","United States",1993,1.31868
"2858","United States",1994,1.226296089
"2859","United States",1995,1.190787091
"2860","United States",1996,1.16341162
"2861","United States",1997,1.203960297
"2862","United States",1998,1.165714526
"2863","United States",1999,1.148340047
"2864","United States",2000,1.112768997
"2865","United States",2001,0.989741382
"2866","United States",2002,0.927797486
"2867","United States",2003,0.859481713
"2868","United States",2004,0.925483969
"2869","United States",2005,0.921713167
"2870","United States",2006,0.964253917
"2871","United States",2007,0.951055243
"2872","United States",2008,0.945865287
"2873","United States",2009,0.876651299
"2874","United States",2010,0.833262586
"2875","United States",2011,0.742651798
"2876","United States",2012,0.750914976
"2877","United States",2013,0.711248387
"2878","United States",2014,0.752305212
"2879","United States",2015,0.755812955
"2880","United States",2016,0.73430744
"2881","Uruguay",1985,0.641615324
"2882","Uruguay",1986,0.633137013
"2883","Uruguay",1987,0.62253079
"2884","Uruguay",1988,0.625359017
"2885","Uruguay",1989,0.645820107
"2886","Uruguay",1990,0.677695495
"2887","Uruguay",1991,0.706855303
"2888","Uruguay",1992,0.72547939
"2889","Uruguay",1993,0.73583036
"2890","Uruguay",1994,0.735203151
"2891","Uruguay",1995,0.721930196
"2892","Uruguay",1996,0.71780249
"2893","Uruguay",1997,0.704860762
"2894","Uruguay",1998,0.643839602
"2895","Uruguay",1999,0.520492412
"2896","Uruguay",2000,0.359758677
"2897","Uruguay",2001,0.176224275
"2898","Uruguay",2002,0.020135612
"2899","Uruguay",2003,-0.064207679
"2900","Uruguay",2004,-0.046347726
"2901","Uruguay",2005,0.045595988
"2902","Uruguay",2006,0.163175084
"2903","Uruguay",2007,0.260779091
"2904","Uruguay",2008,0.331302667
"2905","Uruguay",2009,0.355429274
"2906","Uruguay",2010,0.346139748
"2907","Uruguay",2011,0.33162561
"2908","Uruguay",2012,0.32888088
"2909","Uruguay",2013,0.330003524
"2910","Uruguay",2014,0.338071762
"2911","Uruguay",2015,0.350484325
"2912","Uruguay",2016,0.362269175
"2913","Uzbekistan",1985,2.506961715
"2914","Uzbekistan",1986,2.493338411
"2915","Uzbekistan",1987,2.4706437
"2916","Uzbekistan",1988,2.44670663
"2917","Uzbekistan",1989,2.421079446
"2918","Uzbekistan",1990,2.622449351
"2919","Uzbekistan",1991,2.132153512
"2920","Uzbekistan",1992,2.344391704
"2921","Uzbekistan",1993,2.272458415
"2922","Uzbekistan",1994,1.963103725
"2923","Uzbekistan",1995,1.806877907
"2924","Uzbekistan",1996,1.912685998
"2925","Uzbekistan",1997,1.885238808
"2926","Uzbekistan",1998,1.609490295
"2927","Uzbekistan",1999,1.07790836
"2928","Uzbekistan",2000,1.383746821
"2929","Uzbekistan",2001,1.265968533
"2930","Uzbekistan",2002,1.223831519
"2931","Uzbekistan",2003,1.163675244
"2932","Uzbekistan",2004,1.153769215
"2933","Uzbekistan",2005,1.163350224
"2934","Uzbekistan",2006,1.220216354
"2935","Uzbekistan",2007,1.423474897
"2936","Uzbekistan",2008,1.605327363
"2937","Uzbekistan",2009,1.687340969
"2938","Uzbekistan",2010,2.822849683
"2939","Uzbekistan",2011,2.684015505
"2940","Uzbekistan",2012,1.472099988
"2941","Uzbekistan",2013,1.561904333
"2942","Uzbekistan",2014,1.686900359
"2943","Uzbekistan",2015,1.744258375
"2944","Uzbekistan",2016,1.738849262
