"","Country","Year","gdp","gdp_per_capita"
"976","Iceland",2010,"13310567803",45179
"977","Iceland",2011,"14732689535",49861
"978","Iceland",2012,"14292008745",48083
"979","Iceland",2013,"15548321544",51749
"980","Iceland",2014,"17304033021",56833
"981","Iceland",2015,"16942247374",54909
"982","Iceland",2016,"20304098101",64708
"983","Ireland",1985,"21295486383",6638
"984","Ireland",1986,"28748960471",8937
"985","Ireland",1987,"33961142322",10515
"986","Ireland",1988,"37818134253",11696
"987","Ireland",1989,"39285385088",12188
"988","Ireland",1990,"49364681256",15312
"989","Ireland",1991,"49847128533",15328
"990","Ireland",1992,"55985506499",17051
"991","Ireland",1993,"52480253169",15872
"992","Ireland",1994,"57166037102",17188
"993","Ireland",1995,"69222626263",20689
"994","Ireland",1996,"75880632560",22478
"995","Ireland",1997,"82826146132",24259
"996","Ireland",1998,"90082034316",26115
"997","Ireland",1999,"98691849563",28344
"998","Ireland",2000,"99853528653",28340
"999","Ireland",2001,"109133512304",30536
"1000","Ireland",2002,"127945379258",35154
"1001","Ireland",2003,"164285112867",44473
"1002","Ireland",2004,"193870350137",51662
"1003","Ireland",2005,"211650764830",55213
"1004","Ireland",2006,"232085535065",58941
"1005","Ireland",2007,"269917519847",67032
"1006","Ireland",2008,"275020023436",67173
"1007","Ireland",2009,"236311336482",57390
"1008","Ireland",2010,"221951354762",52042
"1009","Ireland",2011,"239018536582",56655
"1010","Ireland",2012,"225571853194",53443
"1011","Ireland",2013,"239389340720",56628
"1012","Ireland",2014,"258099014042",59634
"1013","Israel",1985,"27493591484",7325
"1014","Israel",1986,"34083532195",8938
"1015","Israel",1987,"40946424370",10558
"1016","Israel",1988,"50078767903",12687
"1017","Israel",1989,"49881433991",12405
"1018","Israel",1990,"58986997917",14193
"1019","Israel",1991,"67530220219",15267
"1020","Israel",1992,"75575902932",16469
"1021","Israel",1993,"75954641355",16102
"1022","Israel",1994,"86307135997",17814
"1023","Israel",1995,"100343219507",20159
"1024","Israel",1996,"109957321960",21545
"1025","Israel",1997,"114724862034",21921
"1026","Israel",1998,"115979230547",21637
"1027","Israel",1999,"117189920212",21319
"1028","Israel",2000,"132339311284",23451
"1029","Israel",2001,"130706147871",22623
"1030","Israel",2002,"121069378150",20536
"1031","Israel",2003,"126864966909",21133
"1032","Israel",2004,"135445033199",22168
"1033","Israel",2005,"142462925574",22901
"1034","Israel",2006,"153966916311",24306
"1035","Israel",2007,"178706717753",27712
"1036","Israel",2008,"215840354627",32874
"1037","Israel",2009,"207419370241",30812
"1038","Israel",2010,"233609522091",34104
"1039","Israel",2011,"261628548084",37528
"1040","Israel",2012,"257296579579",36263
"1041","Israel",2013,"292489185194",40477
"1042","Israel",2014,"308416982140",41869
"1043","Israel",2015,"299093839690",39793
"1044","Italy",1985,"450725816043",8329
"1045","Italy",1986,"638273986102",11762
"1046","Italy",1987,"803055418883",14756
"1047","Italy",1988,"888667913419",16282
"1048","Italy",1989,"925598068021",16922
"1049","Italy",1990,"1177326294441",21472
"1050","Italy",1991,"1242109397534",22805
"1051","Italy",1992,"1315806985860",24297
"1052","Italy",1993,"1061445225791",19605
"1053","Italy",1994,"1095590833694",20235
"1054","Italy",1995,"1170787352906",21625
"1055","Italy",1996,"1308929351236",24172
"1056","Italy",1997,"1239050932242",22869
"1057","Italy",1998,"1266309245009",23342
"1058","Italy",1999,"1248563179203",23002
"1059","Italy",2000,"1141759996315",21027
"1060","Italy",2001,"1162317852349",21392
"1061","Italy",2002,"1266510634293",23227
"1062","Italy",2003,"1569649661400",28572
"1063","Italy",2004,"1798314750435",32704
"1064","Italy",2005,"1852661982341",33536
"1065","Italy",2006,"1942633797516",34578
"1066","Italy",2007,"2203053380783",38935
"1067","Italy",2008,"2390729163615",41935
"1068","Italy",2009,"2185160183384",38101
"1069","Italy",2010,"2125058244243",36869
"1070","Italy",2011,"2276292404601",40210
"1071","Italy",2012,"2072823157060",36497
"1072","Italy",2013,"2130491320659",37050
"1073","Italy",2014,"2151732868243",37035
"1074","Italy",2015,"1832868490534",31537
"1075","Jamaica",1985,"2100223150",1032
"1076","Jamaica",1986,"2754566176",1342
"1077","Jamaica",1987,"3286987552",1587
"1078","Jamaica",1988,"3828310735",1831
"1079","Jamaica",1989,"4404970059",2087
"1080","Jamaica",1990,"4592224067",2155
"1081","Jamaica",1991,"4071219198",1889
"1082","Jamaica",2000,"8985352832",3795
"1083","Jamaica",2001,"9178016493",3838
"1084","Jamaica",2002,"9694169757",4013
"1085","Jamaica",2003,"9399447609",3852
"1086","Jamaica",2004,"10150978155",4119
"1087","Jamaica",2005,"11204416000",4505
"1088","Jamaica",2006,"11905525197",4738
"1089","Jamaica",2009,"12038829246",4686
"1090","Jamaica",2010,"13191645686",5100
"1091","Jamaica",2011,"14439910353",5552
"1092","Japan",1985,"1398892744821",12401
"1093","Japan",1986,"2078953333674",18288
"1094","Japan",1987,"2532808573157",22137
"1095","Japan",1988,"3071683013179",26687
"1096","Japan",1989,"3054914166263",26389
"1097","Japan",1990,"3132817652848",26949
"1098","Japan",1991,"3584420077101",30688
"1099","Japan",1992,"3908809463464",33320
"1100","Japan",1993,"4454143876947",37832
"1101","Japan",1994,"4907039384470",41563
"1102","Japan",1995,"5449116304981",46043
"1103","Japan",1996,"4833712542207",40693
"1104","Japan",1997,"4414732843544",37080
"1105","Japan",1998,"4032509760873",33791
"1106","Japan",1999,"4562078822335",38164
"1107","Japan",2000,"4887519660745",40813
"1108","Japan",2001,"4303544259843",35843
"1109","Japan",2002,"4115116279070",34239
"1110","Japan",2003,"4445658071222",36926
"1111","Japan",2004,"4815148854362",39960
"1112","Japan",2005,"4755410630912",39412
"1113","Japan",2006,"4530377224970",37534
"1114","Japan",2007,"4515264514431",37408
"1115","Japan",2008,"5037908465114",41773
"1116","Japan",2009,"5231382674594",43415
"1117","Japan",2010,"5700098114744",47059
"1118","Japan",2011,"6157459594824",50919
"1119","Japan",2012,"6203213121334",51379
"1120","Japan",2013,"5155717056271",42781
"1121","Japan",2014,"4850413536038",40328
"1122","Japan",2015,"4394977752878",36510
"1123","Kazakhstan",1990,"26932728899",1823
"1124","Kazakhstan",1991,"24881135586",1664
"1125","Kazakhstan",1992,"24906939560",1644
"1126","Kazakhstan",1993,"23409027476",1527
"1127","Kazakhstan",1994,"21250839258",1395
"1128","Kazakhstan",1995,"20374307047",1359
"1129","Kazakhstan",1996,"21035357833",1452
"1130","Kazakhstan",1997,"22165932063",1540
"1131","Kazakhstan",1998,"22135245413",1599
"1132","Kazakhstan",1999,"16870817135",1225
"1133","Kazakhstan",2000,"18291990619",1328
"1134","Kazakhstan",2001,"22152694162",1608
"1135","Kazakhstan",2002,"24636593223",1788
"1136","Kazakhstan",2003,"30833699703",2232
"1137","Kazakhstan",2004,"43151647003",3110
"1138","Kazakhstan",2005,"57123671734",4096
"1139","Kazakhstan",2006,"81003884545",5770
"1140","Kazakhstan",2007,"104849886826",7423
"1141","Kazakhstan",2008,"133441612247",9387
"1142","Kazakhstan",2009,"115308661143",8024
"1143","Kazakhstan",2010,"148047348241",10062
"1144","Kazakhstan",2011,"192626507972",12969
"1145","Kazakhstan",2012,"207998568866",13845
"1146","Kazakhstan",2013,"236634552078",15552
"1147","Kazakhstan",2014,"221415572820",14351
"1148","Kazakhstan",2015,"184388432149",11784
"1149","Kiribati",1991,"47515189",768
"1150","Kiribati",1992,"47737955",759
"1151","Kiribati",1993,"46919625",735
"1152","Kiribati",1994,"54832578",845
"1153","Kiribati",1995,"56338028",855
"1154","Kiribati",1996,"66515377",991
"1155","Kiribati",1997,"67537480",988
"1156","Kiribati",1998,"65334841",939
"1157","Kiribati",1999,"69032258",973
"1158","Kiribati",2000,"67254174",928
"1159","Kiribati",2001,"63101272",854
"1160","Kuwait",1985,"21442619681",14607
"1161","Kuwait",1986,"17903681693",11661
"1162","Kuwait",1987,"22365734482",13924
"1163","Kuwait",1993,"23941391391",18798
"1164","Kuwait",1994,"24848483838",17161
"1165","Kuwait",1995,"27191689008",17995
"1166","Kuwait",1996,"31493987642",20076
"1167","Kuwait",1997,"30354434553",18766
"1168","Kuwait",1998,"25941929462",14209
"1169","Kuwait",1999,"30121879435",15864
"1170","Kuwait",2000,"37711864407",19112
"1171","Kuwait",2001,"34890772742",17116
"1172","Kuwait",2002,"38137545245",17668
"1173","Kuwait",2003,"47875838926",24544
"1174","Kuwait",2004,"59440108585",29778
"1175","Kuwait",2005,"80797945205",39166
"1176","Kuwait",2006,"101550654721",46890
"1177","Kuwait",2007,"114641097818",37283
"1178","Kuwait",2008,"147395833333",43746
"1179","Kuwait",2009,"105899930507",33453
"1180","Kuwait",2010,"115419050942",35171
"1181","Kuwait",2011,"154027536232",46203
"1182","Kuwait",2012,"174070025009",49781
"1183","Kuwait",2013,"174161142454",48729
"1184","Kuwait",2014,"162631412509",43774
"1185","Kyrgyzstan",1990,"2674000000",715
"1186","Kyrgyzstan",1991,"2570833333",677
"1187","Kyrgyzstan",1992,"2316562500",603
"1188","Kyrgyzstan",1993,"2028295455",528
"1189","Kyrgyzstan",1994,"1681006993",437
"1190","Kyrgyzstan",1995,"1661018519",425
"1191","Kyrgyzstan",1996,"1827570586",459
"1192","Kyrgyzstan",1997,"1767864036",435
"1193","Kyrgyzstan",1998,"1645963750",398
"1194","Kyrgyzstan",1999,"1249062025",291
"1195","Kyrgyzstan",2000,"1369693171",313
"1196","Kyrgyzstan",2001,"1525112242",345
"1197","Kyrgyzstan",2002,"1605640633",359
"1198","Kyrgyzstan",2003,"1919012781",424
"1199","Kyrgyzstan",2004,"2211535312",484
"1200","Kyrgyzstan",2005,"2460248026",533
"1201","Kyrgyzstan",2006,"2834168889",610
"1202","Kyrgyzstan",2007,"3802566171",814
"1203","Kyrgyzstan",2008,"5139957785",1096
"1204","Kyrgyzstan",2009,"4690062255",977
"1205","Kyrgyzstan",2010,"4794357795",991
"1206","Kyrgyzstan",2011,"6197766119",1273
"1207","Kyrgyzstan",2012,"6605139933",1339
"1208","Kyrgyzstan",2013,"7335027592",1463
"1209","Kyrgyzstan",2014,"7468096567",1465
"1210","Kyrgyzstan",2015,"6678178340",1285
"1211","Latvia",1995,"5788368511",2438
"1212","Latvia",1996,"5970044666",2526
"1213","Latvia",1997,"6525676264",2771
"1214","Latvia",1998,"7174985107",3061
"1215","Latvia",1999,"7533187605",3228
"1216","Latvia",2000,"7937758980",3494
"1217","Latvia",2001,"8350252966",3724
"1218","Latvia",2002,"9546441564",4311
"1219","Latvia",2003,"11748433157",5364
"1220","Latvia",2004,"14373269156",6644
"1221","Latvia",2005,"16922504045",7916
"1222","Latvia",2006,"21447021570",10139
"1223","Latvia",2007,"30901399261",14758
"1224","Latvia",2008,"35596016664",17217
"1225","Latvia",2009,"26169854045",12890
"1226","Latvia",2010,"23757368290",11951
"1227","Latvia",2011,"28223552825",14447
"1228","Latvia",2012,"28119996053",14558
"1229","Latvia",2013,"30254677297",15820
"1230","Latvia",2014,"31335013752",16544
"1231","Latvia",2015,"26972863394",14382
"1232","Lithuania",1995,"7870782261",2324
"1233","Lithuania",1996,"8385109020",2484
"1234","Lithuania",1997,"10120274493",3008
"1235","Lithuania",1998,"11240360898",3354
"1236","Lithuania",1999,"10972878636",3292
"1237","Lithuania",2000,"11539211480",3481
"1238","Lithuania",2001,"12252498921",3719
"1239","Lithuania",2002,"14278357284",4360
"1240","Lithuania",2003,"18802576988",5778
"1241","Lithuania",2004,"22649930576",7028
"1242","Lithuania",2005,"26125575942",8229
"1243","Lithuania",2006,"30216060233",9667
"1244","Lithuania",2007,"39738180077",12869
"1245","Lithuania",2008,"47850551149",15669
"1246","Lithuania",2009,"37440673478",12412
"1247","Lithuania",2010,"37120517694",12584
"1248","Lithuania",2011,"43476873413",15097
"1249","Lithuania",2012,"42848195256",15099
"1250","Lithuania",2013,"46417340375",16538
"1251","Lithuania",2014,"48516371721",17442
"1252","Lithuania",2015,"41508609233",15073
"1253","Lithuania",2016,"42773029835",15742
"1254","Luxembourg",1985,"4738559685",13743
"1255","Luxembourg",1986,"6921264132",20004
"1256","Luxembourg",1987,"8614215559",24654
"1257","Luxembourg",1988,"9750161053",27676
"1258","Luxembourg",1989,"10391504709",29239
"1259","Luxembourg",1990,"13229247948",36871
"1260","Luxembourg",1991,"14321878795",39465
"1261","Luxembourg",1992,"16065740778",43740
"1262","Luxembourg",1993,"16486900187",44320
"1263","Luxembourg",1994,"18325791415",48610
"1264","Luxembourg",1995,"21588170498",56499
"1265","Luxembourg",1996,"21776609772",56169
"1266","Luxembourg",1997,"19731912494",50260
"1267","Luxembourg",1998,"20209122027",50788
"1268","Luxembourg",1999,"22235929043",55054
"1269","Luxembourg",2000,"21263514833",51841
"1270","Luxembourg",2001,"21272418792",51391
"1271","Luxembourg",2002,"23616328816",56484
"1272","Luxembourg",2003,"29557325056",69768
"1273","Luxembourg",2004,"34685281848",80639
"1274","Luxembourg",2005,"37347394603",85397
"1275","Luxembourg",2006,"42414308117",95351
"1276","Luxembourg",2007,"50888134410",112581
"1277","Luxembourg",2008,"55849686539",121315
"1278","Luxembourg",2009,"51370543206",109483
"1279","Luxembourg",2010,"53212476812",111328
"1280","Luxembourg",2011,"60004630234",122729
"1281","Luxembourg",2012,"56677961787",113120
"1282","Luxembourg",2013,"61739352212",120423
"1283","Luxembourg",2014,"66327344189",126352
"1284","Luxembourg",2015,"57784495265",107456
"1285","Macau",1994,"6265844252",18081
"1286","Maldives",2000,"624337145",2524
"1287","Maldives",2001,"870179739",3406
"1288","Maldives",2002,"897031250",3401
"1289","Maldives",2003,"1052121055",3867
"1290","Maldives",2004,"1226829563",4373
"1291","Maldives",2005,"1163362438",4026
"1292","Maldives",2007,"1868383461",6115
"1293","Maldives",2008,"2271646188",7236
"1294","Maldives",2010,"2588176055",7806
"1295","Maldives",2011,"2774351760",8135
"1296","Malta",1985,"1117835286",3639
"1297","Malta",1986,"1435079200",4544
"1298","Malta",1987,"1751247763",5517
"1299","Malta",1988,"2019474244",6295
"1300","Malta",1989,"2118574772",6539
"1301","Malta",1990,"2547163582",7780
"1302","Malta",1991,"2750041434",8313
"1303","Malta",1992,"3021910217",9040
"1304","Malta",1993,"2709178327",8022
"1305","Malta",1994,"2998570147",8775
"1306","Malta",1995,"3439931907",9974
"1307","Malta",1996,"3570271558",10254
"1308","Malta",1997,"3705372039",10575
"1309","Malta",1998,"3923637971",11103
"1310","Malta",1999,"4127313818",11607
"1311","Malta",2000,"4306192436",11873
"1312","Malta",2001,"4331870648",11691
"1313","Malta",2002,"4689832690",12524
"1314","Malta",2003,"5456583589",14444
"1315","Malta",2004,"6062780269",15916
"1316","Malta",2005,"6394851387",16648
"1317","Malta",2006,"6757119558",17504
"1318","Malta",2007,"7880509171",20333
"1319","Malta",2008,"8977149553",23007
"1320","Malta",2009,"8528202278",21695
"1321","Malta",2010,"8741059603",22132
"1322","Malta",2011,"9507645260",23984
"1323","Malta",2012,"9209559296",23074
"1324","Malta",2013,"10145114180",25191
"1325","Malta",2014,"11234045376",27634
"1326","Malta",2015,"10574026838",25750
"1327","Mauritius",1985,"1080642033",1223
"1328","Mauritius",1986,"1469046115",1636
"1329","Mauritius",1987,"1888754655",2073
"1330","Mauritius",1988,"2143484488",2317
"1331","Mauritius",1989,"2191096860",2349
"1332","Mauritius",1990,"2653480001",2820
"1333","Mauritius",1991,"2856890681",3045
"1334","Mauritius",1992,"3224267548",3400
"1335","Mauritius",1993,"3263368410",3405
"1336","Mauritius",1994,"3558137040",3658
"1337","Mauritius",1995,"4040345933",4115
"1338","Mauritius",1996,"4421943910",4444
"1339","Mauritius",1997,"4187367602",4139
"1340","Mauritius",1998,"4169664285",4063
"1341","Mauritius",1999,"4291172816",4117
"1342","Mauritius",2000,"4582555125",4339
"1343","Mauritius",2001,"4536538211",4244
"1344","Mauritius",2002,"4767303154",4415
"1345","Mauritius",2003,"5609831328",5136
"1346","Mauritius",2004,"6385695187",5789
"1347","Mauritius",2005,"6283803256",5641
"1348","Mauritius",2006,"7028803366",6246
"1349","Mauritius",2007,"8150138757",7179
"1350","Mauritius",2008,"9990370016",8716
"1351","Mauritius",2009,"9128843109",7873
"1352","Mauritius",2010,"10003670690",8587
"1353","Mauritius",2011,"11518393367",9817
"1354","Mauritius",2012,"11668685524",9884
"1355","Mauritius",2013,"12129642296",10572
"1356","Mauritius",2014,"12803445934",11120
"1357","Mauritius",2015,"11692287066",10125
"1358","Mauritius",2016,"12232463656",10570
"1359","Mexico",1985,"184472557415",2730
"1360","Mexico",1986,"129440993789",1873
"1361","Mexico",1987,"140263387027",2064
"1362","Mexico",1988,"183144164357",2630
"1363","Mexico",1989,"222977046516",3125
"1364","Mexico",1990,"262709948091",3595
"1365","Mexico",1991,"314454015372",4204
"1366","Mexico",1992,"363609163462",4830
"1367","Mexico",1993,"500736065605",6518
"1368","Mexico",1994,"527813238126",6735
"1369","Mexico",1995,"360073909244",4505
"1370","Mexico",1996,"410975595310",4904
"1371","Mexico",1997,"500413483109",5864
"1372","Mexico",1998,"526502129378",6064
"1373","Mexico",1999,"600232874043",6800
"1374","Mexico",2000,"707906744575",7892
"1375","Mexico",2001,"756706300590",8311
"1376","Mexico",2002,"772106378935",8357
"1377","Mexico",2003,"729336319677",7779
"1378","Mexico",2004,"782240601985",8217
"1379","Mexico",2005,"877476221382",9071
"1380","Mexico",2006,"975387131716",9906
"1381","Mexico",2007,"1052696282279",10496
"1382","Mexico",2008,"1109989038339",10864
"1383","Mexico",2009,"900045362045",8651
"1384","Mexico",2010,"1057801282051",9991
"1385","Mexico",2011,"1180489563964",10965
"1386","Mexico",2012,"1201090018604",10982
"1387","Mexico",2013,"1274443078609",11478
"1388","Mexico",2014,"1314385330073",11663
"1389","Mexico",2015,"1169622672463",10228
"1390","Mongolia",2016,"11183458131",4145
"1391","Montenegro",2000,"984297589",1701
"1392","Montenegro",2001,"1159869246",2004
"1393","Montenegro",2002,"1284685051",2220
"1394","Montenegro",2003,"1707710053",2946
"1395","Montenegro",2004,"2073234418",3565
"1396","Montenegro",2005,"2257174481",3870
"1397","Montenegro",2006,"2721904403",4654
"1398","Montenegro",2007,"3680710375",6268
"1399","Montenegro",2008,"4545674528",7705
"1400","Montenegro",2009,"4159330370",7023
"1401","Netherlands",1985,"142009922306",10428
"1402","Netherlands",1986,"198298498021",14479
"1403","Netherlands",1987,"241918791123",17560
"1404","Netherlands",1988,"258567751143",18661
"1405","Netherlands",1989,"255039560740",18310
"1406","Netherlands",1990,"314267667675",22425
"1407","Netherlands",1991,"323320449906",22906
"1408","Netherlands",1992,"358330385840",25205
"1409","Netherlands",1993,"349037818106",24385
"1410","Netherlands",1994,"374291430318",25997
"1411","Netherlands",1995,"446528959649",30850
"1412","Netherlands",1996,"445704575163",30625
"1413","Netherlands",1997,"412199006099",28156
"1414","Netherlands",1998,"432476116419",29351
"1415","Netherlands",1999,"441975282335",29799
"1416","Netherlands",2000,"412807259996",27644
"1417","Netherlands",2001,"426573601790",28366
"1418","Netherlands",2002,"465368906456",30757
"1419","Netherlands",2003,"571863431151",37614
"1420","Netherlands",2004,"650532654582",42614
"1421","Netherlands",2005,"678533764457",44289
"1422","Netherlands",2006,"726649102998",47281
"1423","Netherlands",2007,"839419655078",54418
"1424","Netherlands",2008,"936228211513",60375
"1425","Netherlands",2009,"857932759100",54988
"1426","Netherlands",2010,"836389937229",53302
"1427","Netherlands",2011,"893757287202",56667
"1428","Netherlands",2012,"828946812397",52334
"1429","Netherlands",2013,"866680000367",54510
"1430","Netherlands",2014,"879635084125",55325
"1431","Netherlands",2015,"757999453314",47206
"1432","New Zealand",1985,"24950895141",8246
"1433","New Zealand",1986,"30604668357",10114
"1434","New Zealand",1987,"40338594862",13238
"1435","New Zealand",1988,"45493075684",14890
"1436","New Zealand",1989,"44170562822",14417
"1437","New Zealand",1990,"45519034244",14734
"1438","New Zealand",1991,"42756020707",13345
"1439","New Zealand",1992,"41636005955",12868
"1440","New Zealand",1993,"46712018141",14271
"1441","New Zealand",1994,"55154160816",16615
"1442","New Zealand",1995,"63918039320",18945
"1443","New Zealand",1996,"70140835299",20434
"1444","New Zealand",1997,"66074513018",19041
"1445","New Zealand",1998,"56227696195",16052
"1446","New Zealand",1999,"58762260626",16556
"1447","New Zealand",2000,"52622842840",14725
"1448","New Zealand",2001,"53872425917",14968
"1449","New Zealand",2002,"66627729311",18208
"1450","New Zealand",2003,"88250885550",23663
"1451","New Zealand",2004,"103904537815",27325
"1452","New Zealand",2005,"114718721397",29803
"1453","New Zealand",2006,"111608845081",28628
"1454","New Zealand",2007,"137316087308",34892
"1455","New Zealand",2008,"133279679483",33585
"1456","New Zealand",2009,"121338622025",30259
"1457","New Zealand",2010,"146583831538",36145
"1458","New Zealand",2011,"168461998741",41184
"1459","New Zealand",2012,"176192886551",42756
"1460","New Zealand",2013,"190785204764",46198
"1461","Nicaragua",2010,"8758622329",1715
"1462","Nicaragua",2011,"9774316692",1888
"1463","Nicaragua",2012,"10532001130",2006
"1464","Nicaragua",2013,"10982972256",2062
"1465","Nicaragua",2014,"11880438824",2199
"1466","Nicaragua",2015,"12611087031",2303
"1467","Norway",1986,"78693253276",20117
"1468","Norway",1987,"94230055659",23980
"1469","Norway",1988,"101900260856",25820
"1470","Norway",1989,"102633789558",25945
"1471","Norway",1990,"119791683308",30240
"1472","Norway",1991,"121872464483",30678
"1473","Norway",1992,"130838040068",32793
"1474","Norway",1993,"120579072751",30066
"1475","Norway",1994,"127131461120",31520
"1476","Norway",1995,"152027402450",37483
"1477","Norway",1996,"163517783497",40098
"1478","Norway",1997,"161354369893",39335
"1479","Norway",1998,"154165219812",37334
"1480","Norway",1999,"162286003693",39013
"1481","Norway",2000,"171315639983",41099
"1482","Norway",2001,"174003247439",41281
"1483","Norway",2002,"195418347153",46049
"1484","Norway",2003,"228752436372",53533
"1485","Norway",2004,"264357494659",61450
"1486","Norway",2005,"308722079938",71215
"1487","Norway",2006,"345424664369",79007
"1488","Norway",2007,"401082621083",90797
"1489","Norway",2008,"462554432624",103431
"1490","Norway",2009,"386622457580",85394
"1491","Norway",2010,"429130952709",93638
"1492","Norway",2011,"498831558926",107430
"1493","Norway",2012,"510229136227",108408
"1494","Norway",2013,"523502127660",109804
"1495","Norway",2014,"499338534779",103443
"1496","Norway",2015,"386663139403",79187
"1497","Oman",2009,"48388296489",18557
"1498","Oman",2010,"58642392718",21337
"1499","Oman",2014,"81076723017",22328
"1500","Panama",1985,"6541517100",3443
"1501","Panama",1986,"6797834200",3504
"1502","Panama",1987,"6827665300",3447
"1503","Panama",1988,"5902783400",2859
"1504","Panama",1989,"5918469800",2802
"1505","Panama",1996,"9870494000",3992
"1506","Panama",1997,"10677286100",4227
"1507","Panama",1998,"11575486400",4488
"1508","Panama",1999,"12130252200",4606
"1509","Panama",2000,"12304115000",4577
"1510","Panama",2001,"12502013400",4558
"1511","Panama",2002,"12994310400",4641
"1512","Panama",2003,"13693981200",4790
"1513","Panama",2004,"15013381700",5144
"1514","Panama",2005,"16374393900",5499
"1515","Panama",2006,"18141666300",5972
"1516","Panama",2007,"21295984200",6876
"1517","Panama",2008,"25155888600",7972
"1518","Panama",2009,"27116635600",8436
"1519","Panama",2010,"29440287600",8991
"1520","Panama",2011,"34686224300",10403
"1521","Panama",2012,"40429734400",11908
"1522","Panama",2013,"45599994000",13189
"1523","Panama",2014,"49921464400",14181
"1524","Panama",2015,"54315722500",15158
"1525","Paraguay",1985,"2966234106",964
"1526","Paraguay",1986,"3439716562",1086
"1527","Paraguay",1987,"3778316380",1158
"1528","Paraguay",1989,"4599970618",1330
"1529","Paraguay",1990,"5695201563",1600
"1530","Paraguay",1991,"6984367763",1907
"1531","Paraguay",1994,"7870982171",1981
"1532","Paraguay",1995,"9062131308",2223
"1533","Paraguay",1996,"9788391733",2341
"1534","Paraguay",1997,"9965225497",2326
"1535","Paraguay",1998,"9024567484",2057
"1536","Paraguay",1999,"8392549702",1868
"1537","Paraguay",2000,"8195993231",1782
"1538","Paraguay",2001,"7662595076",1630
"1539","Paraguay",2002,"6325151760",1315
"1540","Paraguay",2003,"6588103836",1339
"1541","Paraguay",2004,"8033877360",1598
"1542","Paraguay",2005,"8734653809",1704
"1543","Paraguay",2006,"10646157920",2038
"1544","Paraguay",2007,"13794910634",2599
"1545","Paraguay",2008,"18504130753",3438
"1546","Paraguay",2009,"15929902138",2920
"1547","Paraguay",2010,"20030528043",3619
"1548","Paraguay",2011,"25099681461",4474
"1549","Paraguay",2012,"24595319574",4319
"1550","Paraguay",2013,"28965906502",5006
"1551","Paraguay",2014,"30881166852",5254
"1552","Philippines",1992,"52976344929",958
"1553","Philippines",1993,"54368083953",957
"1554","Philippines",1997,"82344260571",1312
"1555","Philippines",1998,"72207028767",1124
"1556","Philippines",1999,"82995145792",1262
"1557","Philippines",2000,"81026300311",1205
"1558","Philippines",2001,"76262072468",1109
"1559","Philippines",2002,"81357605642",1158
"1560","Philippines",2003,"83908206648",1169
"1561","Philippines",2006,"122210716310",1599
"1562","Philippines",2007,"149359918060",1915
"1563","Philippines",2008,"174195136253",2188
"1564","Philippines",2009,"168334601260",2073
"1565","Philippines",2010,"199590775189",2412
"1566","Philippines",2011,"224143083707",2662
"1567","Poland",1990,"65977749037",1876
"1568","Poland",1991,"85500935935",2416
"1569","Poland",1992,"94337050693",2650
"1570","Poland",1993,"96045645026",2683
"1571","Poland",1994,"110803391517",3081
"1572","Poland",1995,"142137319588",3937
"1573","Poland",1996,"159942880457",4413
"1574","Poland",1999,"169717677901",4640
"1575","Poland",2000,"171885598583",4744
"1576","Poland",2001,"190521263343",5249
"1577","Poland",2002,"198680637255",5466
"1578","Poland",2003,"217513049292",5983
"1579","Poland",2004,"255102252843",7014
"1580","Poland",2005,"306125173853",8417
"1581","Poland",2006,"344748646558",9485
"1582","Poland",2007,"429063549984",11816
"1583","Poland",2008,"533815789474",14721
"1584","Poland",2009,"439796160379",12141
"1585","Poland",2010,"479321460551",13304
"1586","Poland",2011,"528832185770",14686
"1587","Poland",2012,"500360816828",13894
"1588","Poland",2013,"524234322597",14552
"1589","Poland",2014,"545179584720",15119
"1590","Poland",2015,"477355617456",13228
"1591","Portugal",1985,"27118476174",2912
"1592","Portugal",1986,"38749715722",4145
"1593","Portugal",1987,"48187667853",5138
"1594","Portugal",1988,"56352797354",5995
"1595","Portugal",1989,"60600056659",6436
"1596","Portugal",1990,"78721607509",8356
"1597","Portugal",1991,"89242382961",9483
"1598","Portugal",1992,"107602689041",11445
"1599","Portugal",1993,"95019103603",10098
"1600","Portugal",1994,"99698453261",10566
"1601","Portugal",1995,"118133634072",12469
"1602","Portugal",1996,"122629812841",12887
"1603","Portugal",1997,"117046198971",12237
"1604","Portugal",1998,"123981736420",12892
"1605","Portugal",1999,"127465545493",13180
"1606","Portugal",2000,"118358489958",12152
"1607","Portugal",2001,"121545880984",12391
"1608","Portugal",2002,"134228697534",13614
"1609","Portugal",2003,"164964195260",16671
"1610","Portugal",2007,"240169336162",24003
"1611","Portugal",2008,"262007590450",26121
"1612","Portugal",2009,"243745748819",24254
"1613","Portugal",2010,"238303443425",23673
"1614","Portugal",2011,"244895101712",24337
"1615","Portugal",2012,"216368178659",21573
"1616","Portugal",2013,"226073492966",22641
"1617","Portugal",2014,"229629822122",23091
"1618","Puerto Rico",1985,"20289200000",6582
"1619","Puerto Rico",1986,"22009300000",7002
"1620","Puerto Rico",1987,"24025800000",7533
"1621","Puerto Rico",1988,"26385800000",8155
"1622","Puerto Rico",1989,"28161200000",8576
"1623","Puerto Rico",1990,"30603919000",9552
"1624","Puerto Rico",1991,"32287031000",9974
"1625","Puerto Rico",1992,"34630430000",10533
"1626","Puerto Rico",1993,"36922456000",11146
