"","Country","Year","country.year","gdp_for_year....","gdp_per_capita....","male_suicide_rate","male_population","female_suicide_rate","female_population","population","total_suicide_rate"
"358","Bulgaria",1986,"Bulgaria1986","20,249,294,118",2413,0.000234570218570895,4160801,0.000102583472573458,4230701,8391501,0.000167907982135735
"359","Bulgaria",1987,"Bulgaria1987","28,101,000,000",3355,0.000257489894610645,4132201,0.000101338588485438,4243201,8375401,0.000178260121515376
"360","Bulgaria",1988,"Bulgaria1988","22,555,941,176",2688,0.000248095696265096,4135501,0.000100604071033056,4254301,8389801,0.000173186467712405
"361","Bulgaria",1989,"Bulgaria1989","21,988,444,444",2617,0.000251794154170999,4138301,9.84782530708216e-05,4264901,8403201,0.00017386231746688
"362","Bulgaria",1990,"Bulgaria1990","20,632,090,909",2451,0.000222334824658453,4142401,9.44785915954745e-05,4276101,8418501,0.000157272654597297
"363","Bulgaria",1991,"Bulgaria1991","10,943,548,387",1298,0.000241719479478089,4145301,8.95814655947684e-05,4286601,8431901,0.000164257146757297
"364","Bulgaria",1992,"Bulgaria1992","10,350,515,464",1287,0.000281229324636272,3943401,0.000100534369455511,4098101,8041501,0.000189019438037749
"365","Bulgaria",1993,"Bulgaria1993","10,829,710,145",1354,0.000261337758380482,3918301,0.000109731278386539,4082701,8001001,0.000183851995519061
"366","Bulgaria",1994,"Bulgaria1994","9,697,416,974",1213,0.000268231495287027,3910801,0.000102088255664246,4084701,7995501,0.000183228042870609
"367","Bulgaria",1995,"Bulgaria1995","13,063,422,619",1636,0.000261788092154536,3900101,0.000101376144430152,4083801,7983901,0.000179611445582805
"368","Bulgaria",1996,"Bulgaria1996","10,109,612,142",1270,0.000286177449062602,3885701,0.00010202077152718,4077601,7963301,0.000191754650489791
"369","Bulgaria",1997,"Bulgaria1997","11,195,612,105",1411,0.000259367417608177,3867101,0.000114094591793402,4066801,7933901,0.000184776694339897
"370","Bulgaria",1998,"Bulgaria1998","14,630,992,956",1852,0.000274570911448021,3846001,0.000110768444364514,4053501,7899501,0.000190391772847424
"371","Bulgaria",1999,"Bulgaria1999","13,495,075,366",1715,0.000252482944986162,3826001,8.48883619045781e-05,4040601,7866601,0.000166272574393947
"372","Bulgaria",2000,"Bulgaria2000","13,153,016,531",1680,0.000263405139712505,3804026,9.51536010172243e-05,4025071,7829096,0.000176776475853662
"373","Bulgaria",2001,"Bulgaria2001","14,075,616,789",1854,0.000258095859838766,3688552,9.32526100483274e-05,3903376,7591927,0.000173210306158107
"374","Bulgaria",2002,"Bulgaria2002","16,276,456,428",2157,0.000268152738926275,3662092,8.68037668198397e-05,3882320,7544411,0.00017469885985798
"375","Bulgaria",2003,"Bulgaria2003","20,982,685,981",2800,0.000220440776975305,3633629,7.5915802379507e-05,3859539,7493167,0.000145866227190719
"376","Bulgaria",2004,"Bulgaria2004","25,957,970,922",3485,0.000207064589183301,3607570,6.9791757541351e-05,3839995,7447564,0.000136151901480806
"377","Bulgaria",2005,"Bulgaria2005","29,636,617,750",4003,0.000203204773749069,3582593,6.69901032589638e-05,3821460,7404052,0.000132765139953096
"378","Bulgaria",2006,"Bulgaria2006","34,130,122,491",4638,0.000211703700288288,3556858,5.94478400442755e-05,3801652,7358509,0.000132907359357718
"379","Bulgaria",2007,"Bulgaria2007","44,411,476,557",6073,0.000188015644940383,3531621,6.34777054396426e-05,3780855,7312475,0.000123487601667014
"380","Bulgaria",2008,"Bulgaria2008","54,409,138,498",7487,0.000198148748982884,3507466,6.54247141059673e-05,3760047,7267512,0.000129342751687235
"381","Bulgaria",2009,"Bulgaria2009","51,884,481,410",7186,0.000190375717821263,3482587,5.53885870612261e-05,3737232,7219818,0.00012036314488814
"382","Bulgaria",2010,"Bulgaria2010","50,610,058,210",7066,0.000188199868260092,3453775,5.68891553901666e-05,3708967,7162741,0.000120065768118657
"383","Bulgaria",2011,"Bulgaria2011","57,418,414,504",8137,0.000177526857528545,3413568,4.36458144899163e-05,3642961,7056528,0.000108268542263277
"384","Bulgaria",2012,"Bulgaria2012","53,903,022,339",7745,0.000199527882689446,3377974,5.58397176743874e-05,3581680,6959653,0.000125437288324576
"385","Bulgaria",2013,"Bulgaria2013","55,758,754,072",8057,0.000170928870362661,3358122,4.18242796399407e-05,3562524,6920645,0.000104325536131387
"386","Bulgaria",2014,"Bulgaria2014","56,731,990,232",8241,0.000165626137182169,3338845,4.88007016017631e-05,3545031,6883875,0.000105318588730911
"387","Cabo Verde",2011,"Cabo Verde2011","1,864,824,081",4124,0.000169259001906391,224508,2.63535860642237e-05,227673,452180,9.50948737228537e-05
"388","Canada",1985,"Canada1985","364,756,499,451",15522,0.000221445504082373,11587501,5.82586163780081e-05,11912401,23499901,0.000138681435296259
"389","Canada",1986,"Canada1986","377,437,927,312",16062,0.000246673220969975,11557801,6.87529775859431e-05,11941301,23499101,0.000156218742155285
"390","Canada",1987,"Canada1987","431,316,742,081",18124,0.000238632265457505,11704201,6.61490448780753e-05,12093901,23798101,0.000150936412951605
"391","Canada",1988,"Canada1988","507,354,351,182",21069,0.00023100635744699,11839501,6.34746825469376e-05,12241101,24080601,0.000145802008845211
"392","Canada",1989,"Canada1989","565,055,743,243",23188,0.00022509808590648,11977001,6.43187965590009e-05,12391401,24368401,0.00014330033390373
"393","Canada",1990,"Canada1990","593,929,550,908",24041,0.00022030531152481,12137701,5.61802178630653e-05,12566701,24704401,0.000136777248717749
"394","Canada",1991,"Canada1991","610,328,183,643",24038,0.000230470860141131,12478801,5.56863552397569e-05,12911601,25390401,0.000141549556464272
"395","Canada",1992,"Canada1992","592,387,689,253",22393,0.000223534163063392,13076301,5.88274823160626e-05,13378101,26454401,0.000140203514719536
"396","Canada",1993,"Canada1993","577,170,761,956",21421,0.000226293571738928,13323401,5.7997396871268e-05,13621301,26944701,0.000141178037195514
"397","Canada",1994,"Canada1994","578,139,279,438",21219,0.000220482832897702,13465901,5.66759271212889e-05,13780101,27246001,0.000137598174499076
"398","Canada",1995,"Canada1995","604,031,623,433",21871,0.000231366784069858,13645001,5.81815537852683e-05,13973501,27618501,0.000143708016593659
"399","Canada",1996,"Canada1996","628,546,387,972",22686,0.000226091896344684,13684701,6.05481382303298e-05,14021901,27706601,0.000142276564346525
"400","Canada",1997,"Canada1997","652,825,364,726",23245,0.00021012187717623,13872901,5.40380761572398e-05,14212201,28085101,0.00013110154027931
"401","Canada",1998,"Canada1998","631,813,279,407",22268,0.000208743081996722,14017231,5.39870028554597e-05,14355307,28372537,0.000130407795397359
"402","Canada",1999,"Canada1999","676,082,654,641",23572,0.000227573721183874,14171232,5.8647538150706e-05,14510413,28681644,0.000142076932549613
"403","Canada",2000,"Canada2000","742,293,448,253",25589,0.000195260955908067,14334663,5.51318858294289e-05,14673904,29008566,0.000124342582118675
"404","Canada",2001,"Canada2001","736,379,777,893",25165,0.000198559338614883,14464190,5.56837009009474e-05,14797867,29262056,0.00012627274037067
"405","Canada",2002,"Canada2002","757,950,678,647",25570,0.000194626745891308,14653690,5.3374517110736e-05,14988426,29642115,0.000123169348745864
"406","Canada",2003,"Canada2003","892,380,986,368",29787,0.000196079159533421,14810345,5.69693745053137e-05,15148490,29958834,0.000125705826868963
"407","Canada",2004,"Canada2004","1,023,196,003,075",33787,0.000182697449349888,14970105,5.74642727311848e-05,15313863,30283967,0.000119337073640319
"408","Canada",2005,"Canada2005","1,169,357,979,865",38218,0.000188966673631149,15124360,5.73266569859802e-05,15472732,30597091,0.000122364573808667
"409","Canada",2006,"Canada2006","1,315,415,197,461",42566,0.00017631144553608,15291123,5.23961267604506e-05,15611841,30902963,0.000113678419768357
"410","Canada",2007,"Canada2007","1,464,977,190,206",46890,0.000176426063251589,15462568,5.60834191747626e-05,15780065,31242632,0.000115611258360051
"411","Canada",2008,"Canada2008","1,549,131,208,997",49041,0.00017765217494736,15637298,5.82396029927257e-05,15951345,31588642,0.000117320649618303
"412","Canada",2009,"Canada2009","1,371,153,004,986",42933,0.000189089031653567,15812657,5.59390182838728e-05,16124702,31937358,0.000121832244232601
"413","Canada",2010,"Canada2010","1,613,464,422,811",49974,0.000186527404547478,15986927,5.95734211739645e-05,16299215,32286141,0.000122405461835777
"414","Canada",2011,"Canada2011","1,788,647,906,048",54841,0.000172246506172796,16151271,5.75796538284487e-05,16464149,32615419,0.00011433242663539
"415","Canada",2012,"Canada2012","1,824,288,757,448",55347,0.00018214900536105,16321802,5.73939102116447e-05,16639396,32961197,0.000119140090695129
"416","Canada",2013,"Canada2013","1,842,628,005,830",55310,0.000184416412988008,16495278,6.02869516206131e-05,16819560,33314837,0.000121717539845685
"417","Chile",1985,"Chile1985","17,702,885,394",1658,0.000108712129332904,5270801,2.07230839057314e-05,5404601,10675401,6.40725346054916e-05
"418","Chile",1986,"Chile1986","18,891,048,819",1728,9.89069942090233e-05,5388901,2.21909464186068e-05,5542801,10931701,5.99174821923871e-05
"419","Chile",1987,"Chile1987","22,255,407,685",1985,0.000102973360303064,5525701,2.21702141062034e-05,5683301,11209001,6.19145274409379e-05
"420","Chile",1988,"Chile1988","26,040,229,793",2303,0.000104477593152744,5561001,2.05395960766586e-05,5745001,11306001,6.17371252664846e-05
"421","Chile",1989,"Chile1989","29,885,685,143",2599,0.000110836112632824,5657001,1.71115644915187e-05,5844001,11501001,6.31249401682514e-05
"422","Chile",1990,"Chile1990","33,113,887,818",2828,0.000110262179152252,5759001,1.84873918508585e-05,5950001,11709001,6.3540860573844e-05
"423","Chile",1991,"Chile1991","37,834,793,730",3187,0.000112065406504002,5844801,2.22362314167748e-05,6026201,11871001,6.63802488096834e-05
"424","Chile",1992,"Chile1992","45,964,327,559",3791,9.43838902960787e-05,5965001,1.57467506904625e-05,6160001,12125001,5.43505109814012e-05
"425","Chile",1993,"Chile1993","49,297,773,130",4006,0.000103075764315038,6063501,1.87412871035437e-05,6242901,12306401,6.02125674273088e-05
"426","Chile",1994,"Chile1994","57,008,425,296",4551,0.000114190363596695,6173901,1.5426509133674e-05,6352701,12526601,6.40237523331349e-05
"427","Chile",1995,"Chile1995","73,447,063,319",5695,0.000127246358872213,6349887,1.89377799240595e-05,6547758,12897644,7.21837259580122e-05
"428","Chile",1996,"Chile1996","78,039,572,222",5946,0.000123296054711889,6464116,1.83156369750675e-05,6660975,13125090,6.99423775379826e-05
"429","Chile",1997,"Chile1997","84,952,360,922",6368,0.000118233275317366,6571754,1.99474038675504e-05,6767798,13339551,6.82931531953362e-05
"430","Chile",1998,"Chile1998","81,577,430,181",6023,0.000134846652386906,6674248,1.93603965475027e-05,6869694,13543941,7.61964335196085e-05
"431","Chile",1999,"Chile1999","75,173,794,497",5470,0.000133443138535382,6774421,1.99441477772391e-05,6969463,13743883,7.58155464507374e-05
"432","Chile",2000,"Chile2000","77,860,932,152",5584,0.000184307342603784,6874387,2.94234558697673e-05,7069190,13943576,0.000105711762893536
"433","Chile",2001,"Chile2001","70,979,923,960",5020,0.000199787791804197,6972398,3.26487604493474e-05,7167194,14139591,0.000114996254134932
"434","Chile",2002,"Chile2002","69,736,811,435",4866,0.000192107820301949,7068947,3.40037954843786e-05,7263895,14332841,0.00011191082075075
"435","Chile",2003,"Chile2003","75,643,459,840",5208,0.000195832522017201,7164285,3.43774521959787e-05,7359475,14523759,0.000113951216072919
"436","Chile",2004,"Chile2004","99,210,392,858",6744,0.000202955265655767,7257757,3.54208466172689e-05,7453238,14710994,0.000118006981717211
"437","Chile",2005,"Chile2005","122,964,812,046",8256,0.00019104905252461,7348898,3.71122531670669e-05,7544678,14893575,0.000113001747397787
"438","Chile",2006,"Chile2006","154,788,024,806",10270,0.000201538685343929,7437778,3.90368125001637e-05,7633820,15071597,0.000119164545071103
"439","Chile",2007,"Chile2007","173,605,968,179",11387,0.000198947055762986,7524615,4.57205204316328e-05,7720822,15245436,0.000121282198816748
"440","Chile",2008,"Chile2008","179,638,496,279",11653,0.000220113917822736,7609696,5.31644573952209e-05,7805967,15415662,0.000135511533659729
"441","Chile",2009,"Chile2009","172,389,498,445",11062,0.000224201579184943,7693969,5.38644102252648e-05,7890182,15584150,0.000137896516653138
"442","Chile",2010,"Chile2010","218,537,551,220",13874,0.000208153845105511,7777901,4.81567985360333e-05,7973952,15751852,0.000127096166215884
"443","Chile",2011,"Chile2011","252,251,992,029",15854,0.000211008751645245,7857494,4.60681229574344e-05,8053291,15910784,0.000127460720980186
"444","Chile",2012,"Chile2012","267,122,320,057",16617,0.000190302003359945,7940011,4.08101152049885e-05,8135238,16075248,0.000114586101564343
"445","Chile",2013,"Chile2013","278,384,332,694",17140,0.000177095506572287,8023919,3.88156859662557e-05,8218327,16242245,0.00010706648003401
"446","Chile",2014,"Chile2014","260,584,090,571",15883,0.000182071350258897,8106712,3.79510893589121e-05,8300157,16406868,0.00010910065223905
"447","Chile",2015,"Chile2015","243,999,477,738",14729,0.000178461166373812,8186655,4.52317392665918e-05,8379072,16565726,0.000111012339573889
"448","Colombia",1985,"Colombia1985","34,894,411,352",1393,6.24825612685745e-05,12547501,1.75131334506367e-05,12504901,25052401,3.99961664353049e-05
"449","Colombia",1986,"Colombia1986","34,942,489,684",1366,5.78246642248167e-05,12814601,1.71482251078048e-05,12771001,25585601,3.74820196719241e-05
"450","Colombia",1987,"Colombia1987","36,373,307,085",1299,5.45821498488392e-05,13869003,1.38609636438946e-05,14140431,28009433,3.39885495004486e-05
"451","Colombia",1988,"Colombia1988","39,212,550,050",1369,5.2318628343765e-05,14182329,1.18889839854003e-05,14467174,28649502,3.18679186814486e-05
"452","Colombia",1989,"Colombia1989","39,540,080,200",1350,4.51193551823236e-05,14494888,1.20987285993599e-05,14794943,29289830,2.84057640484769e-05
"453","Colombia",1990,"Colombia1990","40,274,204,595",1346,4.49799747936544e-05,14806589,1.32897956981526e-05,15124386,29930974,2.89332381899767e-05
"454","Colombia",1991,"Colombia1991","41,239,551,378",1348,5.28363847612989e-05,15122155,1.37756859143612e-05,15462025,30584179,3.30563066610354e-05
"455","Colombia",1992,"Colombia1992","49,279,585,355",1664,5.81176929037887e-05,14642701,1.58288073741672e-05,14972701,29615401,3.6703875797596e-05
"456","Colombia",1993,"Colombia1993","55,802,538,219",1845,5.83195632506763e-05,14952101,1.40613852060232e-05,15290101,30242201,3.59100847190322e-05
"457","Colombia",1994,"Colombia1994","81,703,500,846",2646,6.09919838451823e-05,15264301,1.72322109612108e-05,15610301,30874601,3.88345099585255e-05
"458","Colombia",1995,"Colombia1995","92,507,279,383",2796,5.45112332952163e-05,16326910,1.56287366176706e-05,16763991,33090900,3.47829765887298e-05
"459","Colombia",1996,"Colombia1996","97,160,109,278",2883,5.72720975093556e-05,16622405,1.51628398254388e-05,17081233,33703637,3.59011699538539e-05
"460","Colombia",1997,"Colombia1997","106,659,508,271",3106,5.68204202431193e-05,16930533,1.61991749450004e-05,17408294,34338826,3.61980925032207e-05
"461","Colombia",1998,"Colombia1998","98,443,739,941",2814,9.00491512968962e-05,17246137,2.82398236301825e-05,17740904,34987040,5.86788708047323e-05
"462","Colombia",1999,"Colombia1999","86,186,158,685",2419,9.40255343964882e-05,17559060,2.73375999911457e-05,18070350,35629409,6.0175008796806e-05
"463","Colombia",2000,"Colombia2000","99,886,577,331",2755,0.000101668892633171,17861904,2.95805864351261e-05,18390440,36252343,6.5071656196125e-05
"464","Colombia",2001,"Colombia2001","98,203,546,156",2662,0.000102151932837306,18169015,2.98149947516526e-05,18715415,36884429,6.54205599875221e-05
"465","Colombia",2002,"Colombia2002","97,933,391,976",2613,9.83916647089471e-05,18456848,2.97033398645633e-05,19021430,37478277,6.35034529468897e-05
"466","Colombia",2003,"Colombia2003","94,684,584,163",2489,9.03864723750805e-05,18730679,2.99267323177022e-05,19313836,38044514,5.96669469874158e-05
"467","Colombia",2004,"Colombia2004","117,074,863,822",3033,9.17826672748321e-05,19001409,2.5607921601399e-05,19603309,38604717,5.81535152815652e-05
"468","Colombia",2005,"Colombia2005","146,566,264,837",3742,8.49761713949663e-05,19275992,2.34208515942262e-05,19896800,39172791,5.36852224800628e-05
"469","Colombia",2006,"Colombia2006","162,590,146,096",4095,8.79513599287051e-05,19533524,2.28498875398919e-05,20175154,39708677,5.48494728242898e-05
"470","Colombia",2007,"Colombia2007","207,416,494,642",5150,8.72421748868351e-05,19806934,2.22295245803334e-05,20468274,40275207,5.41772510318817e-05
"471","Colombia",2008,"Colombia2008","243,982,437,871",5971,8.82555506419608e-05,20089388,2.16179853549464e-05,20769743,40859130,5.43574961091927e-05
"472","Colombia",2009,"Colombia2009","233,821,670,544",5643,8.8519414841009e-05,20368413,2.12647171541049e-05,21067762,41436174,5.43003801461013e-05
"473","Colombia",2010,"Colombia2010","287,018,184,638",6836,8.29169796043615e-05,20635098,1.86381881395843e-05,21354007,41989104,5.0203500412869e-05
"474","Colombia",2011,"Colombia2011","335,415,156,702",7885,7.95699681026343e-05,20899845,1.76999640732322e-05,21638462,42538306,4.80743168286955e-05
"475","Colombia",2012,"Colombia2012","369,659,700,376",8586,8.19440165855068e-05,21148585,1.77110066739912e-05,21907281,43055865,4.92383557965912e-05
"476","Colombia",2013,"Colombia2013","380,191,881,860",8731,7.7816855598572e-05,21383542,1.83190196815757e-05,22162758,43546299,4.75126485490765e-05
"477","Colombia",2014,"Colombia2014","378,195,716,714",8591,8.12552962280745e-05,21610899,1.65990634112334e-05,22410903,44021801,4.83169691308177e-05
"478","Colombia",2015,"Colombia2015","291,519,591,533",6552,8.47733117676623e-05,21834702,2.13191128229961e-05,22655727,44490428,5.24382458177296e-05
"479","Costa Rica",1985,"Costa Rica1985","4,796,628,461",2145,0.000100212752560525,1127601,1.53346424908511e-05,1108601,2236201,5.76871220431437e-05
"480","Costa Rica",1986,"Costa Rica1986","5,477,895,475",2389,0.00010292328064065,1156201,1.23163435239346e-05,1136701,2292901,5.75689922940415e-05
"481","Costa Rica",1987,"Costa Rica1987","5,841,132,962",2433,8.09582148217969e-05,1210501,1.93244670438018e-05,1190201,2400701,4.99854000977215e-05
"482","Costa Rica",1988,"Costa Rica1988","6,063,759,371",2460,9.81495590108133e-05,1243001,1.47275284507213e-05,1222201,2465201,5.6384854622402e-05
"483","Costa Rica",1989,"Costa Rica1989","6,866,402,028",2686,0.000106201468060877,1290001,2.52764413298252e-05,1266001,2556001,6.57276738154641e-05
"484","Costa Rica",1990,"Costa Rica1990","7,403,457,319",2817,0.000105501050865825,1327001,1.460638483519e-05,1300801,2627801,6.01263185454302e-05
"485","Costa Rica",1991,"Costa Rica1991","7,168,999,428",2651,7.84456902890834e-05,1364001,1.49253619959985e-05,1340001,2704001,4.65976159032486e-05
"486","Costa Rica",1992,"Costa Rica1992","8,528,593,084",3070,9.05396089401804e-05,1402701,1.74456513442965e-05,1375701,2778401,5.39878872776104e-05
"487","Costa Rica",1993,"Costa Rica1993","9,537,297,507",3342,9.57601167440728e-05,1441101,1.98215915180578e-05,1412601,2853701,5.7819652444317e-05
"488","Costa Rica",1994,"Costa Rica1994","10,432,619,390",3562,9.05955712287396e-05,1479101,2.06896409036959e-05,1450001,2929101,5.56484737125828e-05
"489","Costa Rica",1995,"Costa Rica1995","11,513,472,694",3672,0.000109661492618962,1586701,2.38940756253951e-05,1548501,3135201,6.69813514348841e-05
"490","Costa Rica",1996,"Costa Rica1996","11,618,286,553",3639,0.000116133141026842,1601610,1.57149879497472e-05,1590838,3192447,6.57802619745919e-05
"491","Costa Rica",1997,"Costa Rica1997","12,552,071,367",3827,9.72891591906028e-05,1644582,1.77372308757483e-05,1634979,3279560,5.73247630779739e-05
"492","Costa Rica",1998,"Costa Rica1998","13,617,405,420",4046,0.000119140975782374,1687077,1.42971945925627e-05,1678651,3365727,6.6553229064627e-05
"493","Costa Rica",1999,"Costa Rica1999","14,195,623,425",4115,0.000122062544616463,1728622,1.3942925795168e-05,1721303,3449924,6.78275811293234e-05
"494","Costa Rica",2000,"Costa Rica2000","14,949,514,585",4233,0.000119848628920379,1768898,1.64536673238677e-05,1762525,3531422,6.79612915137302e-05
"495","Costa Rica",2001,"Costa Rica2001","15,913,363,335",4412,9.46726954534407e-05,1806223,1.61054831395029e-05,1800629,3606851,5.51727809105505e-05
"496","Costa Rica",2002,"Costa Rica2002","16,504,795,453",4485,0.000128616246565485,1842691,2.17665397133238e-05,1837683,3680373,7.49923988682669e-05
"497","Costa Rica",2003,"Costa Rica2003","17,195,867,540",4583,0.000140027536974191,1878202,2.88204279193092e-05,1873671,3751872,8.42246217354963e-05
"498","Costa Rica",2004,"Costa Rica2004","18,529,767,934",4850,0.00014745375599227,1912464,2.35800240516245e-05,1908395,3820858,8.53211503803596e-05
"499","Costa Rica",2005,"Costa Rica2005","19,952,156,475",5133,0.000119260523070486,1945321,2.16296722023178e-05,1941777,3887097,7.023236106534e-05
"500","Costa Rica",2006,"Costa Rica2006","22,600,431,878",5716,0.000149610482033853,1978471,2.83480143987665e-05,1975447,3953917,8.87727284108392e-05
"501","Costa Rica",2007,"Costa Rica2007","26,743,874,206",6661,0.000113001943932119,2008815,2.2427916675804e-05,2006428,4015242,6.74928186146688e-05
"502","Costa Rica",2008,"Costa Rica2008","30,612,932,876",7517,0.000111923758321261,2037101,1.71951134435327e-05,2035462,4072562,6.43329677976664e-05
"503","Costa Rica",2009,"Costa Rica2009","30,562,361,123",7403,0.000114789654013327,2064646,2.08352008295317e-05,2063815,4128460,6.75796786210839e-05
"504","Costa Rica",2010,"Costa Rica2010","37,268,635,287",8906,0.000128565235864635,2092323,2.10290669498581e-05,2092342,4184664,7.45579573413779e-05
"505","Costa Rica",2011,"Costa Rica2011","42,262,697,840",9978,0.000124691400591434,2117227,2.54922723008995e-05,2118289,4235515,7.48433189352416e-05
"506","Costa Rica",2012,"Costa Rica2012","46,473,128,286",10832,0.000121731156973027,2144069,2.00359435508258e-05,2146143,4290211,7.06258969547185e-05
"507","Costa Rica",2013,"Costa Rica2013","49,745,088,112",11443,0.000125685746960062,2172084,1.83895617169782e-05,2175147,4347230,7.17698396450153e-05
"508","Costa Rica",2014,"Costa Rica2014","50,577,769,838",11485,0.000101826189059412,2199827,2.08725733931862e-05,2203849,4403675,6.10853434915156e-05
"509","Croatia",1995,"Croatia1995","22,387,561,845",4978,0.0003170359351938,2170101,0.000104412794047697,2327301,4497401,0.000206786097125873
"510","Croatia",1996,"Croatia1996","23,678,012,697",5610,0.000365913861203277,2019601,0.000119934526651587,2201201,4220801,0.000237395698115121
"511","Croatia",1997,"Croatia1997","23,822,087,053",5546,0.000337160485958701,2055401,0.000113854483254684,2239701,4295101,0.000220483755795265
"512","Croatia",1998,"Croatia1998","25,432,144,406",6015,0.000368722633094784,2023201,0.000129269229705071,2204701,4227901,0.000243619706327088
"513","Croatia",1999,"Croatia1999","23,386,945,597",5459,0.000349772989037032,2049901,0.000122655390726805,2233901,4283801,0.000231103172159491
"514","Croatia",2000,"Croatia2000","21,774,273,832",5288,0.000351651518926514,1970701,0.000109439710594835,2147301,4118001,0.000225109221683045
"515","Croatia",2001,"Croatia2001","23,289,671,102",5571,0.000327612497743613,2005418,0.000103897680093526,2175217,4180634,0.000210972785467467
"516","Croatia",2002,"Croatia2002","26,878,499,206",6373,0.000318864782052214,2022801,0.000105263109927952,2194501,4217301,0.000207478669414396
"517","Croatia",2003,"Croatia2003","34,658,113,497",8202,0.000332033976992463,2026901,8.823391629876e-05,2198701,4225601,0.000204941261609887
"518","Croatia",2004,"Croatia2004","41,574,530,816",9829,0.000318351903039669,2029201,0.000103163014377834,2200401,4229601,0.000206166018969638
"519","Croatia",2005,"Croatia2005","45,416,358,502",10722,0.00032075753878608,2032688,0.000101670805364406,2203189,4235876,0.000206568841958546
"520","Croatia",2006,"Croatia2006","50,453,577,898",11914,0.000282270973249662,2033507,0.000101751534563043,2201441,4234947,0.000188195979784399
"521","Croatia",2007,"Croatia2007","60,093,222,709",14204,0.00028437954336911,2032495,9.05219431558588e-05,2198362,4230856,0.000183414420155165
"522","Croatia",2008,"Croatia2008","70,481,451,449",16680,0.000300398347907578,2030637,8.42844568527364e-05,2194948,4225584,0.000187903021215529
"523","Croatia",2009,"Croatia2009","62,703,143,057",14872,0.0003054033198673,2026828,7.90234347878518e-05,2189224,4216051,0.000187616326273093
"524","Croatia",2010,"Croatia2010","59,829,574,391",14232,0.00028932780989234,2021928,8.84494625893145e-05,2182037,4203964,0.000184825559876345
"525","Croatia",2011,"Croatia2011","62,375,044,443",14890,0.000258528975093884,2015248,8.41850359488505e-05,2173783,4189030,0.00016781928035846
"526","Croatia",2012,"Croatia2012","56,565,475,275",13952,0.000306256402785138,1949347,8.59877498336066e-05,2104951,4054297,0.000191648515143316
"527","Croatia",2013,"Croatia2013","58,085,856,019",14362,0.00028123595748247,1944986,7.00175710761701e-05,2099473,4044458,0.000171345579556025
"528","Croatia",2014,"Croatia2014","57,629,518,806",14299,0.000277017741516138,1938504,8.9390281794498e-05,2091950,4030453,0.000179384302459302
"529","Croatia",2015,"Croatia2015","49,425,513,611",12351,0.000282182586164427,1924286,9.53121352084472e-05,2077385,4001670,0.000184922794733199
"530","Croatia",2016,"Croatia2016","51,338,524,831",12905,0.000303076757713039,1702539,9.06406308158837e-05,1864506,3567044,0.000191755414287012
"531","Cuba",1992,"Cuba1992","22,085,858,243",2227,0.000268345617085288,4971201,0.000195574752128721,4944401,9915601,0.000231957699790462
"532","Cuba",1993,"Cuba1993","22,367,254,865",2236,0.00028142321564019,5013801,0.000193371234095216,4990401,10004201,0.000237400268147351
"533","Cuba",1994,"Cuba1994","28,448,326,757",2820,0.000285256417230833,5055101,0.000166461370930561,5034201,10089301,0.000225882843618205
"534","Cuba",1995,"Cuba1995","30,429,803,651",2993,0.000276839653490997,5093201,0.000160387736367486,5075201,10168401,0.000218618443548794
"535","Cuba",1996,"Cuba1996","25,017,300,000",2443,0.000264214908311577,5128401,0.000129273228257602,5113201,10241601,0.000196746582882891
"536","Cuba",1997,"Cuba1997","25,366,200,000",2472,0.000272209277288252,5150449,0.000123090892545956,5110045,10260493,0.00019784624384033
"537","Cuba",1998,"Cuba1998","25,736,331,247",2497,0.000271176894181244,5170057,0.000127678052006618,5137923,10307979,0.000199554151206556
"538","Cuba",1999,"Cuba1999","28,364,615,242",2741,0.000282805756976743,5187306,0.000113312033253692,5162735,10350040,0.000198163485358511
"539","Cuba",2000,"Cuba2000","30,565,400,000",2940,0.000251715930795975,5208252,0.000103296248823704,5188959,10397210,0.000177547630566277
"540","Cuba",2001,"Cuba2001","31,682,400,000",3037,0.000230414878830289,5225357,8.64043188334726e-05,5208073,10433429,0.000158433052067542
"541","Cuba",2002,"Cuba2002","33,590,500,000",3205,0.000218741663808544,5248200,8.79336490915976e-05,5231217,10479416,0.000153348240016428
"542","Cuba",2003,"Cuba2003","35,901,200,000",3409,0.000213672864001298,5274418,7.11478661917895e-05,5256658,10531075,0.000142435601303761
"543","Cuba",2004,"Cuba2004","38,203,000,000",3611,0.000216094491232414,5298608,7.04532778292815e-05,5280095,10578702,0.000143306806449411
"544","Cuba",2005,"Cuba2005","42,643,836,075",4017,0.00019690137046739,5317383,6.6427314458792e-05,5299025,10616407,0.000131682969577184
"545","Cuba",2006,"Cuba2006","52,742,800,000",4951,0.000206947978451917,5334674,5.1513771661635e-05,5318966,10653639,0.000129251610646841
"546","Cuba",2007,"Cuba2007","58,603,900,000",5488,0.000194926158155078,5345614,5.00711591810909e-05,5332411,10678024,0.000122494573902437
"547","Cuba",2008,"Cuba2008","60,806,300,000",5686,0.000199540570913972,5352295,5.82231165991859e-05,5341521,10693815,0.000128859532355852
"548","Cuba",2009,"Cuba2009","62,080,000,000",5797,0.00021312801379248,5358282,6.29912429088122e-05,5349950,10708231,0.000138024665325206
