"","Country","Year","country.year","gdp_for_year....","gdp_per_capita....","male_suicide_rate","male_population","female_suicide_rate","female_population","population","total_suicide_rate"
"1","Albania",1987,"Albania1987","2,156,624,900",796,3.51834313323535e-05,1392701,1.97433216316185e-05,1316901,2709601,2.73102940248398e-05
"2","Albania",1988,"Albania1988","2,126,000,000",769,2.9562870723678e-05,1420701,1.71181771969506e-05,1343601,2764301,2.31523267545756e-05
"3","Albania",1989,"Albania1989","2,335,124,988",833,3.75051830079296e-05,1439801,1.17362196609553e-05,1363301,2803101,2.46155953709838e-05
"4","Albania",1992,"Albania1992","709,452,584",251,2.42978458530366e-05,1399301,1.05396215994789e-05,1423201,2822501,1.70061941519241e-05
"5","Albania",1993,"Albania1993","1,228,071,038",437,3.40604144790097e-05,1379901,1.96160714473368e-05,1427401,2807301,2.63598381505938e-05
"6","Albania",1994,"Albania1994","1,985,673,798",697,2.56373553358814e-05,1404201,1.10718904768594e-05,1445101,2849301,1.78991268384772e-05
"7","Albania",1995,"Albania1995","2,424,499,009",835,3.84722730328252e-05,1429601,2.37481179616515e-05,1473801,2903401,3.06537057747104e-05
"8","Albania",1996,"Albania1996","3,314,898,292",1127,3.53136440149259e-05,1444201,2.67379500414772e-05,1496001,2940201,3.06101521630664e-05
"9","Albania",1997,"Albania1997","2,359,903,108",793,8.21595676887823e-05,1448401,3.46654230718667e-05,1528901,2977301,5.74345690946263e-05
"10","Albania",1998,"Albania1998","2,707,123,772",899,6.57448381829753e-05,1475401,3.83789511618089e-05,1537301,3012701,5.14488493879744e-05
"11","Albania",1999,"Albania1999","3,414,760,915",1127,6.18944685855297e-05,1486401,3.17501252186061e-05,1543301,3029701,4.62091803778657e-05
"12","Albania",2000,"Albania2000","3,632,043,908",1299,2.73895446382859e-05,1423901,1.2387050140593e-05,1372401,2796301,1.96688410868501e-05
"13","Albania",2001,"Albania2001","4,060,758,804",1451,6.11238152766392e-05,1390620,2.55549143165019e-05,1408731,2799350,4.28670941468555e-05
"14","Albania",2002,"Albania2002","4,435,078,648",1573,6.57094513760773e-05,1400103,3.03086263989546e-05,1418738,2818840,4.75372848405727e-05
"15","Albania",2003,"Albania2003","5,746,945,913",2021,5.23984320123264e-05,1412256,3.6321092426703e-05,1431675,2843930,4.39532618594691e-05
"16","Albania",2004,"Albania2004","7,314,865,176",2544,6.30524533359302e-05,1427383,4.00660398864335e-05,1447610,2874992,5.1130577058997e-05
"17","Albania",2005,"Albania2005","8,158,548,717",2931,7.22860387467625e-07,1383393,7.14321940612703e-07,1399929,2783321,3.59283029158333e-07
"18","Albania",2006,"Albania2006","8,992,642,349",3235,7.23239418284071e-07,1382668,7.15558385986505e-07,1397510,2780177,3.59689329132642e-07
"19","Albania",2007,"Albania2007","10,701,011,897",3863,5.6583529985281e-05,1378493,3.44864005035014e-05,1391853,2770345,4.51207340601983e-05
"20","Albania",2008,"Albania2008","12,881,352,688",4672,7.28657441377687e-05,1372387,4.47758822654285e-05,1384674,2757060,5.83955372752135e-05
"21","Albania",2009,"Albania2009","12,044,212,904",4387,7.31166788649659e-07,1367677,7.25657808803681e-07,1378060,2745736,3.64201073956127e-07
"22","Albania",2010,"Albania2010","11,926,953,259",4359,4.5441286193618e-05,1364398,2.62461642324564e-05,1371629,2736026,3.54528794682507e-05
"23","Antigua and Barbuda",1985,"Antigua and Barbuda1985","240,923,926",3850,3.30218274279299e-05,30283,3.09664633202242e-05,32293,62575,1.59808230123851e-05
"24","Antigua and Barbuda",1986,"Antigua and Barbuda1986","290,440,148",4740,3.37746554985139e-05,29608,3.15816068721577e-05,31664,61271,1.6320934863149e-05
"25","Antigua and Barbuda",1987,"Antigua and Barbuda1987","337,174,852",5595,3.43914434088799e-05,29077,3.206567049317e-05,31186,60262,1.6594205303508e-05
"26","Antigua and Barbuda",1988,"Antigua and Barbuda1988","398,637,741",6693,3.48262171762903e-05,28714,3.24128095423311e-05,30852,59565,1.6788382439352e-05
"27","Antigua and Barbuda",1989,"Antigua and Barbuda1989","438,794,778",7407,3.50299506077696e-05,28547,3.25807187306552e-05,30693,59239,1.68807711136245e-05
"28","Antigua and Barbuda",1990,"Antigua and Barbuda1990","459,469,074",7744,6.99154023631406e-05,28606,3.25414904002603e-05,30730,59335,3.37069183449903e-05
"29","Antigua and Barbuda",1991,"Antigua and Barbuda1991","481,706,333",7976,3.4294728900168e-05,29159,3.20133175400967e-05,31237,60395,1.65576620581174e-05
"30","Antigua and Barbuda",1992,"Antigua and Barbuda1992","499,281,148",8087,3.34548860861129e-05,29891,3.13952028130102e-05,31852,61742,1.61964303067604e-05
"31","Antigua and Barbuda",1993,"Antigua and Barbuda1993","535,172,778",8453,6.50914534921565e-05,30726,3.0683317480286e-05,32591,63316,3.15875923937078e-05
"32","Antigua and Barbuda",1994,"Antigua and Barbuda1994","589,429,593",9062,3.16656111462951e-05,31580,2.98810733281539e-05,33466,65045,1.53739718656315e-05
"33","Antigua and Barbuda",1995,"Antigua and Barbuda1995","577,280,741",8636,3.08804002099867e-05,32383,2.90149426954882e-05,34465,66847,1.49595344592876e-05
"34","Antigua and Barbuda",1998,"Antigua and Barbuda1998","727,860,593",10078,2.92654375182909e-05,34170,2.62763749113172e-05,38057,72226,1.38454296236812e-05
"35","Antigua and Barbuda",1999,"Antigua and Barbuda1999","766,198,926",10378,2.88400530656976e-05,34674,2.55362614913177e-05,39160,73833,1.35440792057752e-05
"36","Antigua and Barbuda",2000,"Antigua and Barbuda2000","830,158,778",11021,8.51353652307168e-05,35238,2.49438762783737e-05,40090,75327,3.98263570831176e-05
"37","Antigua and Barbuda",2001,"Antigua and Barbuda2001","800,740,259",10468,8.37591088030823e-05,35817,2.45808957278403e-05,40682,76498,3.92167115480143e-05
"38","Antigua and Barbuda",2002,"Antigua and Barbuda2002","814,615,333",10499,2.74175417432073e-05,36473,2.43208405282487e-05,41117,77589,1.28884249055923e-05
"39","Antigua and Barbuda",2003,"Antigua and Barbuda2003","855,643,111",10878,5.37851284119941e-05,37185,2.41109101868596e-05,41475,78659,2.54262067913398e-05
"40","Antigua and Barbuda",2004,"Antigua and Barbuda2004","919,577,148",11535,7.91849231906245e-05,37886,2.39017161432191e-05,41838,79723,3.76302948960777e-05
"41","Antigua and Barbuda",2005,"Antigua and Barbuda2005","1,022,191,296",12649,2.59389914920108e-05,38552,2.36635982867555e-05,42259,80810,1.23747061007301e-05
"42","Antigua and Barbuda",2006,"Antigua and Barbuda2006","1,157,005,444",14114,2.55102040816327e-05,39200,2.33781414377557e-05,42775,81974,1.21989899236343e-05
"43","Antigua and Barbuda",2007,"Antigua and Barbuda2007","1,311,401,333",15775,5.02841051943481e-05,39774,2.30632625291174e-05,43359,83132,2.40581244286195e-05
"44","Antigua and Barbuda",2008,"Antigua and Barbuda2008","1,368,431,037",16238,2.48219028470723e-05,40287,2.27334727652996e-05,43988,84274,1.18660559603199e-05
"45","Antigua and Barbuda",2009,"Antigua and Barbuda2009","1,224,253,000",14335,2.45200205968173e-05,40783,2.24094657583363e-05,44624,85406,1.17087792426762e-05
"46","Antigua and Barbuda",2012,"Antigua and Barbuda2012","1,211,411,704",13657,2.36278146634218e-05,42323,2.15600879651589e-05,46382,88704,1.12734487734488e-05
"47","Antigua and Barbuda",2013,"Antigua and Barbuda2013","1,192,925,407",13287,2.33312335223163e-05,42861,2.13128729752771e-05,46920,89780,1.11383381599465e-05
"48","Antigua and Barbuda",2014,"Antigua and Barbuda2014","1,280,133,333",14093,2.30505036535048e-05,43383,2.10721510451787e-05,47456,90838,1.10086087320284e-05
"49","Antigua and Barbuda",2015,"Antigua and Barbuda2015","1,364,863,037",14853,2.27790432801822e-05,43900,4.16744806317851e-05,47991,91890,2.17651539884645e-05
"50","Argentina",1985,"Argentina1985","88,416,668,900",3264,0.000108284382101032,13399901,3.9369213173041e-05,13690901,27090801,7.34197560271474e-05
"51","Argentina",1986,"Argentina1986","110,934,442,763",4072,0.000121997363996129,13475701,4.66274923102768e-05,13768701,27244401,8.38704436922654e-05
"52","Argentina",1987,"Argentina1987","111,106,191,358",4026,0.00011727648117229,13651501,4.92547229866343e-05,13947901,27599401,8.28641172321095e-05
"53","Argentina",1988,"Argentina1988","126,206,817,196",4458,0.000120852394103805,13984001,4.6495389102528e-05,14324001,28308001,8.31920275825905e-05
"54","Argentina",1989,"Argentina1989","76,636,898,036",2670,0.000115854080586038,14173001,4.17785090661085e-05,14529001,28702001,7.83220654197594e-05
"55","Argentina",1990,"Argentina1990","141,352,368,715",4859,0.000107666907559185,14359101,4.04561471316761e-05,14732001,29091101,7.35963894938181e-05
"56","Argentina",1991,"Argentina1991","189,719,984,268",6404,0.000100276045529603,14490001,3.30403731553312e-05,15133001,29623001,6.58947417245133e-05
"57","Argentina",1992,"Argentina1992","228,788,617,202",7615,0.000114477556372024,14684101,3.28748196523198e-05,15361301,30045401,7.27232763510129e-05
"58","Argentina",1993,"Argentina1993","236,741,715,015",7768,0.000116695194769853,14893501,3.16991766106791e-05,15584001,30477501,7.32015397194147e-05
"59","Argentina",1994,"Argentina1994","257,440,000,000",8328,0.000114668565804099,15104401,3.23278568509846e-05,15806801,30911201,7.25303426418145e-05
"60","Argentina",1995,"Argentina1995","258,031,750,000",8232,0.000111061046947222,15315901,3.15044117717701e-05,16029501,31345401,7.03452477765399e-05
"61","Argentina",1996,"Argentina1996","272,149,750,000",8563,0.000109351547256773,15527901,3.27943472635886e-05,16252801,31780701,7.01683704207783e-05
"62","Argentina",1997,"Argentina1997","292,859,000,000",9057,0.000104408188570576,15765047,3.2591502453778e-05,16568736,32333782,6.75763818782473e-05
"63","Argentina",1998,"Argentina1998","298,948,250,000",9126,0.000114102749087178,15968064,3.13892320162781e-05,16789197,32757260,7.16787667833024e-05
"64","Argentina",1999,"Argentina1999","283,523,000,000",8546,0.000119429275263451,16168565,2.90480603686904e-05,17006299,33174863,7.30673703158925e-05
"65","Argentina",2000,"Argentina2000","284,203,750,000",8462,0.000135951014619225,16366189,3.19988924085735e-05,17219346,33585534,8.26248586668296e-05
"66","Argentina",2001,"Argentina2001","268,696,750,000",7900,0.000148256322812364,16572649,3.88225938779923e-05,17438299,34010947,9.21173997301516e-05
"67","Argentina",2002,"Argentina2002","97,724,004,252",2840,0.000146734206552971,16765007,3.99036372505442e-05,17642502,34407508,9.19276106831102e-05
"68","Argentina",2003,"Argentina2003","127,586,973,492",3668,0.000153759747385598,16948519,3.84024792864875e-05,17837390,34785908,9.45785287536551e-05
"69","Argentina",2004,"Argentina2004","164,657,930,453",4683,0.000144061712582057,17131547,3.63255210355269e-05,18031400,35162946,8.87866448960221e-05
"70","Argentina",2005,"Argentina2005","198,737,095,012",5590,0.000138279294035416,17320019,3.64771318552324e-05,18230600,35550618,8.60463241454762e-05
"71","Argentina",2006,"Argentina2006","232,557,260,817",6475,0.000142700090300526,17498237,3.32778684097538e-05,18420651,35918887,8.65561341029303e-05
"72","Argentina",2007,"Argentina2007","287,530,508,431",7918,0.000132664542752746,17691238,3.22697454330525e-05,18624256,36315493,8.11499378515941e-05
"73","Argentina",2008,"Argentina2008","361,558,037,110",9843,0.000136850130219968,17895489,3.24874683041483e-05,18838033,36733521,8.33026597150869e-05
"74","Argentina",2009,"Argentina2009","332,976,484,578",8961,0.000127103919247417,18103297,3.07010772037102e-05,19054706,37158002,7.76414189331278e-05
"75","Argentina",2010,"Argentina2010","423,627,422,092",11273,0.000129879911329925,18309221,2.94251432399885e-05,19269235,37578455,7.83427631604333e-05
"76","Argentina",2011,"Argentina2011","530,163,281,575",13946,0.000125781627547321,18524168,2.99616659979161e-05,19491573,38015740,7.6626155376694e-05
"77","Argentina",2012,"Argentina2012","545,982,375,701",14203,0.000139908211459011,18733711,3.19158614677065e-05,19708069,38441779,8.45174204867054e-05
"78","Argentina",2013,"Argentina2013","552,025,140,252",14206,0.000126669259540825,18939086,2.96184129339894e-05,19920041,38859126,7.68931344467192e-05
"79","Argentina",2014,"Argentina2014","526,319,673,732",13400,0.000132934616539782,19144750,3.41747762632535e-05,20131807,39276556,8.22882739515145e-05
"80","Argentina",2015,"Argentina2015","594,749,285,413",14981,0.00012762552047444,19353496,2.97353845669914e-05,20346130,39699625,7.74314618840858e-05
"81","Armenia",1990,"Armenia1990","2,256,838,858",756,4.46244373030089e-05,1456601,1.96450660434379e-05,1527101,2983701,3.15044972669849e-05
"82","Armenia",1991,"Armenia1991","2,068,526,522",640,3.53538372733578e-05,1555701,1.61184310677386e-05,1675101,3230801,2.50711820381385e-05
"83","Armenia",1992,"Armenia1992","1,272,577,456",385,4.08316848849269e-05,1591901,1.16495738294654e-05,1716801,3308701,2.53876067979548e-05
"84","Armenia",1993,"Armenia1993","1,201,313,201",357,4.4460883993526e-05,1619401,2.06043838115935e-05,1747201,3366601,3.17827981397261e-05
"85","Armenia",1994,"Armenia1994","1,315,158,670",387,4.70401081067212e-05,1636901,2.09560370661322e-05,1765601,3402501,3.3210864596366e-05
"86","Armenia",1995,"Armenia1995","1,468,317,350",426,5.79429877215188e-05,1656801,2.01522502506436e-05,1786401,3443201,3.80459926678692e-05
"87","Armenia",1996,"Armenia1996","1,596,968,913",458,3.81292593808404e-05,1678501,1.38289557313001e-05,1807801,3486301,2.52416529725919e-05
"88","Armenia",1997,"Armenia1997","1,639,492,424",465,3.70697045779908e-05,1699501,8.75656263322973e-06,1827201,3526701,2.21169869518284e-05
"89","Armenia",1998,"Armenia1998","1,893,726,437",532,2.85397935000329e-05,1716901,1.03199118353637e-05,1841101,3558001,1.88307985298486e-05
"90","Armenia",1999,"Armenia1999","1,845,482,181",515,2.8900046875876e-05,1730101,1.02669349038502e-05,1850601,3580701,1.89906948388039e-05
"91","Armenia",2000,"Armenia2000","1,911,563,665",530,2.75466125987876e-05,1742501,8.04720598325859e-06,1864001,3606501,1.71911778202751e-05
"92","Armenia",2001,"Armenia2001","2,118,467,913",587,2.80789580299803e-05,1745079,6.96886899008759e-06,1865439,3610517,1.68950873240591e-05
"93","Armenia",2002,"Armenia2002","2,376,335,048",788,4.38102695444219e-05,1438019,8.24440474446468e-06,1576827,3014845,2.48769008025288e-05
"94","Armenia",2003,"Armenia2003","2,807,061,009",928,3.5288476375057e-05,1445231,6.33257279134109e-06,1579137,3024367,1.98388621486744e-05
"95","Armenia",2006,"Armenia2006","6,384,451,606",2310,4.81947940294424e-05,1286446,1.21790152860174e-05,1477952,2764397,2.85776608786654e-05
"96","Armenia",2007,"Armenia2007","9,206,301,700",3366,4.09080002674754e-05,1271145,1.43425968296031e-05,1464170,2735314,2.6322389312525e-05
"97","Armenia",2008,"Armenia2008","11,662,040,714",3829,3.0729434837892e-05,1464394,1.26502293802842e-05,1580999,3045392,2.10153569721074e-05
"98","Armenia",2009,"Armenia2009","8,647,936,748",3215,3.53092043070809e-05,1246134,7.62003459495706e-06,1443563,2689696,2.00766183241526e-05
"99","Armenia",2010,"Armenia2010","9,260,284,938",3460,4.43912466918432e-05,1238983,1.39155216511601e-05,1437244,2676226,2.76508785132496e-05
"100","Armenia",2011,"Armenia2011","10,142,111,334",3798,4.20621792253279e-05,1236265,1.18540997403952e-05,1434103,2670367,2.54646645947917e-05
"101","Armenia",2012,"Armenia2012","10,619,320,049",3773,4.48164207365579e-05,1338795,1.42323960509845e-05,1475507,2814301,2.8426241542749e-05
"102","Armenia",2013,"Armenia2013","11,121,465,767",3957,3.2957024040651e-05,1335072,1.6942329665206e-05,1475594,2810665,2.41935627333745e-05
"103","Armenia",2014,"Armenia2014","11,609,512,940",4142,3.31051834440978e-05,1329097,1.08553028833041e-05,1473934,2803030,2.10486509241785e-05
"104","Armenia",2015,"Armenia2015","10,553,337,673",3775,4.23360103299865e-05,1322751,1.35815497363142e-05,1472586,2795336,2.68304060764073e-05
"105","Armenia",2016,"Armenia2016","10,546,135,160",3788,4.87237974244962e-05,1108288,1.16121810230641e-05,1291747,2400034,2.83329319501307e-05
"106","Aruba",1995,"Aruba1995","1,320,670,391",17949,0.000248255316801368,36253,2.67881060809001e-05,37330,73582,0.000122312522084205
"107","Aruba",1999,"Aruba1999","1,722,798,883",21027,0.000252786976414975,39559,2.35977063029474e-05,42377,81935,0.000122047964850186
"108","Aruba",2000,"Aruba2000","1,873,452,514",22333,0.000173770573194648,40283,0.000114660490288256,43607,83889,0.000131125654138206
"109","Aruba",2001,"Aruba2001","1,920,262,570",22317,0.000121488968801633,41156,2.22761800806398e-05,44891,86046,5.81084536178323e-05
"110","Aruba",2002,"Aruba2002","1,941,094,972",21987,0.000237687773340939,42072,2.16384645345566e-05,46214,88285,0.000113269524834343
"111","Aruba",2003,"Aruba2003","2,021,301,676",22345,6.98112768482536e-05,42973,2.10588383944742e-05,47486,90458,3.31645625594198e-05
"112","Aruba",2004,"Aruba2004","2,228,279,330",24133,0.000182777765084877,43769,4.11793773678142e-05,48568,92336,9.74701091665223e-05
"113","Aruba",2005,"Aruba2005","2,331,005,587",24870,0.000135226504394861,44370,0.000121555915721232,49360,93729,0.000117359621888636
"114","Aruba",2006,"Aruba2006","2,421,474,860",25622,0.000178906878969496,44716,6.0248222677431e-05,49794,94509,0.000105810028674518
"115","Aruba",2007,"Aruba2007","2,623,726,257",27672,0.000178276953246869,44874,4.00464538865084e-05,49942,94815,9.4921689606075e-05
"116","Aruba",2008,"Aruba2008","2,791,960,894",29447,8.90571078704219e-05,44915,4.00793571271117e-05,49901,94815,5.2734272003375e-05
"117","Aruba",2009,"Aruba2009","2,498,932,961",26361,0.000111254505807485,44942,2.00581686891987e-05,49855,94796,5.2744841554496e-05
"118","Aruba",2010,"Aruba2010","2,467,703,911",25974,0.000155334635185514,45064,4.00448502322601e-05,49944,95007,8.42043217868157e-05
"119","Aruba",2011,"Aruba2011","2,584,463,687",27066,0.000176584849019954,45304,5.97776272267166e-05,50186,95489,0.000104724104347098
"120","Australia",1985,"Australia1985","180,190,994,861",12374,0.000198242416123937,7248701,5.82460474382609e-05,7313801,14562501,0.000127862652163938
"121","Australia",1986,"Australia1986","181,977,476,217",12288,0.000214331168209187,7381101,6.24604490071683e-05,7428701,14809801,0.000138084232191911
"122","Australia",1987,"Australia1987","189,041,159,344",12564,0.00023047679486805,7497501,5.80209222385849e-05,7549001,15046501,0.000143887273193947
"123","Australia",1988,"Australia1988","235,699,941,793",15393,0.000224514374621304,7629801,6.00080626885096e-05,7682301,15312101,0.000141913901952449
"124","Australia",1989,"Australia1989","299,317,645,143",19223,0.000211986296111697,7750501,5.43471241611841e-05,7820101,15570601,0.000132750174511568
"125","Australia",1990,"Australia1990","310,838,014,621",19665,0.000223617774549297,7866101,5.60389809670213e-05,7940901,15807001,0.000139368625332535
"126","Australia",1991,"Australia1991","325,358,292,128",20320,0.000226924497435075,7963001,6.0006701369507e-05,8049101,16012101,0.000142954381814104
"127","Australia",1992,"Australia1992","324,878,105,053",20050,0.000221852509422524,8054901,5.71877307528004e-05,8148601,16203501,0.000138982310057561
"128","Australia",1993,"Australia1993","311,528,948,848",19030,0.000201703577847809,8135701,4.84558434286043e-05,8234301,16370001,0.000124557109067984
"129","Australia",1994,"Australia1994","322,201,314,424",19469,0.000226910655206341,8223501,5.03248837573255e-05,8325901,16549401,0.000138011037378332
"130","Australia",1995,"Australia1995","367,216,364,716",21902,0.000205662913919139,8324301,5.44894510199655e-05,8442001,16766301,0.000129485925368989
"131","Australia",1996,"Australia1996","400,302,731,411",23526,0.00023298231217711,8442701,5.37772323063282e-05,8572401,17015101,0.00014263800138477
"132","Australia",1997,"Australia1997","434,568,007,513",25234,0.000244794944996099,8537758,6.42594774668039e-05,8683544,17221301,0.000153704995923363
"133","Australia",1998,"Australia1998","398,899,138,574",22897,0.000244307654811007,8632558,5.9732575552606e-05,8789174,17421731,0.000151133087751154
"134","Australia",1999,"Australia1999","388,395,162,301",22016,0.000228892689270506,8737719,5.50315392489992e-05,8903985,17641703,0.000141086152510333
"135","Australia",2000,"Australia2000","415,034,227,218",23219,0.000213233301640258,8849462,5.60667926138095e-05,9024950,17874411,0.000133822591412942
"136","Australia",2001,"Australia2001","378,215,090,694",20860,0.000215866126893621,8973154,5.71102164935834e-05,9157731,18130884,0.000135624936985974
"137","Australia",2002,"Australia2002","394,486,709,920",21474,0.000199306098349099,9101578,5.47015142285436e-05,9268482,18370059,0.000126292463186972
"138","Australia",2003,"Australia2003","466,294,700,058",25059,0.000182760899313704,9225168,5.03044752971454e-05,9382863,18608030,0.000115917697897091
"139","Australia",2004,"Australia2004","611,904,253,806",32454,0.000179060688087519,9343201,4.6575923170544e-05,9511352,18854552,0.000112174503005958
"140","Australia",2006,"Australia2006","745,521,862,833",39014,0.00017152638733848,9467931,5.13415335270067e-05,9641317,19109247,0.000110836392454397
"141","Australia",2007,"Australia2007","851,962,785,585",43171,0.000173673915373196,9788459,5.33884417341571e-05,9945973,19734431,0.000113000471105552
"142","Australia",2008,"Australia2008","1,052,584,601,611",52315,0.000183610950621169,9988511,5.0237850064791e-05,10131803,20120313,0.000116399779665455
"143","Australia",2009,"Australia2009","926,448,240,318",45128,0.000175095292622861,10200160,5.35377565588834e-05,10329159,20529318,0.000113885906974601
"144","Australia",2010,"Australia2010","1,144,260,547,873",54887,0.000180373438678631,10356292,5.28058744533663e-05,10491257,20847548,0.000116128764879208
"145","Australia",2011,"Australia2011","1,394,280,784,778",66770,0.000174836167035755,10369708,5.52690948539431e-05,10512204,20881911,0.00011459679145266
"146","Australia",2012,"Australia2012","1,543,411,012,580",72669,0.000183063211603724,10548269,6.08943784667001e-05,10690642,21238910,0.000121522243843964
"147","Australia",2013,"Australia2013","1,573,696,522,007",72856,0.000181331472720148,10726213,6.11552230836781e-05,10873969,21600181,0.000120786024894884
"148","Australia",2014,"Australia2014","1,464,955,475,994",66809,0.000200624241915156,10881038,6.4273455126401e-05,11046551,21927588,0.000131888650954223
"149","Australia",2015,"Australia2015","1,349,034,029,453",60656,0.000207712934745528,11039274,6.57054096174329e-05,11201513,22240786,0.000136146267492525
"150","Austria",1985,"Austria1985","69,386,774,475",9759,0.000437047843043854,3358900,0.00016661259532573,3751217,7110116,0.000294228673625015
"151","Austria",1986,"Austria1986","99,036,165,210",13911,0.000448932849206366,3367987,0.00016768128506245,3751164,7119150,0.000300597683712241
"152","Austria",1987,"Austria1987","124,168,442,860",17415,0.000428071546563882,3377940,0.000166574806213533,3752068,7130007,0.00029032229561626
"153","Austria",1988,"Austria1988","133,339,397,080",18663,0.000390284252605656,3389837,0.000141161116770873,3754575,7144411,0.000259223608496208
"154","Austria",1989,"Austria1989","133,105,805,928",18544,0.000385096134824677,3412135,0.000155622059347242,3765533,7177667,0.000264570646701776
"155","Austria",1990,"Austria1990","166,463,386,663",23020,0.00037286570653989,3446281,0.000143194030024248,3785074,7231354,0.000252511493698137
"156","Austria",1991,"Austria1991","173,794,177,725",23808,0.000372740404658452,3487682,0.000123555632038211,3812048,7299729,0.000242474754884736
"157","Austria",1992,"Austria1992","195,078,126,346",26450,0.000363370034745312,3530836,0.000124332363818346,3844534,7375369,0.00023863212810098
"158","Austria",1993,"Austria1993","190,379,720,927",25611,0.000349255454696939,3564726,0.000119157009391692,3868845,7433570,0.000229364894660305
"159","Austria",1994,"Austria1994","203,535,242,742",27274,0.000358898978310055,3583181,0.000126824618308165,3879373,7462553,0.000238122261912244
"160","Austria",1995,"Austria1995","241,038,283,063",32237,0.000371327297455434,3592518,0.000117389202355816,3884514,7477031,0.00023926609372089
"161","Austria",1996,"Austria1996","237,250,948,791",31660,0.00037117000169067,3602123,0.000114092329988938,3891585,7493707,0.000237532639053008
"162","Austria",1997,"Austria1997","212,790,348,405",28325,0.00032548893918837,3613026,0.000107191443148146,3899565,7512590,0.000212044048723543
"163","Austria",1998,"Austria1998","218,259,904,402",28972,0.000324932710242221,3625366,9.8000207258924e-05,3908155,7533520,0.000207074514967771
"164","Austria",1999,"Austria1999","217,185,787,343",28722,0.000309470256668095,3641707,0.000109696563997486,3919904,7561610,0.000205776283093151
"165","Austria",2000,"Austria2000","196,799,778,883",25922,0.000316129546992097,3659892,0.000110116950304704,3932183,7592074,0.000209297222340035
"166","Austria",2001,"Austria2001","197,337,879,195",25848,0.000293630843070597,3684899,0.000103553138584229,3949663,7634561,0.000195165118203915
"167","Austria",2002,"Austria2002","213,377,771,504",27772,0.000320661850366957,3714193,9.17114284785653e-05,3968971,7683163,0.000202260449244667
"168","Austria",2003,"Austria2003","261,695,778,781",33889,0.000286062469192758,3736946,9.76138801416982e-05,3985089,7722034,0.000188680857919041
"169","Austria",2004,"Austria2004","300,904,221,505",38711,0.000286117256005341,3764191,8.65570643036671e-05,4008916,7773106,0.000183067103420435
"170","Austria",2005,"Austria2005","315,974,418,605",40367,0.00027670660113903,3794633,8.70356548627143e-05,4032830,7827462,0.000178857463632529
"171","Austria",2006,"Austria2006","335,998,557,270",42698,0.000262168508088331,3818155,7.35599770532367e-05,4051116,7869270,0.000164945414250623
"172","Austria",2007,"Austria2007","388,691,445,387",49218,0.00025281112139343,3832901,7.82408504337569e-05,4064373,7897273,0.000162841021198077
"173","Austria",2008,"Austria2008","430,294,287,388",54294,0.000250554976674215,3847459,7.47952143814767e-05,4077801,7925259,0.000159994771148804
"174","Austria",2009,"Austria2009","400,172,297,861",50356,0.000252124727372324,3859201,7.51034507222285e-05,4087695,7946895,0.000160943362155911
"175","Austria",2010,"Austria2010","391,892,746,545",49181,0.000250859989898429,3870685,7.19909374391433e-05,4097738,7968422,0.000158751632380916
"176","Austria",2011,"Austria2011","431,120,310,089",53923,0.000251191422018833,3885483,7.64052544428804e-05,4109665,7995147,0.000161222801782131
"177","Austria",2012,"Austria2012","409,425,234,155",50979,0.000252921848940634,3906345,7.03041722132214e-05,4124933,8031277,0.000159003356502335
"178","Austria",2013,"Austria2013","430,068,712,972",53229,0.00024606149096995,3933976,7.83955967243666e-05,4145641,8079616,0.000159908589715155
"179","Austria",2014,"Austria2014","441,885,415,806",54278,0.000249682605789462,3969039,7.78978976675692e-05,4172128,8141166,0.000161524774215389
"180","Austria",2015,"Austria2015","382,065,930,308",46484,0.000239447091277878,4017589,6.92560496111309e-05,4201799,8219387,0.000152322794875092
"181","Austria",2016,"Austria2016","390,799,991,147",46976,0.00024850772072664,3649786,7.71869527973099e-05,3834845,7484630,0.000160595780953768
"182","Azerbaijan",1990,"Azerbaijan1990","8,858,006,036",1439,3.01739933033851e-05,2982701,8.19129574011665e-06,3174101,6156801,1.86785312697292e-05
"183","Azerbaijan",1991,"Azerbaijan1991","8,792,365,811",1398,3.37749102259607e-05,3049601,1.01820394378157e-05,3241001,6290601,2.14605885828715e-05
"184","Azerbaijan",1992,"Azerbaijan1992","4,991,350,458",784,3.4590878805522e-05,3093301,1.19007622895968e-05,3277101,6370401,2.27615184664199e-05
"185","Azerbaijan",1993,"Azerbaijan1993","3,973,027,397",617,2.67908315395702e-05,3135401,1.11877082765759e-05,3307201,6442601,1.86260176596378e-05
"186","Azerbaijan",1994,"Azerbaijan1994","3,313,739,674",508,9.11949398758051e-06,3180001,5.9858715473867e-06,3341201,6521201,7.36060734824766e-06
"187","Azerbaijan",1995,"Azerbaijan1995","3,052,467,522",462,1.33234141031747e-05,3227401,2.36791405419149e-06,3378501,6605901,7.56899021041944e-06
"188","Azerbaijan",1996,"Azerbaijan1996","3,176,749,593",476,1.74637649855189e-05,3263901,4.11256562112519e-06,3404201,6668101,1.04977414109354e-05
"189","Azerbaijan",1997,"Azerbaijan1997","3,962,710,163",590,2.64614555442985e-05,3287801,6.42635788211781e-06,3423401,6711201,1.60924996882078e-05
"190","Azerbaijan",1998,"Azerbaijan1998","4,446,396,218",631,1.21937021850824e-05,3444401,4.44444320987689e-06,3600001,7044401,8.09153255188056e-06
