"","Country","Year","population_density"
"1563","Latvia",1994,40.52900444
"1564","Latvia",1995,39.95523765
"1565","Latvia",1996,39.50771692
"1566","Latvia",1997,39.115875
"1567","Latvia",1998,38.74877745
"1568","Latvia",1999,38.43465757
"1569","Latvia",2000,38.0659522
"1570","Latvia",2001,37.57749636
"1571","Latvia",2002,37.14343308
"1572","Latvia",2003,36.78620754
"1573","Latvia",2004,36.3869375
"1574","Latvia",2005,35.99586734
"1575","Latvia",2006,35.66719669
"1576","Latvia",2007,35.37727451
"1577","Latvia",2008,35.00742758
"1578","Latvia",2009,34.44305243
"1579","Latvia",2010,33.70107648
"1580","Latvia",2011,33.1142926
"1581","Latvia",2012,32.71661306
"1582","Latvia",2013,32.36287184
"1583","Latvia",2014,32.06468318
"1584","Latvia",2015,31.80326472
"1585","Latvia",2016,31.51394339
"1586","Lithuania",1985,56.54982451
"1587","Lithuania",1986,57.09818124
"1588","Lithuania",1987,57.69570836
"1589","Lithuania",1988,58.31284301
"1590","Lithuania",1989,58.77879706
"1591","Lithuania",1990,58.99550096
"1592","Lithuania",1991,59.09594767
"1593","Lithuania",1992,59.03181238
"1594","Lithuania",1993,58.75260051
"1595","Lithuania",1994,58.34626675
"1596","Lithuania",1995,57.89888322
"1597","Lithuania",1996,57.46032227
"1598","Lithuania",1997,57.03792278
"1599","Lithuania",1998,56.62621251
"1600","Lithuania",1999,56.22587747
"1601","Lithuania",2000,55.83178047
"1602","Lithuania",2001,55.373612
"1603","Lithuania",2002,54.93087109
"1604","Lithuania",2003,54.48648692
"1605","Lithuania",2004,53.87803127
"1606","Lithuania",2005,53.00778558
"1607","Lithuania",2006,52.1682993
"1608","Lithuania",2007,51.55223357
"1609","Lithuania",2008,51.02881532
"1610","Lithuania",2009,50.46535301
"1611","Lithuania",2010,49.4181412
"1612","Lithuania",2011,48.31533087
"1613","Lithuania",2012,47.67165087
"1614","Lithuania",2013,47.19088951
"1615","Lithuania",2014,46.80553871
"1616","Lithuania",2015,46.36727853
"1617","Lithuania",2016,45.78766499
"1618","Luxembourg",2000,179.5473251
"1619","Luxembourg",2001,181.6975309
"1620","Luxembourg",2002,183.6111111
"1621","Luxembourg",2003,185.8559671
"1622","Luxembourg",2004,188.5164609
"1623","Luxembourg",2005,191.4230453
"1624","Luxembourg",2006,194.500823
"1625","Luxembourg",2007,197.5279835
"1626","Luxembourg",2008,201.090535
"1627","Luxembourg",2009,204.8489712
"1628","Luxembourg",2010,208.6226337
"1629","Luxembourg",2011,213.3115226
"1630","Luxembourg",2012,218.4962963
"1631","Luxembourg",2013,223.6049383
"1632","Luxembourg",2014,228.9378601
"1633","Luxembourg",2015,234.4049383
"1634","Luxembourg",2016,239.5119342
"1635","Maldives",1985,632.1233333
"1636","Maldives",1986,654.5233333
"1637","Maldives",1987,677.08
"1638","Maldives",1988,699.6166667
"1639","Maldives",1989,721.9833333
"1640","Maldives",1990,744.05
"1641","Maldives",1991,765.8466667
"1642","Maldives",1992,787.3
"1643","Maldives",1993,808.1966667
"1644","Maldives",1994,828.11
"1645","Maldives",1995,846.94
"1646","Maldives",1996,864.4233333
"1647","Maldives",1997,880.9166667
"1648","Maldives",1998,897.3533333
"1649","Maldives",1999,914.9466667
"1650","Maldives",2000,934.6133333
"1651","Maldives",2001,956.7566667
"1652","Maldives",2002,981.1366667
"1653","Maldives",2003,1007.363333
"1654","Maldives",2004,1034.743333
"1655","Maldives",2005,1062.786667
"1656","Maldives",2006,1091.236667
"1657","Maldives",2007,1120.233333
"1658","Maldives",2008,1150.18
"1659","Maldives",2009,1181.67
"1660","Maldives",2010,1215.036667
"1661","Maldives",2011,1250.436667
"1662","Maldives",2012,1287.343333
"1663","Maldives",2013,1324.656667
"1664","Maldives",2014,1360.823333
"1665","Maldives",2015,1394.676667
"1666","Maldives",2016,1425.853333
"1667","Malta",1985,1051.4125
"1668","Malta",1986,1069.128125
"1669","Malta",1987,1076.515625
"1670","Malta",1988,1085.390625
"1671","Malta",1989,1096.00625
"1672","Malta",1990,1106.78125
"1673","Malta",1991,1137.015625
"1674","Malta",1992,1148.80625
"1675","Malta",1993,1160.3375
"1676","Malta",1994,1171.240625
"1677","Malta",1995,1179.434375
"1678","Malta",1996,1187.203125
"1679","Malta",1997,1196.221875
"1680","Malta",1998,1204.021875
"1681","Malta",1999,1211.18125
"1682","Malta",2000,1219.021875
"1683","Malta",2001,1228.2125
"1684","Malta",2002,1237.403125
"1685","Malta",2003,1245.56875
"1686","Malta",2004,1253.9625
"1687","Malta",2005,1261.98125
"1688","Malta",2006,1266.5875
"1689","Malta",2007,1271.0125
"1690","Malta",2008,1279.309375
"1691","Malta",2009,1288.990625
"1692","Malta",2010,1295.3375
"1693","Malta",2011,1300.8375
"1694","Malta",2012,1312.5875
"1695","Malta",2013,1331.146875
"1696","Malta",2014,1357.99375
"1697","Malta",2015,1390.790625
"1698","Malta",2016,1422.9875
"1699","Mauritius",1985,502.7231527
"1700","Mauritius",1986,506.5812808
"1701","Mauritius",1987,510.3852217
"1702","Mauritius",1988,513.9108374
"1703","Mauritius",1989,517.862069
"1704","Mauritius",1990,521.5640394
"1705","Mauritius",1991,527.2246305
"1706","Mauritius",1992,534.2073892
"1707","Mauritius",1993,540.5783251
"1708","Mauritius",1994,548.2
"1709","Mauritius",1995,552.9344828
"1710","Mauritius",1996,558.6187192
"1711","Mauritius",1997,565.6571429
"1712","Mauritius",1998,571.6359606
"1713","Mauritius",1999,578.9492611
"1714","Mauritius",2000,584.6665025
"1715","Mauritius",2001,589.3039409
"1716","Mauritius",2002,593.4093596
"1717","Mauritius",2003,597.7192118
"1718","Mauritius",2004,601.4793103
"1719","Mauritius",2005,605.0512315
"1720","Mauritius",2006,607.879803
"1721","Mauritius",2007,610.6551724
"1722","Mauritius",2008,612.8674877
"1723","Mauritius",2009,614.4970443
"1724","Mauritius",2010,615.9605911
"1725","Mauritius",2011,616.9477833
"1726","Mauritius",2012,618.6610837
"1727","Mauritius",2013,620.0261084
"1728","Mauritius",2014,621.1497537
"1729","Mauritius",2015,621.9729064
"1730","Mauritius",2016,622.4004926
"1731","Mexico",1985,39.79562592
"1732","Mexico",1986,40.60501813
"1733","Mexico",1987,41.41210011
"1734","Mexico",1988,42.22532421
"1735","Mexico",1989,43.05557808
"1736","Mexico",1990,43.90950076
"1737","Mexico",1991,44.79102446
"1738","Mexico",1992,45.69475038
"1739","Mexico",1993,46.60637002
"1740","Mexico",1994,47.50592711
"1741","Mexico",1995,48.37859976
"1742","Mexico",1996,49.22320636
"1743","Mexico",1997,50.04333393
"1744","Mexico",1998,50.8353898
"1745","Mexico",1999,51.59627511
"1746","Mexico",2000,52.32628051
"1747","Mexico",2001,53.01940276
"1748","Mexico",2002,53.68224903
"1749","Mexico",2003,54.34319453
"1750","Mexico",2004,55.04029579
"1751","Mexico",2005,55.79990638
"1752","Mexico",2006,56.63333831
"1753","Mexico",2007,57.53046426
"1754","Mexico",2008,58.46951259
"1755","Mexico",2009,59.41779778
"1756","Mexico",2010,60.35080172
"1757","Mexico",2011,61.26187248
"1758","Mexico",2012,62.15607757
"1759","Mexico",2013,63.03452712
"1760","Mexico",2014,63.90164356
"1761","Mexico",2015,64.76038427
"1762","Mexico",2016,65.60890095
"1763","Mongolia",1985,1.237081928
"1764","Mongolia",1986,1.272116301
"1765","Mongolia",1987,1.308828111
"1766","Mongolia",1988,1.345113159
"1767","Mongolia",1989,1.37813023
"1768","Mongolia",1990,1.405896779
"1769","Mongolia",1991,1.427635881
"1770","Mongolia",1992,1.444103865
"1771","Mongolia",1993,1.45678313
"1772","Mongolia",1994,1.46791627
"1773","Mongolia",1995,1.479208399
"1774","Mongolia",1996,1.491134555
"1775","Mongolia",1997,1.503446922
"1776","Mongolia",1998,1.516252993
"1777","Mongolia",1999,1.529494838
"1778","Mongolia",2000,1.543188548
"1779","Mongolia",2001,1.557568423
"1780","Mongolia",2002,1.572941502
"1781","Mongolia",2003,1.589437164
"1782","Mongolia",2004,1.607168053
"1783","Mongolia",2005,1.626230078
"1784","Mongolia",2006,1.646548572
"1785","Mongolia",2007,1.668213651
"1786","Mongolia",2008,1.691682973
"1787","Mongolia",2009,1.717531991
"1788","Mongolia",2010,1.746086408
"1789","Mongolia",2011,1.777540616
"1790","Mongolia",2012,1.811469142
"1791","Mongolia",2013,1.846795103
"1792","Mongolia",2014,1.882061845
"1793","Mongolia",2015,1.916164809
"1794","Mongolia",2016,1.948684312
"1795","Montenegro",1985,45.01100372
"1796","Montenegro",1986,45.18297398
"1797","Montenegro",1987,45.21516729
"1798","Montenegro",1988,45.16081784
"1799","Montenegro",1989,45.09821561
"1800","Montenegro",1990,45.08342007
"1801","Montenegro",1991,45.13791822
"1802","Montenegro",1992,45.24282528
"1803","Montenegro",1993,45.36579926
"1804","Montenegro",1994,45.45643123
"1805","Montenegro",1995,45.4804461
"1806","Montenegro",1996,45.42773234
"1807","Montenegro",1997,45.31747212
"1808","Montenegro",1998,45.17933086
"1809","Montenegro",1999,45.05583643
"1810","Montenegro",2000,44.97769517
"1811","Montenegro",2001,45.15903346
"1812","Montenegro",2002,45.34037175
"1813","Montenegro",2003,45.52171004
"1814","Montenegro",2004,45.60245353
"1815","Montenegro",2005,45.66996283
"1816","Montenegro",2006,45.7267658
"1817","Montenegro",2007,45.78996283
"1818","Montenegro",2008,45.87130112
"1819","Montenegro",2009,45.96981413
"1820","Montenegro",2010,46.05412639
"1821","Montenegro",2011,46.10252788
"1822","Montenegro",2012,46.14133829
"1823","Montenegro",2013,46.18639405
"1824","Montenegro",2014,46.23122677
"1825","Montenegro",2015,46.25717472
"1826","Montenegro",2016,46.26788104
"1827","Netherlands",1985,429.2545024
"1828","Netherlands",1986,431.6433057
"1829","Netherlands",1987,434.3909064
"1830","Netherlands",1988,437.2065758
"1831","Netherlands",1989,439.8372927
"1832","Netherlands",1990,442.876481
"1833","Netherlands",1991,446.3802725
"1834","Netherlands",1992,449.7679502
"1835","Netherlands",1993,452.9137441
"1836","Netherlands",1994,455.6527844
"1837","Netherlands",1995,457.9089455
"1838","Netherlands",1996,460.0265995
"1839","Netherlands",1997,462.4007701
"1840","Netherlands",1998,465.2609301
"1841","Netherlands",1999,468.3675355
"1842","Netherlands",2000,471.7272808
"1843","Netherlands",2001,475.3015403
"1844","Netherlands",2002,478.3450533
"1845","Netherlands",2003,480.6072867
"1846","Netherlands",2004,482.2801836
"1847","Netherlands",2005,483.4084123
"1848","Netherlands",2006,484.1854562
"1849","Netherlands",2007,485.2398104
"1850","Netherlands",2008,487.1324941
"1851","Netherlands",2009,490.0796917
"1852","Netherlands",2010,492.5998814
"1853","Netherlands",2011,495.0496441
"1854","Netherlands",2012,496.8849941
"1855","Netherlands",2013,498.7958445
"1856","Netherlands",2014,500.5938854
"1857","Netherlands",2015,502.8175423
"1858","Netherlands",2016,505.500564
"1859","New Zealand",1985,12.33185219
"1860","New Zealand",1986,12.32881395
"1861","New Zealand",1987,12.43553226
"1862","New Zealand",1988,12.46971251
"1863","New Zealand",1989,12.52971782
"1864","New Zealand",1990,12.64593065
"1865","New Zealand",1991,13.2737078
"1866","New Zealand",1992,13.41270746
"1867","New Zealand",1993,13.56651855
"1868","New Zealand",1994,13.74805363
"1869","New Zealand",1995,13.9508564
"1870","New Zealand",1996,14.17340777
"1871","New Zealand",1997,14.36063955
"1872","New Zealand",1998,14.48862557
"1873","New Zealand",1999,14.56496145
"1874","New Zealand",2000,14.65079184
"1875","New Zealand",2001,14.73738179
"1876","New Zealand",2002,14.99563252
"1877","New Zealand",2003,15.29451977
"1878","New Zealand",2004,15.5235274
"1879","New Zealand",2005,15.69974555
"1880","New Zealand",2006,15.89229425
"1881","New Zealand",2007,16.0411682
"1882","New Zealand",2008,16.17788918
"1883","New Zealand",2009,16.34043523
"1884","New Zealand",2010,16.52310964
"1885","New Zealand",2011,16.64957654
"1886","New Zealand",2012,16.74110364
"1887","New Zealand",2013,16.87022901
"1888","New Zealand",2014,17.12696062
"1889","New Zealand",2015,17.45357184
"1890","New Zealand",2016,17.82385781
"1891","Nicaragua",1985,30.82176334
"1892","Nicaragua",1986,31.55157886
"1893","Nicaragua",1987,32.26643676
"1894","Nicaragua",1988,32.97701512
"1895","Nicaragua",1989,33.69839621
"1896","Nicaragua",1990,34.44046036
"1897","Nicaragua",1991,35.20692205
"1898","Nicaragua",1992,35.99199767
"1899","Nicaragua",1993,36.78394549
"1900","Nicaragua",1994,37.56627057
"1901","Nicaragua",1995,38.32664118
"1902","Nicaragua",1996,39.0624813
"1903","Nicaragua",1997,39.77596809
"1904","Nicaragua",1998,40.46556423
"1905","Nicaragua",1999,41.13062988
"1906","Nicaragua",2000,41.77161376
"1907","Nicaragua",2001,42.38615589
"1908","Nicaragua",2002,42.97601795
"1909","Nicaragua",2003,43.5505983
"1910","Nicaragua",2004,44.12251122
"1911","Nicaragua",2005,44.70108027
"1912","Nicaragua",2006,45.29010304
"1913","Nicaragua",2007,45.88753532
"1914","Nicaragua",2008,46.48916404
"1915","Nicaragua",2009,47.08809207
"1916","Nicaragua",2010,47.67926708
"1917","Nicaragua",2011,48.26175835
"1918","Nicaragua",2012,48.83752701
"1919","Nicaragua",2013,49.40790261
"1920","Nicaragua",2014,49.9750457
"1921","Nicaragua",2015,50.54042712
"1922","Nicaragua",2016,51.10460362
"1923","Norway",1985,11.36915645
"1924","Norway",1986,11.40978135
"1925","Norway",1987,11.46330995
"1926","Norway",1988,11.52513985
"1927","Norway",1989,11.57281483
"1928","Norway",1990,11.61271145
"1929","Norway",1991,11.66817848
"1930","Norway",1992,11.73571964
"1931","Norway",1993,11.80578239
"1932","Norway",1994,11.87319487
"1933","Norway",1995,11.93499191
"1934","Norway",1996,11.99564178
"1935","Norway",1997,12.0608612
"1936","Norway",1998,12.13288703
"1937","Norway",1999,12.21625322
"1938","Norway",2000,12.29580005
"1939","Norway",2001,12.35818027
"1940","Norway",2002,12.42500683
"1941","Norway",2003,12.4980977
"1942","Norway",2004,12.57217147
"1943","Norway",2005,12.65808938
"1944","Norway",2006,12.76044836
"1945","Norway",2007,12.8931706
"1946","Norway",2008,13.05486799
"1947","Norway",2009,13.22054902
"1948","Norway",2010,13.38626291
"1949","Norway",2011,13.56103923
"1950","Norway",2012,13.74033034
"1951","Norway",2013,13.91208686
"1952","Norway",2014,14.06986657
"1953","Norway",2015,14.2150423
"1954","Norway",2016,14.3363165
"1955","Oman",1985,4.841411955
"1956","Oman",1986,5.044216478
"1957","Oman",1987,5.23380937
"1958","Oman",1988,5.422022617
"1959","Oman",1989,5.625718901
"1960","Oman",1990,5.855121163
"1961","Oman",1991,6.118807754
"1962","Oman",1992,6.408003231
"1963","Oman",1993,6.695027464
"1964","Oman",1994,6.941609047
"1965","Oman",1995,7.122077544
"1966","Oman",1996,7.226707593
"1967","Oman",1997,7.269056543
"1968","Oman",1998,7.275848142
"1969","Oman",1999,7.285680129
"1970","Oman",2000,7.327919225
"1971","Oman",2001,7.414497577
"1972","Oman",2002,7.542116317
"1973","Oman",2003,7.706801292
"1974","Oman",2004,7.899033926
"1975","Oman",2005,8.113954766
"1976","Oman",2006,8.345689822
"1977","Oman",2007,8.603431341
"1978","Oman",2008,8.914423263
"1979","Oman",2009,9.314836834
"1980","Oman",2010,9.827011309
"1981","Oman",2011,10.45967044
"1982","Oman",2012,11.19432633
"1983","Oman",2013,11.99186107
"1984","Oman",2014,12.79781906
"1985","Oman",2015,13.56966074
"1986","Oman",2016,14.29648465
"1987","Panama",1985,29.85305354
"1988","Panama",1986,30.51619586
"1989","Panama",1987,31.18552596
"1990","Panama",1988,31.86195857
"1991","Panama",1989,32.54628733
"1992","Panama",1990,33.23929244
"1993","Panama",1991,33.94109497
"1994","Panama",1992,34.65184288
"1995","Panama",1993,35.3732042
"1996","Panama",1994,36.10684692
"1997","Panama",1995,36.85404896
"1998","Panama",1996,37.61560398
"1999","Panama",1997,38.39038203
"2000","Panama",1998,39.17578692
"2001","Panama",1999,39.96767554
"2002","Panama",2000,40.76334409
"2003","Panama",2001,41.56152811
"2004","Panama",2002,42.36299435
"2005","Panama",2003,43.16887275
"2006","Panama",2004,43.98091203
"2007","Panama",2005,44.80044391
"2008","Panama",2006,45.62691687
"2009","Panama",2007,46.45960452
"2010","Panama",2008,47.29981168
"2011","Panama",2009,48.14884315
"2012","Panama",2010,49.00755986
"2013","Panama",2011,49.87600215
"2014","Panama",2012,50.75246166
"2015","Panama",2013,51.6338714
"2016","Panama",2014,52.51528114
"2017","Panama",2015,53.39317998
"2018","Panama",2016,54.26579231
"2019","Paraguay",1985,9.24194815
"2020","Paraguay",1986,9.508590486
"2021","Paraguay",1987,9.779602316
"2022","Paraguay",1988,10.05368991
"2023","Paraguay",1989,10.32950164
"2024","Paraguay",1990,10.60594513
"2025","Paraguay",1991,10.88197835
"2026","Paraguay",1992,11.15715077
"2027","Paraguay",1993,11.43192046
"2028","Paraguay",1994,11.70708533
"2029","Paraguay",1995,11.98301032
"2030","Paraguay",1996,12.25948653
"2031","Paraguay",1997,12.53547445
"2032","Paraguay",1998,12.80974075
"2033","Paraguay",1999,13.0806368
"2034","Paraguay",2000,13.34684118
"2035","Paraguay",2001,13.60841681
"2036","Paraguay",2002,13.86511704
"2037","Paraguay",2003,14.11515228
"2038","Paraguay",2004,14.35625472
"2039","Paraguay",2005,14.58719859
"2040","Paraguay",2006,14.80693682
"2041","Paraguay",2007,15.01676063
"2042","Paraguay",2008,15.22053108
"2043","Paraguay",2009,15.42370249
"2044","Paraguay",2010,15.63019633
"2045","Paraguay",2011,15.84138686
"2046","Paraguay",2012,16.05642839
"2047","Paraguay",2013,16.27420086
"2048","Paraguay",2014,16.49278631
"2049","Paraguay",2015,16.71059401
"2050","Paraguay",2016,16.92753083
"2051","Philippines",1985,182.1901868
"2052","Philippines",1986,187.1552202
"2053","Philippines",1987,192.216893
"2054","Philippines",1988,197.3545461
"2055","Philippines",1989,202.5417279
"2056","Philippines",1990,207.7584868
"2057","Philippines",1991,212.9941275
"2058","Philippines",1992,218.2496093
"2059","Philippines",1993,223.5310293
"2060","Philippines",1994,228.8500855
"2061","Philippines",1995,234.2144247
"2062","Philippines",1996,239.6153436
"2063","Philippines",1997,245.0439816
"2064","Philippines",1998,250.5070765
"2065","Philippines",1999,256.0143945
"2066","Philippines",2000,261.5674582
"2067","Philippines",2001,267.1808532
"2068","Philippines",2002,272.8378442
"2069","Philippines",2003,278.4718583
"2070","Philippines",2004,283.9940068
"2071","Philippines",2005,289.3457994
"2072","Philippines",2006,294.4944797
"2073","Philippines",2007,299.4717443
"2074","Philippines",2008,304.3628266
"2075","Philippines",2009,309.2895965
"2076","Philippines",2010,314.3395513
"2077","Philippines",2011,319.5423416
"2078","Philippines",2012,324.8705168
"2079","Philippines",2013,330.2848442
"2080","Philippines",2014,335.7220679
"2081","Philippines",2015,341.1354563
"2082","Philippines",2016,346.5144783
"2083","Poland",1985,121.4596787
"2084","Poland",1986,122.2897222
"2085","Poland",1987,122.9816351
"2086","Poland",1988,123.4923994
"2087","Poland",1989,123.939825
"2088","Poland",1990,124.4271181
"2089","Poland",1991,124.8692187
"2090","Poland",1992,125.2527572
"2091","Poland",1993,125.5718698
"2092","Poland",1994,125.8371217
"2093","Poland",1995,126.0080251
"2094","Poland",1996,126.1039211
"2095","Poland",1997,126.1864899
"2096","Poland",1998,126.2316138
"2097","Poland",1999,126.2211336
"2098","Poland",2000,124.9098208
"2099","Poland",2001,124.8753665
"2100","Poland",2002,124.8175389
"2101","Poland",2003,124.7536899
"2102","Poland",2004,124.6440832
"2103","Poland",2005,124.5893154
"2104","Poland",2006,124.5144522
"2105","Poland",2007,124.446853
"2106","Poland",2008,124.4719523
"2107","Poland",2009,124.5644606
"2108","Poland",2010,124.2092007
"2109","Poland",2011,124.2962969
"2110","Poland",2012,124.3000588
"2111","Poland",2013,124.2291107
"2112","Poland",2014,124.1442732
"2113","Poland",2015,124.0615696
"2114","Poland",2016,124.008253
"2115","Portugal",1985,109.5476831
"2116","Portugal",1986,109.6473661
"2117","Portugal",1987,109.6178251
"2118","Portugal",1988,109.5039344
"2119","Portugal",1989,109.3442623
"2120","Portugal",1990,109.1062077
"2121","Portugal",1991,108.8550273
"2122","Portugal",1992,108.7704262
"2123","Portugal",1993,108.9035519
"2124","Portugal",1994,109.1969945
"2125","Portugal",1995,109.575694
"2126","Portugal",1996,109.9884699
"2127","Portugal",1997,110.480623
"2128","Portugal",1998,111.0403934
"2129","Portugal",1999,111.6702514
"2130","Portugal",2000,112.4579016
"2131","Portugal",2001,113.2537923
"2132","Portugal",2002,113.8757486
"2133","Portugal",2003,114.3040546
"2134","Portugal",2004,114.5777158
"2135","Portugal",2005,114.8281404
"2136","Portugal",2006,115.0353996
"2137","Portugal",2007,115.2614409
"2138","Portugal",2008,115.4277577
"2139","Portugal",2009,115.3864723
"2140","Portugal",2010,115.4394585
"2141","Portugal",2011,115.2697893
"2142","Portugal",2012,114.8034065
"2143","Portugal",2013,114.1561345
"2144","Portugal",2014,113.5417757
"2145","Portugal",2015,113.0725249
"2146","Portugal",2016,112.7163894
"2147","Puerto Rico",1985,380.7215333
"2148","Puerto Rico",1986,384.3916573
"2149","Puerto Rico",1987,388.0326945
"2150","Puerto Rico",1988,391.6457723
"2151","Puerto Rico",1989,395.2254791
"2152","Puerto Rico",1990,398.7598647
"2153","Puerto Rico",1991,401.5907554
"2154","Puerto Rico",1992,404.1912063
"2155","Puerto Rico",1993,407.6095829
"2156","Puerto Rico",1994,411.413416
"2157","Puerto Rico",1995,415.2314543
"2158","Puerto Rico",1996,419.916009
"2159","Puerto Rico",1997,423.8365276
"2160","Puerto Rico",1998,426.2797069
"2161","Puerto Rico",1999,428.4195039
"2162","Puerto Rico",2000,429.6059752
"2163","Puerto Rico",2001,430.5269448
"2164","Puerto Rico",2002,431.0824126
"2165","Puerto Rico",2003,431.3523112
"2166","Puerto Rico",2004,431.4405862
"2167","Puerto Rico",2005,430.8187148
"2168","Puerto Rico",2006,428.9981962
"2169","Puerto Rico",2007,426.4932356
"2170","Puerto Rico",2008,423.9984216
"2171","Puerto Rico",2009,421.692221
"2172","Puerto Rico",2010,419.5631342
"2173","Puerto Rico",2011,414.7386697
"2174","Puerto Rico",2012,409.7506201
"2175","Puerto Rico",2013,405.0819617
"2176","Puerto Rico",2014,398.5201804
"2177","Puerto Rico",2015,391.564487
"2178","Puerto Rico",2016,384.0496054
"2179","Qatar",1985,31.96218777
"2180","Qatar",1986,34.2749354
"2181","Qatar",1987,36.37734711
"2182","Qatar",1988,38.22515073
"2183","Qatar",1989,39.78208441
"2184","Qatar",1990,41.0374677
"2185","Qatar",1991,41.98888889
"2186","Qatar",1992,42.68018949
"2187","Qatar",1993,43.20120586
"2188","Qatar",1994,43.67743325
"2189","Qatar",1995,44.22523686
"2190","Qatar",1996,44.98742463
"2191","Qatar",1997,46.04720069
"2192","Qatar",1998,47.40999139
"2193","Qatar",1999,49.04797588
"2194","Qatar",2000,51.01352283
"2195","Qatar",2001,53.13402239
"2196","Qatar",2002,55.61231697
"2197","Qatar",2003,59.30973299
"2198","Qatar",2004,65.36218777
"2199","Qatar",2005,74.49293712
"2200","Qatar",2006,87.02687339
"2201","Qatar",2007,102.466236
"2202","Qatar",2008,119.6677003
"2203","Qatar",2009,137.0180879
"2204","Qatar",2010,153.2881998
"2205","Qatar",2011,168.1355728
"2206","Qatar",2012,181.7026701
"2207","Qatar",2013,193.8391904
"2208","Qatar",2014,204.5149871
"2209","Qatar",2015,213.7415159
"2210","Qatar",2016,221.3440138
"2211","Romania",1985,98.79060085
"2212","Romania",1986,99.24142138
"2213","Romania",1987,99.6328471
"2214","Romania",1988,100.1027264
"2215","Romania",1989,100.9873905
"2216","Romania",1990,101.1634402
"2217","Romania",1991,100.2403687
"2218","Romania",1992,99.33881286
"2219","Romania",1993,99.20369563
"2220","Romania",1994,99.03799834
"2221","Romania",1995,98.84644211
"2222","Romania",1996,98.54916347
"2223","Romania",1997,98.26156929
"2224","Romania",1998,98.03277146
"2225","Romania",1999,97.87473868
"2226","Romania",2000,97.70132341
"2227","Romania",2001,96.34743807
"2228","Romania",2002,94.53384957
"2229","Romania",2003,93.82181344
"2230","Romania",2004,93.26846957
"2231","Romania",2005,92.70234368
"2232","Romania",2006,92.15479607
"2233","Romania",2007,90.83901866
"2234","Romania",2008,89.33394954
"2235","Romania",2009,88.53119621
"2236","Romania",2010,88.01074114
"2237","Romania",2011,87.53324934
"2238","Romania",2012,87.20126511
"2239","Romania",2013,86.87429031
"2240","Romania",2014,86.53068063
"2241","Romania",2015,86.12430894
"2242","Romania",2016,85.63252782
"2243","Russian Federation",1985,8.777207984
"2244","Russian Federation",1986,8.840417451
"2245","Russian Federation",1987,8.902284632
"2246","Russian Federation",1988,8.960185968
"2247","Russian Federation",1989,9.012901199
"2248","Russian Federation",1990,9.047739621
"2249","Russian Federation",1991,9.067995937
"2250","Russian Federation",1992,9.071961781
"2251","Russian Federation",1993,9.063735416
"2252","Russian Federation",1994,9.055186606
"2253","Russian Federation",1995,9.0592431
"2254","Russian Federation",1996,9.046306255
"2255","Russian Federation",1997,9.030982834
"2256","Russian Federation",1998,9.014589318
"2257","Russian Federation",1999,8.982780741
"2258","Russian Federation",2000,8.948996663
"2259","Russian Federation",2001,8.911609395
"2260","Russian Federation",2002,8.870433931
"2261","Russian Federation",2003,8.830256615
"2262","Russian Federation",2004,8.794642038
"2263","Russian Federation",2005,8.76107113
"2264","Russian Federation",2006,8.734387528
"2265","Russian Federation",2007,8.719462392
"2266","Russian Federation",2008,8.716094712
"2267","Russian Federation",2009,8.718719877
"2268","Russian Federation",2010,8.722634362
"2269","Russian Federation",2011,8.729437799
"2270","Russian Federation",2012,8.744141951
"2271","Russian Federation",2013,8.762780128
"2272","Russian Federation",2014,8.781877489
"2273","Russian Federation",2015,8.798804045
"2274","Russian Federation",2016,8.813796287
"2275","San Marino",1985,378.4666667
"2276","San Marino",1986,382.6833333
"2277","San Marino",1987,386.8333333
"2278","San Marino",1988,391.1
"2279","San Marino",1989,395.6666667
"2280","San Marino",1990,400.7166667
"2281","San Marino",1991,406.4333333
"2282","San Marino",1992,412.4833333
"2283","San Marino",1993,419.0166667
"2284","San Marino",1994,425.2666667
"2285","San Marino",1995,431.2833333
"2286","San Marino",1996,436.8166667
"2287","San Marino",1997,441.8
"2288","San Marino",1998,446.65
"2289","San Marino",1999,451.6
"2290","San Marino",2000,456.9666667
"2291","San Marino",2001,462.7
"2292","San Marino",2002,468.6833333
"2293","San Marino",2003,474.9
"2294","San Marino",2004,481.1
"2295","San Marino",2005,487.3333333
"2296","San Marino",2006,493.5666667
"2297","San Marino",2007,499.6166667
"2298","San Marino",2008,505.85
"2299","San Marino",2009,512.05
"2300","San Marino",2010,518.5
"2301","San Marino",2011,525.0666667
"2302","San Marino",2012,531.9
"2303","San Marino",2013,538.3833333
"2304","San Marino",2014,544.2833333
"2305","San Marino",2015,549.3333333
"2306","San Marino",2016,553.3833333
"2307","Seychelles",1985,141.8347826
"2308","Seychelles",1986,142.7217391
"2309","Seychelles",1987,148.9108696
"2310","Seychelles",1988,149.4673913
"2311","Seychelles",1989,150.3630435
"2312","Seychelles",1990,151.1021739
"2313","Seychelles",1991,153.1282609
"2314","Seychelles",1992,153.8326087
"2315","Seychelles",1993,157.0717391
"2316","Seychelles",1994,161.3152174
"2317","Seychelles",1995,163.7043478
"2318","Seychelles",1996,166.123913
"2319","Seychelles",1997,168.0847826
"2320","Seychelles",1998,171.4043478
"2321","Seychelles",1999,174.8043478
"2322","Seychelles",2000,176.3717391
"2323","Seychelles",2001,176.526087
"2324","Seychelles",2002,182.0065217
"2325","Seychelles",2003,179.9586957
