"","Country","Year","%of1Member","%of2-3Member","%of4-5Member","%of6+Member"
"40","Australia",2010,24.3428348502282,49.9415733640142,22.470322151592,3.2452696341657
"41","Australia",2011,24.3379076280598,49.9532751347173,22.4354221384113,3.27339509881162
"42","Austria",1991,29.5943259398409,45.3782098300371,21.0543609214706,3.97310330865148
"43","Austria",1992,29.8327026561053,45.4565407648676,20.9819204809353,3.73002059519138
"44","Austria",1993,30.1700734307867,45.4265631439275,20.7625989334306,3.64194898895471
"45","Austria",1994,30.5074442054681,45.3965855229874,20.543277385926,3.55387738271804
"46","Austria",1995,30.8448149801494,45.3666079020474,20.3239558384213,3.46580577648137
"47","Austria",1996,31.1821857548308,45.3366302811073,20.1046342909167,3.37773417024471
"48","Austria",1997,31.5195565295122,45.3066526601672,19.8853127434121,3.28966256400801
"49","Austria",1998,31.8569273041936,45.2766750392271,19.6659911959075,3.20159095777134
"50","Austria",1999,32.194298078875,45.246697418287,19.4466696484028,3.11351935153468
"51","Austria",2000,32.5316688535564,45.2167197973469,19.2273481008982,3.02544774529801
"52","Austria",2001,32.6710515114037,45.4033592879479,19.3017887673321,2.62735392461445
"53","Austria",2002,33.2064104029192,45.1567645554667,18.7887050058889,2.84930453282468
"54","Austria",2003,33.5437811776006,45.1267869345266,18.5693834583843,2.76123292658798
"55","Austria",2004,33.881151952282,45.0968093135865,18.3500619108797,2.67316132035131
"56","Austria",2005,34.2185227269634,45.0668316926464,18.130740363375,2.58508971411464
"57","Austria",2006,34.5558935016448,45.0368540717063,17.9114188158704,2.49701810787798
"58","Austria",2007,34.8932642763261,45.0068764507662,17.6920972683658,2.40894650164131
"59","Austria",2008,35.2306350510075,44.9768988298261,17.4727757208611,2.32087489540464
"60","Austria",2009,35.5680058256889,44.946921208886,17.2534541733565,2.23280328916795
"61","Austria",2010,35.9053766003703,44.9169435879459,17.0341326258518,2.14473168293128
"62","Austria",2011,36.3417414334687,44.7786574112353,16.667929971378,2.21167118391806
"63","Azerbaijan",1999,7.73823138668225,20.8791632051065,41.2698760712072,30.1127293370041
"64","Azerbaijan",2000,7.52145698567674,22.4586678110546,42.0901929203508,27.9296822829178
"65","Azerbaijan",2001,7.410199857035,22.6432417705518,42.4885972741499,27.4579610982632
"66","Azerbaijan",2002,7.29894272839326,22.827815730049,42.887001627949,26.9862399136088
"67","Azerbaijan",2003,7.18768559975152,23.0123896895462,43.285405981748,26.5145187289542
"68","Azerbaijan",2004,7.07642847110975,23.1969636490434,43.6838103355472,26.0427975442997
"69","Azerbaijan",2005,6.96517134246801,23.3815376085406,44.0822146893462,25.5710763596451
"70","Azerbaijan",2006,6.50218997261345,28.2158803895408,45.8869940276281,19.3949356102176
"71","Azerbaijan",2007,6.7426570851845,23.750685527535,44.8790233969444,24.627633990336
"72","Azerbaijan",2008,6.63139995654277,23.9352594870322,45.2774277507435,24.1559128056814
"73","Azerbaijan",2009,6.76634979675,20.8649952714773,44.6913696154047,27.677285316368
"74","Bangladesh",1991,2.96612477865224,20.3276750975539,33.3467884405756,43.3594116832184
"75","Bangladesh",1992,2.20903722236113,19.291360023128,35.2075414837328,43.292061270778
"76","Bangladesh",1993,2.2044855318393,19.7418890282653,35.716070789781,42.3375546501143
"77","Bangladesh",1994,1.54544289578068,20.2300530779661,36.0337837141403,42.1907203121129
"78","Bangladesh",1995,2.19538215079564,20.6429470385398,36.7331294018776,40.4285414087869
"79","Bangladesh",1996,2.1908304602738,21.093476043677,37.2416587079258,39.4740347881234
"80","Bangladesh",1997,1.88377923602514,21.0811596511088,37.9738587407292,39.0612023721369
"81","Bangladesh",1998,2.18172707923014,21.9945340539515,38.2587173200222,37.5650215467961
"82","Bangladesh",1999,2.17717538870831,22.4450630590887,38.7672466260705,36.6105149261325
"83","Bangladesh",2000,1.52715539954512,20.4037007391117,40.9657786961912,37.1033651651519
"84","Bangladesh",2001,3.06771407541722,25.4359376924997,39.2724578988435,32.2238903332396
"85","Bangladesh",2002,2.16352031714281,23.7966500745005,40.2928345442152,33.7469950641414
"86","Bangladesh",2003,2.15896862662098,24.2471790796377,40.8013638502634,32.7924884434779
"87","Bangladesh",2004,1.70245409819895,22.6027693371822,42.4025325014281,33.2922440631907
"88","Bangladesh",2005,2.14986524557732,25.1482370899122,41.81842246236,30.8834752021505
"89","Bangladesh",2006,2.14531355505548,25.5987660950494,42.3269517684082,29.928968581487
"90","Bangladesh",2007,2.25747512780741,25.7509343691065,43.7415396204655,28.2500508826206
"91","Bangladesh",2008,2.13621017401182,26.4998241053239,43.3440103805046,28.0199553401596
"92","Bangladesh",2009,2.13165848348999,26.9503531104612,43.852539686553,27.0654487194959
"93","Bangladesh",2010,2.12710679296815,27.4008821155984,44.3610689926012,26.1109420988323
"94","Bangladesh",2011,2.77849873833945,29.0764218154264,43.8163465231122,24.3287329231219
"95","Bangladesh",2012,2.11800341192449,28.3019401258729,45.3781276046976,24.201928857505
"96","Bangladesh",2013,2.11345172140266,28.7524691310101,45.8866569107458,23.2474222368412
"97","Bangladesh",2014,1.73848681399728,29.7117278956855,45.5909540684981,22.9588312218192
"98","Belarus",1999,24.7464187521173,49.2452209686895,23.8848977761677,2.12346250302549
"99","Belarus",2000,25.1043184921913,49.4067367644305,23.3638727518426,2.12507199153529
"100","Belarus",2001,25.4622182322653,49.5682525601716,22.8428477275179,2.12668148004511
"101","Belarus",2002,25.8201179723393,49.7297683559127,22.321822703193,2.12829096855491
"102","Belarus",2003,26.1780177124133,49.8912841516537,21.8007976788681,2.12990045706472
"103","Belarus",2004,26.5359174524873,50.0527999473948,21.2797726545432,2.13150994557453
