"","Country","Year","rural_population_percent"
"714","Finland",1994,0.206371554441458
"715","Finland",1995,0.203369333995078
"716","Finland",1996,0.200374994715965
"717","Finland",1997,0.197507215643719
"718","Finland",1998,0.194590802188135
"719","Finland",1999,0.191719967041208
"720","Finland",2000,0.188914136753478
"721","Finland",2001,0.186722389785311
"722","Finland",2002,0.185113968445454
"723","Finland",2003,0.183592140705095
"724","Finland",2004,0.18215401901728
"725","Finland",2005,0.180745437377879
"726","Finland",2006,0.179390253428843
"727","Finland",2007,0.178080215985504
"728","Finland",2008,0.176767699906994
"729","Finland",2009,0.17545584698463
"730","Finland",2010,0.171911298421347
"731","Finland",2011,0.166193536513864
"732","Finland",2012,0.160593262708125
"733","Finland",2013,0.15754208894516
"734","Finland",2014,0.156914269435042
"735","Finland",2015,0.156239397985024
"736","France",1985,0.291259350611698
"737","France",1986,0.29071092981256
"738","France",1987,0.290177390518501
"739","France",1988,0.289694727332264
"740","France",1989,0.289149197332415
"741","France",1990,0.286680478563394
"742","France",1991,0.283230074128284
"743","France",1992,0.280952564866621
"744","France",1993,0.27860890310186
"745","France",1994,0.276222484220862
"746","France",1995,0.273946133234068
"747","France",1996,0.271743784234376
"748","France",1997,0.269618783195379
"749","France",1998,0.267644851319812
"750","France",1999,0.268019991645137
"751","France",2000,0.265934658853171
"752","France",2001,0.26387179051001
"753","France",2002,0.260986302120238
"754","France",2003,0.258078087198915
"755","France",2004,0.255139765652162
"756","France",2005,0.25278068731433
"757","France",2006,0.248909682631125
"758","France",2007,0.246294085039128
"759","France",2008,0.243617475091209
"760","France",2009,0.240933581765399
"761","France",2010,0.238181257730337
"762","France",2011,0.235387341779319
"763","France",2012,0.232545600022053
"764","France",2013,0.229854847440505
"765","France",2014,0.226708875869325
"766","Georgia",1990,0.432992653418768
"767","Georgia",1991,0.435558989038868
"768","Georgia",1992,0.443916562648273
"769","Georgia",1994,0.49402432140027
"770","Georgia",1995,0.495407122117705
"771","Georgia",1996,0.4969131284204
"772","Georgia",1997,0.498405296796374
"773","Georgia",1998,0.499767298267554
"774","Georgia",1999,0.500999940063294
"775","Georgia",2000,0.502351281363722
"776","Georgia",2001,0.504235379747309
"777","Georgia",2004,0.485566833608364
"778","Georgia",2005,0.470462132027558
"779","Georgia",2006,0.456711998869075
"780","Georgia",2007,0.448205384436356
"781","Georgia",2009,0.429006930205728
"782","Georgia",2010,0.416256279208289
"783","Georgia",2011,0.406448054431054
"784","Georgia",2012,0.397869409443355
"785","Georgia",2013,0.390109624073457
"786","Georgia",2014,0.46104781275635
"787","Georgia",2015,0.457350087511541
"788","Germany",1990,0.28486564239468
"789","Germany",1991,0.283306970533407
"790","Germany",1992,0.282121543560415
"791","Germany",1993,0.280087490850939
"792","Germany",1994,0.27746498628281
"793","Germany",1995,0.274670385574385
"794","Germany",1996,0.272062513760312
"795","Germany",1997,0.269617624278127
"796","Germany",1998,0.26745096114374
"797","Germany",1999,0.265208913285067
"798","Germany",2000,0.263050962086674
"799","Germany",2001,0.260738217056888
"800","Germany",2002,0.258331967084067
"801","Germany",2003,0.25594499153606
"802","Germany",2004,0.253594756065445
"803","Germany",2005,0.251221809976265
"804","Germany",2006,0.248929901998624
"805","Germany",2007,0.246684490744496
"806","Germany",2008,0.244515736093266
"807","Germany",2009,0.242516581206679
"808","Germany",2010,0.240417639683984
"809","Germany",2011,0.233948437729138
"810","Germany",2012,0.233876647861477
"811","Germany",2013,0.238166059968509
"812","Germany",2014,0.238188826466554
"813","Germany",2015,0.238358553838809
"814","Greece",1985,0.315763167543915
"815","Greece",1986,0.312780767861499
"816","Greece",1987,0.310008382511837
"817","Greece",1988,0.307057322004516
"818","Greece",1989,0.304151634305785
"819","Greece",1990,0.302532047152745
"820","Greece",1991,0.301121627133429
"821","Greece",1992,0.298653692294489
"822","Greece",1993,0.296229378738392
"823","Greece",1994,0.293826498290786
"824","Greece",1995,0.29152058879985
"825","Greece",1996,0.289346641148777
"826","Greece",1997,0.287544199046777
"827","Greece",1998,0.286160759705201
"828","Greece",1999,0.284590273030363
"829","Greece",2000,0.283402864157277
"830","Greece",2001,0.281781118284389
"831","Greece",2002,0.2776664975521
"832","Greece",2003,0.273428615933599
"833","Greece",2004,0.269295594480137
"834","Greece",2005,0.265244972109033
"835","Greece",2006,0.26124721863637
"836","Greece",2007,0.257202641137374
"837","Greece",2008,0.253261710511098
"838","Greece",2009,0.249377986288505
"839","Greece",2010,0.245603487904719
"840","Greece",2011,0.241697405796122
"841","Greece",2012,0.240982777382082
"842","Greece",2013,0.238040740886314
"843","Greece",2014,0.233975123471323
"844","Greece",2015,0.229943955675609
"845","Grenada",1985,0.781952773613193
"846","Grenada",1988,0.748914674516901
"847","Grenada",1989,0.788903014448818
"848","Grenada",1990,0.7816733942269
"849","Grenada",1991,0.778376476013641
"850","Grenada",1992,0.770989716146488
"851","Grenada",1993,0.760752593634605
"852","Grenada",1994,0.751197766467135
"853","Grenada",1995,0.742893004952846
"854","Grenada",1996,0.733026633843138
"855","Grenada",2001,0.713945042443336
"856","Grenada",2002,0.711932454928244
"857","Grenada",2003,0.708830265318469
"858","Grenada",2004,0.705996588092658
"859","Grenada",2005,0.704427555878146
"860","Grenada",2006,0.703305109054788
"861","Grenada",2007,0.703417744309938
"862","Grenada",2008,0.704575730023471
"863","Grenada",2009,0.705922087242868
"864","Grenada",2010,0.706825575641444
"865","Grenada",2011,0.708663238804244
"866","Grenada",2012,0.708876942584384
"867","Grenada",2013,0.708115606454103
"868","Grenada",2014,0.706848974002531
"869","Grenada",2015,0.705623729268368
"870","Guatemala",1986,0.723014059841521
"871","Guatemala",1987,0.716990673876007
"872","Guatemala",1988,0.710644832924365
"873","Guatemala",1989,0.704640890717057
"874","Guatemala",1990,0.699343817726018
"875","Guatemala",1991,0.694061390242906
"876","Guatemala",1992,0.689912094331456
"877","Guatemala",1993,0.686417219031615
"878","Guatemala",1994,0.682818100371688
"879","Guatemala",1995,0.67867363041634
"880","Guatemala",1996,0.675168503158907
"881","Guatemala",1997,0.670253198567127
"882","Guatemala",1998,0.664406218559707
"883","Guatemala",1999,0.658441108050981
"884","Guatemala",2000,0.652880103768241
"885","Guatemala",2001,0.646929465892396
"886","Guatemala",2002,0.64143815119478
"887","Guatemala",2003,0.636490476460121
"888","Guatemala",2004,0.631505880719469
"889","Guatemala",2005,0.626055490604289
"890","Guatemala",2006,0.620531475673492
"891","Guatemala",2007,0.614221860240829
"892","Guatemala",2008,0.607530313176739
"893","Guatemala",2009,0.601098014505889
"894","Guatemala",2010,0.59523462579537
"895","Guatemala",2011,0.589109928193488
"896","Guatemala",2012,0.584026262078167
"897","Guatemala",2013,0.579507045913543
"898","Guatemala",2014,0.575030484633071
"899","Guatemala",2015,0.570255368099558
"900","Guyana",1988,0.805153497888975
"901","Guyana",1989,0.801712263321638
"902","Guyana",1990,0.801032096928961
"903","Guyana",1991,0.801648587503303
"904","Guyana",1992,0.804235938323227
"905","Guyana",1993,0.808400320567307
"906","Guyana",1994,0.812477765852285
"907","Guyana",1995,0.815305818647298
"908","Guyana",1996,0.82020608482829
"909","Guyana",1997,0.821603290829322
"910","Guyana",1998,0.82047208145003
"911","Guyana",1999,0.818593962821205
"912","Guyana",2001,0.813217812112467
"913","Guyana",2002,0.810847263291292
"914","Guyana",2003,0.810928440543639
"915","Guyana",2004,0.811497368338113
"916","Guyana",2005,0.811756600919561
"917","Guyana",2006,0.812146455239232
"918","Guyana",2007,0.812481963668661
"919","Guyana",2008,0.812884196433641
"920","Guyana",2009,0.813740382836235
"921","Guyana",2010,0.815267643705364
"922","Guyana",2011,0.816453521777504
"923","Guyana",2012,0.815881782332411
"924","Guyana",2013,0.815870899062392
"925","Hungary",1991,0.3645022472867
"926","Hungary",1992,0.365803867715665
"927","Hungary",1993,0.366990213177132
"928","Hungary",1994,0.368092700222918
"929","Hungary",1995,0.369051874918676
"930","Hungary",1996,0.36975271562785
"931","Hungary",1997,0.370330533174803
"932","Hungary",1998,0.370938593483258
"933","Hungary",1999,0.378270534116537
"934","Hungary",2000,0.379681191472478
"935","Hungary",2001,0.370883021544734
"936","Hungary",2002,0.366448712392816
"937","Hungary",2003,0.362165002474998
"938","Hungary",2004,0.35793612594749
"939","Hungary",2005,0.353086041504665
"940","Hungary",2006,0.3476267765017
"941","Hungary",2007,0.342222278863367
"942","Hungary",2008,0.336859041630268
"943","Hungary",2009,0.331557068325754
"944","Hungary",2010,0.326771603885892
"945","Hungary",2011,0.321804437951211
"946","Hungary",2012,0.318205235020335
"947","Hungary",2013,0.315096894255479
"948","Hungary",2014,0.312080085934148
"949","Hungary",2015,0.309248289582428
"950","Hungary",2016,0.341791322457612
"951","Iceland",1985,0.114397481156378
"952","Iceland",1986,0.111403007633794
"953","Iceland",1987,0.108359448761309
"954","Iceland",1988,0.105758700878268
"955","Iceland",1989,0.103275416916306
"956","Iceland",1990,0.101032571656358
"957","Iceland",1991,0.0990966549527132
"958","Iceland",1992,0.0974911870118193
"959","Iceland",1993,0.095542222277662
"960","Iceland",1994,0.0936048883193724
"961","Iceland",1995,0.091487161883278
"962","Iceland",1996,0.0894884807769542
"963","Iceland",1997,0.0875708030369984
"964","Iceland",1998,0.0855962640830274
"965","Iceland",1999,0.083847690377256
"966","Iceland",2000,0.0822758004651091
"967","Iceland",2001,0.0806896211785136
"968","Iceland",2002,0.0791800522412706
"969","Iceland",2003,0.077803161021276
"970","Iceland",2004,0.0762033808438486
"971","Iceland",2005,0.0751536754810315
"972","Iceland",2006,0.073434628975265
"973","Iceland",2007,0.0722887823466672
"974","Iceland",2008,0.0706279877508532
"975","Iceland",2009,0.0697726236896744
"976","Iceland",2010,0.0693670851704393
"977","Iceland",2011,0.0692374338355738
"978","Iceland",2012,0.0690555411638446
"979","Iceland",2013,0.0686088192320365
"980","Iceland",2014,0.0680947079051344
"981","Iceland",2015,0.0675438738636548
"982","Iceland",2016,0.0781883664342533
"983","Ireland",1985,0.482209811667037
"984","Ireland",1986,0.479481617968223
"985","Ireland",1987,0.476220244536569
"986","Ireland",1988,0.472267675191688
"987","Ireland",1989,0.470530692935377
"988","Ireland",1990,0.46944898590292
"989","Ireland",1991,0.466511033943903
"990","Ireland",1992,0.462842948515883
"991","Ireland",1993,0.459543789643493
"992","Ireland",1994,0.456289700454089
"993","Ireland",1995,0.453556157220432
"994","Ireland",1996,0.450696294005482
"995","Ireland",1997,0.447460171760655
"996","Ireland",1998,0.444910094926214
"997","Ireland",1999,0.443107041269754
"998","Ireland",2000,0.441117427967544
"999","Ireland",2001,0.439212081785687
"1000","Ireland",2002,0.435924643928108
"1001","Ireland",2003,0.433560182778933
"1002","Ireland",2004,0.43166030676743
"1003","Ireland",2005,0.42889889230278
"1004","Ireland",2006,0.42612402189264
"1005","Ireland",2007,0.426707623199894
"1006","Ireland",2008,0.426113766498062
"1007","Ireland",2009,0.425795620239417
"1008","Ireland",2010,0.411208063668239
"1009","Ireland",2011,0.415338066060656
"1010","Ireland",2012,0.414728747369875
"1011","Ireland",2013,0.414093460747191
"1012","Ireland",2014,0.405288162504817
"1013","Israel",1985,0.114714502540428
"1014","Israel",1986,0.113452441732676
"1015","Israel",1987,0.112162628049141
"1016","Israel",1988,0.110844599892433
"1017","Israel",1989,0.109492151527654
"1018","Israel",1990,0.108099153509503
"1019","Israel",1991,0.106706884900777
"1020","Israel",1992,0.105331320069882
"1021","Israel",1993,0.10410470551098
"1022","Israel",1994,0.102889615288321
"1023","Israel",1995,0.10174978368528
"1024","Israel",1996,0.101009835803469
"1025","Israel",1997,0.100260800561613
"1026","Israel",1998,0.0994311593912243
"1027","Israel",1999,0.0987322650266106
"1028","Israel",2000,0.0980355083522171
"1029","Israel",2001,0.0973294875886807
"1030","Israel",2002,0.0966191383983978
"1031","Israel",2003,0.0959136636766699
"1032","Israel",2004,0.0952156259676867
"1033","Israel",2005,0.0944902812504119
"1034","Israel",2006,0.0937600935577093
"1035","Israel",2007,0.0930690367144972
"1036","Israel",2008,0.0923729320825521
"1037","Israel",2009,0.0915929918673004
"1038","Israel",2010,0.0909735517369346
"1039","Israel",2011,0.0903179174168643
"1040","Israel",2012,0.089636594952674
"1041","Israel",2013,0.088881981741235
"1042","Israel",2014,0.0880653976994817
"1043","Israel",2015,0.0871996030963065
"1044","Italy",1985,0.346933174406711
"1045","Italy",1986,0.346183768439973
"1046","Italy",1987,0.345430878132466
"1047","Italy",1988,0.344820100791684
"1048","Italy",1989,0.344544760160579
"1049","Italy",1990,0.344194319267972
"1050","Italy",1991,0.346956911311621
"1051","Italy",1992,0.348806393305248
"1052","Italy",1993,0.348482552551579
"1053","Italy",1994,0.347907367612279
"1054","Italy",1995,0.347295005965238
"1055","Italy",1996,0.346703832827769
"1056","Italy",1997,0.346057909309894
"1057","Italy",1998,0.345087121904824
"1058","Italy",1999,0.34432568526231
"1059","Italy",2000,0.343735652921593
"1060","Italy",2001,0.3430787200869
"1061","Italy",2002,0.341327426566765
"1062","Italy",2003,0.339043347948529
"1063","Italy",2004,0.339682397429687
"1064","Italy",2005,0.338532348746416
"1065","Italy",2006,0.332673141882797
"1066","Italy",2007,0.330757674412925
"1067","Italy",2008,0.32924908418419
"1068","Italy",2009,0.327574668017138
"1069","Italy",2010,0.32573973447029
"1070","Italy",2011,0.330996808876147
"1071","Italy",2012,0.328293507646066
"1072","Italy",2013,0.324940700827562
"1073","Italy",2014,0.321498611797587
"1074","Italy",2015,0.318033123060036
"1075","Jamaica",1985,0.592715187854945
"1076","Jamaica",1986,0.591105522349956
"1077","Jamaica",1987,0.587913815259221
"1078","Jamaica",1988,0.583487355807221
"1079","Jamaica",1989,0.578936922085797
"1080","Jamaica",1990,0.57511771236794
"1081","Jamaica",1991,0.570925583199835
"1082","Jamaica",2000,0.540676278231402
"1083","Jamaica",2001,0.536761289669671
"1084","Jamaica",2002,0.532781144156727
"1085","Jamaica",2003,0.528658304468849
"1086","Jamaica",2004,0.524571205510124
"1087","Jamaica",2005,0.520746068825211
"1088","Jamaica",2006,0.516352397001032
"1089","Jamaica",2009,0.506951656828413
"1090","Jamaica",2010,0.503800471110737
"1091","Jamaica",2011,0.501164150619868
"1092","Japan",1985,0.249281013877583
"1093","Japan",1986,0.247570982788633
"1094","Japan",1987,0.245833841020191
"1095","Japan",1988,0.244073385599835
"1096","Japan",1989,0.242337497690708
"1097","Japan",1990,0.240811893527201
"1098","Japan",1991,0.239000049322785
"1099","Japan",1992,0.237103705218575
"1100","Japan",1993,0.235395088670361
"1101","Japan",1994,0.234111361345445
"1102","Japan",1995,0.233009093971592
"1103","Japan",1996,0.231377629908005
"1104","Japan",1997,0.230049258944656
"1105","Japan",1998,0.228803296277772
"1106","Japan",1999,0.227509952923624
"1107","Japan",2000,0.226151542469691
"1108","Japan",2001,0.211904409142435
"1109","Japan",2002,0.194609995967934
"1110","Japan",2003,0.178260997730296
"1111","Japan",2004,0.162855517320701
"1112","Japan",2005,0.148489143336194
"1113","Japan",2006,0.136453015389529
"1114","Japan",2007,0.125706181023776
"1115","Japan",2008,0.115711388569747
"1116","Japan",2009,0.106383489025499
"1117","Japan",2010,0.0971463502338714
"1118","Japan",2011,0.0944103873046517
"1119","Japan",2012,0.0935745136573942
"1120","Japan",2013,0.0927860987703827
"1121","Japan",2014,0.0920225560634671
"1122","Japan",2015,0.0910335506127946
"1123","Kazakhstan",1990,0.483936774721856
"1124","Kazakhstan",1991,0.482145920352983
"1125","Kazakhstan",1992,0.476535238939991
"1126","Kazakhstan",1993,0.468756312616179
"1127","Kazakhstan",1994,0.466064934990746
"1128","Kazakhstan",1995,0.465080424755802
"1129","Kazakhstan",1996,0.473722711422606
"1130","Kazakhstan",1997,0.469089000799675
"1131","Kazakhstan",1998,0.479152390231838
"1132","Kazakhstan",1999,0.476627014634947
"1133","Kazakhstan",2000,0.474441498057386
"1134","Kazakhstan",2001,0.472838399044138
"1135","Kazakhstan",2002,0.471906503636333
"1136","Kazakhstan",2003,0.471529838405591
"1137","Kazakhstan",2004,0.47192443861167
"1138","Kazakhstan",2005,0.472804005744
"1139","Kazakhstan",2006,0.473974860655363
"1140","Kazakhstan",2007,0.475642993607284
"1141","Kazakhstan",2008,0.477605318606696
"1142","Kazakhstan",2009,0.484275087059473
"1143","Kazakhstan",2010,0.478934380413518
"1144","Kazakhstan",2011,0.480440676316072
"1145","Kazakhstan",2012,0.480920421604747
"1146","Kazakhstan",2013,0.480924469663366
"1147","Kazakhstan",2014,0.480500128169024
"1148","Kazakhstan",2015,0.479965396015391
"1149","Kiribati",1991,0.771226720124159
"1150","Kiribati",1992,0.766581287684745
"1151","Kiribati",1993,0.760888972419302
"1152","Kiribati",1994,0.754948205697373
"1153","Kiribati",1995,0.749787634245495
"1154","Kiribati",1996,0.736022762822709
"1155","Kiribati",1997,0.718743139808866
"1156","Kiribati",1998,0.701686047347314
"1157","Kiribati",1999,0.683714176968945
"1158","Kiribati",2000,0.664637429080217
"1159","Kiribati",2001,0.657165682716785
"1160","Kuwait",1985,0.0248412637321092
"1161","Kuwait",1986,0.0249110760691226
"1162","Kuwait",1987,0.0250121241286658
"1163","Kuwait",1993,0.0228581505397372
"1164","Kuwait",1994,0.0189268788325914
"1165","Kuwait",1995,0.0202944740292012
"1166","Kuwait",1996,0.017423333063471
"1167","Kuwait",1997,0.0156210104352331
"1168","Kuwait",1998,0.0130252107744307
"1169","Kuwait",1999,0.0117295982885141
"1170","Kuwait",2000,0.0103930053102799
"1171","Kuwait",2001,0.000952156234072477
"1172","Kuwait",2002,0
"1173","Kuwait",2003,0
"1174","Kuwait",2004,0
"1175","Kuwait",2005,0
"1176","Kuwait",2006,0
"1177","Kuwait",2007,0
"1178","Kuwait",2008,0
"1179","Kuwait",2009,0
"1180","Kuwait",2010,0
"1181","Kuwait",2011,0
"1182","Kuwait",2012,0
"1183","Kuwait",2013,0
"1184","Kuwait",2014,0
"1185","Latvia",1995,0.327022223008286
"1186","Latvia",1996,0.325945110457345
"1187","Latvia",1997,0.32442123224987
"1188","Latvia",1998,0.324361876898649
"1189","Latvia",1999,0.325574129778808
"1190","Latvia",2000,0.332743866048621
"1191","Latvia",2001,0.334070843821413
"1192","Latvia",2002,0.335392201798612
"1193","Latvia",2003,0.336370177864061
"1194","Latvia",2004,0.33578432505438
"1195","Latvia",2005,0.335113329765856
"1196","Latvia",2006,0.335949614602008
"1197","Latvia",2007,0.337318441036946
"1198","Latvia",2008,0.338740913070185
"1199","Latvia",2009,0.339512499772203
"1200","Latvia",2010,0.339328248253062
"1201","Latvia",2011,0.338759692303282
"1202","Latvia",2012,0.338115227266373
"1203","Latvia",2013,0.33755232121895
"1204","Latvia",2014,0.337356299385125
"1205","Latvia",2015,0.337614628026423
"1206","Lithuania",1995,0.350519168032121
"1207","Lithuania",1996,0.349739745979751
"1208","Lithuania",1997,0.348919261629701
"1209","Lithuania",1998,0.348411238046013
"1210","Lithuania",1999,0.348400592418732
"1211","Lithuania",2000,0.348504702385369
"1212","Lithuania",2001,0.348552687060261
"1213","Lithuania",2002,0.348797629187333
"1214","Lithuania",2003,0.349095671712975
"1215","Lithuania",2004,0.349488204978638
"1216","Lithuania",2005,0.349182875136744
"1217","Lithuania",2006,0.348293283442661
"1218","Lithuania",2007,0.347661558071783
"1219","Lithuania",2008,0.347204443575569
"1220","Lithuania",2009,0.34767468766762
"1221","Lithuania",2010,0.349057780724932
"1222","Lithuania",2011,0.349718349083237
"1223","Lithuania",2012,0.348875226366046
"1224","Lithuania",2013,0.34790894981451
"1225","Lithuania",2014,0.346750657360678
"1226","Lithuania",2015,0.345666025279537
"1227","Lithuania",2016,0.382783359240207
"1228","Luxembourg",1985,0.205591051070038
"1229","Luxembourg",1986,0.205201719070176
"1230","Luxembourg",1987,0.203943320139324
"1231","Luxembourg",1988,0.203144470211552
"1232","Luxembourg",1989,0.202756885883833
"1233","Luxembourg",1990,0.202769780463265
"1234","Luxembourg",1991,0.20123118977352
"1235","Luxembourg",1992,0.197230609227854
"1236","Luxembourg",1993,0.19385431759592
"1237","Luxembourg",1994,0.18722496757303
"1238","Luxembourg",1995,0.182943776645442
"1239","Luxembourg",1996,0.183499655662482
"1240","Luxembourg",1997,0.183985776908362
"1241","Luxembourg",1998,0.182583761396878
"1242","Luxembourg",1999,0.176413933462246
"1243","Luxembourg",2000,0.16789828483659
"1244","Luxembourg",2001,0.161674288709954
"1245","Luxembourg",2002,0.156878502392928
"1246","Luxembourg",2003,0.151984515702635
"1247","Luxembourg",2004,0.147216300226211
"1248","Luxembourg",2005,0.142543884721006
"1249","Luxembourg",2006,0.138032741186362
"1250","Luxembourg",2007,0.133704119129317
"1251","Luxembourg",2008,0.129493105575491
"1252","Luxembourg",2009,0.125419321838836
"1253","Luxembourg",2010,0.121471609690782
"1254","Luxembourg",2011,0.117616619521843
"1255","Luxembourg",2012,0.113925894879701
"1256","Luxembourg",2013,0.11049757163198
"1257","Luxembourg",2014,0.107206333664164
"1258","Luxembourg",2015,0.10402808745344
"1259","Maldives",2000,0.819364722621954
"1260","Maldives",2001,0.799181226125618
"1261","Maldives",2002,0.780726299346346
"1262","Maldives",2003,0.76352297408043
"1263","Maldives",2004,0.747047521272462
"1264","Maldives",2005,0.731055558824242
"1265","Maldives",2007,0.712754920026052
"1266","Maldives",2008,0.707748666082663
"1267","Maldives",2010,0.698832790445168
"1268","Maldives",2011,0.694679768575944
"1269","Malta",1985,0.111405887350627
"1270","Malta",1986,0.10934100905317
"1271","Malta",1987,0.108229022592871
"1272","Malta",1988,0.106676724823177
"1273","Malta",1989,0.105379304384863
"1274","Malta",1990,0.104055882541593
"1275","Malta",1991,0.104522054044577
"1276","Malta",1992,0.103248270271402
"1277","Malta",1993,0.102001474677303
"1278","Malta",1994,0.100526483680177
"1279","Malta",1995,0.0990777063563167
"1280","Malta",1996,0.0962202865586256
"1281","Malta",1997,0.0929449402256272
"1282","Malta",1998,0.0894762606783795
"1283","Malta",1999,0.0862680363666019
"1284","Malta",2000,0.0820868155411013
"1285","Malta",2001,0.0780559288825558
"1286","Malta",2002,0.0750259709392534
"1287","Malta",2003,0.0721651940516589
"1288","Malta",2004,0.0694530858266456
"1289","Malta",2005,0.0668138459615945
"1290","Malta",2006,0.0652628361383176
"1291","Malta",2007,0.0644637779876258
"1292","Malta",2008,0.0636936308931921
"1293","Malta",2009,0.0629453349376626
"1294","Malta",2010,0.0622154703126978
"1295","Malta",2011,0.0615225112505802
"1296","Malta",2012,0.0609186273453609
"1297","Malta",2013,0.0605121558169389
"1298","Malta",2014,0.0604290992458047
"1299","Malta",2015,0.0605423755229667
"1300","Mauritius",1985,0.666277262534228
"1301","Mauritius",1986,0.656805860365371
"1302","Mauritius",1987,0.648582630766344
"1303","Mauritius",1988,0.639826335322881
"1304","Mauritius",1989,0.635736267835494
"1305","Mauritius",1990,0.631146922593856
"1306","Mauritius",1991,0.641440527192701
"1307","Mauritius",1992,0.644362918524814
"1308","Mauritius",1993,0.64665173051056
"1309","Mauritius",1994,0.64740167824663
"1310","Mauritius",1995,0.648347440322395
"1311","Mauritius",1996,0.647790303728338
"1312","Mauritius",1997,0.646521057110747
"1313","Mauritius",1998,0.645439300945824
"1314","Mauritius",1999,0.644986910027907
"1315","Mauritius",2000,0.644305228610874
"1316","Mauritius",2001,0.642836695517462
"1317","Mauritius",2002,0.642085804570662
"1318","Mauritius",2003,0.640603899344006
"1319","Mauritius",2004,0.639528706581137
"1320","Mauritius",2005,0.638284005555042
"1321","Mauritius",2006,0.636023040925903
"1322","Mauritius",2007,0.634548471944991
"1323","Mauritius",2008,0.631938331563809
"1324","Mauritius",2009,0.627548398001987
"1325","Mauritius",2010,0.627329320509695
"1326","Mauritius",2011,0.625010546698223
"1327","Mauritius",2012,0.624117782589103
"1328","Mauritius",2013,0.644776715173816
"1329","Mauritius",2014,0.64489740973142
"1330","Mauritius",2015,0.645051430966299
"1331","Mauritius",2016,0.752278491344
"1332","Mexico",1985,0.355511642608536
"1333","Mexico",1986,0.348756510466679
"1334","Mexico",1987,0.355870166261159
"1335","Mexico",1988,0.348131230104655
"1336","Mexico",1989,0.340660808858577
"1337","Mexico",1990,0.333841934539616
"1338","Mexico",1991,0.328094232895287
"1339","Mexico",1992,0.327900821563949
"1340","Mexico",1993,0.323146814351934
"1341","Mexico",1994,0.318320997391728
"1342","Mexico",1995,0.313363285877215
"1343","Mexico",1996,0.300642196016231
"1344","Mexico",1997,0.2971884248535
"1345","Mexico",1998,0.293804451560926
"1346","Mexico",1999,0.290418608269999
"1347","Mexico",2000,0.286668800421126
"1348","Mexico",2001,0.282477979926244
"1349","Mexico",2002,0.278242264618938
"1350","Mexico",2003,0.273996985458228
"1351","Mexico",2004,0.269790125161318
"1352","Mexico",2005,0.265680115878
"1353","Mexico",2006,0.261443132670193
"1354","Mexico",2007,0.257360882071282
"1355","Mexico",2008,0.253398629750472
"1356","Mexico",2009,0.24956258313823
"1357","Mexico",2010,0.245827580605672
"1358","Mexico",2011,0.242140072861016
"1359","Mexico",2012,0.238577008357212
"1360","Mexico",2013,0.235069890264849
"1361","Mexico",2014,0.231561205577048
"1362","Mexico",2015,0.228041205903729
"1363","Mongolia",2016,0.44278484399725
"1364","Montenegro",2000,0.433387653390799
"1365","Montenegro",2001,0.424481007277044
"1366","Montenegro",2002,0.415551895816088
"1367","Montenegro",2003,0.405917655846497
"1368","Montenegro",2004,0.399390327771894
"1369","Montenegro",2005,0.395318851985399
"1370","Montenegro",2006,0.391137760178907
"1371","Montenegro",2007,0.386581409803404
"1372","Montenegro",2008,0.381975543855962
"1373","Montenegro",2009,0.377844943307977
"1374","Netherlands",1985,0.354152841826598
"1375","Netherlands",1986,0.349881468374176
"1376","Netherlands",1987,0.345810456136281
"1377","Netherlands",1988,0.341888512172715
"1378","Netherlands",1989,0.337970799826926
"1379","Netherlands",1990,0.334102642721888
"1380","Netherlands",1991,0.327461789932426
"1381","Netherlands",1992,0.318029154173613
"1382","Netherlands",1993,0.308721474072108
"1383","Netherlands",1994,0.299564492970093
"1384","Netherlands",1995,0.290414378166756
"1385","Netherlands",1996,0.281291954534451
"1386","Netherlands",1997,0.272409833918959
"1387","Netherlands",1998,0.26383707302288
"1388","Netherlands",1999,0.255539154831503
"1389","Netherlands",2000,0.2474691352899
"1390","Netherlands",2001,0.236557922823652
"1391","Netherlands",2002,0.222931651341918
"1392","Netherlands",2003,0.209803887262571
"1393","Netherlands",2004,0.197162138633246
"1394","Netherlands",2005,0.18502942052646
"1395","Netherlands",2006,0.174047014262366
"1396","Netherlands",2007,0.164194975755904
"1397","Netherlands",2008,0.154816120034844
"1398","Netherlands",2009,0.145277610938525
"1399","Netherlands",2010,0.136236131743419
"1400","Netherlands",2011,0.128287223508913
"1401","Netherlands",2012,0.120715648671827
"1402","Netherlands",2013,0.114284220978145
"1403","Netherlands",2014,0.109360735605106
"1404","Netherlands",2015,0.103671323456191
"1405","New Zealand",1985,0.175211125913436
"1406","New Zealand",1986,0.174002784441101
"1407","New Zealand",1987,0.171666446238572
"1408","New Zealand",1988,0.169070381948684
"1409","New Zealand",1989,0.166844387086498
"1410","New Zealand",1990,0.164452914982548
"1411","New Zealand",1991,0.164178918137608
"1412","New Zealand",1992,0.162602558226431
"1413","New Zealand",1993,0.160930233126533
"1414","New Zealand",1994,0.159173020282265
"1415","New Zealand",1995,0.157299141235657
"1416","New Zealand",1996,0.15547730357544
"1417","New Zealand",1997,0.154937134765393
"1418","New Zealand",1998,0.153991905335187
"1419","New Zealand",1999,0.151910756512339
"1420","New Zealand",2000,0.150899448217543
"1421","New Zealand",2001,0.149868119477946
"1422","New Zealand",2002,0.149331641884777
"1423","New Zealand",2003,0.148791997470921
"1424","New Zealand",2004,0.147472025721951
