"","Country","Year","unemployment_rate"
"2044","Turkmenistan",2006,3.808000088
"2045","Turkmenistan",2007,3.834000111
"2046","Turkmenistan",2008,3.752000093
"2047","Turkmenistan",2009,3.938999891
"2048","Turkmenistan",2010,4
"2049","Turkmenistan",2011,3.746999979
"2050","Turkmenistan",2012,3.665999889
"2051","Turkmenistan",2013,3.630000114
"2052","Turkmenistan",2014,3.576999903
"2053","Turkmenistan",2015,3.575000048
"2054","Turkmenistan",2016,3.479000092
"2055","Ukraine",1991,5.762000084
"2056","Ukraine",1992,5.493999958
"2057","Ukraine",1993,5.18200016
"2058","Ukraine",1994,5.249000072
"2059","Ukraine",1995,5.619999886
"2060","Ukraine",1996,7.650000095
"2061","Ukraine",1997,8.930000305
"2062","Ukraine",1998,11.31999969
"2063","Ukraine",1999,11.59000015
"2064","Ukraine",2000,11.63000011
"2065","Ukraine",2001,10.94999981
"2066","Ukraine",2002,9.630000114
"2067","Ukraine",2003,9.06000042
"2068","Ukraine",2004,8.590000153
"2069","Ukraine",2005,7.179999828
"2070","Ukraine",2006,6.809999943
"2071","Ukraine",2007,6.349999905
"2072","Ukraine",2008,6.360000134
"2073","Ukraine",2009,8.840000153
"2074","Ukraine",2010,8.100000381
"2075","Ukraine",2011,7.860000134
"2076","Ukraine",2012,7.53000021
"2077","Ukraine",2013,7.170000076
"2078","Ukraine",2014,9.270000458
"2079","Ukraine",2015,9.140000343
"2080","Ukraine",2016,9.350000381
"2081","United Arab Emirates",1991,1.89199996
"2082","United Arab Emirates",1992,1.902999997
"2083","United Arab Emirates",1993,1.909999967
"2084","United Arab Emirates",1994,1.838000059
"2085","United Arab Emirates",1995,1.799999952
"2086","United Arab Emirates",1996,1.927000046
"2087","United Arab Emirates",1997,2.023000002
"2088","United Arab Emirates",1998,2.163000107
"2089","United Arab Emirates",1999,2.226000071
"2090","United Arab Emirates",2000,2.25
"2091","United Arab Emirates",2001,2.549000025
"2092","United Arab Emirates",2002,2.743999958
"2093","United Arab Emirates",2003,2.858999968
"2094","United Arab Emirates",2004,2.980999947
"2095","United Arab Emirates",2005,3.119999886
"2096","United Arab Emirates",2006,3.230999947
"2097","United Arab Emirates",2007,3.342000008
"2098","United Arab Emirates",2008,4.010000229
"2099","United Arab Emirates",2009,4.165999889
"2100","United Arab Emirates",2010,3.694999933
"2101","United Arab Emirates",2011,3.305000067
"2102","United Arab Emirates",2012,2.970999956
"2103","United Arab Emirates",2013,2.618000031
"2104","United Arab Emirates",2014,2.282000065
"2105","United Arab Emirates",2015,1.932999969
"2106","United Arab Emirates",2016,1.636000037
"2107","United Kingdom",1991,8.550000191
"2108","United Kingdom",1992,9.779999733
"2109","United Kingdom",1993,10.35000038
"2110","United Kingdom",1994,9.649999619
"2111","United Kingdom",1995,8.68999958
"2112","United Kingdom",1996,8.18999958
"2113","United Kingdom",1997,7.070000172
"2114","United Kingdom",1998,6.199999809
"2115","United Kingdom",1999,6.039999962
"2116","United Kingdom",2000,5.559999943
"2117","United Kingdom",2001,4.699999809
"2118","United Kingdom",2002,5.039999962
"2119","United Kingdom",2003,4.809999943
"2120","United Kingdom",2004,4.590000153
"2121","United Kingdom",2005,4.75
"2122","United Kingdom",2006,5.349999905
"2123","United Kingdom",2007,5.260000229
"2124","United Kingdom",2008,5.619999886
"2125","United Kingdom",2009,7.539999962
"2126","United Kingdom",2010,7.789999962
"2127","United Kingdom",2011,8.039999962
"2128","United Kingdom",2012,7.889999866
"2129","United Kingdom",2013,7.53000021
"2130","United Kingdom",2014,6.110000134
"2131","United Kingdom",2015,5.300000191
"2132","United Kingdom",2016,4.809999943
"2133","United States",1991,6.829999924
"2134","United States",1992,7.5
"2135","United States",1993,6.920000076
"2136","United States",1994,6.099999905
"2137","United States",1995,5.599999905
"2138","United States",1996,5.400000095
"2139","United States",1997,4.940000057
"2140","United States",1998,4.510000229
"2141","United States",1999,4.21999979
"2142","United States",2000,3.99000001
"2143","United States",2001,4.730000019
"2144","United States",2002,5.78000021
"2145","United States",2003,5.989999771
"2146","United States",2004,5.53000021
"2147","United States",2005,5.079999924
"2148","United States",2006,4.619999886
"2149","United States",2007,4.619999886
"2150","United States",2008,5.78000021
"2151","United States",2009,9.25
"2152","United States",2010,9.630000114
"2153","United States",2011,8.949999809
"2154","United States",2012,8.069999695
"2155","United States",2013,7.380000114
"2156","United States",2014,6.170000076
"2157","United States",2015,5.28000021
"2158","United States",2016,4.869999886
"2159","Uruguay",1991,8.949999809
"2160","Uruguay",1992,8.960000038
"2161","Uruguay",1993,8.350000381
"2162","Uruguay",1994,9.039999962
"2163","Uruguay",1995,10.02000046
"2164","Uruguay",1996,11.93000031
"2165","Uruguay",1997,11.43999958
"2166","Uruguay",1998,9.779999733
"2167","Uruguay",1999,11.28999996
"2168","Uruguay",2000,13.32999992
"2169","Uruguay",2001,14.89999962
"2170","Uruguay",2002,16.90999985
"2171","Uruguay",2003,16.35000038
"2172","Uruguay",2004,12.88099957
"2173","Uruguay",2005,12.19999981
"2174","Uruguay",2006,10.56000042
"2175","Uruguay",2007,9.149999619
"2176","Uruguay",2008,7.699999809
"2177","Uruguay",2009,7.300000191
"2178","Uruguay",2010,7.159999847
"2179","Uruguay",2011,6.309999943
"2180","Uruguay",2012,6.449999809
"2181","Uruguay",2013,6.440000057
"2182","Uruguay",2014,6.550000191
"2183","Uruguay",2015,7.489999771
"2184","Uruguay",2016,7.840000153
"2185","Uzbekistan",1991,6.552999973
"2186","Uzbekistan",1992,6.313000202
"2187","Uzbekistan",1993,6.478000164
"2188","Uzbekistan",1994,6.40899992
"2189","Uzbekistan",1995,6.521999836
"2190","Uzbekistan",1996,8.319999695
"2191","Uzbekistan",1997,8.270999908
"2192","Uzbekistan",1998,8.274999619
"2193","Uzbekistan",1999,8.270000458
"2194","Uzbekistan",2000,8.277000427
"2195","Uzbekistan",2001,8.274999619
"2196","Uzbekistan",2002,8.282999992
"2197","Uzbekistan",2003,8.286000252
"2198","Uzbekistan",2004,8.25399971
"2199","Uzbekistan",2005,8.26099968
"2200","Uzbekistan",2006,8.255999565
"2201","Uzbekistan",2007,8.229000092
"2202","Uzbekistan",2008,8.227999687
"2203","Uzbekistan",2009,8.222999573
"2204","Uzbekistan",2010,8.192000389
"2205","Uzbekistan",2011,8.156999588
"2206","Uzbekistan",2012,8.11400032
"2207","Uzbekistan",2013,8.06400013
"2208","Uzbekistan",2014,8.003000259
"2209","Uzbekistan",2015,7.93900013
"2210","Uzbekistan",2016,7.513999939
