"","Country","Year","fertility_rate"
"2858","Uruguay",2010,2.078
"2859","Uruguay",2011,2.063
"2860","Uruguay",2012,2.048
"2861","Uruguay",2013,2.033
"2862","Uruguay",2014,2.019
"2863","Uruguay",2015,2.007
"2864","Uruguay",2016,1.995
"2865","Uzbekistan",1985,4.585
"2866","Uzbekistan",1986,4.509
"2867","Uzbekistan",1987,4.5
"2868","Uzbekistan",1988,4.28
"2869","Uzbekistan",1989,4.179
"2870","Uzbekistan",1990,4.072
"2871","Uzbekistan",1991,4.199
"2872","Uzbekistan",1992,4.004
"2873","Uzbekistan",1993,3.8
"2874","Uzbekistan",1994,3.537
"2875","Uzbekistan",1995,3.596
"2876","Uzbekistan",1996,3.32
"2877","Uzbekistan",1997,3.082
"2878","Uzbekistan",1998,2.815
"2879","Uzbekistan",1999,2.72
"2880","Uzbekistan",2000,2.58
"2881","Uzbekistan",2001,2.46
"2882","Uzbekistan",2002,2.52
"2883","Uzbekistan",2003,2.36
"2884","Uzbekistan",2004,2.46
"2885","Uzbekistan",2005,2.36
"2886","Uzbekistan",2006,2.39
"2887","Uzbekistan",2007,2.554
"2888","Uzbekistan",2008,2.637
"2889","Uzbekistan",2009,2.53
"2890","Uzbekistan",2010,2.342
"2891","Uzbekistan",2011,2.236
"2892","Uzbekistan",2012,2.193
"2893","Uzbekistan",2013,2.35
"2894","Uzbekistan",2014,2.457
"2895","Uzbekistan",2015,2.491
"2896","Uzbekistan",2016,2.455
