"","Country","Year","fertility_rate"
"2036","Paraguay",1987,4.818
"2037","Paraguay",1988,4.73
"2038","Paraguay",1989,4.639
"2039","Paraguay",1990,4.547
"2040","Paraguay",1991,4.457
"2041","Paraguay",1992,4.368
"2042","Paraguay",1993,4.282
"2043","Paraguay",1994,4.196
"2044","Paraguay",1995,4.108
"2045","Paraguay",1996,4.014
"2046","Paraguay",1997,3.911
"2047","Paraguay",1998,3.798
"2048","Paraguay",1999,3.678
"2049","Paraguay",2000,3.553
"2050","Paraguay",2001,3.431
"2051","Paraguay",2002,3.315
"2052","Paraguay",2003,3.21
"2053","Paraguay",2004,3.119
"2054","Paraguay",2005,3.04
"2055","Paraguay",2006,2.97
"2056","Paraguay",2007,2.907
"2057","Paraguay",2008,2.846
"2058","Paraguay",2009,2.787
"2059","Paraguay",2010,2.73
"2060","Paraguay",2011,2.675
"2061","Paraguay",2012,2.625
"2062","Paraguay",2013,2.581
"2063","Paraguay",2014,2.542
"2064","Paraguay",2015,2.509
"2065","Paraguay",2016,2.48
"2066","Philippines",1985,4.712
"2067","Philippines",1986,4.632
"2068","Philippines",1987,4.554
"2069","Philippines",1988,4.476
"2070","Philippines",1989,4.397
"2071","Philippines",1990,4.32
"2072","Philippines",1991,4.246
"2073","Philippines",1992,4.177
"2074","Philippines",1993,4.113
"2075","Philippines",1994,4.056
"2076","Philippines",1995,4.005
"2077","Philippines",1996,3.961
"2078","Philippines",1997,3.922
"2079","Philippines",1998,3.886
"2080","Philippines",1999,3.85
"2081","Philippines",2000,3.811
"2082","Philippines",2001,3.766
"2083","Philippines",2002,3.712
"2084","Philippines",2003,3.65
"2085","Philippines",2004,3.579
"2086","Philippines",2005,3.503
"2087","Philippines",2006,3.425
"2088","Philippines",2007,3.349
"2089","Philippines",2008,3.278
"2090","Philippines",2009,3.214
"2091","Philippines",2010,3.158
"2092","Philippines",2011,3.109
"2093","Philippines",2012,3.067
"2094","Philippines",2013,3.028
"2095","Philippines",2014,2.992
"2096","Philippines",2015,2.958
"2097","Philippines",2016,2.925
"2098","Poland",1985,2.33
"2099","Poland",1986,2.22
"2100","Poland",1987,2.15
"2101","Poland",1988,2.13
"2102","Poland",1989,2.08
"2103","Poland",1990,2.06
"2104","Poland",1991,2.07
"2105","Poland",1992,1.95
"2106","Poland",1993,1.87
"2107","Poland",1994,1.81
"2108","Poland",1995,1.62
"2109","Poland",1996,1.59
"2110","Poland",1997,1.51
"2111","Poland",1998,1.44
"2112","Poland",1999,1.38
"2113","Poland",2000,1.37
"2114","Poland",2001,1.31
"2115","Poland",2002,1.25
"2116","Poland",2003,1.22
"2117","Poland",2004,1.23
"2118","Poland",2005,1.24
"2119","Poland",2006,1.27
"2120","Poland",2007,1.31
"2121","Poland",2008,1.39
"2122","Poland",2009,1.4
"2123","Poland",2010,1.41
"2124","Poland",2011,1.33
"2125","Poland",2012,1.33
"2126","Poland",2013,1.29
"2127","Poland",2014,1.32
"2128","Poland",2015,1.32
"2129","Poland",2016,1.32
"2130","Portugal",1985,1.72
"2131","Portugal",1986,1.66
"2132","Portugal",1987,1.62
"2133","Portugal",1988,1.61
"2134","Portugal",1989,1.57
"2135","Portugal",1990,1.56
"2136","Portugal",1991,1.56
"2137","Portugal",1992,1.54
"2138","Portugal",1993,1.52
"2139","Portugal",1994,1.45
"2140","Portugal",1995,1.41
"2141","Portugal",1996,1.44
"2142","Portugal",1997,1.47
"2143","Portugal",1998,1.47
"2144","Portugal",1999,1.5
"2145","Portugal",2000,1.55
"2146","Portugal",2001,1.45
"2147","Portugal",2002,1.46
"2148","Portugal",2003,1.44
"2149","Portugal",2004,1.4
"2150","Portugal",2005,1.41
"2151","Portugal",2006,1.37
"2152","Portugal",2007,1.35
"2153","Portugal",2008,1.39
"2154","Portugal",2009,1.34
"2155","Portugal",2010,1.39
"2156","Portugal",2011,1.35
"2157","Portugal",2012,1.28
"2158","Portugal",2013,1.21
"2159","Portugal",2014,1.23
"2160","Portugal",2015,1.31
"2161","Portugal",2016,1.31
"2162","Puerto Rico",1985,2.344
"2163","Puerto Rico",1986,2.308
"2164","Puerto Rico",1987,2.279
"2165","Puerto Rico",1988,2.256
"2166","Puerto Rico",1989,2.236
"2167","Puerto Rico",1990,2.219
"2168","Puerto Rico",1991,2.201
"2169","Puerto Rico",1992,2.179
"2170","Puerto Rico",1993,2.153
"2171","Puerto Rico",1994,2.122
"2172","Puerto Rico",1995,2.086
"2173","Puerto Rico",1996,1.94
"2174","Puerto Rico",1997,1.9
"2175","Puerto Rico",1998,1.9
"2176","Puerto Rico",1999,1.97425
"2177","Puerto Rico",2000,2.0485
"2178","Puerto Rico",2001,1.9346
"2179","Puerto Rico",2002,1.8317
"2180","Puerto Rico",2003,1.7624
"2181","Puerto Rico",2004,1.7822
"2182","Puerto Rico",2005,1.7702
"2183","Puerto Rico",2006,1.7123
"2184","Puerto Rico",2007,1.6505
"2185","Puerto Rico",2008,1.6516
"2186","Puerto Rico",2009,1.6528
"2187","Puerto Rico",2010,1.6235
"2188","Puerto Rico",2011,1.5965
"2189","Puerto Rico",2012,1.5425
"2190","Puerto Rico",2013,1.47
"2191","Puerto Rico",2014,1.432
"2192","Puerto Rico",2015,1.3365
"2193","Puerto Rico",2016,1.3
"2194","Qatar",1985,4.925
"2195","Qatar",1986,4.718
"2196","Qatar",1987,4.516
"2197","Qatar",1988,4.329
"2198","Qatar",1989,4.159
"2199","Qatar",1990,4.013
"2200","Qatar",1991,3.893
"2201","Qatar",1992,3.795
"2202","Qatar",1993,3.714
"2203","Qatar",1994,3.647
"2204","Qatar",1995,3.588
"2205","Qatar",1996,3.532
"2206","Qatar",1997,3.473
"2207","Qatar",1998,3.407
"2208","Qatar",1999,3.329
"2209","Qatar",2000,3.236
"2210","Qatar",2001,3.124
"2211","Qatar",2002,2.996
"2212","Qatar",2003,2.858
"2213","Qatar",2004,2.713
"2214","Qatar",2005,2.569
"2215","Qatar",2006,2.433
"2216","Qatar",2007,2.312
"2217","Qatar",2008,2.211
"2218","Qatar",2009,2.13
"2219","Qatar",2010,2.07
"2220","Qatar",2011,2.027
"2221","Qatar",2012,1.997
"2222","Qatar",2013,1.972
"2223","Qatar",2014,1.95
"2224","Qatar",2015,1.929
"2225","Qatar",2016,1.907
"2226","Romania",1985,2.31
"2227","Romania",1986,2.39
"2228","Romania",1987,2.38
"2229","Romania",1988,2.3
"2230","Romania",1989,2.22
"2231","Romania",1990,1.83
"2232","Romania",1991,1.59
"2233","Romania",1992,1.51
"2234","Romania",1993,1.43
"2235","Romania",1994,1.4
"2236","Romania",1995,1.33
"2237","Romania",1996,1.3
"2238","Romania",1997,1.32
"2239","Romania",1998,1.32
"2240","Romania",1999,1.3
"2241","Romania",2000,1.31
"2242","Romania",2001,1.27
"2243","Romania",2002,1.27
"2244","Romania",2003,1.3
"2245","Romania",2004,1.33
"2246","Romania",2005,1.4
"2247","Romania",2006,1.42
"2248","Romania",2007,1.45
"2249","Romania",2008,1.6
"2250","Romania",2009,1.66
"2251","Romania",2010,1.59
"2252","Romania",2011,1.47
"2253","Romania",2012,1.52
"2254","Romania",2013,1.46
"2255","Romania",2014,1.52
"2256","Romania",2015,1.58
"2257","Romania",2016,1.58
"2258","Russian Federation",1985,2.05
"2259","Russian Federation",1986,2.15
"2260","Russian Federation",1987,2.22
"2261","Russian Federation",1988,2.12
"2262","Russian Federation",1989,2.01
"2263","Russian Federation",1990,1.892
"2264","Russian Federation",1991,1.732
"2265","Russian Federation",1992,1.552
"2266","Russian Federation",1993,1.385
"2267","Russian Federation",1994,1.4
"2268","Russian Federation",1995,1.337
"2269","Russian Federation",1996,1.27
"2270","Russian Federation",1997,1.218
"2271","Russian Federation",1998,1.232
"2272","Russian Federation",1999,1.157
"2273","Russian Federation",2000,1.195
"2274","Russian Federation",2001,1.223
"2275","Russian Federation",2002,1.286
"2276","Russian Federation",2003,1.32
"2277","Russian Federation",2004,1.344
"2278","Russian Federation",2005,1.294
"2279","Russian Federation",2006,1.305
"2280","Russian Federation",2007,1.416
"2281","Russian Federation",2008,1.502
"2282","Russian Federation",2009,1.542
"2283","Russian Federation",2010,1.567
"2284","Russian Federation",2011,1.582
"2285","Russian Federation",2012,1.691
"2286","Russian Federation",2013,1.707
"2287","Russian Federation",2014,1.75
"2288","Russian Federation",2015,1.75
"2289","Russian Federation",2016,1.75
"2290","San Marino",2012,1.26
"2291","Seychelles",1987,3
"2292","Seychelles",1988,2.2918231626677
"2293","Seychelles",1989,2.29116871339508
"2294","Seychelles",1990,2.29051426412245
"2295","Seychelles",1991,2.28985981484983
"2296","Seychelles",1992,2.696
"2297","Seychelles",1993,2.28855091630457
"2298","Seychelles",1994,2.28789646703195
"2299","Seychelles",1995,2.28724201775932
"2300","Seychelles",1996,2.2865875684867
"2301","Seychelles",1997,2.1
"2302","Seychelles",1998,2.04
"2303","Seychelles",1999,2.04
"2304","Seychelles",2000,2.08
"2305","Seychelles",2001,1.98
"2306","Seychelles",2002,2.04
"2307","Seychelles",2003,2.06
"2308","Seychelles",2004,2.01
"2309","Seychelles",2005,2.2
"2310","Seychelles",2006,2.11
"2311","Seychelles",2007,2.24
"2312","Seychelles",2008,2.33
"2313","Seychelles",2009,2.38
"2314","Seychelles",2010,2.17
"2315","Seychelles",2011,2.38
"2316","Seychelles",2012,2.42
"2317","Seychelles",2013,2.37
"2318","Seychelles",2014,2.34
"2319","Seychelles",2015,2.41
"2320","Seychelles",2016,2.78
"2321","Singapore",1985,1.61
"2322","Singapore",1986,1.43
"2323","Singapore",1987,1.62
"2324","Singapore",1988,1.96
"2325","Singapore",1989,1.75
"2326","Singapore",1990,1.83
"2327","Singapore",1991,1.73
"2328","Singapore",1992,1.72
"2329","Singapore",1993,1.74
"2330","Singapore",1994,1.71
"2331","Singapore",1995,1.67
"2332","Singapore",1996,1.66
"2333","Singapore",1997,1.61
"2334","Singapore",1998,1.48
"2335","Singapore",1999,1.47
"2336","Singapore",2000,1.6
"2337","Singapore",2001,1.41
"2338","Singapore",2002,1.37
"2339","Singapore",2003,1.27
"2340","Singapore",2004,1.26
"2341","Singapore",2005,1.26
"2342","Singapore",2006,1.28
"2343","Singapore",2007,1.29
"2344","Singapore",2008,1.28
"2345","Singapore",2009,1.22
"2346","Singapore",2010,1.15
"2347","Singapore",2011,1.2
"2348","Singapore",2012,1.29
"2349","Singapore",2013,1.19
"2350","Singapore",2014,1.25
"2351","Singapore",2015,1.24
"2352","Singapore",2016,1.2
"2353","Slovenia",1985,1.71
"2354","Slovenia",1986,1.67
"2355","Slovenia",1987,1.65
"2356","Slovenia",1988,1.63
"2357","Slovenia",1989,1.52
"2358","Slovenia",1990,1.46
"2359","Slovenia",1991,1.42
"2360","Slovenia",1992,1.33
"2361","Slovenia",1993,1.33
"2362","Slovenia",1994,1.32
"2363","Slovenia",1995,1.29
"2364","Slovenia",1996,1.28
"2365","Slovenia",1997,1.25
"2366","Slovenia",1998,1.23
"2367","Slovenia",1999,1.21
"2368","Slovenia",2000,1.26
"2369","Slovenia",2001,1.21
"2370","Slovenia",2002,1.21
"2371","Slovenia",2003,1.2
"2372","Slovenia",2004,1.25
"2373","Slovenia",2005,1.26
"2374","Slovenia",2006,1.31
"2375","Slovenia",2007,1.38
"2376","Slovenia",2008,1.53
"2377","Slovenia",2009,1.53
"2378","Slovenia",2010,1.57
"2379","Slovenia",2011,1.56
"2380","Slovenia",2012,1.58
"2381","Slovenia",2013,1.55
"2382","Slovenia",2014,1.58
"2383","Slovenia",2015,1.57
"2384","Slovenia",2016,1.57
"2385","South Africa",1985,4.315
"2386","South Africa",1986,4.19
"2387","South Africa",1987,4.059
"2388","South Africa",1988,3.924
"2389","South Africa",1989,3.788
"2390","South Africa",1990,3.654
"2391","South Africa",1991,3.525
"2392","South Africa",1992,3.405
"2393","South Africa",1993,3.294
"2394","South Africa",1994,3.196
"2395","South Africa",1995,3.11
"2396","South Africa",1996,3.036
"2397","South Africa",1997,2.973
"2398","South Africa",1998,2.918
"2399","South Africa",1999,2.871
"2400","South Africa",2000,2.829
"2401","South Africa",2001,2.792
"2402","South Africa",2002,2.759
"2403","South Africa",2003,2.729
"2404","South Africa",2004,2.702
"2405","South Africa",2005,2.677
"2406","South Africa",2006,2.655
"2407","South Africa",2007,2.636
"2408","South Africa",2008,2.619
"2409","South Africa",2009,2.603
"2410","South Africa",2010,2.588
"2411","South Africa",2011,2.572
"2412","South Africa",2012,2.554
"2413","South Africa",2013,2.533
"2414","South Africa",2014,2.51
"2415","South Africa",2015,2.485
"2416","South Africa",2016,2.458
"2417","Spain",1985,1.64
"2418","Spain",1986,1.56
"2419","Spain",1987,1.49
"2420","Spain",1988,1.45
"2421","Spain",1989,1.4
"2422","Spain",1990,1.36
"2423","Spain",1991,1.33
"2424","Spain",1992,1.31
"2425","Spain",1993,1.26
"2426","Spain",1994,1.19
"2427","Spain",1995,1.16
"2428","Spain",1996,1.14
"2429","Spain",1997,1.15
"2430","Spain",1998,1.13
"2431","Spain",1999,1.17
"2432","Spain",2000,1.22
"2433","Spain",2001,1.23
"2434","Spain",2002,1.25
"2435","Spain",2003,1.3
"2436","Spain",2004,1.31
"2437","Spain",2005,1.33
"2438","Spain",2006,1.36
"2439","Spain",2007,1.38
"2440","Spain",2008,1.45
"2441","Spain",2009,1.38
"2442","Spain",2010,1.37
"2443","Spain",2011,1.34
"2444","Spain",2012,1.32
"2445","Spain",2013,1.27
"2446","Spain",2014,1.32
"2447","Spain",2015,1.33
"2448","Spain",2016,1.33
"2449","Sri Lanka",1985,2.904
"2450","Sri Lanka",1986,2.8
"2451","Sri Lanka",1987,2.703
"2452","Sri Lanka",1988,2.617
"2453","Sri Lanka",1989,2.544
"2454","Sri Lanka",1990,2.483
"2455","Sri Lanka",1991,2.433
"2456","Sri Lanka",1992,2.39
"2457","Sri Lanka",1993,2.353
"2458","Sri Lanka",1994,2.32
"2459","Sri Lanka",1995,2.291
"2460","Sri Lanka",1996,2.268
"2461","Sri Lanka",1997,2.252
"2462","Sri Lanka",1998,2.242
"2463","Sri Lanka",1999,2.239
"2464","Sri Lanka",2000,2.241
"2465","Sri Lanka",2001,2.247
"2466","Sri Lanka",2002,2.257
"2467","Sri Lanka",2003,2.268
"2468","Sri Lanka",2004,2.278
"2469","Sri Lanka",2005,2.284
"2470","Sri Lanka",2006,2.283
"2471","Sri Lanka",2007,2.274
"2472","Sri Lanka",2008,2.257
"2473","Sri Lanka",2009,2.232
"2474","Sri Lanka",2010,2.203
"2475","Sri Lanka",2011,2.17
"2476","Sri Lanka",2012,2.138
"2477","Sri Lanka",2013,2.109
"2478","Sri Lanka",2014,2.083
"2479","Sri Lanka",2015,2.063
"2480","Sri Lanka",2016,2.046
"2481","Suriname",1985,3.505
"2482","Suriname",1986,3.445
"2483","Suriname",1987,3.391
"2484","Suriname",1988,3.345
"2485","Suriname",1989,3.304
"2486","Suriname",1990,3.267
"2487","Suriname",1991,3.232
"2488","Suriname",1992,3.197
"2489","Suriname",1993,3.16
"2490","Suriname",1994,3.12
"2491","Suriname",1995,3.077
"2492","Suriname",1996,3.033
"2493","Suriname",1997,2.988
"2494","Suriname",1998,2.944
"2495","Suriname",1999,2.902
"2496","Suriname",2000,2.861
"2497","Suriname",2001,2.821
"2498","Suriname",2002,2.783
"2499","Suriname",2003,2.745
"2500","Suriname",2004,2.708
"2501","Suriname",2005,2.672
"2502","Suriname",2006,2.638
"2503","Suriname",2007,2.606
"2504","Suriname",2008,2.575
"2505","Suriname",2009,2.547
"2506","Suriname",2010,2.52
"2507","Suriname",2011,2.495
"2508","Suriname",2012,2.47
"2509","Suriname",2013,2.445
"2510","Suriname",2014,2.421
"2511","Suriname",2015,2.396
"2512","Suriname",2016,2.372
"2513","Sweden",1985,1.74
"2514","Sweden",1986,1.8
"2515","Sweden",1987,1.84
"2516","Sweden",1988,1.96
"2517","Sweden",1989,2.01
"2518","Sweden",1990,2.13
"2519","Sweden",1991,2.11
"2520","Sweden",1992,2.09
"2521","Sweden",1993,1.99
"2522","Sweden",1994,1.88
"2523","Sweden",1995,1.73
"2524","Sweden",1996,1.6
"2525","Sweden",1997,1.52
"2526","Sweden",1998,1.5
"2527","Sweden",1999,1.5
"2528","Sweden",2000,1.54
"2529","Sweden",2001,1.57
"2530","Sweden",2002,1.65
"2531","Sweden",2003,1.71
"2532","Sweden",2004,1.75
"2533","Sweden",2005,1.77
"2534","Sweden",2006,1.85
"2535","Sweden",2007,1.88
"2536","Sweden",2008,1.91
"2537","Sweden",2009,1.94
"2538","Sweden",2010,1.98
"2539","Sweden",2011,1.9
"2540","Sweden",2012,1.91
"2541","Sweden",2013,1.89
"2542","Sweden",2014,1.88
"2543","Sweden",2015,1.85
"2544","Sweden",2016,1.85
"2545","Switzerland",1985,1.52
"2546","Switzerland",1986,1.53
"2547","Switzerland",1987,1.52
"2548","Switzerland",1988,1.57
"2549","Switzerland",1989,1.56
"2550","Switzerland",1990,1.58
"2551","Switzerland",1991,1.58
"2552","Switzerland",1992,1.58
"2553","Switzerland",1993,1.51
"2554","Switzerland",1994,1.49
"2555","Switzerland",1995,1.48
"2556","Switzerland",1996,1.5
"2557","Switzerland",1997,1.48
"2558","Switzerland",1998,1.47
"2559","Switzerland",1999,1.48
"2560","Switzerland",2000,1.5
"2561","Switzerland",2001,1.38
"2562","Switzerland",2002,1.39
"2563","Switzerland",2003,1.39
"2564","Switzerland",2004,1.42
"2565","Switzerland",2005,1.42
"2566","Switzerland",2006,1.44
"2567","Switzerland",2007,1.46
"2568","Switzerland",2008,1.48
"2569","Switzerland",2009,1.5
"2570","Switzerland",2010,1.52
"2571","Switzerland",2011,1.52
"2572","Switzerland",2012,1.52
"2573","Switzerland",2013,1.52
"2574","Switzerland",2014,1.54
"2575","Switzerland",2015,1.54
"2576","Switzerland",2016,1.54
"2577","Thailand",1985,2.571
"2578","Thailand",1986,2.451
"2579","Thailand",1987,2.346
"2580","Thailand",1988,2.256
"2581","Thailand",1989,2.179
"2582","Thailand",1990,2.113
"2583","Thailand",1991,2.055
"2584","Thailand",1992,2.003
"2585","Thailand",1993,1.956
"2586","Thailand",1994,1.911
"2587","Thailand",1995,1.867
"2588","Thailand",1996,1.823
"2589","Thailand",1997,1.781
"2590","Thailand",1998,1.742
"2591","Thailand",1999,1.705
"2592","Thailand",2000,1.671
"2593","Thailand",2001,1.641
"2594","Thailand",2002,1.616
"2595","Thailand",2003,1.595
"2596","Thailand",2004,1.58
"2597","Thailand",2005,1.568
"2598","Thailand",2006,1.561
"2599","Thailand",2007,1.557
"2600","Thailand",2008,1.553
"2601","Thailand",2009,1.551
"2602","Thailand",2010,1.547
"2603","Thailand",2011,1.542
"2604","Thailand",2012,1.534
"2605","Thailand",2013,1.524
"2606","Thailand",2014,1.512
"2607","Thailand",2015,1.498
"2608","Thailand",2016,1.482
"2609","Trinidad and Tobago",1985,3.06
"2610","Trinidad and Tobago",1986,2.949
"2611","Trinidad and Tobago",1987,2.827
"2612","Trinidad and Tobago",1988,2.7
"2613","Trinidad and Tobago",1989,2.574
"2614","Trinidad and Tobago",1990,2.453
"2615","Trinidad and Tobago",1991,2.339
"2616","Trinidad and Tobago",1992,2.231
"2617","Trinidad and Tobago",1993,2.131
"2618","Trinidad and Tobago",1994,2.04
"2619","Trinidad and Tobago",1995,1.961
"2620","Trinidad and Tobago",1996,1.896
"2621","Trinidad and Tobago",1997,1.843
"2622","Trinidad and Tobago",1998,1.801
"2623","Trinidad and Tobago",1999,1.772
"2624","Trinidad and Tobago",2000,1.753
"2625","Trinidad and Tobago",2001,1.744
"2626","Trinidad and Tobago",2002,1.744
"2627","Trinidad and Tobago",2003,1.749
"2628","Trinidad and Tobago",2004,1.758
"2629","Trinidad and Tobago",2005,1.769
"2630","Trinidad and Tobago",2006,1.78
"2631","Trinidad and Tobago",2007,1.79
"2632","Trinidad and Tobago",2008,1.799
"2633","Trinidad and Tobago",2009,1.804
"2634","Trinidad and Tobago",2010,1.806
"2635","Trinidad and Tobago",2011,1.804
"2636","Trinidad and Tobago",2012,1.798
"2637","Trinidad and Tobago",2013,1.789
"2638","Trinidad and Tobago",2014,1.778
"2639","Trinidad and Tobago",2015,1.766
"2640","Trinidad and Tobago",2016,1.752
"2641","Turkey",1985,3.741
"2642","Turkey",1986,3.598
"2643","Turkey",1987,3.461
"2644","Turkey",1988,3.331
"2645","Turkey",1989,3.213
"2646","Turkey",1990,3.107
"2647","Turkey",1991,3.016
"2648","Turkey",1992,2.937
"2649","Turkey",1993,2.868
"2650","Turkey",1994,2.809
"2651","Turkey",1995,2.755
"2652","Turkey",1996,2.705
"2653","Turkey",1997,2.657
"2654","Turkey",1998,2.607
"2655","Turkey",1999,2.556
"2656","Turkey",2000,2.503
"2657","Turkey",2001,2.451
"2658","Turkey",2002,2.4
"2659","Turkey",2003,2.353
"2660","Turkey",2004,2.31
"2661","Turkey",2005,2.273
"2662","Turkey",2006,2.241
"2663","Turkey",2007,2.214
"2664","Turkey",2008,2.192
"2665","Turkey",2009,2.172
"2666","Turkey",2010,2.155
"2667","Turkey",2011,2.139
"2668","Turkey",2012,2.124
"2669","Turkey",2013,2.108
"2670","Turkey",2014,2.09
"2671","Turkey",2015,2.072
"2672","Turkey",2016,2.053
"2673","Turkmenistan",1985,4.65
"2674","Turkmenistan",1986,4.603
"2675","Turkmenistan",1987,4.557
"2676","Turkmenistan",1988,4.504
"2677","Turkmenistan",1989,4.436
"2678","Turkmenistan",1990,4.344
"2679","Turkmenistan",1991,4.222
"2680","Turkmenistan",1992,4.071
"2681","Turkmenistan",1993,3.898
"2682","Turkmenistan",1994,3.707
"2683","Turkmenistan",1995,3.512
"2684","Turkmenistan",1996,3.323
"2685","Turkmenistan",1997,3.154
"2686","Turkmenistan",1998,3.013
"2687","Turkmenistan",1999,2.903
"2688","Turkmenistan",2000,2.824
"2689","Turkmenistan",2001,2.77
"2690","Turkmenistan",2002,2.73
"2691","Turkmenistan",2003,2.698
"2692","Turkmenistan",2004,2.671
"2693","Turkmenistan",2005,2.654
"2694","Turkmenistan",2006,2.653
"2695","Turkmenistan",2007,2.672
"2696","Turkmenistan",2008,2.712
"2697","Turkmenistan",2009,2.769
"2698","Turkmenistan",2010,2.833
"2699","Turkmenistan",2011,2.892
"2700","Turkmenistan",2012,2.936
"2701","Turkmenistan",2013,2.958
"2702","Turkmenistan",2014,2.956
"2703","Turkmenistan",2015,2.931
"2704","Turkmenistan",2016,2.888
"2705","Ukraine",1985,2.06
"2706","Ukraine",1986,2.08
"2707","Ukraine",1987,2.05
"2708","Ukraine",1988,2.02
"2709","Ukraine",1989,1.92
"2710","Ukraine",1990,1.844
"2711","Ukraine",1991,1.773
"2712","Ukraine",1992,1.674
"2713","Ukraine",1993,1.563
"2714","Ukraine",1994,1.47
"2715","Ukraine",1995,1.397
"2716","Ukraine",1996,1.332
"2717","Ukraine",1997,1.27
"2718","Ukraine",1998,1.207
"2719","Ukraine",1999,1.121
"2720","Ukraine",2000,1.11
"2721","Ukraine",2001,1.085
"2722","Ukraine",2002,1.126
"2723","Ukraine",2003,1.172
"2724","Ukraine",2004,1.218
"2725","Ukraine",2005,1.213
"2726","Ukraine",2006,1.31
"2727","Ukraine",2007,1.345
"2728","Ukraine",2008,1.458
"2729","Ukraine",2009,1.473
"2730","Ukraine",2010,1.443
"2731","Ukraine",2011,1.459
"2732","Ukraine",2012,1.531
"2733","Ukraine",2013,1.506
"2734","Ukraine",2014,1.498
"2735","Ukraine",2015,1.506
"2736","Ukraine",2016,1.466
"2737","United Arab Emirates",1985,5.139
"2738","United Arab Emirates",1986,5.047
"2739","United Arab Emirates",1987,4.934
"2740","United Arab Emirates",1988,4.797
"2741","United Arab Emirates",1989,4.636
"2742","United Arab Emirates",1990,4.454
"2743","United Arab Emirates",1991,4.253
"2744","United Arab Emirates",1992,4.041
"2745","United Arab Emirates",1993,3.827
"2746","United Arab Emirates",1994,3.618
"2747","United Arab Emirates",1995,3.418
"2748","United Arab Emirates",1996,3.232
"2749","United Arab Emirates",1997,3.062
"2750","United Arab Emirates",1998,2.907
"2751","United Arab Emirates",1999,2.768
"2752","United Arab Emirates",2000,2.644
"2753","United Arab Emirates",2001,2.532
"2754","United Arab Emirates",2002,2.428
"2755","United Arab Emirates",2003,2.33
"2756","United Arab Emirates",2004,2.238
"2757","United Arab Emirates",2005,2.151
"2758","United Arab Emirates",2006,2.073
"2759","United Arab Emirates",2007,2.005
"2760","United Arab Emirates",2008,1.949
"2761","United Arab Emirates",2009,1.904
"2762","United Arab Emirates",2010,1.869
"2763","United Arab Emirates",2011,1.841
"2764","United Arab Emirates",2012,1.82
"2765","United Arab Emirates",2013,1.801
"2766","United Arab Emirates",2014,1.783
"2767","United Arab Emirates",2015,1.765
"2768","United Arab Emirates",2016,1.748
"2769","United Kingdom",1985,1.79
"2770","United Kingdom",1986,1.78
"2771","United Kingdom",1987,1.81
"2772","United Kingdom",1988,1.82
"2773","United Kingdom",1989,1.79
"2774","United Kingdom",1990,1.83
"2775","United Kingdom",1991,1.82
"2776","United Kingdom",1992,1.79
"2777","United Kingdom",1993,1.76
"2778","United Kingdom",1994,1.74
"2779","United Kingdom",1995,1.71
"2780","United Kingdom",1996,1.73
"2781","United Kingdom",1997,1.72
"2782","United Kingdom",1998,1.71
"2783","United Kingdom",1999,1.68
"2784","United Kingdom",2000,1.64
"2785","United Kingdom",2001,1.63
"2786","United Kingdom",2002,1.63
"2787","United Kingdom",2003,1.7
"2788","United Kingdom",2004,1.75
"2789","United Kingdom",2005,1.76
"2790","United Kingdom",2006,1.82
"2791","United Kingdom",2007,1.86
"2792","United Kingdom",2008,1.91
"2793","United Kingdom",2009,1.89
"2794","United Kingdom",2010,1.92
"2795","United Kingdom",2011,1.91
"2796","United Kingdom",2012,1.92
"2797","United Kingdom",2013,1.83
"2798","United Kingdom",2014,1.81
"2799","United Kingdom",2015,1.8
"2800","United Kingdom",2016,1.8
"2801","United States",1985,1.844
"2802","United States",1986,1.8375
"2803","United States",1987,1.872
"2804","United States",1988,1.934
"2805","United States",1989,2.014
"2806","United States",1990,2.081
"2807","United States",1991,2.0625
"2808","United States",1992,2.046
"2809","United States",1993,2.0195
"2810","United States",1994,2.0015
"2811","United States",1995,1.978
"2812","United States",1996,1.976
"2813","United States",1997,1.971
"2814","United States",1998,1.999
"2815","United States",1999,2.0075
"2816","United States",2000,2.056
"2817","United States",2001,2.0305
"2818","United States",2002,2.0205
"2819","United States",2003,2.0475
"2820","United States",2004,2.0515
"2821","United States",2005,2.057
"2822","United States",2006,2.108
"2823","United States",2007,2.12
"2824","United States",2008,2.072
"2825","United States",2009,2.002
"2826","United States",2010,1.931
"2827","United States",2011,1.8945
"2828","United States",2012,1.8805
"2829","United States",2013,1.8575
"2830","United States",2014,1.8625
"2831","United States",2015,1.8435
"2832","United States",2016,1.8
"2833","Uruguay",1985,2.53
"2834","Uruguay",1986,2.524
"2835","Uruguay",1987,2.524
"2836","Uruguay",1988,2.525
"2837","Uruguay",1989,2.525
"2838","Uruguay",1990,2.52
"2839","Uruguay",1991,2.509
"2840","Uruguay",1992,2.49
"2841","Uruguay",1993,2.465
"2842","Uruguay",1994,2.435
"2843","Uruguay",1995,2.4
"2844","Uruguay",1996,2.363
"2845","Uruguay",1997,2.327
"2846","Uruguay",1998,2.294
"2847","Uruguay",1999,2.266
"2848","Uruguay",2000,2.242
"2849","Uruguay",2001,2.222
"2850","Uruguay",2002,2.205
"2851","Uruguay",2003,2.189
"2852","Uruguay",2004,2.174
"2853","Uruguay",2005,2.158
"2854","Uruguay",2006,2.142
"2855","Uruguay",2007,2.126
"2856","Uruguay",2008,2.11
"2857","Uruguay",2009,2.094
