"","Country","Year","male_life_expectancy"
"2174","Puerto Rico",1998,70.548
"2175","Puerto Rico",1999,71.008
"2176","Puerto Rico",2000,72.66
"2177","Puerto Rico",2001,72.94
"2178","Puerto Rico",2002,73.58
"2179","Puerto Rico",2003,74.12
"2180","Puerto Rico",2004,74.21
"2181","Puerto Rico",2005,74.34
"2182","Puerto Rico",2006,74.47
"2183","Puerto Rico",2007,74.46
"2184","Puerto Rico",2008,74.023
"2185","Puerto Rico",2009,74.262
"2186","Puerto Rico",2010,74.515
"2187","Puerto Rico",2011,74.779
"2188","Puerto Rico",2012,75.043
"2189","Puerto Rico",2013,75.303
"2190","Puerto Rico",2014,75.555
"2191","Puerto Rico",2015,75.801
"2192","Puerto Rico",2016,76.041
"2193","Qatar",1985,73.14
"2194","Qatar",1986,73.359
"2195","Qatar",1987,73.564
"2196","Qatar",1988,73.755
"2197","Qatar",1989,73.934
"2198","Qatar",1990,74.102
"2199","Qatar",1991,74.26
"2200","Qatar",1992,74.407
"2201","Qatar",1993,74.544
"2202","Qatar",1994,74.675
"2203","Qatar",1995,74.799
"2204","Qatar",1996,74.919
"2205","Qatar",1997,75.036
"2206","Qatar",1998,75.15
"2207","Qatar",1999,75.261
"2208","Qatar",2000,75.365
"2209","Qatar",2001,75.459
"2210","Qatar",2002,75.542
"2211","Qatar",2003,75.613
"2212","Qatar",2004,75.679
"2213","Qatar",2005,75.746
"2214","Qatar",2006,75.826
"2215","Qatar",2007,75.925
"2216","Qatar",2008,76.047
"2217","Qatar",2009,76.193
"2218","Qatar",2010,76.36
"2219","Qatar",2011,76.541
"2220","Qatar",2012,76.727
"2221","Qatar",2013,76.909
"2222","Qatar",2014,77.084
"2223","Qatar",2015,77.251
"2224","Qatar",2016,77.411
"2225","Romania",1985,66.78
"2226","Romania",1986,66.55
"2227","Romania",1987,66.3
"2228","Romania",1988,66.51
"2229","Romania",1989,66.56
"2230","Romania",1990,66.59
"2231","Romania",1991,66.56
"2232","Romania",1992,66.56
"2233","Romania",1993,66.1
"2234","Romania",1994,65.9
"2235","Romania",1995,65.7
"2236","Romania",1996,65.3
"2237","Romania",1997,65.2
"2238","Romania",1998,66.1
"2239","Romania",1999,67
"2240","Romania",2000,67.7
"2241","Romania",2001,67.6
"2242","Romania",2002,67.4
"2243","Romania",2003,67.7
"2244","Romania",2004,68.0333
"2245","Romania",2005,68.3667
"2246","Romania",2006,68.7
"2247","Romania",2007,69.2
"2248","Romania",2008,69.2
"2249","Romania",2009,69.7
"2250","Romania",2010,69.8
"2251","Romania",2011,70.8
"2252","Romania",2012,70.9
"2253","Romania",2013,71.6
"2254","Romania",2014,71.4
"2255","Romania",2015,71.5
"2256","Romania",2016,71.5
"2257","Russian Federation",1985,62.73
"2258","Russian Federation",1986,64.78
"2259","Russian Federation",1987,64.84
"2260","Russian Federation",1988,64.64
"2261","Russian Federation",1989,64.24
"2262","Russian Federation",1990,63.73
"2263","Russian Federation",1991,63.45
"2264","Russian Federation",1992,62
"2265","Russian Federation",1993,58.97
"2266","Russian Federation",1994,57.55
"2267","Russian Federation",1995,58.12
"2268","Russian Federation",1996,59.62
"2269","Russian Federation",1997,60.85
"2270","Russian Federation",1998,61.22
"2271","Russian Federation",1999,59.87
"2272","Russian Federation",2000,59.03
"2273","Russian Federation",2001,58.92
"2274","Russian Federation",2002,58.68
"2275","Russian Federation",2003,58.56
"2276","Russian Federation",2004,58.91
"2277","Russian Federation",2005,58.92
"2278","Russian Federation",2006,60.43
"2279","Russian Federation",2007,61.46
"2280","Russian Federation",2008,61.92
"2281","Russian Federation",2009,62.87
"2282","Russian Federation",2010,63.09
"2283","Russian Federation",2011,64.04
"2284","Russian Federation",2012,64.56
"2285","Russian Federation",2013,65.13
"2286","Russian Federation",2014,65.29
"2287","Russian Federation",2015,65.9
"2288","Russian Federation",2016,66.51
"2289","San Marino",2012,84.1
"2290","Seychelles",1985,63.6
"2291","Seychelles",1986,64.9
"2292","Seychelles",1987,63.7
"2293","Seychelles",1988,64.8
"2294","Seychelles",1989,62.8
"2295","Seychelles",1990,62.4
"2296","Seychelles",1991,65.2
"2297","Seychelles",1992,65.8
"2298","Seychelles",1993,64.2
"2299","Seychelles",1994,65.9
"2300","Seychelles",1995,65.8
"2301","Seychelles",1996,66
"2302","Seychelles",1997,65.7
"2303","Seychelles",1998,67.6
"2304","Seychelles",1999,67.4
"2305","Seychelles",2000,67.9
"2306","Seychelles",2001,67.4
"2307","Seychelles",2002,66.6
"2308","Seychelles",2003,66.2
"2309","Seychelles",2004,69.1
"2310","Seychelles",2005,67.4
"2311","Seychelles",2006,68.9
"2312","Seychelles",2007,68.9
"2313","Seychelles",2008,67.7
"2314","Seychelles",2009,68.4
"2315","Seychelles",2010,69.1
"2316","Seychelles",2011,67.7
"2317","Seychelles",2012,69.3
"2318","Seychelles",2013,69.9
"2319","Seychelles",2014,68.4
"2320","Seychelles",2015,70.1
"2321","Seychelles",2016,68.7
"2322","Singapore",1985,71.5
"2323","Singapore",1986,72.1
"2324","Singapore",1987,72.5
"2325","Singapore",1988,72.6
"2326","Singapore",1989,72.8
"2327","Singapore",1990,73.1
"2328","Singapore",1991,73.5
"2329","Singapore",1992,73.8
"2330","Singapore",1993,73.9
"2331","Singapore",1994,74.1
"2332","Singapore",1995,74.1
"2333","Singapore",1996,74.4
"2334","Singapore",1997,74.8
"2335","Singapore",1998,75.3
"2336","Singapore",1999,75.6
"2337","Singapore",2000,76
"2338","Singapore",2001,76.3
"2339","Singapore",2002,76.6
"2340","Singapore",2003,76.6
"2341","Singapore",2004,77.1
"2342","Singapore",2005,77.6
"2343","Singapore",2006,77.8
"2344","Singapore",2007,78.1
"2345","Singapore",2008,78.4
"2346","Singapore",2009,78.9
"2347","Singapore",2010,79.2
"2348","Singapore",2011,79.5
"2349","Singapore",2012,79.8
"2350","Singapore",2013,80.1
"2351","Singapore",2014,80.3
"2352","Singapore",2015,80.5
"2353","Singapore",2016,80.6
"2354","Slovenia",1985,67.4
"2355","Slovenia",1986,67.9
"2356","Slovenia",1987,68.1
"2357","Slovenia",1988,68.3
"2358","Slovenia",1989,68.9
"2359","Slovenia",1990,69.4
"2360","Slovenia",1991,69.5
"2361","Slovenia",1992,69.5
"2362","Slovenia",1993,69.4
"2363","Slovenia",1994,69.6
"2364","Slovenia",1995,70.3
"2365","Slovenia",1996,70.8
"2366","Slovenia",1997,71
"2367","Slovenia",1998,71.1
"2368","Slovenia",1999,71.4
"2369","Slovenia",2000,71.9
"2370","Slovenia",2001,72.1
"2371","Slovenia",2002,72.3
"2372","Slovenia",2003,73.2
"2373","Slovenia",2004,73.5
"2374","Slovenia",2005,74.1
"2375","Slovenia",2006,74.55
"2376","Slovenia",2007,75
"2377","Slovenia",2008,75.4
"2378","Slovenia",2009,75.8
"2379","Slovenia",2010,76.3
"2380","Slovenia",2011,76.8
"2381","Slovenia",2012,77.1
"2382","Slovenia",2013,77.2
"2383","Slovenia",2014,78.2
"2384","Slovenia",2015,77.8
"2385","Slovenia",2016,77.8
"2386","South Africa",1985,56.291
"2387","South Africa",1986,56.792
"2388","South Africa",1987,57.298
"2389","South Africa",1988,57.771
"2390","South Africa",1989,58.18
"2391","South Africa",1990,58.483
"2392","South Africa",1991,58.645
"2393","South Africa",1992,58.653
"2394","South Africa",1993,58.499
"2395","South Africa",1994,58.182
"2396","South Africa",1995,57.688
"2397","South Africa",1996,57.012
"2398","South Africa",1997,56.187
"2399","South Africa",1998,55.263
"2400","South Africa",1999,54.291
"2401","South Africa",2000,53.321
"2402","South Africa",2001,52.401
"2403","South Africa",2002,51.573
"2404","South Africa",2003,50.888
"2405","South Africa",2004,50.393
"2406","South Africa",2005,50.15
"2407","South Africa",2006,50.209
"2408","South Africa",2007,50.558
"2409","South Africa",2008,51.167
"2410","South Africa",2009,52.002
"2411","South Africa",2010,53.014
"2412","South Africa",2011,54.144
"2413","South Africa",2012,55.317
"2414","South Africa",2013,56.463
"2415","South Africa",2014,57.526
"2416","South Africa",2015,58.458
"2417","South Africa",2016,59.231
"2418","Spain",1985,73.04
"2419","Spain",1986,73.33
"2420","Spain",1987,73.45
"2421","Spain",1988,73.43
"2422","Spain",1989,73.36
"2423","Spain",1990,73.34
"2424","Spain",1991,73.42
"2425","Spain",1992,73.81
"2426","Spain",1993,74.01
"2427","Spain",1994,74.36
"2428","Spain",1995,74.41
"2429","Spain",1996,74.54
"2430","Spain",1997,75.17
"2431","Spain",1998,75.3
"2432","Spain",1999,75.4
"2433","Spain",2000,75.6
"2434","Spain",2001,76.1
"2435","Spain",2002,76.3
"2436","Spain",2003,76.4
"2437","Spain",2004,76.7
"2438","Spain",2005,77
"2439","Spain",2006,77.7
"2440","Spain",2007,77.8
"2441","Spain",2008,78.2
"2442","Spain",2009,78.5
"2443","Spain",2010,78.7
"2444","Spain",2011,79.5
"2445","Spain",2012,79.5
"2446","Spain",2013,80.2
"2447","Spain",2014,80.4
"2448","Spain",2015,80.1
"2449","Spain",2016,80.1
"2450","Sri Lanka",1985,66.287
"2451","Sri Lanka",1986,66.125
"2452","Sri Lanka",1987,66.029
"2453","Sri Lanka",1988,66.031
"2454","Sri Lanka",1989,66.132
"2455","Sri Lanka",1990,66.285
"2456","Sri Lanka",1991,66.416
"2457","Sri Lanka",1992,66.461
"2458","Sri Lanka",1993,66.393
"2459","Sri Lanka",1994,66.232
"2460","Sri Lanka",1995,66.048
"2461","Sri Lanka",1996,65.946
"2462","Sri Lanka",1997,66.014
"2463","Sri Lanka",1998,66.3
"2464","Sri Lanka",1999,66.8
"2465","Sri Lanka",2000,67.467
"2466","Sri Lanka",2001,68.217
"2467","Sri Lanka",2002,68.943
"2468","Sri Lanka",2003,69.562
"2469","Sri Lanka",2004,70.038
"2470","Sri Lanka",2005,70.36
"2471","Sri Lanka",2006,70.548
"2472","Sri Lanka",2007,70.66
"2473","Sri Lanka",2008,70.748
"2474","Sri Lanka",2009,70.834
"2475","Sri Lanka",2010,70.934
"2476","Sri Lanka",2011,71.057
"2477","Sri Lanka",2012,71.197
"2478","Sri Lanka",2013,71.351
"2479","Sri Lanka",2014,71.521
"2480","Sri Lanka",2015,71.707
"2481","Sri Lanka",2016,71.906
"2482","Suriname",1985,63.832
"2483","Suriname",1986,63.904
"2484","Suriname",1987,63.975
"2485","Suriname",1988,64.05
"2486","Suriname",1989,64.132
"2487","Suriname",1990,64.217
"2488","Suriname",1991,64.3
"2489","Suriname",1992,64.374
"2490","Suriname",1993,64.435
"2491","Suriname",1994,64.483
"2492","Suriname",1995,64.515
"2493","Suriname",1996,64.528
"2494","Suriname",1997,64.527
"2495","Suriname",1998,64.523
"2496","Suriname",1999,64.526
"2497","Suriname",2000,64.556
"2498","Suriname",2001,64.631
"2499","Suriname",2002,64.763
"2500","Suriname",2003,64.955
"2501","Suriname",2004,65.205
"2502","Suriname",2005,65.506
"2503","Suriname",2006,65.846
"2504","Suriname",2007,66.203
"2505","Suriname",2008,66.556
"2506","Suriname",2009,66.891
"2507","Suriname",2010,67.194
"2508","Suriname",2011,67.456
"2509","Suriname",2012,67.68
"2510","Suriname",2013,67.87
"2511","Suriname",2014,68.026
"2512","Suriname",2015,68.154
"2513","Suriname",2016,68.261
"2514","Sweden",1985,73.78
"2515","Sweden",1986,73.98
"2516","Sweden",1987,74.18
"2517","Sweden",1988,74.15
"2518","Sweden",1989,74.8
"2519","Sweden",1990,74.81
"2520","Sweden",1991,74.94
"2521","Sweden",1992,75.35
"2522","Sweden",1993,75.48
"2523","Sweden",1994,76.06
"2524","Sweden",1995,76.16
"2525","Sweden",1996,76.52
"2526","Sweden",1997,76.7
"2527","Sweden",1998,76.9
"2528","Sweden",1999,77.1
"2529","Sweden",2000,77.4
"2530","Sweden",2001,77.6
"2531","Sweden",2002,77.7
"2532","Sweden",2003,77.9
"2533","Sweden",2004,78.4
"2534","Sweden",2005,78.4
"2535","Sweden",2006,78.7
"2536","Sweden",2007,78.9
"2537","Sweden",2008,79.1
"2538","Sweden",2009,79.4
"2539","Sweden",2010,79.5
"2540","Sweden",2011,79.9
"2541","Sweden",2012,79.9
"2542","Sweden",2013,80.2
"2543","Sweden",2014,80.4
"2544","Sweden",2015,80.4
"2545","Sweden",2016,80.4
"2546","Switzerland",1985,73.48
"2547","Switzerland",1986,73.66
"2548","Switzerland",1987,73.9
"2549","Switzerland",1988,73.89
"2550","Switzerland",1989,74.07
"2551","Switzerland",1990,73.94
"2552","Switzerland",1991,74.1
"2553","Switzerland",1992,74.45
"2554","Switzerland",1993,74.9
"2555","Switzerland",1994,75.15
"2556","Switzerland",1995,75.3
"2557","Switzerland",1996,75.94
"2558","Switzerland",1997,76.26
"2559","Switzerland",1998,76.3
"2560","Switzerland",1999,76.8
"2561","Switzerland",2000,76.9
"2562","Switzerland",2001,77.4
"2563","Switzerland",2002,77.8
"2564","Switzerland",2003,78
"2565","Switzerland",2004,78.6
"2566","Switzerland",2005,78.7
"2567","Switzerland",2006,79.1
"2568","Switzerland",2007,79.4
"2569","Switzerland",2008,79.7
"2570","Switzerland",2009,79.8
"2571","Switzerland",2010,80.1
"2572","Switzerland",2011,80.5
"2573","Switzerland",2012,80.6
"2574","Switzerland",2013,80.7
"2575","Switzerland",2014,81.1
"2576","Switzerland",2015,80.8
"2577","Switzerland",2016,80.8
"2578","Thailand",1985,65.039
"2579","Thailand",1986,65.776
"2580","Thailand",1987,66.386
"2581","Thailand",1988,66.828
"2582","Thailand",1989,67.089
"2583","Thailand",1990,67.175
"2584","Thailand",1991,67.117
"2585","Thailand",1992,66.976
"2586","Thailand",1993,66.815
"2587","Thailand",1994,66.668
"2588","Thailand",1995,66.565
"2589","Thailand",1996,66.523
"2590","Thailand",1997,66.538
"2591","Thailand",1998,66.608
"2592","Thailand",1999,66.738
"2593","Thailand",2000,66.937
"2594","Thailand",2001,67.211
"2595","Thailand",2002,67.548
"2596","Thailand",2003,67.931
"2597","Thailand",2004,68.345
"2598","Thailand",2005,68.767
"2599","Thailand",2006,69.174
"2600","Thailand",2007,69.549
"2601","Thailand",2008,69.881
"2602","Thailand",2009,70.164
"2603","Thailand",2010,70.402
"2604","Thailand",2011,70.603
"2605","Thailand",2012,70.789
"2606","Thailand",2013,70.974
"2607","Thailand",2014,71.166
"2608","Thailand",2015,71.368
"2609","Thailand",2016,71.581
"2610","Trinidad and Tobago",1985,64.764
"2611","Trinidad and Tobago",1986,64.859
"2612","Trinidad and Tobago",1987,64.96
"2613","Trinidad and Tobago",1988,65.062
"2614","Trinidad and Tobago",1989,65.159
"2615","Trinidad and Tobago",1990,65.239
"2616","Trinidad and Tobago",1991,65.294
"2617","Trinidad and Tobago",1992,65.317
"2618","Trinidad and Tobago",1993,65.309
"2619","Trinidad and Tobago",1994,65.272
"2620","Trinidad and Tobago",1995,65.214
"2621","Trinidad and Tobago",1996,65.144
"2622","Trinidad and Tobago",1997,65.077
"2623","Trinidad and Tobago",1998,65.024
"2624","Trinidad and Tobago",1999,64.994
"2625","Trinidad and Tobago",2000,64.994
"2626","Trinidad and Tobago",2001,65.027
"2627","Trinidad and Tobago",2002,65.088
"2628","Trinidad and Tobago",2003,65.175
"2629","Trinidad and Tobago",2004,65.285
"2630","Trinidad and Tobago",2005,65.42
"2631","Trinidad and Tobago",2006,65.581
"2632","Trinidad and Tobago",2007,65.763
"2633","Trinidad and Tobago",2008,65.961
"2634","Trinidad and Tobago",2009,66.168
"2635","Trinidad and Tobago",2010,66.374
"2636","Trinidad and Tobago",2011,66.57
"2637","Trinidad and Tobago",2012,66.749
"2638","Trinidad and Tobago",2013,66.909
"2639","Trinidad and Tobago",2014,67.046
"2640","Trinidad and Tobago",2015,67.163
"2641","Trinidad and Tobago",2016,67.264
"2642","Turkey",1985,58.252
"2643","Turkey",1986,58.793
"2644","Turkey",1987,59.308
"2645","Turkey",1988,59.796
"2646","Turkey",1989,60.263
"2647","Turkey",1990,60.716
"2648","Turkey",1991,61.167
"2649","Turkey",1992,61.629
"2650","Turkey",1993,62.114
"2651","Turkey",1994,62.628
"2652","Turkey",1995,63.179
"2653","Turkey",1996,63.775
"2654","Turkey",1997,64.407
"2655","Turkey",1998,65.063
"2656","Turkey",1999,65.731
"2657","Turkey",2000,66.393
"2658","Turkey",2001,67.028
"2659","Turkey",2002,67.621
"2660","Turkey",2003,68.162
"2661","Turkey",2004,68.645
"2662","Turkey",2005,69.073
"2663","Turkey",2006,69.454
"2664","Turkey",2007,69.803
"2665","Turkey",2008,70.136
"2666","Turkey",2009,70.459
"2667","Turkey",2010,70.776
"2668","Turkey",2011,71.086
"2669","Turkey",2012,71.388
"2670","Turkey",2013,71.678
"2671","Turkey",2014,71.958
"2672","Turkey",2015,72.231
"2673","Turkey",2016,72.498
"2674","Turkmenistan",1985,58.855
"2675","Turkmenistan",1986,59.038
"2676","Turkmenistan",1987,59.15
"2677","Turkmenistan",1988,59.191
"2678","Turkmenistan",1989,59.169
"2679","Turkmenistan",1990,59.1
"2680","Turkmenistan",1991,59.005
"2681","Turkmenistan",1992,58.913
"2682","Turkmenistan",1993,58.847
"2683","Turkmenistan",1994,58.823
"2684","Turkmenistan",1995,58.85
"2685","Turkmenistan",1996,58.93
"2686","Turkmenistan",1997,59.052
"2687","Turkmenistan",1998,59.209
"2688","Turkmenistan",1999,59.399
"2689","Turkmenistan",2000,59.624
"2690","Turkmenistan",2001,59.888
"2691","Turkmenistan",2002,60.188
"2692","Turkmenistan",2003,60.52
"2693","Turkmenistan",2004,60.878
"2694","Turkmenistan",2005,61.255
"2695","Turkmenistan",2006,61.647
"2696","Turkmenistan",2007,62.044
"2697","Turkmenistan",2008,62.436
"2698","Turkmenistan",2009,62.813
"2699","Turkmenistan",2010,63.161
"2700","Turkmenistan",2011,63.469
"2701","Turkmenistan",2012,63.734
"2702","Turkmenistan",2013,63.956
"2703","Turkmenistan",2014,64.138
"2704","Turkmenistan",2015,64.283
"2705","Turkmenistan",2016,64.401
"2706","Ukraine",1985,65.186
"2707","Ukraine",1986,65.481
"2708","Ukraine",1987,66.3
"2709","Ukraine",1988,66.4
"2710","Ukraine",1989,66.1
"2711","Ukraine",1990,65.6
"2712","Ukraine",1991,64
"2713","Ukraine",1992,64.2
"2714","Ukraine",1993,63.5
"2715","Ukraine",1994,62.78
"2716","Ukraine",1995,61.82
"2717","Ukraine",1996,61.4
"2718","Ukraine",1997,61.91
"2719","Ukraine",1998,62.74
"2720","Ukraine",1999,62.95
"2721","Ukraine",2000,62.44
"2722","Ukraine",2001,62.77
"2723","Ukraine",2002,62.7
"2724","Ukraine",2003,62.64
"2725","Ukraine",2004,62.6
"2726","Ukraine",2005,62.23
"2727","Ukraine",2006,62.38
"2728","Ukraine",2007,62.51
"2729","Ukraine",2008,62.51
"2730","Ukraine",2009,63.79
"2731","Ukraine",2010,65.28
"2732","Ukraine",2011,65.98
"2733","Ukraine",2012,66.11
"2734","Ukraine",2013,66.34
"2735","Ukraine",2014,66.25
"2736","Ukraine",2015,66.37
"2737","Ukraine",2016,66.73
"2738","United Arab Emirates",1985,68.817
"2739","United Arab Emirates",1986,69.209
"2740","United Arab Emirates",1987,69.581
"2741","United Arab Emirates",1988,69.936
"2742","United Arab Emirates",1989,70.276
"2743","United Arab Emirates",1990,70.603
"2744","United Arab Emirates",1991,70.919
"2745","United Arab Emirates",1992,71.225
"2746","United Arab Emirates",1993,71.524
"2747","United Arab Emirates",1994,71.816
"2748","United Arab Emirates",1995,72.103
"2749","United Arab Emirates",1996,72.384
"2750","United Arab Emirates",1997,72.66
"2751","United Arab Emirates",1998,72.928
"2752","United Arab Emirates",1999,73.191
"2753","United Arab Emirates",2000,73.448
"2754","United Arab Emirates",2001,73.702
"2755","United Arab Emirates",2002,73.951
"2756","United Arab Emirates",2003,74.197
"2757","United Arab Emirates",2004,74.438
"2758","United Arab Emirates",2005,74.67
"2759","United Arab Emirates",2006,74.892
"2760","United Arab Emirates",2007,75.102
"2761","United Arab Emirates",2008,75.297
"2762","United Arab Emirates",2009,75.48
"2763","United Arab Emirates",2010,75.65
"2764","United Arab Emirates",2011,75.811
"2765","United Arab Emirates",2012,75.965
"2766","United Arab Emirates",2013,76.115
"2767","United Arab Emirates",2014,76.264
"2768","United Arab Emirates",2015,76.414
"2769","United Arab Emirates",2016,76.565
"2770","United Kingdom",1985,71.8
"2771","United Kingdom",1986,72.1
"2772","United Kingdom",1987,72.5
"2773","United Kingdom",1988,72.6
"2774","United Kingdom",1989,72.9
"2775","United Kingdom",1990,73.1
"2776","United Kingdom",1991,73.4
"2777","United Kingdom",1992,73.8
"2778","United Kingdom",1993,73.8
"2779","United Kingdom",1994,74.3
"2780","United Kingdom",1995,74.3
"2781","United Kingdom",1996,74.6
"2782","United Kingdom",1997,74.65
"2783","United Kingdom",1998,74.8
"2784","United Kingdom",1999,75
"2785","United Kingdom",2000,75.4
"2786","United Kingdom",2001,75.7
"2787","United Kingdom",2002,75.9
"2788","United Kingdom",2003,76.3
"2789","United Kingdom",2004,76.6
"2790","United Kingdom",2005,77
"2791","United Kingdom",2006,77.2
"2792","United Kingdom",2007,77.4
"2793","United Kingdom",2008,77.6
"2794","United Kingdom",2009,78.1
"2795","United Kingdom",2010,78.5
"2796","United Kingdom",2011,79
"2797","United Kingdom",2012,79.1
"2798","United Kingdom",2013,79.2
"2799","United Kingdom",2014,79.5
"2800","United Kingdom",2015,79.2
"2801","United Kingdom",2016,79.2
"2802","United States",1985,71.1
"2803","United States",1986,71.2
"2804","United States",1987,71.4
"2805","United States",1988,71.4
"2806","United States",1989,71.7
"2807","United States",1990,71.8
"2808","United States",1991,72
"2809","United States",1992,72.3
"2810","United States",1993,72.2
"2811","United States",1994,72.4
"2812","United States",1995,72.5
"2813","United States",1996,73.1
"2814","United States",1997,73.6
"2815","United States",1998,73.8
"2816","United States",1999,73.9
"2817","United States",2000,74.1
"2818","United States",2001,74.3
"2819","United States",2002,74.4
"2820","United States",2003,74.5
"2821","United States",2004,75
"2822","United States",2005,75
"2823","United States",2006,75.2
"2824","United States",2007,75.5
"2825","United States",2008,75.6
"2826","United States",2009,76
"2827","United States",2010,76.2
"2828","United States",2011,76.3
"2829","United States",2012,76.4
"2830","United States",2013,76.4
"2831","United States",2014,76.5
"2832","United States",2015,76.3
"2833","United States",2016,76.3
"2834","Uruguay",1985,68.142
"2835","Uruguay",1986,68.322
"2836","Uruguay",1987,68.48
"2837","Uruguay",1988,68.621
"2838","Uruguay",1989,68.752
"2839","Uruguay",1990,68.881
"2840","Uruguay",1991,69.021
"2841","Uruguay",1992,69.179
"2842","Uruguay",1993,69.359
"2843","Uruguay",1994,69.566
"2844","Uruguay",1995,69.796
"2845","Uruguay",1996,70.045
"2846","Uruguay",1997,70.305
"2847","Uruguay",1998,70.565
"2848","Uruguay",1999,70.82
"2849","Uruguay",2000,71.065
"2850","Uruguay",2001,71.298
"2851","Uruguay",2002,71.518
"2852","Uruguay",2003,71.725
"2853","Uruguay",2004,71.921
"2854","Uruguay",2005,72.103
"2855","Uruguay",2006,72.273
"2856","Uruguay",2007,72.433
"2857","Uruguay",2008,72.585
"2858","Uruguay",2009,72.734
"2859","Uruguay",2010,72.881
"2860","Uruguay",2011,73.03
"2861","Uruguay",2012,73.183
"2862","Uruguay",2013,73.341
"2863","Uruguay",2014,73.506
"2864","Uruguay",2015,73.677
"2865","Uruguay",2016,73.854
"2866","Uzbekistan",1985,62.865
"2867","Uzbekistan",1986,63.139
"2868","Uzbekistan",1987,63.332
"2869","Uzbekistan",1988,63.438
"2870","Uzbekistan",1989,63.462
"2871","Uzbekistan",1990,63.421
"2872","Uzbekistan",1991,63.341
"2873","Uzbekistan",1992,63.259
"2874","Uzbekistan",1993,63.204
"2875","Uzbekistan",1994,63.192
"2876","Uzbekistan",1995,63.232
"2877","Uzbekistan",1996,63.322
"2878","Uzbekistan",1997,63.447
"2879","Uzbekistan",1998,63.595
"2880","Uzbekistan",1999,63.765
"2881","Uzbekistan",2000,63.955
"2882","Uzbekistan",2001,64.166
"2883","Uzbekistan",2002,64.399
"2884","Uzbekistan",2003,64.653
"2885","Uzbekistan",2004,64.93
"2886","Uzbekistan",2005,65.234
"2887","Uzbekistan",2006,65.573
"2888","Uzbekistan",2007,65.947
"2889","Uzbekistan",2008,66.347
"2890","Uzbekistan",2009,66.761
"2891","Uzbekistan",2010,67.166
"2892","Uzbekistan",2011,67.54
"2893","Uzbekistan",2012,67.864
"2894","Uzbekistan",2013,68.128
"2895","Uzbekistan",2014,68.329
"2896","Uzbekistan",2015,68.473
"2897","Uzbekistan",2016,68.572
