"","Country","Year","female_life_expectancy"
"2153","Portugal",2009,81.8
"2154","Portugal",2010,82.1
"2155","Portugal",2011,83.8
"2156","Portugal",2012,83.6
"2157","Portugal",2013,84
"2158","Portugal",2014,84.4
"2159","Portugal",2015,84.3
"2160","Portugal",2016,84.2
"2161","Puerto Rico",1985,78.165
"2162","Puerto Rico",1986,78.395
"2163","Puerto Rico",1987,78.569
"2164","Puerto Rico",1988,78.674
"2165","Puerto Rico",1989,78.711
"2166","Puerto Rico",1990,78.698
"2167","Puerto Rico",1991,78.667
"2168","Puerto Rico",1992,78.656
"2169","Puerto Rico",1993,78.693
"2170","Puerto Rico",1994,78.79
"2171","Puerto Rico",1995,78.952
"2172","Puerto Rico",1996,79.172
"2173","Puerto Rico",1997,79.428
"2174","Puerto Rico",1998,79.698
"2175","Puerto Rico",1999,79.973
"2176","Puerto Rico",2000,80.92
"2177","Puerto Rico",2001,81.4
"2178","Puerto Rico",2002,82.15
"2179","Puerto Rico",2003,82.22
"2180","Puerto Rico",2004,82.34
"2181","Puerto Rico",2005,82.45
"2182","Puerto Rico",2006,82.56
"2183","Puerto Rico",2007,82.59
"2184","Puerto Rico",2008,81.978
"2185","Puerto Rico",2009,82.232
"2186","Puerto Rico",2010,82.496
"2187","Puerto Rico",2011,82.758
"2188","Puerto Rico",2012,83.004
"2189","Puerto Rico",2013,83.225
"2190","Puerto Rico",2014,83.417
"2191","Puerto Rico",2015,83.581
"2192","Puerto Rico",2016,83.723
"2193","Qatar",1985,75.11
"2194","Qatar",1986,75.342
"2195","Qatar",1987,75.562
"2196","Qatar",1988,75.771
"2197","Qatar",1989,75.97
"2198","Qatar",1990,76.159
"2199","Qatar",1991,76.339
"2200","Qatar",1992,76.511
"2201","Qatar",1993,76.674
"2202","Qatar",1994,76.832
"2203","Qatar",1995,76.986
"2204","Qatar",1996,77.138
"2205","Qatar",1997,77.289
"2206","Qatar",1998,77.439
"2207","Qatar",1999,77.589
"2208","Qatar",2000,77.736
"2209","Qatar",2001,77.877
"2210","Qatar",2002,78.011
"2211","Qatar",2003,78.136
"2212","Qatar",2004,78.253
"2213","Qatar",2005,78.367
"2214","Qatar",2006,78.479
"2215","Qatar",2007,78.595
"2216","Qatar",2008,78.717
"2217","Qatar",2009,78.847
"2218","Qatar",2010,78.985
"2219","Qatar",2011,79.131
"2220","Qatar",2012,79.28
"2221","Qatar",2013,79.432
"2222","Qatar",2014,79.584
"2223","Qatar",2015,79.735
"2224","Qatar",2016,79.885
"2225","Romania",1985,72.78
"2226","Romania",1986,72.59
"2227","Romania",1987,72.3
"2228","Romania",1988,72.41
"2229","Romania",1989,72.65
"2230","Romania",1990,73.05
"2231","Romania",1991,73.17
"2232","Romania",1992,73.17
"2233","Romania",1993,73.2
"2234","Romania",1994,73.3
"2235","Romania",1995,73.4
"2236","Romania",1996,73.1
"2237","Romania",1997,73
"2238","Romania",1998,73.7
"2239","Romania",1999,74.2
"2240","Romania",2000,74.8
"2241","Romania",2001,74.9
"2242","Romania",2002,74.8
"2243","Romania",2003,75.1
"2244","Romania",2004,75.3333
"2245","Romania",2005,75.5667
"2246","Romania",2006,75.8
"2247","Romania",2007,76.1
"2248","Romania",2008,76.1
"2249","Romania",2009,77.1
"2250","Romania",2010,77.3
"2251","Romania",2011,78.2
"2252","Romania",2012,78.1
"2253","Romania",2013,78.7
"2254","Romania",2014,78.7
"2255","Romania",2015,78.7
"2256","Romania",2016,78.7
"2257","Russian Federation",1985,73.24
"2258","Russian Federation",1986,74.23
"2259","Russian Federation",1987,74.27
"2260","Russian Federation",1988,74.53
"2261","Russian Federation",1989,74.35
"2262","Russian Federation",1990,74.3
"2263","Russian Federation",1991,73.75
"2264","Russian Federation",1992,71.99
"2265","Russian Federation",1993,71.2
"2266","Russian Federation",1994,71.73
"2267","Russian Federation",1995,71.59
"2268","Russian Federation",1996,72.4
"2269","Russian Federation",1997,72.84
"2270","Russian Federation",1998,73.13
"2271","Russian Federation",1999,72.4
"2272","Russian Federation",2000,72.26
"2273","Russian Federation",2001,72.17
"2274","Russian Federation",2002,71.9
"2275","Russian Federation",2003,71.86
"2276","Russian Federation",2004,72.36
"2277","Russian Federation",2005,72.47
"2278","Russian Federation",2006,73.34
"2279","Russian Federation",2007,74.02
"2280","Russian Federation",2008,74.28
"2281","Russian Federation",2009,74.79
"2282","Russian Federation",2010,74.88
"2283","Russian Federation",2011,75.61
"2284","Russian Federation",2012,75.86
"2285","Russian Federation",2013,76.3
"2286","Russian Federation",2014,76.47
"2287","Russian Federation",2015,76.7
"2288","Russian Federation",2016,76.93
"2289","San Marino",2012,86.8
"2290","Seychelles",1985,76.1
"2291","Seychelles",1986,72.6
"2292","Seychelles",1987,73
"2293","Seychelles",1988,72.8
"2294","Seychelles",1989,73.4
"2295","Seychelles",1990,74.1
"2296","Seychelles",1991,76.5
"2297","Seychelles",1992,76.9
"2298","Seychelles",1993,75
"2299","Seychelles",1994,75.8
"2300","Seychelles",1995,79.5
"2301","Seychelles",1996,77.4
"2302","Seychelles",1997,77
"2303","Seychelles",1998,76.1
"2304","Seychelles",1999,78.2
"2305","Seychelles",2000,77.9
"2306","Seychelles",2001,79.4
"2307","Seychelles",2002,75.8
"2308","Seychelles",2003,76.1
"2309","Seychelles",2004,76.4
"2310","Seychelles",2005,77.1
"2311","Seychelles",2006,75.7
"2312","Seychelles",2007,77.6
"2313","Seychelles",2008,78.9
"2314","Seychelles",2009,78
"2315","Seychelles",2010,77.5
"2316","Seychelles",2011,78
"2317","Seychelles",2012,79.5
"2318","Seychelles",2013,76.5
"2319","Seychelles",2014,78.3
"2320","Seychelles",2015,78.7
"2321","Seychelles",2016,80.2
"2322","Singapore",1985,76.4
"2323","Singapore",1986,76.5
"2324","Singapore",1987,76.7
"2325","Singapore",1988,76.9
"2326","Singapore",1989,77.2
"2327","Singapore",1990,77.6
"2328","Singapore",1991,77.9
"2329","Singapore",1992,78.2
"2330","Singapore",1993,78.3
"2331","Singapore",1994,78.4
"2332","Singapore",1995,78.6
"2333","Singapore",1996,78.9
"2334","Singapore",1997,79.1
"2335","Singapore",1998,79.4
"2336","Singapore",1999,79.6
"2337","Singapore",2000,80
"2338","Singapore",2001,80.3
"2339","Singapore",2002,80.6
"2340","Singapore",2003,81.6
"2341","Singapore",2004,82
"2342","Singapore",2005,82.5
"2343","Singapore",2006,82.6
"2344","Singapore",2007,82.9
"2345","Singapore",2008,83.3
"2346","Singapore",2009,83.7
"2347","Singapore",2010,84
"2348","Singapore",2011,84.1
"2349","Singapore",2012,84.3
"2350","Singapore",2013,84.5
"2351","Singapore",2014,84.8
"2352","Singapore",2015,85.1
"2353","Singapore",2016,85.1
"2354","Slovenia",1985,75.5
"2355","Slovenia",1986,75.9
"2356","Slovenia",1987,76.1
"2357","Slovenia",1988,76.8
"2358","Slovenia",1989,76.7
"2359","Slovenia",1990,77.2
"2360","Slovenia",1991,77.4
"2361","Slovenia",1992,77.3
"2362","Slovenia",1993,77.3
"2363","Slovenia",1994,77.4
"2364","Slovenia",1995,77.8
"2365","Slovenia",1996,78.3
"2366","Slovenia",1997,78.6
"2367","Slovenia",1998,78.7
"2368","Slovenia",1999,78.8
"2369","Slovenia",2000,79.1
"2370","Slovenia",2001,79.6
"2371","Slovenia",2002,79.9
"2372","Slovenia",2003,80.7
"2373","Slovenia",2004,81.1
"2374","Slovenia",2005,81.3
"2375","Slovenia",2006,81.8
"2376","Slovenia",2007,82.3
"2377","Slovenia",2008,82.3
"2378","Slovenia",2009,82.3
"2379","Slovenia",2010,82.7
"2380","Slovenia",2011,83.3
"2381","Slovenia",2012,83.3
"2382","Slovenia",2013,83.6
"2383","Slovenia",2014,84.1
"2384","Slovenia",2015,83.9
"2385","Slovenia",2016,83.9
"2386","South Africa",1985,63.423
"2387","South Africa",1986,64.016
"2388","South Africa",1987,64.611
"2389","South Africa",1988,65.163
"2390","South Africa",1989,65.63
"2391","South Africa",1990,65.971
"2392","South Africa",1991,66.15
"2393","South Africa",1992,66.154
"2394","South Africa",1993,65.979
"2395","South Africa",1994,65.615
"2396","South Africa",1995,65.039
"2397","South Africa",1996,64.233
"2398","South Africa",1997,63.227
"2399","South Africa",1998,62.074
"2400","South Africa",1999,60.834
"2401","South Africa",2000,59.568
"2402","South Africa",2001,58.333
"2403","South Africa",2002,57.194
"2404","South Africa",2003,56.223
"2405","South Africa",2004,55.492
"2406","South Africa",2005,55.097
"2407","South Africa",2006,55.12
"2408","South Africa",2007,55.558
"2409","South Africa",2008,56.368
"2410","South Africa",2009,57.499
"2411","South Africa",2010,58.868
"2412","South Africa",2011,60.37
"2413","South Africa",2012,61.884
"2414","South Africa",2013,63.304
"2415","South Africa",2014,64.555
"2416","South Africa",2015,65.584
"2417","South Africa",2016,66.376
"2418","Spain",1985,79.64
"2419","Spain",1986,79.85
"2420","Spain",1987,80.17
"2421","Spain",1988,80.23
"2422","Spain",1989,80.44
"2423","Spain",1990,80.51
"2424","Spain",1991,80.7
"2425","Spain",1992,81.19
"2426","Spain",1993,81.26
"2427","Spain",1994,81.62
"2428","Spain",1995,81.73
"2429","Spain",1996,81.88
"2430","Spain",1997,82.21
"2431","Spain",1998,82.2
"2432","Spain",1999,82.2
"2433","Spain",2000,82.5
"2434","Spain",2001,82.8
"2435","Spain",2002,83
"2436","Spain",2003,83
"2437","Spain",2004,83.2
"2438","Spain",2005,83.5
"2439","Spain",2006,84.1
"2440","Spain",2007,84.1
"2441","Spain",2008,84.3
"2442","Spain",2009,84.6
"2443","Spain",2010,84.7
"2444","Spain",2011,85.6
"2445","Spain",2012,85.5
"2446","Spain",2013,86.1
"2447","Spain",2014,86.2
"2448","Spain",2015,85.7
"2449","Spain",2016,85.7
"2450","Sri Lanka",1985,72.344
"2451","Sri Lanka",1986,72.541
"2452","Sri Lanka",1987,72.715
"2453","Sri Lanka",1988,72.885
"2454","Sri Lanka",1989,73.053
"2455","Sri Lanka",1990,73.194
"2456","Sri Lanka",1991,73.267
"2457","Sri Lanka",1992,73.255
"2458","Sri Lanka",1993,73.164
"2459","Sri Lanka",1994,73.025
"2460","Sri Lanka",1995,72.914
"2461","Sri Lanka",1996,72.926
"2462","Sri Lanka",1997,73.122
"2463","Sri Lanka",1998,73.528
"2464","Sri Lanka",1999,74.131
"2465","Sri Lanka",2000,74.873
"2466","Sri Lanka",2001,75.663
"2467","Sri Lanka",2002,76.398
"2468","Sri Lanka",2003,76.998
"2469","Sri Lanka",2004,77.432
"2470","Sri Lanka",2005,77.69
"2471","Sri Lanka",2006,77.799
"2472","Sri Lanka",2007,77.825
"2473","Sri Lanka",2008,77.827
"2474","Sri Lanka",2009,77.832
"2475","Sri Lanka",2010,77.861
"2476","Sri Lanka",2011,77.925
"2477","Sri Lanka",2012,78.018
"2478","Sri Lanka",2013,78.133
"2479","Sri Lanka",2014,78.273
"2480","Sri Lanka",2015,78.435
"2481","Sri Lanka",2016,78.614
"2482","Suriname",1985,70.368
"2483","Suriname",1986,70.536
"2484","Suriname",1987,70.667
"2485","Suriname",1988,70.775
"2486","Suriname",1989,70.868
"2487","Suriname",1990,70.951
"2488","Suriname",1991,71.025
"2489","Suriname",1992,71.092
"2490","Suriname",1993,71.153
"2491","Suriname",1994,71.209
"2492","Suriname",1995,71.261
"2493","Suriname",1996,71.306
"2494","Suriname",1997,71.343
"2495","Suriname",1998,71.377
"2496","Suriname",1999,71.415
"2497","Suriname",2000,71.471
"2498","Suriname",2001,71.562
"2499","Suriname",2002,71.694
"2500","Suriname",2003,71.873
"2501","Suriname",2004,72.095
"2502","Suriname",2005,72.353
"2503","Suriname",2006,72.634
"2504","Suriname",2007,72.921
"2505","Suriname",2008,73.198
"2506","Suriname",2009,73.458
"2507","Suriname",2010,73.693
"2508","Suriname",2011,73.902
"2509","Suriname",2012,74.09
"2510","Suriname",2013,74.263
"2511","Suriname",2014,74.424
"2512","Suriname",2015,74.575
"2513","Suriname",2016,74.718
"2514","Sweden",1985,79.7
"2515","Sweden",1986,80.03
"2516","Sweden",1987,80.15
"2517","Sweden",1988,79.95
"2518","Sweden",1989,80.8
"2519","Sweden",1990,80.4
"2520","Sweden",1991,80.53
"2521","Sweden",1992,80.78
"2522","Sweden",1993,80.77
"2523","Sweden",1994,81.37
"2524","Sweden",1995,81.45
"2525","Sweden",1996,81.52
"2526","Sweden",1997,81.82
"2527","Sweden",1998,81.9
"2528","Sweden",1999,81.9
"2529","Sweden",2000,82
"2530","Sweden",2001,82.1
"2531","Sweden",2002,82.1
"2532","Sweden",2003,82.4
"2533","Sweden",2004,82.7
"2534","Sweden",2005,82.8
"2535","Sweden",2006,82.9
"2536","Sweden",2007,83
"2537","Sweden",2008,83.2
"2538","Sweden",2009,83.4
"2539","Sweden",2010,83.5
"2540","Sweden",2011,83.8
"2541","Sweden",2012,83.6
"2542","Sweden",2013,83.8
"2543","Sweden",2014,84.2
"2544","Sweden",2015,84.1
"2545","Sweden",2016,84.1
"2546","Switzerland",1985,80.15
"2547","Switzerland",1986,80.3
"2548","Switzerland",1987,80.66
"2549","Switzerland",1988,80.73
"2550","Switzerland",1989,80.94
"2551","Switzerland",1990,80.71
"2552","Switzerland",1991,81.1
"2553","Switzerland",1992,81.33
"2554","Switzerland",1993,81.43
"2555","Switzerland",1994,81.71
"2556","Switzerland",1995,81.69
"2557","Switzerland",1996,82
"2558","Switzerland",1997,82.04
"2559","Switzerland",1998,82.5
"2560","Switzerland",1999,82.5
"2561","Switzerland",2000,82.6
"2562","Switzerland",2001,83.1
"2563","Switzerland",2002,83.1
"2564","Switzerland",2003,83.2
"2565","Switzerland",2004,83.7
"2566","Switzerland",2005,83.9
"2567","Switzerland",2006,84
"2568","Switzerland",2007,84.2
"2569","Switzerland",2008,84.4
"2570","Switzerland",2009,84.4
"2571","Switzerland",2010,84.5
"2572","Switzerland",2011,85
"2573","Switzerland",2012,84.9
"2574","Switzerland",2013,85
"2575","Switzerland",2014,85.4
"2576","Switzerland",2015,85.1
"2577","Switzerland",2016,85.1
"2578","Thailand",1985,70.92
"2579","Thailand",1986,71.63
"2580","Thailand",1987,72.257
"2581","Thailand",1988,72.772
"2582","Thailand",1989,73.164
"2583","Thailand",1990,73.439
"2584","Thailand",1991,73.616
"2585","Thailand",1992,73.735
"2586","Thailand",1993,73.831
"2587","Thailand",1994,73.923
"2588","Thailand",1995,74.018
"2589","Thailand",1996,74.118
"2590","Thailand",1997,74.214
"2591","Thailand",1998,74.305
"2592","Thailand",1999,74.4
"2593","Thailand",2000,74.513
"2594","Thailand",2001,74.657
"2595","Thailand",2002,74.84
"2596","Thailand",2003,75.067
"2597","Thailand",2004,75.339
"2598","Thailand",2005,75.654
"2599","Thailand",2006,76.01
"2600","Thailand",2007,76.393
"2601","Thailand",2008,76.788
"2602","Thailand",2009,77.182
"2603","Thailand",2010,77.561
"2604","Thailand",2011,77.91
"2605","Thailand",2012,78.226
"2606","Thailand",2013,78.505
"2607","Thailand",2014,78.747
"2608","Thailand",2015,78.953
"2609","Thailand",2016,79.133
"2610","Trinidad and Tobago",1985,70.489
"2611","Trinidad and Tobago",1986,70.579
"2612","Trinidad and Tobago",1987,70.665
"2613","Trinidad and Tobago",1988,70.751
"2614","Trinidad and Tobago",1989,70.842
"2615","Trinidad and Tobago",1990,70.946
"2616","Trinidad and Tobago",1991,71.068
"2617","Trinidad and Tobago",1992,71.21
"2618","Trinidad and Tobago",1993,71.367
"2619","Trinidad and Tobago",1994,71.537
"2620","Trinidad and Tobago",1995,71.712
"2621","Trinidad and Tobago",1996,71.882
"2622","Trinidad and Tobago",1997,72.038
"2623","Trinidad and Tobago",1998,72.173
"2624","Trinidad and Tobago",1999,72.287
"2625","Trinidad and Tobago",2000,72.379
"2626","Trinidad and Tobago",2001,72.452
"2627","Trinidad and Tobago",2002,72.514
"2628","Trinidad and Tobago",2003,72.574
"2629","Trinidad and Tobago",2004,72.638
"2630","Trinidad and Tobago",2005,72.715
"2631","Trinidad and Tobago",2006,72.81
"2632","Trinidad and Tobago",2007,72.926
"2633","Trinidad and Tobago",2008,73.061
"2634","Trinidad and Tobago",2009,73.215
"2635","Trinidad and Tobago",2010,73.382
"2636","Trinidad and Tobago",2011,73.555
"2637","Trinidad and Tobago",2012,73.727
"2638","Trinidad and Tobago",2013,73.891
"2639","Trinidad and Tobago",2014,74.044
"2640","Trinidad and Tobago",2015,74.186
"2641","Trinidad and Tobago",2016,74.319
"2642","Turkey",1985,65.35
"2643","Turkey",1986,65.905
"2644","Turkey",1987,66.441
"2645","Turkey",1988,66.968
"2646","Turkey",1989,67.494
"2647","Turkey",1990,68.027
"2648","Turkey",1991,68.58
"2649","Turkey",1992,69.155
"2650","Turkey",1993,69.748
"2651","Turkey",1994,70.358
"2652","Turkey",1995,70.975
"2653","Turkey",1996,71.588
"2654","Turkey",1997,72.182
"2655","Turkey",1998,72.749
"2656","Turkey",1999,73.284
"2657","Turkey",2000,73.786
"2658","Turkey",2001,74.26
"2659","Turkey",2002,74.716
"2660","Turkey",2003,75.157
"2661","Turkey",2004,75.584
"2662","Turkey",2005,75.992
"2663","Turkey",2006,76.373
"2664","Turkey",2007,76.722
"2665","Turkey",2008,77.038
"2666","Turkey",2009,77.321
"2667","Turkey",2010,77.578
"2668","Turkey",2011,77.817
"2669","Turkey",2012,78.047
"2670","Turkey",2013,78.275
"2671","Turkey",2014,78.506
"2672","Turkey",2015,78.742
"2673","Turkey",2016,78.982
"2674","Turkmenistan",1985,65.872
"2675","Turkmenistan",1986,66.051
"2676","Turkmenistan",1987,66.196
"2677","Turkmenistan",1988,66.312
"2678","Turkmenistan",1989,66.405
"2679","Turkmenistan",1990,66.483
"2680","Turkmenistan",1991,66.557
"2681","Turkmenistan",1992,66.634
"2682","Turkmenistan",1993,66.722
"2683","Turkmenistan",1994,66.828
"2684","Turkmenistan",1995,66.951
"2685","Turkmenistan",1996,67.089
"2686","Turkmenistan",1997,67.237
"2687","Turkmenistan",1998,67.392
"2688","Turkmenistan",1999,67.554
"2689","Turkmenistan",2000,67.728
"2690","Turkmenistan",2001,67.919
"2691","Turkmenistan",2002,68.131
"2692","Turkmenistan",2003,68.365
"2693","Turkmenistan",2004,68.617
"2694","Turkmenistan",2005,68.884
"2695","Turkmenistan",2006,69.16
"2696","Turkmenistan",2007,69.439
"2697","Turkmenistan",2008,69.713
"2698","Turkmenistan",2009,69.976
"2699","Turkmenistan",2010,70.222
"2700","Turkmenistan",2011,70.447
"2701","Turkmenistan",2012,70.653
"2702","Turkmenistan",2013,70.84
"2703","Turkmenistan",2014,71.011
"2704","Turkmenistan",2015,71.167
"2705","Turkmenistan",2016,71.311
"2706","Ukraine",1985,74.183
"2707","Ukraine",1986,74.317
"2708","Ukraine",1987,74.9
"2709","Ukraine",1988,74.8
"2710","Ukraine",1989,75.2
"2711","Ukraine",1990,74.9
"2712","Ukraine",1991,74
"2713","Ukraine",1992,74.18
"2714","Ukraine",1993,73.7
"2715","Ukraine",1994,73.15
"2716","Ukraine",1995,72.72
"2717","Ukraine",1996,72.65
"2718","Ukraine",1997,72.95
"2719","Ukraine",1998,73.5
"2720","Ukraine",1999,73.74
"2721","Ukraine",2000,73.55
"2722","Ukraine",2001,74.08
"2723","Ukraine",2002,74.13
"2724","Ukraine",2003,74.06
"2725","Ukraine",2004,74.05
"2726","Ukraine",2005,73.97
"2727","Ukraine",2006,74.06
"2728","Ukraine",2007,74.22
"2729","Ukraine",2008,74.28
"2730","Ukraine",2009,74.86
"2731","Ukraine",2010,75.5
"2732","Ukraine",2011,75.88
"2733","Ukraine",2012,76.02
"2734","Ukraine",2013,76.22
"2735","Ukraine",2014,76.37
"2736","Ukraine",2015,76.25
"2737","Ukraine",2016,76.46
"2738","United Arab Emirates",1985,71.559
"2739","United Arab Emirates",1986,71.887
"2740","United Arab Emirates",1987,72.199
"2741","United Arab Emirates",1988,72.498
"2742","United Arab Emirates",1989,72.784
"2743","United Arab Emirates",1990,73.061
"2744","United Arab Emirates",1991,73.328
"2745","United Arab Emirates",1992,73.587
"2746","United Arab Emirates",1993,73.839
"2747","United Arab Emirates",1994,74.088
"2748","United Arab Emirates",1995,74.336
"2749","United Arab Emirates",1996,74.587
"2750","United Arab Emirates",1997,74.841
"2751","United Arab Emirates",1998,75.1
"2752","United Arab Emirates",1999,75.362
"2753","United Arab Emirates",2000,75.624
"2754","United Arab Emirates",2001,75.885
"2755","United Arab Emirates",2002,76.139
"2756","United Arab Emirates",2003,76.384
"2757","United Arab Emirates",2004,76.618
"2758","United Arab Emirates",2005,76.84
"2759","United Arab Emirates",2006,77.049
"2760","United Arab Emirates",2007,77.247
"2761","United Arab Emirates",2008,77.436
"2762","United Arab Emirates",2009,77.617
"2763","United Arab Emirates",2010,77.792
"2764","United Arab Emirates",2011,77.961
"2765","United Arab Emirates",2012,78.126
"2766","United Arab Emirates",2013,78.288
"2767","United Arab Emirates",2014,78.448
"2768","United Arab Emirates",2015,78.608
"2769","United Arab Emirates",2016,78.767
"2770","United Kingdom",1985,77.6
"2771","United Kingdom",1986,77.9
"2772","United Kingdom",1987,78.2
"2773","United Kingdom",1988,78.3
"2774","United Kingdom",1989,78.4
"2775","United Kingdom",1990,78.8
"2776","United Kingdom",1991,78.9
"2777","United Kingdom",1992,79.2
"2778","United Kingdom",1993,79.1
"2779","United Kingdom",1994,79.6
"2780","United Kingdom",1995,79.5
"2781","United Kingdom",1996,79.7
"2782","United Kingdom",1997,79.9
"2783","United Kingdom",1998,79.7
"2784","United Kingdom",1999,79.9
"2785","United Kingdom",2000,80.2
"2786","United Kingdom",2001,80.4
"2787","United Kingdom",2002,80.5
"2788","United Kingdom",2003,80.7
"2789","United Kingdom",2004,81
"2790","United Kingdom",2005,81.2
"2791","United Kingdom",2006,81.4
"2792","United Kingdom",2007,81.6
"2793","United Kingdom",2008,81.7
"2794","United Kingdom",2009,82.1
"2795","United Kingdom",2010,82.4
"2796","United Kingdom",2011,83
"2797","United Kingdom",2012,82.8
"2798","United Kingdom",2013,82.9
"2799","United Kingdom",2014,83.2
"2800","United Kingdom",2015,82.8
"2801","United Kingdom",2016,82.8
"2802","United States",1985,78.2
"2803","United States",1986,78.2
"2804","United States",1987,78.3
"2805","United States",1988,78.3
"2806","United States",1989,78.5
"2807","United States",1990,78.8
"2808","United States",1991,78.9
"2809","United States",1992,79.1
"2810","United States",1993,78.8
"2811","United States",1994,79
"2812","United States",1995,78.9
"2813","United States",1996,79.1
"2814","United States",1997,79.4
"2815","United States",1998,79.5
"2816","United States",1999,79.4
"2817","United States",2000,79.3
"2818","United States",2001,79.5
"2819","United States",2002,79.6
"2820","United States",2003,79.7
"2821","United States",2004,80.1
"2822","United States",2005,80.1
"2823","United States",2006,80.3
"2824","United States",2007,80.6
"2825","United States",2008,80.6
"2826","United States",2009,80.9
"2827","United States",2010,81
"2828","United States",2011,81.1
"2829","United States",2012,81.2
"2830","United States",2013,81.2
"2831","United States",2014,81.3
"2832","United States",2015,81.2
"2833","United States",2016,81.2
"2834","Uruguay",1985,75.197
"2835","Uruguay",1986,75.449
"2836","Uruguay",1987,75.691
"2837","Uruguay",1988,75.927
"2838","Uruguay",1989,76.157
"2839","Uruguay",1990,76.381
"2840","Uruguay",1991,76.602
"2841","Uruguay",1992,76.821
"2842","Uruguay",1993,77.038
"2843","Uruguay",1994,77.254
"2844","Uruguay",1995,77.468
"2845","Uruguay",1996,77.681
"2846","Uruguay",1997,77.89
"2847","Uruguay",1998,78.095
"2848","Uruguay",1999,78.295
"2849","Uruguay",2000,78.488
"2850","Uruguay",2001,78.674
"2851","Uruguay",2002,78.852
"2852","Uruguay",2003,79.022
"2853","Uruguay",2004,79.185
"2854","Uruguay",2005,79.343
"2855","Uruguay",2006,79.496
"2856","Uruguay",2007,79.646
"2857","Uruguay",2008,79.794
"2858","Uruguay",2009,79.942
"2859","Uruguay",2010,80.087
"2860","Uruguay",2011,80.23
"2861","Uruguay",2012,80.369
"2862","Uruguay",2013,80.503
"2863","Uruguay",2014,80.632
"2864","Uruguay",2015,80.759
"2865","Uruguay",2016,80.882
"2866","Uzbekistan",1985,69.032
"2867","Uzbekistan",1986,69.184
"2868","Uzbekistan",1987,69.296
"2869","Uzbekistan",1988,69.367
"2870","Uzbekistan",1989,69.402
"2871","Uzbekistan",1990,69.411
"2872","Uzbekistan",1991,69.408
"2873","Uzbekistan",1992,69.408
"2874","Uzbekistan",1993,69.427
"2875","Uzbekistan",1994,69.474
"2876","Uzbekistan",1995,69.556
"2877","Uzbekistan",1996,69.675
"2878","Uzbekistan",1997,69.825
"2879","Uzbekistan",1998,69.999
"2880","Uzbekistan",1999,70.195
"2881","Uzbekistan",2000,70.407
"2882","Uzbekistan",2001,70.632
"2883","Uzbekistan",2002,70.866
"2884","Uzbekistan",2003,71.106
"2885","Uzbekistan",2004,71.347
"2886","Uzbekistan",2005,71.592
"2887","Uzbekistan",2006,71.844
"2888","Uzbekistan",2007,72.105
"2889","Uzbekistan",2008,72.373
"2890","Uzbekistan",2009,72.644
"2891","Uzbekistan",2010,72.911
"2892","Uzbekistan",2011,73.164
"2893","Uzbekistan",2012,73.397
"2894","Uzbekistan",2013,73.607
"2895","Uzbekistan",2014,73.791
"2896","Uzbekistan",2015,73.952
"2897","Uzbekistan",2016,74.096
