"","Country","Year","urban_population_percent"
"1843","Suriname",2003,0.0001529176711848
"1844","Suriname",2004,0.000151085081432045
"1845","Suriname",2005,0.000149028039137684
"1846","Suriname",2006,0.000146957603674436
"1847","Suriname",2007,0.00014495509565725
"1848","Suriname",2008,0.000143030185675251
"1849","Suriname",2009,0.00014116726786538
"1850","Suriname",2010,0.000139362633992434
"1851","Suriname",2011,0.000137638571031022
"1852","Suriname",2012,0.000135960489973612
"1853","Suriname",2013,0.00013433260216102
"1854","Suriname",2014,0.000132788295003838
"1855","Sweden",1987,1.05070159935496e-05
"1856","Sweden",1988,1.04780024362932e-05
"1857","Sweden",1989,1.04334056808199e-05
"1858","Sweden",1990,1.03801028791857e-05
"1859","Sweden",1991,1.03473392511797e-05
"1860","Sweden",1992,1.03256440660898e-05
"1861","Sweden",1993,1.02947290853955e-05
"1862","Sweden",1994,1.02361103685898e-05
"1863","Sweden",1995,1.0181463599968e-05
"1864","Sweden",1996,1.01415213200487e-05
"1865","Sweden",1997,1.009974250722e-05
"1866","Sweden",1998,1.00607442746194e-05
"1867","Sweden",1999,1.00260037760739e-05
"1868","Sweden",2000,9.9923784122481e-06
"1869","Sweden",2001,9.96182392937439e-06
"1870","Sweden",2002,9.93795173514608e-06
"1871","Sweden",2003,9.91644818821889e-06
"1872","Sweden",2004,9.89603978711147e-06
"1873","Sweden",2005,9.87500914959961e-06
"1874","Sweden",2006,9.84486438678902e-06
"1875","Sweden",2007,9.80257638055152e-06
"1876","Sweden",2008,9.75380689773442e-06
"1877","Sweden",2009,9.69652200002216e-06
"1878","Sweden",2010,9.64012074632052e-06
"1879","Sweden",2011,9.60049613687435e-06
"1880","Sweden",2012,9.56764566857863e-06
"1881","Sweden",2013,9.52296311137244e-06
"1882","Sweden",2014,9.46258856056679e-06
"1883","Sweden",2015,9.49616134686119e-06
"1884","Sweden",2016,1.06883548102581e-05
"1885","Switzerland",1995,1.1130183433293e-05
"1886","Switzerland",1996,1.10640072361013e-05
"1887","Switzerland",1997,1.10177955690023e-05
"1888","Switzerland",1998,1.09279054441465e-05
"1889","Switzerland",1999,1.08566570313183e-05
"1890","Switzerland",2000,1.07764197257104e-05
"1891","Switzerland",2001,1.06869615282493e-05
"1892","Switzerland",2002,1.05734491057418e-05
"1893","Switzerland",2003,1.05357874126131e-05
"1894","Switzerland",2004,1.04585296063727e-05
"1895","Switzerland",2005,1.0390000441177e-05
"1896","Switzerland",2006,1.03258027909899e-05
"1897","Switzerland",2007,1.02358206112927e-05
"1898","Switzerland",2008,1.01109627160655e-05
"1899","Switzerland",2009,9.99122961741497e-06
"1900","Switzerland",2010,9.89454706372289e-06
"1901","Switzerland",2011,9.79390774804234e-06
"1902","Switzerland",2012,9.69680835937475e-06
"1903","Switzerland",2013,9.59132149048881e-06
"1904","Switzerland",2014,9.43656427929546e-06
"1905","Switzerland",2015,9.34025618995647e-06
"1906","Thailand",1985,6.06758322339911e-07
"1907","Thailand",1986,5.99199695187975e-07
"1908","Thailand",1987,5.9177602075524e-07
"1909","Thailand",1990,5.74365888756548e-07
"1910","Thailand",1991,5.69669175305452e-07
"1911","Thailand",1992,5.6615465713898e-07
"1912","Thailand",1994,5.7134993506766e-07
"1913","Thailand",1995,5.56891581140571e-07
"1914","Thailand",1996,5.52907404270699e-07
"1915","Thailand",1997,5.48200848746388e-07
"1916","Thailand",1998,5.43200404488947e-07
"1917","Thailand",1999,5.38517681956559e-07
"1918","Thailand",2000,5.38703215412494e-07
"1919","Thailand",2002,5.78991370052446e-07
"1920","Thailand",2003,5.80811314665189e-07
"1921","Thailand",2004,5.95998699806978e-07
"1922","Thailand",2005,6.11464037869811e-07
"1923","Thailand",2006,6.2743653262799e-07
"1924","Thailand",2007,6.77789287848237e-07
"1925","Thailand",2008,6.96458067776539e-07
"1926","Thailand",2009,7.15204104840856e-07
"1927","Thailand",2010,7.33748911343386e-07
"1928","Thailand",2011,7.41729844161893e-07
"1929","Thailand",2012,7.52621763585647e-07
"1930","Thailand",2013,7.60172284434144e-07
"1931","Thailand",2014,7.67796228716034e-07
"1932","Thailand",2015,7.78534211750108e-07
"1933","Thailand",2016,9.06552864542762e-07
"1934","Trinidad and Tobago",1985,5.27826857314626e-05
"1935","Trinidad and Tobago",1986,5.02910227100389e-05
"1936","Trinidad and Tobago",1987,4.96827880155912e-05
"1937","Trinidad and Tobago",1988,4.9066220275447e-05
"1938","Trinidad and Tobago",1989,5.04121024185959e-05
"1939","Trinidad and Tobago",1990,4.9723426988124e-05
"1940","Trinidad and Tobago",1991,4.9281261995225e-05
"1941","Trinidad and Tobago",1992,4.81113825610255e-05
"1942","Trinidad and Tobago",1993,4.76129516564037e-05
"1943","Trinidad and Tobago",1994,4.71725452123612e-05
"1944","Trinidad and Tobago",1995,4.78952708641163e-05
"1945","Trinidad and Tobago",1996,4.77639410959828e-05
"1946","Trinidad and Tobago",1997,4.76705888831147e-05
"1947","Trinidad and Tobago",1998,4.75963781920928e-05
"1948","Trinidad and Tobago",1999,4.7534384463345e-05
"1949","Trinidad and Tobago",2000,4.74428954041366e-05
"1950","Trinidad and Tobago",2001,4.7084771687279e-05
"1951","Trinidad and Tobago",2002,4.67109297519097e-05
"1952","Trinidad and Tobago",2003,4.63331098011736e-05
"1953","Trinidad and Tobago",2004,4.59580190931384e-05
"1954","Trinidad and Tobago",2005,4.55979068779698e-05
"1955","Trinidad and Tobago",2006,4.52980314263931e-05
"1956","Trinidad and Tobago",2007,4.49674585189816e-05
"1957","Trinidad and Tobago",2008,4.46160495416772e-05
"1958","Trinidad and Tobago",2009,4.42519700464779e-05
"1959","Trinidad and Tobago",2010,4.38869767173597e-05
"1960","Trinidad and Tobago",2011,4.35148445627056e-05
"1961","Turkey",2009,1.06486390281012e-06
"1962","Turkey",2010,1.05748205169644e-06
"1963","Turkey",2011,1.04949913689198e-06
"1964","Turkey",2012,1.04345773716359e-06
"1965","Turkey",2013,1.03793121938007e-06
"1966","Turkey",2014,1.03024863973894e-06
"1967","Turkey",2015,1.02407517814472e-06
"1968","Turkmenistan",1987,1.59270344069692e-05
"1969","Turkmenistan",1988,1.54861034459545e-05
"1970","Turkmenistan",1989,1.50583477631385e-05
"1971","Turkmenistan",1990,1.4635685877107e-05
"1972","Turkmenistan",1991,1.42260824581557e-05
"1973","Turkmenistan",1992,1.38042934598993e-05
"1974","Turkmenistan",1993,1.3454710619702e-05
"1975","Turkmenistan",1994,1.3068267632185e-05
"1976","Turkmenistan",1995,1.17317029669208e-05
"1977","Turkmenistan",1996,1.15047248901802e-05
"1978","Turkmenistan",1997,1.1292179689452e-05
"1979","Turkmenistan",1998,1.1091185818895e-05
"1980","Turkmenistan",1999,1.15412547631768e-05
"1981","Turkmenistan",2000,1.14027665362218e-05
"1982","Turkmenistan",2001,1.12639655154735e-05
"1983","Turkmenistan",2002,1.11885701957167e-05
"1984","Turkmenistan",2003,1.1151241783538e-05
"1985","Turkmenistan",2004,1.11165967426747e-05
"1986","Turkmenistan",2005,1.10644696064532e-05
"1987","Turkmenistan",2006,1.10335472733205e-05
"1988","Turkmenistan",2007,1.09566537360299e-05
"1989","Turkmenistan",2008,1.08491669341108e-05
"1990","Turkmenistan",2009,1.0741965379171e-05
"1991","Turkmenistan",2010,1.0654585420152e-05
"1992","Turkmenistan",2011,1.05542556834099e-05
"1993","Turkmenistan",2012,1.04849427267333e-05
"1994","Turkmenistan",2013,1.04339544436713e-05
"1995","Turkmenistan",2014,1.03759372866969e-05
"1996","Turkmenistan",2015,1.02971135870861e-05
"1997","Ukraine",1987,1.38957488697276e-06
"1998","Ukraine",1988,1.39640669283412e-06
"1999","Ukraine",1989,1.39689329741418e-06
"2000","Ukraine",1990,1.39159416422229e-06
"2001","Ukraine",1991,1.38579184935889e-06
"2002","Ukraine",1992,1.37840215111169e-06
"2003","Ukraine",1993,1.37373278060552e-06
"2004","Ukraine",1994,1.3762520542123e-06
"2005","Ukraine",1995,1.38284795544285e-06
"2006","Ukraine",1996,1.39056967087215e-06
"2007","Ukraine",1997,1.39868118860086e-06
"2008","Ukraine",1998,1.40674223170142e-06
"2009","Ukraine",1999,1.41527855052834e-06
"2010","Ukraine",2000,1.42481546204774e-06
"2011","Ukraine",2001,1.43535108876069e-06
"2012","Ukraine",2002,1.46076799188398e-06
"2013","Ukraine",2003,1.47551115836303e-06
"2014","Ukraine",2004,1.49145595000065e-06
"2015","Ukraine",2005,1.50848018874182e-06
"2016","Ukraine",2006,1.52533542668896e-06
"2017","Ukraine",2007,1.54183362020846e-06
"2018","Ukraine",2008,1.5579352156155e-06
"2019","Ukraine",2009,1.57266372414952e-06
"2020","Ukraine",2010,1.58431995336377e-06
"2021","Ukraine",2011,1.59464496079285e-06
"2022","Ukraine",2012,1.60271466524696e-06
"2023","Ukraine",2014,1.70442163567637e-06
"2024","Ukraine",2015,1.71174209570661e-06
"2025","United Arab Emirates",2005,1.92181447021494e-05
"2026","United Arab Emirates",2006,1.67851369245392e-05
"2027","United Arab Emirates",2007,1.45772282495141e-05
"2028","United Arab Emirates",2008,1.28083566512999e-05
"2029","United Arab Emirates",2009,1.15466693397749e-05
"2030","United Arab Emirates",2010,1.07257424579421e-05
"2031","United Kingdom",1985,1.47887422788767e-06
"2032","United Kingdom",1986,1.47478703408806e-06
"2033","United Kingdom",1987,1.47052003647881e-06
"2034","United Kingdom",1988,1.46762059254018e-06
"2035","United Kingdom",1989,1.46354346727841e-06
"2036","United Kingdom",1990,1.4589830007195e-06
"2037","United Kingdom",1991,1.44911006402042e-06
"2038","United Kingdom",1992,1.44558549143444e-06
"2039","United Kingdom",1993,1.44116175115595e-06
"2040","United Kingdom",1994,1.43664013849935e-06
"2041","United Kingdom",1995,1.43118435880418e-06
"2042","United Kingdom",1996,1.42537452777754e-06
"2043","United Kingdom",1997,1.41988016060902e-06
"2044","United Kingdom",1998,1.41429327297632e-06
"2045","United Kingdom",1999,1.40759983192838e-06
"2046","United Kingdom",2000,1.40113168671129e-06
"2047","United Kingdom",2001,1.41709869183388e-06
"2048","United Kingdom",2002,1.41385247029791e-06
"2049","United Kingdom",2003,1.41243541328908e-06
"2050","United Kingdom",2004,1.41048592815816e-06
"2051","United Kingdom",2005,1.40673070872102e-06
"2052","United Kingdom",2006,1.40475411854696e-06
"2053","United Kingdom",2007,1.40249445661012e-06
"2054","United Kingdom",2008,1.40000481594584e-06
"2055","United Kingdom",2009,1.39675965412224e-06
"2056","United Kingdom",2010,1.39207339008447e-06
"2057","United Kingdom",2011,1.38531645734722e-06
"2058","United Kingdom",2012,1.37060586768436e-06
"2059","United Kingdom",2013,1.36627640040169e-06
"2060","United Kingdom",2014,1.35982075625846e-06
"2061","United Kingdom",2015,1.35268531511326e-06
"2062","United States",1985,3.37499941838866e-07
"2063","United States",1986,3.34797018498083e-07
"2064","United States",1987,3.32194821485446e-07
"2065","United States",1988,3.29628373808006e-07
"2066","United States",1989,3.2720371817487e-07
"2067","United States",1990,3.27459357521001e-07
"2068","United States",1991,3.24959754781139e-07
"2069","United States",1992,3.23039525622419e-07
"2070","United States",1993,3.21253562919701e-07
"2071","United States",1994,3.19494990860906e-07
"2072","United States",1995,3.17715353174047e-07
"2073","United States",1996,3.15596317058135e-07
"2074","United States",1997,3.13932672717973e-07
"2075","United States",1998,3.11845860317126e-07
"2076","United States",1999,3.10314924525004e-07
"2077","United States",2000,3.0146109813206e-07
"2078","United States",2001,2.9851460745331e-07
"2079","United States",2002,2.95464838534488e-07
"2080","United States",2003,2.93619230893381e-07
"2081","United States",2004,2.91526405275464e-07
"2082","United States",2005,2.89482310643544e-07
"2083","United States",2006,2.8711289784626e-07
"2084","United States",2007,2.86002274642516e-07
"2085","United States",2008,2.84881934999645e-07
"2086","United States",2009,2.82666738878084e-07
"2087","United States",2010,2.80615058792385e-07
"2088","United States",2011,2.788155187621e-07
"2089","United States",2012,2.77020098093439e-07
"2090","United States",2013,2.75288540731775e-07
"2091","United States",2014,2.73662711156862e-07
"2092","United States",2015,2.72165439156803e-07
"2093","Uruguay",1985,3.18528414360921e-05
"2094","Uruguay",1986,3.17515115493503e-05
"2095","Uruguay",1987,3.16405658208047e-05
"2096","Uruguay",1988,3.15348508591046e-05
"2097","Uruguay",1989,3.14223308319457e-05
"2098","Uruguay",1990,3.13948371930709e-05
"2099","Uruguay",1993,3.1054174238294e-05
"2100","Uruguay",1994,3.0902678734389e-05
"2101","Uruguay",1995,3.075666727925e-05
"2102","Uruguay",1996,3.06122208258812e-05
"2103","Uruguay",1997,3.04670011294721e-05
"2104","Uruguay",1998,3.0332801749186e-05
"2105","Uruguay",1999,3.02299895150773e-05
"2106","Uruguay",2000,3.01714330676651e-05
"2107","Uruguay",2001,3.01542783871416e-05
"2108","Uruguay",2002,3.01994155141264e-05
"2109","Uruguay",2003,3.02788236441511e-05
"2110","Uruguay",2004,3.03532703514442e-05
"2111","Uruguay",2005,3.03952961700279e-05
"2112","Uruguay",2006,3.03995585950168e-05
"2113","Uruguay",2007,3.03692602036686e-05
"2114","Uruguay",2008,3.03141906970864e-05
"2115","Uruguay",2009,3.02503895730254e-05
"2116","Uruguay",2010,3.01901923923683e-05
"2117","Uruguay",2012,3.00573614979981e-05
"2118","Uruguay",2013,2.9969308026016e-05
"2119","Uruguay",2014,2.98790362425519e-05
"2120","Uruguay",2015,2.97872380434224e-05
"2121","Uzbekistan",1990,2.4097472046146e-06
"2122","Uzbekistan",1991,2.41160248494896e-06
"2123","Uzbekistan",1992,2.31735759887399e-06
"2124","Uzbekistan",1993,2.31127042560927e-06
"2125","Uzbekistan",1994,2.25937192751143e-06
"2126","Uzbekistan",1995,2.23128719673008e-06
"2127","Uzbekistan",1996,2.22659839197167e-06
"2128","Uzbekistan",1997,2.19428106076413e-06
"2129","Uzbekistan",1998,2.16497602415125e-06
"2130","Uzbekistan",1999,2.13990518575389e-06
"2131","Uzbekistan",2000,2.11693313362462e-06
"2132","Uzbekistan",2001,2.09639211483799e-06
"2133","Uzbekistan",2002,2.08057022328794e-06
"2134","Uzbekistan",2003,2.06984467223522e-06
"2135","Uzbekistan",2004,2.06232890639746e-06
"2136","Uzbekistan",2005,2.0566222159097e-06
"2137","Uzbekistan",2009,1.99587924804008e-06
"2138","Uzbekistan",2010,1.98645053303115e-06
"2139","Uzbekistan",2011,1.96896995732936e-06
"2140","Uzbekistan",2012,1.93504385650867e-06
"2141","Uzbekistan",2013,1.89836217359674e-06
"2142","Uzbekistan",2014,1.86171618819523e-06
