"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"1434","New Zealand",1987,1502601,0.000242246611043118,1544501,6.53932888356822e-05,3047101,0.000152275884521058
"1435","New Zealand",1988,1504801,0.00025385416410542,1550401,6.70794200984132e-05,3055201,0.000158745693000231
"1436","New Zealand",1989,1505301,0.000247790973366788,1558501,6.03143661762168e-05,3063801,0.0001520986513158
"1437","New Zealand",1990,1516501,0.000240026218248455,1572901,5.91264167293428e-05,3089401,0.000147601428238031
"1438","New Zealand",1991,1568601,0.000242891595759533,1635301,5.80932806865525e-05,3203901,0.000148256765736519
"1439","New Zealand",1992,1585501,0.000251024754951274,1650101,5.87842804773768e-05,3235601,0.000152676427037821
"1440","New Zealand",1993,1604601,0.000218122760736158,1668601,5.69339224895586e-05,3273201,0.00013564703175882
"1441","New Zealand",1994,1628001,0.000251842597148282,1691501,6.14838536897111e-05,3319501,0.000154541300032746
"1442","New Zealand",1995,1655301,0.000259771485669374,1718501,6.80825905833049e-05,3373801,0.000161835271256366
"1443","New Zealand",1996,1685101,0.000254584146588246,1747401,6.46674690011051e-05,3432501,0.000157611024730947
"1444","New Zealand",1997,1704001,0.000259389519137606,1766201,6.90748108510866e-05,3470201,0.000162238440943334
"1445","New Zealand",1998,1719801,0.000257587941860715,1783001,7.45933401046887e-05,3502801,0.000164154343909346
"1446","New Zealand",1999,1737951,0.000222100623090064,1811351,7.28737831596416e-05,3549301,0.000145662483965153
"1447","New Zealand",2000,1747461,0.00021516932280606,1826231,4.59963717623893e-05,3573691,0.000128438636692428
"1448","New Zealand",2001,1758901,0.000221729363960791,1840191,6.52106221582434e-05,3599091,0.000141424598600035
"1449","New Zealand",2002,1790641,0.000198253027826348,1868551,6.10098413155434e-05,3659191,0.000127897122615354
"1450","New Zealand",2003,1827851,0.00020734731660294,1901571,7.46750975903608e-05,3729421,0.000139431831375433
"1451","New Zealand",2004,1857991,0.000206136628218328,1944521,5.86262632288363e-05,3802511,0.000130440122329692
"1452","New Zealand",2005,1879671,0.000203759062091185,1969611,6.75260241743167e-05,3849281,0.000133791219710902
"1453","New Zealand",2006,1902131,0.000204507470831399,1996471,7.01237333274563e-05,3898601,0.000135433197703484
"1454","New Zealand",2007,1920651,0.000196287612897918,2014801,5.90629049717565e-05,3935451,0.000125779739094706
"1455","New Zealand",2008,1938141,0.000197096083308696,2030311,6.89549532066762e-05,3968451,0.000131285481413277
"1456","New Zealand",2009,1960351,0.000201494528275804,2049631,5.80592311494118e-05,4009981,0.00012793078071941
"1457","New Zealand",2010,1984331,0.000195531894628467,2071141,7.24238475313849e-05,4055471,0.00013241371963947
"1458","New Zealand",2011,2002941,0.000188722483587884,2087521,5.6047340362085e-05,4090461,0.000120768783763004
"1459","New Zealand",2012,2019691,0.000200525723984511,2101181,6.9484732633695e-05,4120871,0.000133466929685496
"1460","New Zealand",2013,2011811,0.000182422702729034,2117961,6.98785293969058e-05,4129771,0.000124462106978813
"1461","Nicaragua",2010,2504957,0.000109782323608749,2602472,2.99715040161815e-05,5107428,6.89192290131158e-05
"1462","Nicaragua",2011,2539424,0.000109079854329171,2638499,3.56263163260627e-05,5177922,7.14572370924089e-05
"1463","Nicaragua",2012,2575879,9.12309933812885e-05,2675566,3.10214735872709e-05,5251444,6.03643493103992e-05
