"","Country","Year","%60+Head","%65+Head"
"1306","Norway",2009,32.8152475649702,24.964205530172
"1307","Norway",2010,33.0334733763301,24.9748022265884
"1308","Norway",2011,33.25169918769,24.9853989230048
"1309","Oman",2003,14.1508847080152,8.42968400534409
"1310","Pakistan",1991,26.7856718339757,17.4090379377491
"1311","Pakistan",1992,24.0817735396582,15.5800572342876
"1312","Pakistan",1993,23.9264859325797,15.4469768671697
"1313","Pakistan",1994,23.7711983255014,15.3138965000518
"1314","Pakistan",1995,23.6159107184229,15.180816132934
"1315","Pakistan",1996,23.4606231113445,15.0477357658161
"1316","Pakistan",1997,23.3053355042661,14.9146553986983
"1317","Pakistan",1998,18.899266404912,11.6731580783323
"1318","Pakistan",1999,22.9947602901093,14.6484946644626
"1319","Pakistan",2000,22.8394726830309,14.5154142973447
"1320","Pakistan",2001,22.6841850759525,14.3823339302269
"1321","Pakistan",2002,22.5288974688741,14.249253563109
"1322","Pakistan",2003,22.3736098617957,14.1161731959911
"1323","Pakistan",2004,22.2183222547173,13.9830928288733
"1324","Pakistan",2005,22.0630346476389,13.8500124617554
"1325","Pakistan",2006,23.006645221257,15.0478530802319
"1326","Pakistan",2007,21.752459433482,13.5838517275197
"1327","Pakistan",2008,21.5971718264037,13.4507713604019
"1328","Pakistan",2009,21.4418842193253,13.317690993284
"1329","Pakistan",2010,21.2865966122469,13.1846106261661
"1330","Pakistan",2011,21.1313090051685,13.0515302590483
"1331","Pakistan",2012,20.97602139809,12.9184498919304
"1332","Pakistan",2013,21.4240064153518,12.8669651561226
"1333","Panama",1990,19.906332102197,13.7055934204013
"1334","Panama",1991,19.6748237579632,13.5705937414958
"1335","Panama",1992,19.8593131223504,13.7014220982692
"1336","Panama",1993,20.0438024867375,13.8322504550428
"1337","Panama",1994,20.2282918511247,13.9630788118163
"1338","Panama",1995,20.4127812155119,14.0939071685898
"1339","Panama",1996,20.5972705798991,14.2247355253633
"1340","Panama",1997,20.7817599442863,14.3555638821368
"1341","Panama",1998,20.9662493086734,14.4863922389103
"1342","Panama",1999,21.1507386730606,14.6172205956838
"1343","Panama",2000,20.5032326202064,14.2163928810995
"1344","Panama",2001,21.5197174018349,14.8788773092308
"1345","Panama",2002,21.7042067662221,15.0097056660043
"1346","Panama",2003,21.8886961306092,15.1405340227778
"1347","Panama",2004,22.0731854949964,15.2713623795513
"1348","Panama",2005,22.2576748593835,15.4021907363248
"1349","Panama",2006,22.4421642237708,15.5330190930983
"1350","Panama",2007,22.6266535881579,15.6638474498718
"1351","Panama",2008,22.8111429525451,15.7946758066453
"1352","Panama",2009,22.9956323169322,15.9255041634188
"1353","Panama",2010,23.5961193899401,16.3221605558712
"1354","Paraguay",1990,23.2676105633556,15.317715141171
"1355","Paraguay",1991,21.3777980687063,14.0974306680238
"1356","Paraguay",1992,19.1514744376752,12.6537561676203
"1357","Paraguay",1993,20.9632844432246,13.8907619942915
"1358","Paraguay",1994,20.7560276304838,13.7874276574254
"1359","Paraguay",1995,20.548770817743,13.6840933205593
"1360","Paraguay",1996,20.3415140050021,13.5807589836932
"1361","Paraguay",1997,20.1342571922613,13.477424646827
"1362","Paraguay",1998,19.9270003795205,13.3740903099609
"1363","Paraguay",1999,19.7197435667796,13.2707559730948
"1364","Paraguay",2000,19.5124867540388,13.1674216362287
"1365","Paraguay",2001,19.305229941298,13.0640872993626
"1366","Paraguay",2002,19.4344842649388,13.1841429897526
"1367","Peru",1991,20.1649515657858,12.8250960225366
"1368","Peru",1992,20.0429311844745,12.9471032173001
"1369","Peru",1993,18.8026654074191,12.1708379243402
"1370","Peru",1994,20.7430345799835,13.5937550634007
"1371","Peru",1995,21.0930862777381,13.9170809864511
"1372","Peru",1996,20.3673611261064,13.2531519692877
"1373","Peru",1997,21.7931896732472,14.5637328325518
"1374","Peru",1998,22.1432413710017,14.8870587556021
"1375","Peru",1999,22.4932930687563,15.2103846786523
"1376","Peru",2000,25.0518095616413,17.4804704311625
"1377","Peru",2001,23.1933964642654,15.857036524753
"1378","Peru",2002,23.54344816202,16.1803624478033
"1379","Peru",2003,23.8934998597746,16.5036883708536
"1380","Peru",2004,24.2435515575291,16.827014293904
"1381","Peru",2005,27.3696084878725,19.3683759263163
"1382","Peru",2006,24.9436549530383,17.4736661400046
"1383","Peru",2007,23.7560822682838,16.747267885639
"1384","Peru",2008,25.6437583485474,18.1203179861053
"1385","Peru",2009,25.6403306756498,18.179039629919
"1386","Peru",2010,26.6165776306751,18.7887876322735
"1387","Peru",2011,26.4783754745684,18.6623448144542
"1388","Peru",2012,26.0874431907613,18.8548151648094
"1389","Philippines",1990,15.5799612562463,9.80859732863853
"1390","Philippines",1991,16.0033968502362,10.1571556179218
"1391","Philippines",1992,16.2479944998855,10.3180709484269
"1392","Philippines",1993,18.3921900844085,11.6227790155246
"1393","Philippines",1994,16.7371897991843,10.639901609437
"1394","Philippines",1995,15.8356116503704,10.0837374075467
"1395","Philippines",1996,17.226385098483,10.9617322704472
"1396","Philippines",1997,17.4709827481324,11.1226476009522
"1397","Philippines",1998,18.436532558589,11.7659687776733
"1398","Philippines",1999,17.9601780474312,11.4444782619623
"1399","Philippines",2000,17.2202605496833,11.0097571647692
"1400","Philippines",2001,18.4493733467299,11.7663089229724
"1401","Philippines",2002,18.6939709963793,11.9272242534775
"1402","Philippines",2003,17.9270289554309,11.5846873070001
"1403","Philippines",2004,19.183166295678,12.2490549144876
"1404","Philippines",2005,19.4277639453274,12.4099702449927
"1405","Philippines",2006,19.6723615949767,12.5708855754978
"1406","Philippines",2007,19.9169592446261,12.7318009060028
"1407","Philippines",2008,19.9320148552241,12.8705309444738
"1408","Philippines",2009,20.4061545439249,13.0536315670129
"1409","Philippines",2010,20.6507521935742,13.2145468975179
"1410","Philippines",2011,20.8953498432236,13.375462228023
"1411","Philippines",2012,21.139947492873,13.5363775585281
"1412","Philippines",2013,22.3146056666924,14.0970907941131
"1413","Poland",2002,29.8302959277321,22.6442336530444
"1414","Poland",2003,30.2849281529499,22.514394065708
"1415","Poland",2004,30.5282180601129,22.3845544783715
"1416","Poland",2005,30.771507967276,22.2547148910351
"1417","Poland",2006,31.014797874439,22.1248753036987
"1418","Poland",2007,31.258087781602,21.9950357163623
"1419","Poland",2008,31.501377688765,21.8651961290258
"1420","Poland",2009,31.744667595928,21.7353565416894
"1421","Poland",2010,31.987957503091,21.605516954353
"1422","Poland",2011,32.2523816420596,21.4756773670166
"1423","Portugal",1991,33.9418616506092,24.4602895447826
"1424","Portugal",1992,34.2701153345676,24.7318073295833
"1425","Portugal",1993,34.5274460975062,25.0041324786896
"1426","Portugal",1994,34.7847768604448,25.2764576277959
"1427","Portugal",1995,35.0421076233834,25.5487827769024
"1428","Portugal",1996,35.299438386322,25.8211079260087
"1429","Portugal",1997,35.5567691492607,26.0934330751151
"1430","Portugal",1998,35.8140999121993,26.3657582242215
"1431","Portugal",1999,36.0714306751379,26.6380833733278
"1432","Portugal",2000,36.3287614380766,26.9104085224342
"1433","Portugal",2001,36.7279380430549,27.1811189429292
"1434","Portugal",2002,36.8434229639537,27.455058820647
"1435","Portugal",2003,37.1007537268924,27.7273839697533
"1436","Portugal",2004,37.358084489831,27.9997091188596
"1437","Portugal",2005,37.6154152527697,28.2720342679661
"1438","Portugal",2006,37.8727460157083,28.5443594170724
"1439","Portugal",2007,38.1300767786469,28.8166845661788
"1440","Portugal",2008,38.3874075415856,29.0890097152852
"1441","Portugal",2009,38.6447383045241,29.3613348643916
"1442","Portugal",2010,38.9020690674627,29.6336600134979
"1443","Portugal",2011,39.0884769093815,29.90679252691
"1444","Puerto Rico",1990,12.3277930256497,9.10788123593114
"1445","Puerto Rico",1991,15.7603042793194,11.8067712642433
"1446","Puerto Rico",1992,17.041587087369,12.7304176283681
"1447","Puerto Rico",1993,18.322869895419,13.6540639924929
"1448","Puerto Rico",1994,19.6041527034686,14.5777103566174
"1449","Puerto Rico",1995,20.8854355115182,15.5013567207423
"1450","Puerto Rico",1996,22.1667183195682,16.4250030848671
"1451","Puerto Rico",1997,23.4480011276178,17.3486494489919
"1452","Puerto Rico",1998,24.7292839356674,18.2722958131167
"1453","Puerto Rico",1999,26.0105667437174,19.1959421772415
"1454","Puerto Rico",2000,30.5653974986621,22.620498285533
"1455","Puerto Rico",2001,28.5731323598166,21.0432349054909
"1456","Puerto Rico",2002,29.8544151678666,21.9668812696157
"1457","Puerto Rico",2003,31.1356979759162,22.8905276337405
"1458","Puerto Rico",2004,32.4169807839658,23.8141739978653
"1459","Puerto Rico",2005,35.756081480707,26.836975530406
