"","Country","Year","infant_mortality_rate"
"1503","Kiribati",2015,57.8
"1504","Kiribati",2016,56.2
"1505","Kuwait",1985,23.1
"1506","Kuwait",1986,21.7
"1507","Kuwait",1987,20.6
"1508","Kuwait",1988,19.7
"1509","Kuwait",1989,18.6
"1510","Kuwait",1990,17.6
"1511","Kuwait",1991,19.4
"1512","Kuwait",1992,16
"1513","Kuwait",1993,15.4
"1514","Kuwait",1994,15
"1515","Kuwait",1995,14.6
"1516","Kuwait",1996,14.2
"1517","Kuwait",1997,13.8
"1518","Kuwait",1998,13.4
"1519","Kuwait",1999,13
"1520","Kuwait",2000,12.7
"1521","Kuwait",2001,12.5
"1522","Kuwait",2002,12.3
"1523","Kuwait",2003,12.2
"1524","Kuwait",2004,12
"1525","Kuwait",2005,11.8
"1526","Kuwait",2006,11.6
"1527","Kuwait",2007,11.5
"1528","Kuwait",2008,11.3
"1529","Kuwait",2009,11.1
"1530","Kuwait",2010,10.8
"1531","Kuwait",2011,10.4
"1532","Kuwait",2012,10
"1533","Kuwait",2013,9.5
"1534","Kuwait",2014,9.1
"1535","Kuwait",2015,8.8
"1536","Kuwait",2016,8.4
"1537","Latvia",1985,17.4
"1538","Latvia",1986,16.3
"1539","Latvia",1987,15.6
"1540","Latvia",1988,15.4
"1541","Latvia",1989,15.8
"1542","Latvia",1990,16.9
"1543","Latvia",1991,18.3
"1544","Latvia",1992,19.4
"1545","Latvia",1993,20
"1546","Latvia",1994,20
"1547","Latvia",1995,19.7
"1548","Latvia",1996,19.1
"1549","Latvia",1997,18
"1550","Latvia",1998,16.7
"1551","Latvia",1999,15.4
"1552","Latvia",2000,14.3
"1553","Latvia",2001,13.4
"1554","Latvia",2002,12.6
"1555","Latvia",2003,11.9
"1556","Latvia",2004,11.1
"1557","Latvia",2005,10.5
"1558","Latvia",2006,9.9
"1559","Latvia",2007,9.3
"1560","Latvia",2008,8.8
"1561","Latvia",2009,8.3
"1562","Latvia",2010,7.8
"1563","Latvia",2011,7.3
"1564","Latvia",2012,6.7
"1565","Latvia",2013,6.1
"1566","Latvia",2014,5.5
"1567","Latvia",2015,5
"1568","Latvia",2016,4.6
"1569","Lithuania",1985,17.5
"1570","Lithuania",1986,16.4
"1571","Lithuania",1987,15.1
"1572","Lithuania",1988,14.2
"1573","Lithuania",1989,14.3
"1574","Lithuania",1990,15.2
"1575","Lithuania",1991,16.5
"1576","Lithuania",1992,17.8
"1577","Lithuania",1993,18.2
"1578","Lithuania",1994,17
"1579","Lithuania",1995,15
"1580","Lithuania",1996,13.3
"1581","Lithuania",1997,12.3
"1582","Lithuania",1998,11.7
"1583","Lithuania",1999,11.2
"1584","Lithuania",2000,10.7
"1585","Lithuania",2001,10.3
"1586","Lithuania",2002,9.9
"1587","Lithuania",2003,9.5
"1588","Lithuania",2004,9.3
"1589","Lithuania",2005,9
"1590","Lithuania",2006,8.7
"1591","Lithuania",2007,8.1
"1592","Lithuania",2008,7.4
"1593","Lithuania",2009,6.7
"1594","Lithuania",2010,6
"1595","Lithuania",2011,5.5
"1596","Lithuania",2012,5.2
"1597","Lithuania",2013,5
"1598","Lithuania",2014,5
"1599","Lithuania",2015,5
"1600","Lithuania",2016,4.7
"1601","Luxembourg",1985,11.2
"1602","Luxembourg",1986,10.7
"1603","Luxembourg",1987,10.2
"1604","Luxembourg",1988,9.7
"1605","Luxembourg",1989,9.2
"1606","Luxembourg",1990,8.7
"1607","Luxembourg",1991,8.2
"1608","Luxembourg",1992,7.7
"1609","Luxembourg",1993,7.2
"1610","Luxembourg",1994,6.8
"1611","Luxembourg",1995,6.4
"1612","Luxembourg",1996,6
"1613","Luxembourg",1997,5.6
"1614","Luxembourg",1998,5.3
"1615","Luxembourg",1999,5
"1616","Luxembourg",2000,4.8
"1617","Luxembourg",2001,4.5
"1618","Luxembourg",2002,4.2
"1619","Luxembourg",2003,4
"1620","Luxembourg",2004,3.8
"1621","Luxembourg",2005,3.6
"1622","Luxembourg",2006,3.4
"1623","Luxembourg",2007,3.3
"1624","Luxembourg",2008,3.1
"1625","Luxembourg",2009,3
"1626","Luxembourg",2010,3
"1627","Luxembourg",2011,2.9
"1628","Luxembourg",2012,2.8
"1629","Luxembourg",2013,2.8
"1630","Luxembourg",2014,2.7
"1631","Luxembourg",2015,2.7
"1632","Luxembourg",2016,2.6
"1633","Maldives",1985,120.3
"1634","Maldives",1986,114.4
"1635","Maldives",1987,108.9
"1636","Maldives",1988,103.6
"1637","Maldives",1989,98.5
"1638","Maldives",1990,93.8
"1639","Maldives",1991,89.2
"1640","Maldives",1992,84.6
"1641","Maldives",1993,79.9
"1642","Maldives",1994,75.1
"1643","Maldives",1995,70.2
"1644","Maldives",1996,65.1
"1645","Maldives",1997,59.8
"1646","Maldives",1998,54.5
"1647","Maldives",1999,49.1
"1648","Maldives",2000,43.8
"1649","Maldives",2001,38.6
"1650","Maldives",2002,33.8
"1651","Maldives",2003,29.6
"1652","Maldives",2004,28.7
"1653","Maldives",2005,22.6
"1654","Maldives",2006,20
"1655","Maldives",2007,17.8
"1656","Maldives",2008,16
"1657","Maldives",2009,14.4
"1658","Maldives",2010,13.1
"1659","Maldives",2011,11.9
"1660","Maldives",2012,10.8
"1661","Maldives",2013,10
"1662","Maldives",2014,9.3
"1663","Maldives",2015,8.8
"1664","Maldives",2016,8.3
"1665","Malta",1985,13.8
"1666","Malta",1986,13.2
"1667","Malta",1987,12.7
"1668","Malta",1988,12.2
"1669","Malta",1989,11.7
"1670","Malta",1990,11.3
"1671","Malta",1991,11
"1672","Malta",1992,10.6
"1673","Malta",1993,10.2
"1674","Malta",1994,9.8
"1675","Malta",1995,9.5
"1676","Malta",1996,9.1
"1677","Malta",1997,8.7
"1678","Malta",1998,8.3
"1679","Malta",1999,8
"1680","Malta",2000,7.7
"1681","Malta",2001,7.5
"1682","Malta",2002,7.3
"1683","Malta",2003,7.1
"1684","Malta",2004,7
"1685","Malta",2005,6.9
"1686","Malta",2006,6.8
"1687","Malta",2007,6.8
"1688","Malta",2008,6.7
"1689","Malta",2009,6.7
"1690","Malta",2010,6.7
"1691","Malta",2011,6.6
"1692","Malta",2012,6.6
"1693","Malta",2013,6.6
"1694","Malta",2014,6.6
"1695","Malta",2015,6.6
"1696","Malta",2016,6.5
"1697","Mauritius",1985,28.4
"1698","Mauritius",1986,28.7
"1699","Mauritius",1987,28.7
"1700","Mauritius",1988,27.4
"1701","Mauritius",1989,25
"1702","Mauritius",1990,23
"1703","Mauritius",1991,21.7
"1704","Mauritius",1992,21.2
"1705","Mauritius",1993,21.2
"1706","Mauritius",1994,21.6
"1707","Mauritius",1995,22.2
"1708","Mauritius",1996,22.7
"1709","Mauritius",1997,22.6
"1710","Mauritius",1998,21.7
"1711","Mauritius",1999,20.2
"1712","Mauritius",2000,18.5
"1713","Mauritius",2001,17.1
"1714","Mauritius",2002,16.1
"1715","Mauritius",2003,15.6
"1716","Mauritius",2004,15.5
"1717","Mauritius",2005,15.7
"1718","Mauritius",2006,16
"1719","Mauritius",2007,16.1
"1720","Mauritius",2008,15.8
"1721","Mauritius",2009,15.4
"1722","Mauritius",2010,15
"1723","Mauritius",2011,14.9
"1724","Mauritius",2012,14.8
"1725","Mauritius",2013,14.8
"1726","Mauritius",2014,14.7
"1727","Mauritius",2015,14.4
"1728","Mauritius",2016,13.8
"1729","Mexico",1985,57
"1730","Mexico",1986,54.6
"1731","Mexico",1987,52.2
"1732","Mexico",1988,50
"1733","Mexico",1989,47.7
"1734","Mexico",1990,45.4
"1735","Mexico",1991,43.3
"1736","Mexico",1992,41.1
"1737","Mexico",1993,39.1
"1738","Mexico",1994,37.2
"1739","Mexico",1995,35.3
"1740","Mexico",1996,33.5
"1741","Mexico",1997,31.8
"1742","Mexico",1998,30
"1743","Mexico",1999,28.3
"1744","Mexico",2000,26.8
"1745","Mexico",2001,25.3
"1746","Mexico",2002,23.9
"1747","Mexico",2003,22.7
"1748","Mexico",2004,21.6
"1749","Mexico",2005,20.6
"1750","Mexico",2006,19.8
"1751","Mexico",2007,19
"1752","Mexico",2008,18.4
"1753","Mexico",2009,17.8
"1754","Mexico",2010,17.3
"1755","Mexico",2011,16.8
"1756","Mexico",2012,16.4
"1757","Mexico",2013,15.9
"1758","Mexico",2014,15.4
"1759","Mexico",2015,14.8
"1760","Mexico",2016,14.1
"1761","Mongolia",1985,134.7
"1762","Mongolia",1986,129.1
"1763","Mongolia",1987,123.5
"1764","Mongolia",1988,118
"1765","Mongolia",1989,112.7
"1766","Mongolia",1990,107.8
"1767","Mongolia",1991,103.2
"1768","Mongolia",1992,99
"1769","Mongolia",1993,95
"1770","Mongolia",1994,90.9
"1771","Mongolia",1995,86.8
"1772","Mongolia",1996,82.6
"1773","Mongolia",1997,78.2
"1774","Mongolia",1998,73.5
"1775","Mongolia",1999,68.7
"1776","Mongolia",2000,63.9
"1777","Mongolia",2001,59
"1778","Mongolia",2002,54.3
"1779","Mongolia",2003,49.8
"1780","Mongolia",2004,45.6
"1781","Mongolia",2005,41.7
"1782","Mongolia",2006,38
"1783","Mongolia",2007,34.7
"1784","Mongolia",2008,31.6
"1785","Mongolia",2009,28.8
"1786","Mongolia",2010,26.3
"1787","Mongolia",2011,24.2
"1788","Mongolia",2012,22.4
"1789","Mongolia",2013,21
"1790","Mongolia",2014,19.8
"1791","Mongolia",2015,18.8
"1792","Mongolia",2016,18
"1793","Montenegro",1985,24.7
"1794","Montenegro",1986,22.5
"1795","Montenegro",1987,20.6
"1796","Montenegro",1988,18.9
"1797","Montenegro",1989,17.6
"1798","Montenegro",1990,16.6
"1799","Montenegro",1991,15.9
"1800","Montenegro",1992,15.5
"1801","Montenegro",1993,15.3
"1802","Montenegro",1994,15.2
"1803","Montenegro",1995,15.1
"1804","Montenegro",1996,15.1
"1805","Montenegro",1997,15
"1806","Montenegro",1998,14.9
"1807","Montenegro",1999,14.6
"1808","Montenegro",2000,14.1
"1809","Montenegro",2001,13.6
"1810","Montenegro",2002,12.9
"1811","Montenegro",2003,12.2
"1812","Montenegro",2004,11.4
"1813","Montenegro",2005,10.6
"1814","Montenegro",2006,9.8
"1815","Montenegro",2007,9
"1816","Montenegro",2008,8.2
"1817","Montenegro",2009,7.4
"1818","Montenegro",2010,6.8
"1819","Montenegro",2011,6.1
"1820","Montenegro",2012,5.6
"1821","Montenegro",2013,5
"1822","Montenegro",2014,4.6
"1823","Montenegro",2015,4.1
"1824","Montenegro",2016,3.8
"1825","Netherlands",1985,9.8
"1826","Netherlands",1986,9.5
"1827","Netherlands",1987,9.3
"1828","Netherlands",1988,9
"1829","Netherlands",1989,8.7
"1830","Netherlands",1990,8.4
"1831","Netherlands",1991,8.1
"1832","Netherlands",1992,7.7
"1833","Netherlands",1993,7.4
"1834","Netherlands",1994,7.1
"1835","Netherlands",1995,6.9
"1836","Netherlands",1996,6.7
"1837","Netherlands",1997,6.6
"1838","Netherlands",1998,6.4
"1839","Netherlands",1999,6.3
"1840","Netherlands",2000,6.2
"1841","Netherlands",2001,6.1
"1842","Netherlands",2002,5.9
"1843","Netherlands",2003,5.7
"1844","Netherlands",2004,5.5
"1845","Netherlands",2005,5.3
"1846","Netherlands",2006,5.1
"1847","Netherlands",2007,4.9
"1848","Netherlands",2008,4.7
"1849","Netherlands",2009,4.6
"1850","Netherlands",2010,4.4
"1851","Netherlands",2011,4.3
"1852","Netherlands",2012,4.2
"1853","Netherlands",2013,4.1
"1854","Netherlands",2014,4.1
"1855","Netherlands",2015,4
"1856","Netherlands",2016,4
"1857","New Zealand",1985,13.8
"1858","New Zealand",1986,13.4
"1859","New Zealand",1987,12.9
"1860","New Zealand",1988,12.4
"1861","New Zealand",1989,11.8
"1862","New Zealand",1990,11.2
"1863","New Zealand",1991,10.6
"1864","New Zealand",1992,10
"1865","New Zealand",1993,9.5
"1866","New Zealand",1994,9.1
"1867","New Zealand",1995,8.7
"1868","New Zealand",1996,8.4
"1869","New Zealand",1997,8.1
"1870","New Zealand",1998,7.8
"1871","New Zealand",1999,7.6
"1872","New Zealand",2000,7.4
"1873","New Zealand",2001,7.2
"1874","New Zealand",2002,7
"1875","New Zealand",2003,6.9
"1876","New Zealand",2004,6.7
"1877","New Zealand",2005,6.6
"1878","New Zealand",2006,6.5
"1879","New Zealand",2007,6.4
"1880","New Zealand",2008,6.4
"1881","New Zealand",2009,6.3
"1882","New Zealand",2010,6.2
"1883","New Zealand",2011,6.1
"1884","New Zealand",2012,6
"1885","New Zealand",2013,5.9
"1886","New Zealand",2014,5.7
"1887","New Zealand",2015,5.6
"1888","New Zealand",2016,5.4
"1889","Nicaragua",1985,82.4
"1890","Nicaragua",1986,78.9
"1891","Nicaragua",1987,75.8
"1892","Nicaragua",1988,72.8
"1893","Nicaragua",1989,69.9
"1894","Nicaragua",1990,66.9
"1895","Nicaragua",1991,63.8
"1896","Nicaragua",1992,60.7
"1897","Nicaragua",1993,57.6
"1898","Nicaragua",1994,54.6
"1899","Nicaragua",1995,51.7
"1900","Nicaragua",1996,48.9
"1901","Nicaragua",1997,46.1
"1902","Nicaragua",1998,49.4
"1903","Nicaragua",1999,41
"1904","Nicaragua",2000,38.7
"1905","Nicaragua",2001,36.5
"1906","Nicaragua",2002,34.5
"1907","Nicaragua",2003,32.7
"1908","Nicaragua",2004,31
"1909","Nicaragua",2005,29.3
"1910","Nicaragua",2006,27.8
"1911","Nicaragua",2007,26.3
"1912","Nicaragua",2008,25
"1913","Nicaragua",2009,23.7
"1914","Nicaragua",2010,22.6
"1915","Nicaragua",2011,21.6
"1916","Nicaragua",2012,20.7
"1917","Nicaragua",2013,19.9
"1918","Nicaragua",2014,19.2
"1919","Nicaragua",2015,18.5
"1920","Nicaragua",2016,17.9
"1921","Norway",1985,10.2
"1922","Norway",1986,10.2
"1923","Norway",1987,10.1
"1924","Norway",1988,9.8
"1925","Norway",1989,9.3
"1926","Norway",1990,8.7
"1927","Norway",1991,7.9
"1928","Norway",1992,7.2
"1929","Norway",1993,6.6
"1930","Norway",1994,6.1
"1931","Norway",1995,5.7
"1932","Norway",1996,5.4
"1933","Norway",1997,5.2
"1934","Norway",1998,5.1
"1935","Norway",1999,5
"1936","Norway",2000,4.9
"1937","Norway",2001,4.7
"1938","Norway",2002,4.5
"1939","Norway",2003,4.4
"1940","Norway",2004,4.2
"1941","Norway",2005,4
"1942","Norway",2006,3.9
"1943","Norway",2007,3.7
"1944","Norway",2008,3.5
"1945","Norway",2009,3.4
"1946","Norway",2010,3.2
"1947","Norway",2011,3.1
"1948","Norway",2012,3
"1949","Norway",2013,2.9
"1950","Norway",2014,2.8
"1951","Norway",2015,2.7
"1952","Norway",2016,2.6
"1953","Oman",1985,65.5
"1954","Oman",1986,58.8
"1955","Oman",1987,52.9
"1956","Oman",1988,47.8
"1957","Oman",1989,43.2
"1958","Oman",1990,39.2
"1959","Oman",1991,35.5
"1960","Oman",1992,32.2
"1961","Oman",1993,29.2
"1962","Oman",1994,26.6
"1963","Oman",1995,24.3
"1964","Oman",1996,22.4
"1965","Oman",1997,20.6
"1966","Oman",1998,19.1
"1967","Oman",1999,17.7
"1968","Oman",2000,16.5
"1969","Oman",2001,15.4
"1970","Oman",2002,14.5
"1971","Oman",2003,13.8
"1972","Oman",2004,13.2
"1973","Oman",2005,12.8
"1974","Oman",2006,12.4
"1975","Oman",2007,12.1
"1976","Oman",2008,11.9
"1977","Oman",2009,11.7
"1978","Oman",2010,11.6
"1979","Oman",2011,11.5
"1980","Oman",2012,11.4
"1981","Oman",2013,11.3
"1982","Oman",2014,11.2
"1983","Oman",2015,11.2
"1984","Oman",2016,11.3
"1985","Panama",1985,36.2
"1986","Panama",1986,34.9
"1987","Panama",1987,33.7
"1988","Panama",1988,32.6
"1989","Panama",1989,31.6
"1990","Panama",1990,30.7
"1991","Panama",1991,30
"1992","Panama",1992,29.3
"1993","Panama",1993,28.8
"1994","Panama",1994,28.4
"1995","Panama",1995,28.1
"1996","Panama",1996,27.8
"1997","Panama",1997,27.4
"1998","Panama",1998,27.1
"1999","Panama",1999,26.6
"2000","Panama",2000,26.1
"2001","Panama",2001,25.6
"2002","Panama",2002,24.9
"2003","Panama",2003,24.3
"2004","Panama",2004,23.7
"2005","Panama",2005,23.1
"2006","Panama",2006,22.5
"2007","Panama",2007,22
"2008","Panama",2008,21.3
"2009","Panama",2009,20.7
"2010","Panama",2010,20.1
"2011","Panama",2011,19.5
"2012","Panama",2012,18.9
"2013","Panama",2013,18.4
"2014","Panama",2014,17.8
"2015","Panama",2015,17.2
"2016","Panama",2016,16.7
"2017","Paraguay",1985,54.8
"2018","Paraguay",1986,52.8
"2019","Paraguay",1987,50.9
"2020","Paraguay",1988,49
"2021","Paraguay",1989,47.2
"2022","Paraguay",1990,45.5
"2023","Paraguay",1991,43.8
"2024","Paraguay",1992,42.3
"2025","Paraguay",1993,40.8
"2026","Paraguay",1994,39.5
"2027","Paraguay",1995,38.3
"2028","Paraguay",1996,37.3
"2029","Paraguay",1997,36.3
"2030","Paraguay",1998,35.5
"2031","Paraguay",1999,34.7
"2032","Paraguay",2000,33.9
"2033","Paraguay",2001,33.1
"2034","Paraguay",2002,32.4
"2035","Paraguay",2003,31.6
"2036","Paraguay",2004,30.9
"2037","Paraguay",2005,30.2
"2038","Paraguay",2006,29.4
"2039","Paraguay",2007,28.6
"2040","Paraguay",2008,27.7
"2041","Paraguay",2009,26.9
"2042","Paraguay",2010,26.1
"2043","Paraguay",2011,25.4
"2044","Paraguay",2012,24.6
"2045","Paraguay",2013,23.8
"2046","Paraguay",2014,23.1
"2047","Paraguay",2015,22.4
"2048","Paraguay",2016,21.6
"2049","Philippines",1985,73.3
"2050","Philippines",1986,70.9
"2051","Philippines",1987,67.9
"2052","Philippines",1988,64.5
"2053","Philippines",1989,61
"2054","Philippines",1990,57.6
"2055","Philippines",1991,54.4
"2056","Philippines",1992,51.5
"2057","Philippines",1993,49
"2058","Philippines",1994,46.9
"2059","Philippines",1995,45
"2060","Philippines",1996,43.4
"2061","Philippines",1997,42
"2062","Philippines",1998,40.8
"2063","Philippines",1999,39.7
"2064","Philippines",2000,38.7
"2065","Philippines",2001,37.8
"2066","Philippines",2002,36.9
"2067","Philippines",2003,36
"2068","Philippines",2004,35.1
"2069","Philippines",2005,34.4
"2070","Philippines",2006,33.6
"2071","Philippines",2007,33
"2072","Philippines",2008,32.4
"2073","Philippines",2009,31.9
"2074","Philippines",2010,31.3
"2075","Philippines",2011,30.9
"2076","Philippines",2012,30.4
"2077","Philippines",2013,30
"2078","Philippines",2014,29.6
"2079","Philippines",2015,29.1
"2080","Philippines",2016,28.6
"2081","Poland",1985,20.3
"2082","Poland",1986,19.6
"2083","Poland",1987,18.9
"2084","Poland",1988,18.3
"2085","Poland",1989,17.8
"2086","Poland",1990,17.3
"2087","Poland",1991,16.9
"2088","Poland",1992,16.5
"2089","Poland",1993,16
"2090","Poland",1994,15.3
"2091","Poland",1995,14.4
"2092","Poland",1996,13.3
"2093","Poland",1997,12
"2094","Poland",1998,10.8
"2095","Poland",1999,9.9
"2096","Poland",2000,9.3
"2097","Poland",2001,8.8
"2098","Poland",2002,8.4
"2099","Poland",2003,8.1
"2100","Poland",2004,7.8
"2101","Poland",2005,7.6
"2102","Poland",2006,7.3
"2103","Poland",2007,7
"2104","Poland",2008,6.7
"2105","Poland",2009,6.3
"2106","Poland",2010,6
"2107","Poland",2011,5.6
"2108","Poland",2012,5.4
"2109","Poland",2013,5.2
"2110","Poland",2014,5
"2111","Poland",2015,4.9
"2112","Poland",2016,4.8
"2113","Portugal",1985,20.4
"2114","Portugal",1986,19.3
"2115","Portugal",1987,18.2
"2116","Portugal",1988,17
"2117","Portugal",1989,15.9
"2118","Portugal",1990,14.7
"2119","Portugal",1991,13.6
"2120","Portugal",1992,12.5
"2121","Portugal",1993,11.4
"2122","Portugal",1994,10.5
"2123","Portugal",1995,9.7
"2124","Portugal",1996,9.1
"2125","Portugal",1997,8.6
"2126","Portugal",1998,8.2
"2127","Portugal",1999,7.7
"2128","Portugal",2000,7.2
"2129","Portugal",2001,6.7
"2130","Portugal",2002,6.1
"2131","Portugal",2003,5.6
"2132","Portugal",2004,5.1
"2133","Portugal",2005,4.7
"2134","Portugal",2006,4.4
"2135","Portugal",2007,4.2
"2136","Portugal",2008,4.1
"2137","Portugal",2009,4
"2138","Portugal",2010,3.9
"2139","Portugal",2011,3.8
"2140","Portugal",2012,3.7
"2141","Portugal",2013,3.7
"2142","Portugal",2014,3.7
"2143","Portugal",2015,3.7
"2144","Portugal",2016,3.7
"2145","Qatar",1985,28.3
"2146","Qatar",1986,26.8
"2147","Qatar",1987,25.3
"2148","Qatar",1988,23.7
"2149","Qatar",1989,22.3
"2150","Qatar",1990,20.8
"2151","Qatar",1991,19.5
"2152","Qatar",1992,18.2
"2153","Qatar",1993,17.1
"2154","Qatar",1994,16.1
"2155","Qatar",1995,15.3
"2156","Qatar",1996,14.6
"2157","Qatar",1997,14
"2158","Qatar",1998,13.5
"2159","Qatar",1999,13
"2160","Qatar",2000,12.5
"2161","Qatar",2001,12
"2162","Qatar",2002,11.6
"2163","Qatar",2003,11.2
"2164","Qatar",2004,10.8
"2165","Qatar",2005,10.4
"2166","Qatar",2006,10.1
"2167","Qatar",2007,9.8
"2168","Qatar",2008,9.5
"2169","Qatar",2009,9.3
"2170","Qatar",2010,9.1
"2171","Qatar",2011,8.9
"2172","Qatar",2012,8.7
"2173","Qatar",2013,8.5
"2174","Qatar",2014,8.3
"2175","Qatar",2015,8.1
"2176","Qatar",2016,7.8
"2177","Romania",1985,31.5
"2178","Romania",1986,33.2
"2179","Romania",1987,34.8
"2180","Romania",1988,34.6
"2181","Romania",1989,33
"2182","Romania",1990,31.1
"2183","Romania",1991,29.7
"2184","Romania",1992,28.7
"2185","Romania",1993,28
"2186","Romania",1994,27.5
"2187","Romania",1995,27.1
"2188","Romania",1996,26.6
"2189","Romania",1997,25.9
"2190","Romania",1998,24.6
"2191","Romania",1999,23.1
"2192","Romania",2000,21.9
"2193","Romania",2001,21.1
"2194","Romania",2002,20.6
"2195","Romania",2003,20
"2196","Romania",2004,19.3
"2197","Romania",2005,18
"2198","Romania",2006,16.2
"2199","Romania",2007,14.4
"2200","Romania",2008,13
"2201","Romania",2009,12
"2202","Romania",2010,11.5
"2203","Romania",2011,11.3
"2204","Romania",2012,11.1
"2205","Romania",2013,10.6
"2206","Romania",2014,10
"2207","Romania",2015,9.2
"2208","Romania",2016,8.5
"2209","Russian Federation",1985,24.9
"2210","Russian Federation",1986,24.2
"2211","Russian Federation",1987,23.4
"2212","Russian Federation",1988,22.6
"2213","Russian Federation",1989,22
"2214","Russian Federation",1990,21.7
"2215","Russian Federation",1991,21.6
"2216","Russian Federation",1992,21.7
"2217","Russian Federation",1993,21.9
"2218","Russian Federation",1994,22.1
"2219","Russian Federation",1995,22
"2220","Russian Federation",1996,21.7
"2221","Russian Federation",1997,21.3
"2222","Russian Federation",1998,20.8
"2223","Russian Federation",1999,20.2
"2224","Russian Federation",2000,19.4
"2225","Russian Federation",2001,18.4
"2226","Russian Federation",2002,17.3
"2227","Russian Federation",2003,16.1
"2228","Russian Federation",2004,14.9
"2229","Russian Federation",2005,13.8
"2230","Russian Federation",2006,12.8
"2231","Russian Federation",2007,12
"2232","Russian Federation",2008,11.2
"2233","Russian Federation",2009,10.7
"2234","Russian Federation",2010,10.4
"2235","Russian Federation",2011,10.1
"2236","Russian Federation",2012,9.8
"2237","Russian Federation",2013,9.5
"2238","Russian Federation",2014,9.1
"2239","Russian Federation",2015,8.6
"2240","Russian Federation",2016,8
"2241","San Marino",1985,14.5
"2242","San Marino",1986,13.7
"2243","San Marino",1987,12.9
"2244","San Marino",1988,12.1
"2245","San Marino",1989,11.4
"2246","San Marino",1990,10.8
"2247","San Marino",1991,10.1
"2248","San Marino",1992,9.5
"2249","San Marino",1993,9
"2250","San Marino",1994,8.5
"2251","San Marino",1995,8
"2252","San Marino",1996,7.5
"2253","San Marino",1997,7.1
"2254","San Marino",1998,6.7
"2255","San Marino",1999,6.3
"2256","San Marino",2000,5.9
"2257","San Marino",2001,5.6
"2258","San Marino",2002,5.2
"2259","San Marino",2003,4.9
"2260","San Marino",2004,4.7
"2261","San Marino",2005,4.4
"2262","San Marino",2006,4.1
"2263","San Marino",2007,3.9
"2264","San Marino",2008,3.7
"2265","San Marino",2009,3.5
"2266","San Marino",2010,3.3
"2267","San Marino",2011,3.1
"2268","San Marino",2012,2.9
"2269","San Marino",2013,2.7
"2270","San Marino",2014,2.6
"2271","San Marino",2015,2.5
"2272","San Marino",2016,2.3
"2273","Seychelles",1985,20.7
"2274","Seychelles",1986,19.6
"2275","Seychelles",1987,18.8
"2276","Seychelles",1988,18
"2277","Seychelles",1989,17.3
"2278","Seychelles",1990,16.7
"2279","Seychelles",1991,16.1
"2280","Seychelles",1992,15.6
"2281","Seychelles",1993,15.1
"2282","Seychelles",1994,14.7
"2283","Seychelles",1995,14.4
"2284","Seychelles",1996,14.1
"2285","Seychelles",1997,13.8
"2286","Seychelles",1998,13.7
"2287","Seychelles",1999,13.6
"2288","Seychelles",2000,13.6
"2289","Seychelles",2001,13.7
"2290","Seychelles",2002,13.7
"2291","Seychelles",2003,13.8
"2292","Seychelles",2004,13.9
"2293","Seychelles",2005,14
"2294","Seychelles",2006,14.1
"2295","Seychelles",2007,14.1
"2296","Seychelles",2008,14.2
"2297","Seychelles",2009,14.2
"2298","Seychelles",2010,14.2
"2299","Seychelles",2011,14.3
"2300","Seychelles",2012,14.4
"2301","Seychelles",2013,14.4
"2302","Seychelles",2014,14.5
"2303","Seychelles",2015,14.5
"2304","Seychelles",2016,14.4
"2305","Singapore",1985,10.9
"2306","Singapore",1986,10.4
"2307","Singapore",1987,9.8
"2308","Singapore",1988,9.1
"2309","Singapore",1989,8.4
"2310","Singapore",1990,7.7
"2311","Singapore",1991,6.9
"2312","Singapore",1992,6.3
"2313","Singapore",1993,5.8
"2314","Singapore",1994,5.3
"2315","Singapore",1995,5
"2316","Singapore",1996,4.8
"2317","Singapore",1997,4.6
"2318","Singapore",1998,4.4
"2319","Singapore",1999,4.1
"2320","Singapore",2000,3.9
"2321","Singapore",2001,3.6
"2322","Singapore",2002,3.4
"2323","Singapore",2003,3.2
"2324","Singapore",2004,3
"2325","Singapore",2005,2.9
"2326","Singapore",2006,2.9
"2327","Singapore",2007,2.9
"2328","Singapore",2008,2.8
"2329","Singapore",2009,2.8
"2330","Singapore",2010,2.8
"2331","Singapore",2011,2.8
"2332","Singapore",2012,2.8
"2333","Singapore",2013,2.7
"2334","Singapore",2014,2.7
"2335","Singapore",2015,2.7
"2336","Singapore",2016,2.8
"2337","Slovenia",1985,14.4
"2338","Slovenia",1986,13.5
"2339","Slovenia",1987,12.7
"2340","Slovenia",1988,11.9
"2341","Slovenia",1989,11.1
"2342","Slovenia",1990,10.4
"2343","Slovenia",1991,9.7
"2344","Slovenia",1992,9.1
"2345","Slovenia",1993,8.5
"2346","Slovenia",1994,8
"2347","Slovenia",1995,7.5
"2348","Slovenia",1996,7
"2349","Slovenia",1997,6.6
"2350","Slovenia",1998,6.2
"2351","Slovenia",1999,5.9
"2352","Slovenia",2000,5.5
"2353","Slovenia",2001,5.3
"2354","Slovenia",2002,5
"2355","Slovenia",2003,4.7
"2356","Slovenia",2004,4.5
"2357","Slovenia",2005,4.3
"2358","Slovenia",2006,4
"2359","Slovenia",2007,3.8
"2360","Slovenia",2008,3.6
"2361","Slovenia",2009,3.4
"2362","Slovenia",2010,3.2
"2363","Slovenia",2011,3
"2364","Slovenia",2012,2.9
"2365","Slovenia",2013,2.7
"2366","Slovenia",2014,2.5
"2367","Slovenia",2015,2.4
"2368","Slovenia",2016,2.3
