"","Country","Year","infant_mortality_rate"
"2369","South Africa",1985,73.5
"2370","South Africa",1986,70.3
"2371","South Africa",1987,67.4
"2372","South Africa",1988,64.9
"2373","South Africa",1989,62.7
"2374","South Africa",1990,60.9
"2375","South Africa",1991,59.7
"2376","South Africa",1992,59.3
"2377","South Africa",1993,59.7
"2378","South Africa",1994,61
"2379","South Africa",1995,63.2
"2380","South Africa",1996,66.1
"2381","South Africa",1997,69.2
"2382","South Africa",1998,72.5
"2383","South Africa",1999,75.6
"2384","South Africa",2000,78.4
"2385","South Africa",2001,80.9
"2386","South Africa",2002,83
"2387","South Africa",2003,84.3
"2388","South Africa",2004,84.6
"2389","South Africa",2005,84
"2390","South Africa",2006,81.5
"2391","South Africa",2007,75.4
"2392","South Africa",2008,69.6
"2393","South Africa",2009,62.3
"2394","South Africa",2010,59.3
"2395","South Africa",2011,51.2
"2396","South Africa",2012,47.1
"2397","South Africa",2013,43.6
"2398","South Africa",2014,41.3
"2399","South Africa",2015,40.3
"2400","South Africa",2016,38.5
"2401","Spain",1985,11.2
"2402","Spain",1986,10.7
"2403","Spain",1987,10.3
"2404","Spain",1988,9.9
"2405","Spain",1989,9.5
"2406","Spain",1990,9.2
"2407","Spain",1991,8.8
"2408","Spain",1992,8.4
"2409","Spain",1993,7.9
"2410","Spain",1994,7.4
"2411","Spain",1995,6.9
"2412","Spain",1996,6.4
"2413","Spain",1997,6.1
"2414","Spain",1998,5.8
"2415","Spain",1999,5.6
"2416","Spain",2000,5.4
"2417","Spain",2001,5.3
"2418","Spain",2002,5.2
"2419","Spain",2003,5
"2420","Spain",2004,4.9
"2421","Spain",2005,4.7
"2422","Spain",2006,4.5
"2423","Spain",2007,4.4
"2424","Spain",2008,4.2
"2425","Spain",2009,4
"2426","Spain",2010,3.8
"2427","Spain",2011,3.7
"2428","Spain",2012,3.6
"2429","Spain",2013,3.5
"2430","Spain",2014,3.3
"2431","Spain",2015,3.2
"2432","Spain",2016,3.1
"2433","Sri Lanka",1985,30.3
"2434","Sri Lanka",1986,26.9
"2435","Sri Lanka",1987,24.2
"2436","Sri Lanka",1988,22.5
"2437","Sri Lanka",1989,21.6
"2438","Sri Lanka",1990,21.3
"2439","Sri Lanka",1991,21.3
"2440","Sri Lanka",1992,21.3
"2441","Sri Lanka",1993,21.1
"2442","Sri Lanka",1994,20.6
"2443","Sri Lanka",1995,20
"2444","Sri Lanka",1996,19.3
"2445","Sri Lanka",1997,18.6
"2446","Sri Lanka",1998,17.9
"2447","Sri Lanka",1999,17.1
"2448","Sri Lanka",2000,16.5
"2449","Sri Lanka",2001,16
"2450","Sri Lanka",2002,15.6
"2451","Sri Lanka",2003,15.2
"2452","Sri Lanka",2004,29.2
"2453","Sri Lanka",2005,14.3
"2454","Sri Lanka",2006,13.5
"2455","Sri Lanka",2007,12.8
"2456","Sri Lanka",2008,12.3
"2457","Sri Lanka",2009,11.9
"2458","Sri Lanka",2010,11.6
"2459","Sri Lanka",2011,11.2
"2460","Sri Lanka",2012,10.8
"2461","Sri Lanka",2013,10.4
"2462","Sri Lanka",2014,10
"2463","Sri Lanka",2015,9.5
"2464","Sri Lanka",2016,9.1
"2465","Suriname",1985,54.5
"2466","Suriname",1986,53.2
"2467","Suriname",1987,51.9
"2468","Suriname",1988,50.5
"2469","Suriname",1989,49.1
"2470","Suriname",1990,47.8
"2471","Suriname",1991,46.5
"2472","Suriname",1992,45.1
"2473","Suriname",1993,43.8
"2474","Suriname",1994,42.4
"2475","Suriname",1995,41
"2476","Suriname",1996,39.6
"2477","Suriname",1997,38.3
"2478","Suriname",1998,37
"2479","Suriname",1999,35.7
"2480","Suriname",2000,34.5
"2481","Suriname",2001,33.3
"2482","Suriname",2002,32.2
"2483","Suriname",2003,31.1
"2484","Suriname",2004,30
"2485","Suriname",2005,29
"2486","Suriname",2006,28
"2487","Suriname",2007,27.1
"2488","Suriname",2008,26.2
"2489","Suriname",2009,25.4
"2490","Suriname",2010,24.6
"2491","Suriname",2011,23.8
"2492","Suriname",2012,23
"2493","Suriname",2013,22.2
"2494","Suriname",2014,21.6
"2495","Suriname",2015,20.9
"2496","Suriname",2016,20.2
"2497","Sweden",1985,7.6
"2498","Sweden",1986,7.5
"2499","Sweden",1987,7.4
"2500","Sweden",1988,7.3
"2501","Sweden",1989,7.2
"2502","Sweden",1990,7
"2503","Sweden",1991,6.6
"2504","Sweden",1992,6.2
"2505","Sweden",1993,5.7
"2506","Sweden",1994,5.2
"2507","Sweden",1995,4.8
"2508","Sweden",1996,4.5
"2509","Sweden",1997,4.3
"2510","Sweden",1998,4.2
"2511","Sweden",1999,4.1
"2512","Sweden",2000,4.1
"2513","Sweden",2001,4.1
"2514","Sweden",2002,4
"2515","Sweden",2003,3.9
"2516","Sweden",2004,3.7
"2517","Sweden",2005,3.6
"2518","Sweden",2006,3.4
"2519","Sweden",2007,3.3
"2520","Sweden",2008,3.2
"2521","Sweden",2009,3.1
"2522","Sweden",2010,3
"2523","Sweden",2011,3
"2524","Sweden",2012,3
"2525","Sweden",2013,2.9
"2526","Sweden",2014,2.9
"2527","Sweden",2015,2.9
"2528","Sweden",2016,2.9
"2529","Switzerland",1985,9
"2530","Switzerland",1986,8.9
"2531","Switzerland",1987,8.8
"2532","Switzerland",1988,8.6
"2533","Switzerland",1989,8.4
"2534","Switzerland",1990,8.2
"2535","Switzerland",1991,7.9
"2536","Switzerland",1992,7.5
"2537","Switzerland",1993,7.1
"2538","Switzerland",1994,6.7
"2539","Switzerland",1995,6.4
"2540","Switzerland",1996,6.1
"2541","Switzerland",1997,6
"2542","Switzerland",1998,5.8
"2543","Switzerland",1999,5.7
"2544","Switzerland",2000,5.6
"2545","Switzerland",2001,5.5
"2546","Switzerland",2002,5.4
"2547","Switzerland",2003,5.3
"2548","Switzerland",2004,5.2
"2549","Switzerland",2005,5.1
"2550","Switzerland",2006,4.9
"2551","Switzerland",2007,4.8
"2552","Switzerland",2008,4.7
"2553","Switzerland",2009,4.6
"2554","Switzerland",2010,4.6
"2555","Switzerland",2011,4.5
"2556","Switzerland",2012,4.4
"2557","Switzerland",2013,4.4
"2558","Switzerland",2014,4.4
"2559","Switzerland",2015,4.3
"2560","Switzerland",2016,4.3
"2561","Thailand",1985,47.8
"2562","Thailand",1986,45.5
"2563","Thailand",1987,43.3
"2564","Thailand",1988,41.1
"2565","Thailand",1989,38.9
"2566","Thailand",1990,36.9
"2567","Thailand",1991,34.9
"2568","Thailand",1992,33.1
"2569","Thailand",1993,31.3
"2570","Thailand",1994,29.7
"2571","Thailand",1995,28.2
"2572","Thailand",1996,26.8
"2573","Thailand",1997,25.5
"2574","Thailand",1998,24.2
"2575","Thailand",1999,23
"2576","Thailand",2000,21.8
"2577","Thailand",2001,20.8
"2578","Thailand",2002,19.7
"2579","Thailand",2003,18.8
"2580","Thailand",2004,17.9
"2581","Thailand",2005,17
"2582","Thailand",2006,16.2
"2583","Thailand",2007,15.4
"2584","Thailand",2008,14.7
"2585","Thailand",2009,14
"2586","Thailand",2010,13.3
"2587","Thailand",2011,12.7
"2588","Thailand",2012,12.1
"2589","Thailand",2013,11.5
"2590","Thailand",2014,11
"2591","Thailand",2015,10.4
"2592","Thailand",2016,10
"2593","Trinidad and Tobago",1985,35.1
"2594","Trinidad and Tobago",1986,34.5
"2595","Trinidad and Tobago",1987,33.9
"2596","Trinidad and Tobago",1988,33.5
"2597","Trinidad and Tobago",1989,33
"2598","Trinidad and Tobago",1990,32.7
"2599","Trinidad and Tobago",1991,32.5
"2600","Trinidad and Tobago",1992,32.4
"2601","Trinidad and Tobago",1993,32.3
"2602","Trinidad and Tobago",1994,32.3
"2603","Trinidad and Tobago",1995,32.4
"2604","Trinidad and Tobago",1996,32.4
"2605","Trinidad and Tobago",1997,32.5
"2606","Trinidad and Tobago",1998,32.6
"2607","Trinidad and Tobago",1999,32.7
"2608","Trinidad and Tobago",2000,32.7
"2609","Trinidad and Tobago",2001,32.8
"2610","Trinidad and Tobago",2002,32.8
"2611","Trinidad and Tobago",2003,32.9
"2612","Trinidad and Tobago",2004,32.9
"2613","Trinidad and Tobago",2005,32.9
"2614","Trinidad and Tobago",2006,32.9
"2615","Trinidad and Tobago",2007,32.8
"2616","Trinidad and Tobago",2008,32.4
"2617","Trinidad and Tobago",2009,32
"2618","Trinidad and Tobago",2010,31.4
"2619","Trinidad and Tobago",2011,30.7
"2620","Trinidad and Tobago",2012,30
"2621","Trinidad and Tobago",2013,29.2
"2622","Trinidad and Tobago",2014,28.5
"2623","Trinidad and Tobago",2015,27.7
"2624","Trinidad and Tobago",2016,26.9
"2625","Turkey",1985,98.4
"2626","Turkey",1986,93
"2627","Turkey",1987,87.9
"2628","Turkey",1988,83.1
"2629","Turkey",1989,78.4
"2630","Turkey",1990,74
"2631","Turkey",1991,69.8
"2632","Turkey",1992,65.8
"2633","Turkey",1993,62
"2634","Turkey",1994,58.3
"2635","Turkey",1995,54.8
"2636","Turkey",1996,51.4
"2637","Turkey",1997,48.1
"2638","Turkey",1998,45
"2639","Turkey",1999,42
"2640","Turkey",2000,39.2
"2641","Turkey",2001,36.6
"2642","Turkey",2002,34.1
"2643","Turkey",2003,31.7
"2644","Turkey",2004,29.5
"2645","Turkey",2005,27.5
"2646","Turkey",2006,25.6
"2647","Turkey",2007,23.8
"2648","Turkey",2008,22.1
"2649","Turkey",2009,20.6
"2650","Turkey",2010,19.2
"2651","Turkey",2011,17.9
"2652","Turkey",2012,16.6
"2653","Turkey",2013,15.5
"2654","Turkey",2014,14.4
"2655","Turkey",2015,13.4
"2656","Turkey",2016,12.5
"2657","Turkmenistan",1985,99.7
"2658","Turkmenistan",1986,95.6
"2659","Turkmenistan",1987,92
"2660","Turkmenistan",1988,88.7
"2661","Turkmenistan",1989,86.2
"2662","Turkmenistan",1990,84.4
"2663","Turkmenistan",1991,83.7
"2664","Turkmenistan",1992,83.6
"2665","Turkmenistan",1993,84
"2666","Turkmenistan",1994,84.8
"2667","Turkmenistan",1995,85.4
"2668","Turkmenistan",1996,85.7
"2669","Turkmenistan",1997,85.5
"2670","Turkmenistan",1998,84.5
"2671","Turkmenistan",1999,82.8
"2672","Turkmenistan",2000,80.7
"2673","Turkmenistan",2001,78.4
"2674","Turkmenistan",2002,76.2
"2675","Turkmenistan",2003,74
"2676","Turkmenistan",2004,71.9
"2677","Turkmenistan",2005,69.7
"2678","Turkmenistan",2006,67.6
"2679","Turkmenistan",2007,65.6
"2680","Turkmenistan",2008,63.6
"2681","Turkmenistan",2009,61.4
"2682","Turkmenistan",2010,59.4
"2683","Turkmenistan",2011,57.5
"2684","Turkmenistan",2012,55.8
"2685","Turkmenistan",2013,54
"2686","Turkmenistan",2014,52.2
"2687","Turkmenistan",2015,50.5
"2688","Turkmenistan",2016,48.8
"2689","Ukraine",1985,22.3
"2690","Ukraine",1986,21.4
"2691","Ukraine",1987,20.7
"2692","Ukraine",1988,20
"2693","Ukraine",1989,19.6
"2694","Ukraine",1990,19.4
"2695","Ukraine",1991,19.4
"2696","Ukraine",1992,19.5
"2697","Ukraine",1993,19.8
"2698","Ukraine",1994,20.1
"2699","Ukraine",1995,20.4
"2700","Ukraine",1996,20.4
"2701","Ukraine",1997,20.3
"2702","Ukraine",1998,19.9
"2703","Ukraine",1999,19.3
"2704","Ukraine",2000,18.5
"2705","Ukraine",2001,17.6
"2706","Ukraine",2002,16.8
"2707","Ukraine",2003,15.9
"2708","Ukraine",2004,15.2
"2709","Ukraine",2005,14.5
"2710","Ukraine",2006,13.9
"2711","Ukraine",2007,13.4
"2712","Ukraine",2008,12.9
"2713","Ukraine",2009,12.3
"2714","Ukraine",2010,11.7
"2715","Ukraine",2011,11.2
"2716","Ukraine",2012,10.7
"2717","Ukraine",2013,10.2
"2718","Ukraine",2014,9.8
"2719","Ukraine",2015,9.4
"2720","Ukraine",2016,9.1
"2721","United Arab Emirates",1985,22.9
"2722","United Arab Emirates",1986,21.3
"2723","United Arab Emirates",1987,19.9
"2724","United Arab Emirates",1988,18.7
"2725","United Arab Emirates",1989,17.6
"2726","United Arab Emirates",1990,16.6
"2727","United Arab Emirates",1991,15.8
"2728","United Arab Emirates",1992,15
"2729","United Arab Emirates",1993,14.3
"2730","United Arab Emirates",1994,13.7
"2731","United Arab Emirates",1995,13.2
"2732","United Arab Emirates",1996,12.7
"2733","United Arab Emirates",1997,12.3
"2734","United Arab Emirates",1998,11.9
"2735","United Arab Emirates",1999,11.6
"2736","United Arab Emirates",2000,11.2
"2737","United Arab Emirates",2001,10.9
"2738","United Arab Emirates",2002,10.6
"2739","United Arab Emirates",2003,10.3
"2740","United Arab Emirates",2004,10
"2741","United Arab Emirates",2005,9.7
"2742","United Arab Emirates",2006,9.4
"2743","United Arab Emirates",2007,9.1
"2744","United Arab Emirates",2008,8.8
"2745","United Arab Emirates",2009,8.6
"2746","United Arab Emirates",2010,8.4
"2747","United Arab Emirates",2011,8.3
"2748","United Arab Emirates",2012,8.2
"2749","United Arab Emirates",2013,8.3
"2750","United Arab Emirates",2014,8.5
"2751","United Arab Emirates",2015,8.7
"2752","United Arab Emirates",2016,9
"2753","United Kingdom",1985,11.4
"2754","United Kingdom",1986,11.1
"2755","United Kingdom",1987,10.8
"2756","United Kingdom",1988,10.4
"2757","United Kingdom",1989,9.9
"2758","United Kingdom",1990,9.3
"2759","United Kingdom",1991,8.7
"2760","United Kingdom",1992,8.2
"2761","United Kingdom",1993,7.7
"2762","United Kingdom",1994,7.4
"2763","United Kingdom",1995,7.2
"2764","United Kingdom",1996,7
"2765","United Kingdom",1997,6.9
"2766","United Kingdom",1998,6.8
"2767","United Kingdom",1999,6.7
"2768","United Kingdom",2000,6.5
"2769","United Kingdom",2001,6.4
"2770","United Kingdom",2002,6.3
"2771","United Kingdom",2003,6.3
"2772","United Kingdom",2004,6.2
"2773","United Kingdom",2005,6
"2774","United Kingdom",2006,5.9
"2775","United Kingdom",2007,5.8
"2776","United Kingdom",2008,5.6
"2777","United Kingdom",2009,5.4
"2778","United Kingdom",2010,5.2
"2779","United Kingdom",2011,5
"2780","United Kingdom",2012,4.8
"2781","United Kingdom",2013,4.6
"2782","United Kingdom",2014,4.5
"2783","United Kingdom",2015,4.5
"2784","United Kingdom",2016,4.4
"2785","United States",1985,12.7
"2786","United States",1986,12.4
"2787","United States",1987,12.1
"2788","United States",1988,11.9
"2789","United States",1989,11.6
"2790","United States",1990,11.2
"2791","United States",1991,10.9
"2792","United States",1992,10.5
"2793","United States",1993,10.1
"2794","United States",1994,9.8
"2795","United States",1995,9.5
"2796","United States",1996,9.2
"2797","United States",1997,8.9
"2798","United States",1998,8.7
"2799","United States",1999,8.6
"2800","United States",2000,8.4
"2801","United States",2001,8.3
"2802","United States",2002,8.2
"2803","United States",2003,8.1
"2804","United States",2004,8.1
"2805","United States",2005,8
"2806","United States",2006,7.9
"2807","United States",2007,7.7
"2808","United States",2008,7.6
"2809","United States",2009,7.5
"2810","United States",2010,7.3
"2811","United States",2011,7.2
"2812","United States",2012,7.1
"2813","United States",2013,7
"2814","United States",2014,6.9
"2815","United States",2015,6.8
"2816","United States",2016,6.7
"2817","Uruguay",1985,28.7
"2818","Uruguay",1986,27.6
"2819","Uruguay",1987,26.4
"2820","Uruguay",1988,25.1
"2821","Uruguay",1989,23.9
"2822","Uruguay",1990,23
"2823","Uruguay",1991,22.3
"2824","Uruguay",1992,21.8
"2825","Uruguay",1993,21.4
"2826","Uruguay",1994,21
"2827","Uruguay",1995,20.6
"2828","Uruguay",1996,20
"2829","Uruguay",1997,19.2
"2830","Uruguay",1998,18.4
"2831","Uruguay",1999,17.6
"2832","Uruguay",2000,17
"2833","Uruguay",2001,16.6
"2834","Uruguay",2002,16.2
"2835","Uruguay",2003,15.8
"2836","Uruguay",2004,15.2
"2837","Uruguay",2005,14.4
"2838","Uruguay",2006,13.5
"2839","Uruguay",2007,12.7
"2840","Uruguay",2008,11.9
"2841","Uruguay",2009,11.2
"2842","Uruguay",2010,10.7
"2843","Uruguay",2011,10.2
"2844","Uruguay",2012,9.9
"2845","Uruguay",2013,9.6
"2846","Uruguay",2014,9.3
"2847","Uruguay",2015,8.9
"2848","Uruguay",2016,8.6
"2849","Uzbekistan",1985,85.2
"2850","Uzbekistan",1986,81
"2851","Uzbekistan",1987,77.6
"2852","Uzbekistan",1988,74.9
"2853","Uzbekistan",1989,73.1
"2854","Uzbekistan",1990,72.1
"2855","Uzbekistan",1991,71.7
"2856","Uzbekistan",1992,71.6
"2857","Uzbekistan",1993,71.2
"2858","Uzbekistan",1994,70.7
"2859","Uzbekistan",1995,70
"2860","Uzbekistan",1996,69.1
"2861","Uzbekistan",1997,68
"2862","Uzbekistan",1998,66.4
"2863","Uzbekistan",1999,64.5
"2864","Uzbekistan",2000,62.3
"2865","Uzbekistan",2001,59.8
"2866","Uzbekistan",2002,57.1
"2867","Uzbekistan",2003,54.4
"2868","Uzbekistan",2004,51.7
"2869","Uzbekistan",2005,49
"2870","Uzbekistan",2006,46.3
"2871","Uzbekistan",2007,43.7
"2872","Uzbekistan",2008,41.1
"2873","Uzbekistan",2009,38.6
"2874","Uzbekistan",2010,36.2
"2875","Uzbekistan",2011,33.8
"2876","Uzbekistan",2012,31.6
"2877","Uzbekistan",2013,29.5
"2878","Uzbekistan",2014,27.5
"2879","Uzbekistan",2015,25.6
"2880","Uzbekistan",2016,23.9
