"","Country","Year","AVGHouseSize"
"640","Germany",2010,2.09650656068574
"641","Germany",2011,2.09245743623462
"642","Ghana",1993,3.76612209802236
"643","Ghana",1994,4.12938945317379
"644","Ghana",1995,4.11835530511333
"645","Ghana",1996,4.10732115705287
"646","Ghana",1997,4.09628700899241
"647","Ghana",1998,4.08525286093196
"648","Ghana",1999,3.61385064553534
"649","Ghana",2000,5.08432239819616
"650","Ghana",2001,4.05215041675059
"651","Ghana",2002,4.04111626869013
"652","Ghana",2003,4.02950783044919
"653","Ghana",2004,4.01904797256921
"654","Ghana",2005,4.00801382450876
"655","Ghana",2006,3.9969796764483
"656","Ghana",2007,3.98594552838784
"657","Ghana",2008,3.75317863290313
"658","Ghana",2009,3.96387723226693
"659","Ghana",2010,4.4045022308643
"660","Ghana",2011,3.94180893614601
"661","Ghana",2012,3.93077478808556
"662","Ghana",2013,3.9197406400251
"663","Ghana",2014,3.49288612007447
"664","Greece",1991,2.97101630215958
"665","Greece",1992,2.9521278648249
"666","Greece",1993,2.92847593962522
"667","Greece",1994,2.90482401442552
"668","Greece",1995,2.88117208922583
"669","Greece",1996,2.85752016402614
"670","Greece",1997,2.83386823882645
"671","Greece",1998,2.81021631362676
"672","Greece",1999,2.78656438842707
"673","Greece",2000,2.76291246322737
"674","Greece",2001,2.74878751375768
"675","Greece",2002,2.71560861282799
"676","Greece",2003,2.69195668762831
"677","Greece",2004,2.66830476242861
"678","Greece",2005,2.64465283722892
"679","Greece",2006,2.62100091202923
"680","Greece",2007,2.59734898682954
"681","Greece",2008,2.57369706162985
"682","Greece",2009,2.55004513643016
"683","Greece",2010,2.52639321123047
"684","Greece",2011,2.49797779816577
"685","Guatemala",1995,5.25653333787132
"686","Guatemala",1996,5.28677557886852
"687","Guatemala",1997,5.26217811112511
"688","Guatemala",1998,5.2375806433817
"689","Guatemala",1999,5.28153281156401
"690","Guatemala",2000,5.18838570789487
"691","Guatemala",2001,5.16378824015146
"692","Guatemala",2002,5.13919077240805
"693","Guatemala",2003,5.11459330466464
"694","Guatemala",2004,5.08999583692123
"695","Guatemala",2005,5.06539836917781
"696","Guatemala",2006,5.0408009014344
"697","Guatemala",2007,5.01620343369099
"698","Guatemala",2008,4.99160596594758
