"","Country","Year","traffic_mortality"
"811","Maldives",2010,3.2
"812","Maldives",2011,3.182
"813","Maldives",2012,3.23399999999999
"814","Maldives",2013,3.286
"815","Maldives",2014,3.33799999999999
"816","Maldives",2015,3.3
"817","Malta",2000,4.7
"818","Malta",2001,4.264
"819","Malta",2002,4.30799999999999
"820","Malta",2003,4.35199999999999
"821","Malta",2004,4.396
"822","Malta",2005,4.1
"823","Malta",2006,4.48399999999999
"824","Malta",2007,4.52799999999999
"825","Malta",2008,4.572
"826","Malta",2009,4.616
"827","Malta",2010,3.9
"828","Malta",2011,4.70399999999999
"829","Malta",2012,4.74799999999999
"830","Malta",2013,4.792
"831","Malta",2014,4.836
"832","Malta",2015,5.5
"833","Mauritius",2000,15.7
"834","Mauritius",2001,13.656
"835","Mauritius",2002,13.532
"836","Mauritius",2003,13.408
"837","Mauritius",2004,13.284
"838","Mauritius",2005,10.3
"839","Mauritius",2006,13.036
"840","Mauritius",2007,12.912
"841","Mauritius",2008,12.788
"842","Mauritius",2009,12.664
"843","Mauritius",2010,12.5
"844","Mauritius",2011,12.416
"845","Mauritius",2012,12.292
"846","Mauritius",2013,12.168
"847","Mauritius",2014,12.044
"848","Mauritius",2015,12.9
"849","Mexico",2000,13.6
"850","Mexico",2001,14.48
"851","Mexico",2002,14.36
"852","Mexico",2003,14.24
"853","Mexico",2004,14.12
"854","Mexico",2005,15
"855","Mexico",2006,13.88
"856","Mexico",2007,13.76
"857","Mexico",2008,13.64
"858","Mexico",2009,13.52
"859","Mexico",2010,14.4
"860","Mexico",2011,13.28
"861","Mexico",2012,13.16
"862","Mexico",2013,13.04
"863","Mexico",2014,12.92
"864","Mexico",2015,11.8
"865","Mongolia",2000,17.8
"866","Mongolia",2001,19.014
"867","Mongolia",2002,19.158
"868","Mongolia",2003,19.302
"869","Mongolia",2004,19.446
"870","Mongolia",2005,21.5
"871","Mongolia",2006,19.734
"872","Mongolia",2007,19.878
"873","Mongolia",2008,20.022
"874","Mongolia",2009,20.166
"875","Mongolia",2010,19.7
"876","Mongolia",2011,20.454
"877","Mongolia",2012,20.598
"878","Mongolia",2013,20.742
"879","Mongolia",2014,20.886
"880","Mongolia",2015,20.8
"881","Montenegro",2000,16.9
"882","Montenegro",2001,16.864
"883","Montenegro",2002,16.4580000000001
"884","Montenegro",2003,16.052
"885","Montenegro",2004,15.6460000000001
"886","Montenegro",2005,15.1
"887","Montenegro",2006,14.8340000000001
"888","Montenegro",2007,14.428
"889","Montenegro",2008,14.022
"890","Montenegro",2009,13.616
"891","Montenegro",2010,14.6
"892","Montenegro",2011,12.8040000000001
"893","Montenegro",2012,12.398
"894","Montenegro",2013,11.9920000000001
"895","Montenegro",2014,11.586
"896","Montenegro",2015,10.3
"897","Netherlands",2000,7.3
"898","Netherlands",2001,6.524
"899","Netherlands",2002,6.27799999999996
"900","Netherlands",2003,6.03199999999998
"901","Netherlands",2004,5.786
"902","Netherlands",2005,5
"903","Netherlands",2006,5.29399999999998
"904","Netherlands",2007,5.048
"905","Netherlands",2008,4.80199999999996
"906","Netherlands",2009,4.55599999999998
"907","Netherlands",2010,3.8
"908","Netherlands",2011,4.06399999999996
"909","Netherlands",2012,3.81799999999998
"910","Netherlands",2013,3.572
"911","Netherlands",2014,3.32599999999996
"912","Netherlands",2015,3.6
"913","New Zealand",2000,12
"914","New Zealand",2001,11.8559999999999
"915","New Zealand",2002,11.4819999999999
"916","New Zealand",2003,11.1079999999999
"917","New Zealand",2004,10.7339999999999
"918","New Zealand",2005,10.3
"919","New Zealand",2006,9.98599999999988
"920","New Zealand",2007,9.61199999999985
"921","New Zealand",2008,9.23799999999994
"922","New Zealand",2009,8.86399999999992
"923","New Zealand",2010,9.3
"924","New Zealand",2011,8.11599999999987
"925","New Zealand",2012,7.74199999999985
"926","New Zealand",2013,7.36799999999994
"927","New Zealand",2014,6.99399999999991
"928","New Zealand",2015,6.1
"929","Nicaragua",2000,16.9
"930","Nicaragua",2001,17.248
"931","Nicaragua",2002,17.106
"932","Nicaragua",2003,16.9639999999999
"933","Nicaragua",2004,16.8219999999999
"934","Nicaragua",2005,17.3
"935","Nicaragua",2006,16.538
"936","Nicaragua",2007,16.396
"937","Nicaragua",2008,16.254
"938","Nicaragua",2009,16.112
"939","Nicaragua",2010,16.2
"940","Nicaragua",2011,15.828
"941","Nicaragua",2012,15.686
"942","Nicaragua",2013,15.544
"943","Nicaragua",2014,15.402
"944","Nicaragua",2015,14.9
"945","Norway",2000,8
"946","Norway",2001,7.18799999999999
"947","Norway",2002,6.88600000000008
"948","Norway",2003,6.58400000000006
"949","Norway",2004,6.28200000000004
"950","Norway",2005,5.3
"951","Norway",2006,5.678
"952","Norway",2007,5.37599999999998
"953","Norway",2008,5.07400000000007
"954","Norway",2009,4.77200000000005
"955","Norway",2010,4.3
"956","Norway",2011,4.16800000000001
"957","Norway",2012,3.86599999999999
"958","Norway",2013,3.56400000000008
"959","Norway",2014,3.26200000000006
"960","Norway",2015,3.3
"961","Oman",2000,32.2
"962","Oman",2001,33.0759999999999
"963","Oman",2002,32.5719999999999
"964","Oman",2003,32.0679999999999
"965","Oman",2004,31.564
"966","Oman",2005,32.8
"967","Oman",2006,30.5559999999999
"968","Oman",2007,30.0519999999999
"969","Oman",2008,29.5479999999999
"970","Oman",2009,29.0439999999999
"971","Oman",2010,29.2
"972","Oman",2011,28.0359999999999
"973","Oman",2012,27.5319999999999
"974","Oman",2013,27.0279999999999
"975","Oman",2014,26.5239999999999
"976","Oman",2015,25
"977","Panama",2000,15.1
"978","Panama",2001,14.894
"979","Panama",2002,14.6180000000001
"980","Panama",2003,14.342
"981","Panama",2004,14.066
"982","Panama",2005,13.6
"983","Panama",2006,13.514
"984","Panama",2007,13.2380000000001
"985","Panama",2008,12.962
"986","Panama",2009,12.686
"987","Panama",2010,13
"988","Panama",2011,12.134
"989","Panama",2012,11.8580000000001
"990","Panama",2013,11.582
"991","Panama",2014,11.306
"992","Panama",2015,10.7
"993","Paraguay",2000,9.4
"994","Paraguay",2001,11.0660000000003
"995","Paraguay",2002,12.1020000000003
"996","Paraguay",2003,13.1380000000004
"997","Paraguay",2004,14.1740000000004
"998","Paraguay",2005,14.3
"999","Paraguay",2006,16.2460000000001
"1000","Paraguay",2007,17.2820000000002
"1001","Paraguay",2008,18.3180000000002
"1002","Paraguay",2009,19.3540000000003
"1003","Paraguay",2010,24.1
"1004","Paraguay",2011,21.4260000000004
"1005","Paraguay",2012,22.4620000000004
"1006","Paraguay",2013,23.498
"1007","Paraguay",2014,24.5340000000001
"1008","Paraguay",2015,23.4
"1009","Philippines",2000,10.4
"1010","Philippines",2001,9.50999999999999
"1011","Philippines",2002,9.41999999999999
"1012","Philippines",2003,9.33000000000001
"1013","Philippines",2004,9.24000000000001
"1014","Philippines",2005,10
"1015","Philippines",2006,9.06
"1016","Philippines",2007,8.97
"1017","Philippines",2008,8.88
"1018","Philippines",2009,8.78999999999999
"1019","Philippines",2010,4.6
"1020","Philippines",2011,8.61000000000001
"1021","Philippines",2012,8.52000000000001
"1022","Philippines",2013,8.43000000000001
"1023","Philippines",2014,8.34
"1024","Philippines",2015,10.7
"1025","Poland",2000,18.6
"1026","Poland",2001,18.096
"1027","Poland",2002,17.462
"1028","Poland",2003,16.828
"1029","Poland",2004,16.194
"1030","Poland",2005,16
"1031","Poland",2006,14.9259999999999
"1032","Poland",2007,14.2919999999999
"1033","Poland",2008,13.6580000000001
"1034","Poland",2009,13.0240000000001
"1035","Poland",2010,11.9
"1036","Poland",2011,11.7560000000001
"1037","Poland",2012,11.1220000000001
"1038","Poland",2013,10.4880000000001
"1039","Poland",2014,9.85400000000004
"1040","Poland",2015,9.4
"1041","Portugal",2000,19.3
"1042","Portugal",2001,18.8120000000001
"1043","Portugal",2002,18.0140000000001
"1044","Portugal",2003,17.2160000000001
"1045","Portugal",2004,16.4180000000001
"1046","Portugal",2005,16.3
"1047","Portugal",2006,14.8220000000001
"1048","Portugal",2007,14.0240000000001
"1049","Portugal",2008,13.2260000000001
"1050","Portugal",2009,12.4280000000001
"1051","Portugal",2010,11.2
"1052","Portugal",2011,10.8320000000001
"1053","Portugal",2012,10.0340000000001
"1054","Portugal",2013,9.2360000000001
"1055","Portugal",2014,8.4380000000001
"1056","Portugal",2015,7.7
"1057","Puerto Rico",2000,15.2
"1058","Puerto Rico",2001,14.354
"1059","Puerto Rico",2002,13.888
"1060","Puerto Rico",2003,13.422
"1061","Puerto Rico",2004,12.956
"1062","Puerto Rico",2005,12.1
"1063","Puerto Rico",2006,12.024
"1064","Puerto Rico",2007,11.558
"1065","Puerto Rico",2008,11.092
"1066","Puerto Rico",2009,10.626
"1067","Puerto Rico",2010,9.8
"1068","Puerto Rico",2011,9.69399999999996
"1069","Puerto Rico",2012,9.22799999999995
"1070","Puerto Rico",2013,8.76200000000006
"1071","Puerto Rico",2014,8.29600000000005
"1072","Puerto Rico",2015,8.2
"1073","Qatar",2000,27.8
"1074","Qatar",2001,29.9219999999996
"1075","Qatar",2002,28.7339999999999
"1076","Qatar",2003,27.5459999999998
"1077","Qatar",2004,26.3579999999997
"1078","Qatar",2005,31.3
"1079","Qatar",2006,23.982
"1080","Qatar",2007,22.7939999999999
"1081","Qatar",2008,21.6059999999998
"1082","Qatar",2009,20.4179999999997
"1083","Qatar",2010,16.9
"1084","Qatar",2011,18.0419999999999
"1085","Qatar",2012,16.8539999999998
"1086","Qatar",2013,15.6659999999997
"1087","Qatar",2014,14.4779999999996
"1088","Qatar",2015,12.8
"1089","Romania",2000,12.3
"1090","Romania",2001,12.824
"1091","Romania",2002,12.578
"1092","Romania",2003,12.332
"1093","Romania",2004,12.086
"1094","Romania",2005,12.9
"1095","Romania",2006,11.594
"1096","Romania",2007,11.348
"1097","Romania",2008,11.102
"1098","Romania",2009,10.856
"1099","Romania",2010,10.8
"1100","Romania",2011,10.364
"1101","Romania",2012,10.118
"1102","Romania",2013,9.87200000000001
"1103","Romania",2014,9.62600000000003
"1104","Romania",2015,8.9
"1105","Russian Federation",2000,20.1
"1106","Russian Federation",2001,21.616
"1107","Russian Federation",2002,21.352
"1108","Russian Federation",2003,21.088
"1109","Russian Federation",2004,20.824
"1110","Russian Federation",2005,23.6
"1111","Russian Federation",2006,20.2959999999999
"1112","Russian Federation",2007,20.0319999999999
"1113","Russian Federation",2008,19.768
"1114","Russian Federation",2009,19.504
"1115","Russian Federation",2010,18.5
"1116","Russian Federation",2011,18.976
"1117","Russian Federation",2012,18.712
"1118","Russian Federation",2013,18.448
"1119","Russian Federation",2014,18.184
"1120","Russian Federation",2015,17.4
"1121","Seychelles",2000,13.5
"1122","Seychelles",2001,13.0300000000001
"1123","Seychelles",2002,12.76
"1124","Seychelles",2003,12.49
"1125","Seychelles",2004,12.22
"1126","Seychelles",2005,10.2
"1127","Seychelles",2006,11.6800000000001
"1128","Seychelles",2007,11.4100000000001
"1129","Seychelles",2008,11.14
"1130","Seychelles",2009,10.87
"1131","Seychelles",2010,13.5
"1132","Seychelles",2011,10.33
"1133","Seychelles",2012,10.0600000000001
"1134","Seychelles",2013,9.79000000000008
"1135","Seychelles",2014,9.51999999999998
"1136","Seychelles",2015,7.9
"1137","Singapore",2000,6.7
"1138","Singapore",2001,6.20599999999996
"1139","Singapore",2002,6.03199999999998
"1140","Singapore",2003,5.85799999999995
"1141","Singapore",2004,5.68399999999997
"1142","Singapore",2005,4.8
"1143","Singapore",2006,5.33599999999996
"1144","Singapore",2007,5.16199999999998
"1145","Singapore",2008,4.98799999999994
"1146","Singapore",2009,4.81399999999996
"1147","Singapore",2010,5.1
"1148","Singapore",2011,4.46599999999995
"1149","Singapore",2012,4.29199999999997
"1150","Singapore",2013,4.11799999999994
"1151","Singapore",2014,3.94399999999996
"1152","Singapore",2015,3.7
"1153","Slovenia",2000,15.8
"1154","Slovenia",2001,15.1079999999999
"1155","Slovenia",2002,14.4259999999999
"1156","Slovenia",2003,13.7439999999999
"1157","Slovenia",2004,13.0619999999999
"1158","Slovenia",2005,13.3
"1159","Slovenia",2006,11.6979999999999
"1160","Slovenia",2007,11.0159999999998
"1161","Slovenia",2008,10.3339999999998
"1162","Slovenia",2009,9.65199999999982
"1163","Slovenia",2010,7.1
"1164","Slovenia",2011,8.28799999999978
"1165","Slovenia",2012,7.60599999999977
"1166","Slovenia",2013,6.92399999999975
"1167","Slovenia",2014,6.24199999999996
"1168","Slovenia",2015,6.5
"1169","South Africa",2000,37.3
"1170","South Africa",2001,36.5659999999998
"1171","South Africa",2002,35.4519999999998
"1172","South Africa",2003,34.3379999999997
"1173","South Africa",2004,33.2239999999997
"1174","South Africa",2005,33.2
"1175","South Africa",2006,30.9959999999996
"1176","South Africa",2007,29.8819999999996
"1177","South Africa",2008,28.7679999999996
"1178","South Africa",2009,27.6539999999995
"1179","South Africa",2010,25.5
"1180","South Africa",2011,25.4259999999995
"1181","South Africa",2012,24.3119999999994
"1182","South Africa",2013,23.1979999999994
"1183","South Africa",2014,22.0839999999998
"1184","South Africa",2015,21.3
"1185","Spain",2000,15.6
"1186","Spain",2001,14.194
"1187","Spain",2002,13.3680000000002
"1188","Spain",2003,12.5420000000001
"1189","Spain",2004,11.7160000000001
"1190","Spain",2005,10.7
"1191","Spain",2006,10.0640000000001
"1192","Spain",2007,9.23800000000006
"1193","Spain",2008,8.41200000000003
"1194","Spain",2009,7.58600000000001
"1195","Spain",2010,5.4
"1196","Spain",2011,5.93399999999997
"1197","Spain",2012,5.10800000000017
"1198","Spain",2013,4.28200000000015
"1199","Spain",2014,3.45600000000013
"1200","Spain",2015,3.6
"1201","Sri Lanka",2000,18.4
"1202","Sri Lanka",2001,18.88
"1203","Sri Lanka",2002,18.81
"1204","Sri Lanka",2003,18.74
"1205","Sri Lanka",2004,18.67
"1206","Sri Lanka",2005,19
"1207","Sri Lanka",2006,18.53
"1208","Sri Lanka",2007,18.46
"1209","Sri Lanka",2008,18.39
"1210","Sri Lanka",2009,18.32
"1211","Sri Lanka",2010,19.1
"1212","Sri Lanka",2011,18.18
"1213","Sri Lanka",2012,18.11
"1214","Sri Lanka",2013,18.04
"1215","Sri Lanka",2014,17.97
"1216","Sri Lanka",2015,17.2
"1217","Suriname",2000,25.9
"1218","Suriname",2001,26.55
"1219","Suriname",2002,26.05
"1220","Suriname",2003,25.55
"1221","Suriname",2004,25.05
"1222","Suriname",2005,26
"1223","Suriname",2006,24.05
"1224","Suriname",2007,23.55
"1225","Suriname",2008,23.05
"1226","Suriname",2009,22.55
"1227","Suriname",2010,22.6
"1228","Suriname",2011,21.55
"1229","Suriname",2012,21.05
"1230","Suriname",2013,20.55
"1231","Suriname",2014,20.05
"1232","Suriname",2015,18.7
"1233","Sweden",2000,6.7
"1234","Sweden",2001,6.21800000000007
"1235","Sweden",2002,5.94600000000014
"1236","Sweden",2003,5.67400000000009
"1237","Sweden",2004,5.40200000000004
"1238","Sweden",2005,5.2
"1239","Sweden",2006,4.85800000000006
"1240","Sweden",2007,4.58600000000013
"1241","Sweden",2008,4.31400000000008
"1242","Sweden",2009,4.04200000000003
"1243","Sweden",2010,3
"1244","Sweden",2011,3.49800000000005
"1245","Sweden",2012,3.22600000000011
"1246","Sweden",2013,2.95400000000006
"1247","Sweden",2014,2.68200000000013
"1248","Sweden",2015,2.9
"1249","Switzerland",2000,8.2
"1250","Switzerland",2001,7.28800000000001
"1251","Switzerland",2002,6.9860000000001
"1252","Switzerland",2003,6.68400000000008
"1253","Switzerland",2004,6.38200000000006
"1254","Switzerland",2005,5.4
"1255","Switzerland",2006,5.77800000000002
"1256","Switzerland",2007,5.476
"1257","Switzerland",2008,5.17400000000009
"1258","Switzerland",2009,4.87200000000007
"1259","Switzerland",2010,4.1
"1260","Switzerland",2011,4.26800000000003
"1261","Switzerland",2012,3.96600000000001
"1262","Switzerland",2013,3.6640000000001
"1263","Switzerland",2014,3.36200000000008
"1264","Switzerland",2015,3.6
"1265","Thailand",2000,26.5
"1266","Thailand",2001,27.77
"1267","Thailand",2002,28.14
"1268","Thailand",2003,28.51
"1269","Thailand",2004,28.88
"1270","Thailand",2005,29.8
"1271","Thailand",2006,29.62
"1272","Thailand",2007,29.99
"1273","Thailand",2008,30.36
"1274","Thailand",2009,30.73
"1275","Thailand",2010,32.7
"1276","Thailand",2011,31.4699999999999
"1277","Thailand",2012,31.8399999999999
"1278","Thailand",2013,32.2099999999999
"1279","Thailand",2014,32.5799999999999
"1280","Thailand",2015,31.7
"1281","Trinidad and Tobago",2000,13.4
"1282","Trinidad and Tobago",2001,16.036
"1283","Trinidad and Tobago",2002,16.042
"1284","Trinidad and Tobago",2003,16.048
"1285","Trinidad and Tobago",2004,16.054
"1286","Trinidad and Tobago",2005,18.7
"1287","Trinidad and Tobago",2006,16.066
"1288","Trinidad and Tobago",2007,16.072
"1289","Trinidad and Tobago",2008,16.078
"1290","Trinidad and Tobago",2009,16.084
"1291","Trinidad and Tobago",2010,18.7
"1292","Trinidad and Tobago",2011,16.096
"1293","Trinidad and Tobago",2012,16.102
"1294","Trinidad and Tobago",2013,16.108
"1295","Trinidad and Tobago",2014,16.114
"1296","Trinidad and Tobago",2015,13.5
"1297","Turkey",2000,12
"1298","Turkey",2001,10.782
"1299","Turkey",2002,10.554
"1300","Turkey",2003,10.326
"1301","Turkey",2004,10.098
"1302","Turkey",2005,9.1
"1303","Turkey",2006,9.64200000000005
"1304","Turkey",2007,9.41400000000004
"1305","Turkey",2008,9.18600000000004
"1306","Turkey",2009,8.95800000000003
"1307","Turkey",2010,7.3
"1308","Turkey",2011,8.50200000000001
"1309","Turkey",2012,8.27400000000006
"1310","Turkey",2013,8.04600000000005
"1311","Turkey",2014,7.81800000000004
"1312","Turkey",2015,8.8
"1313","Turkmenistan",2000,18.5
"1314","Turkmenistan",2001,18.842
"1315","Turkmenistan",2002,18.774
"1316","Turkmenistan",2003,18.706
"1317","Turkmenistan",2004,18.638
"1318","Turkmenistan",2005,18.9
"1319","Turkmenistan",2006,18.502
"1320","Turkmenistan",2007,18.434
"1321","Turkmenistan",2008,18.366
"1322","Turkmenistan",2009,18.298
"1323","Turkmenistan",2010,18.8
"1324","Turkmenistan",2011,18.162
"1325","Turkmenistan",2012,18.094
"1326","Turkmenistan",2013,18.026
"1327","Turkmenistan",2014,17.958
"1328","Turkmenistan",2015,17.4
"1329","Ukraine",2000,13.4
"1330","Ukraine",2001,18.378
"1331","Ukraine",2002,17.966
"1332","Ukraine",2003,17.554
"1333","Ukraine",2004,17.1420000000001
"1334","Ukraine",2005,24.6
"1335","Ukraine",2006,16.318
"1336","Ukraine",2007,15.9060000000001
"1337","Ukraine",2008,15.494
"1338","Ukraine",2009,15.082
"1339","Ukraine",2010,15.1
"1340","Ukraine",2011,14.258
"1341","Ukraine",2012,13.846
"1342","Ukraine",2013,13.434
"1343","Ukraine",2014,13.022
"1344","Ukraine",2015,9.7
"1345","United Arab Emirates",2000,9.6
"1346","United Arab Emirates",2001,14.004
"1347","United Arab Emirates",2002,13.838
"1348","United Arab Emirates",2003,13.672
"1349","United Arab Emirates",2004,13.506
"1350","United Arab Emirates",2005,20.6
"1351","United Arab Emirates",2006,13.174
"1352","United Arab Emirates",2007,13.008
"1353","United Arab Emirates",2008,12.842
"1354","United Arab Emirates",2009,12.676
"1355","United Arab Emirates",2010,11.7
"1356","United Arab Emirates",2011,12.344
"1357","United Arab Emirates",2012,12.178
"1358","United Arab Emirates",2013,12.012
"1359","United Arab Emirates",2014,11.846
"1360","United Arab Emirates",2015,9.8
"1361","United Kingdom",2000,6.9
"1362","United Kingdom",2001,6.84800000000007
"1363","United Kingdom",2002,6.55600000000004
"1364","United Kingdom",2003,6.26400000000001
"1365","United Kingdom",2004,5.97199999999998
"1366","United Kingdom",2005,6.3
"1367","United Kingdom",2006,5.38800000000003
"1368","United Kingdom",2007,5.096
"1369","United Kingdom",2008,4.80399999999997
"1370","United Kingdom",2009,4.51200000000006
"1371","United Kingdom",2010,3.7
"1372","United Kingdom",2011,3.928
"1373","United Kingdom",2012,3.63600000000008
"1374","United Kingdom",2013,3.34400000000005
"1375","United Kingdom",2014,3.05200000000002
"1376","United Kingdom",2015,2.9
"1377","United States",2000,15.5
"1378","United States",2001,15.6399999999999
"1379","United States",2002,15.2799999999999
"1380","United States",2003,14.92
"1381","United States",2004,14.5599999999999
"1382","United States",2005,15.4
"1383","United States",2006,13.8399999999999
"1384","United States",2007,13.4799999999999
"1385","United States",2008,13.1199999999999
"1386","United States",2009,12.7599999999999
"1387","United States",2010,11.5
"1388","United States",2011,12.04
"1389","United States",2012,11.6799999999999
"1390","United States",2013,11.3199999999999
"1391","United States",2014,10.9599999999999
"1392","United States",2015,10.8
"1393","Uruguay",2000,16.2
"1394","Uruguay",2001,14.502
"1395","Uruguay",2002,14.644
"1396","Uruguay",2003,14.786
"1397","Uruguay",2004,14.928
"1398","Uruguay",2005,12.3
"1399","Uruguay",2006,15.212
"1400","Uruguay",2007,15.354
"1401","Uruguay",2008,15.496
"1402","Uruguay",2009,15.638
"1403","Uruguay",2010,15.8
"1404","Uruguay",2011,15.922
"1405","Uruguay",2012,16.064
"1406","Uruguay",2013,16.206
"1407","Uruguay",2014,16.348
"1408","Uruguay",2015,17.4
"1409","Uzbekistan",2000,10.3
"1410","Uzbekistan",2001,11.962
"1411","Uzbekistan",2002,11.914
"1412","Uzbekistan",2003,11.866
"1413","Uzbekistan",2004,11.818
"1414","Uzbekistan",2005,14.1
"1415","Uzbekistan",2006,11.722
"1416","Uzbekistan",2007,11.674
"1417","Uzbekistan",2008,11.626
"1418","Uzbekistan",2009,11.578
"1419","Uzbekistan",2010,12
"1420","Uzbekistan",2011,11.482
"1421","Uzbekistan",2012,11.434
"1422","Uzbekistan",2013,11.386
"1423","Uzbekistan",2014,11.338
"1424","Uzbekistan",2015,10.2
